source_study,paper_track,dataset,provider_or_ranker_family,candidate_pool_size,normalization_method,construction_rule,vote_semantics,extraction_method,repair_method,n_edges_or_density,cyclicity_indicator,scc_stats,fas_or_removed_weight_objective,ndcg_cutoff,ndcg_value,map_value,mrr_value,paired_delta,ci_lower,ci_upper,n_queries,practical_significance_decision,notes
JDIQ_backbone_construction_and_repair,JDIQ_2026,fiqa,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.4166008771929824,0.3083333333333333,3.3833333333333333,0.0036837498831988,10,0.2828713810325208,,,-5.57625852281506e-05,,,120.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,fiqa,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.4166008771929824,0.3083333333333333,3.3833333333333333,0.0036837498831988,10,0.2820163289511741,,,-5.57625852281506e-05,,,120.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.2683760683760683,0.0,1.0,0.0,10,0.8602066458342785,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.2683760683760683,0.0,1.0,0.0,10,0.8830093138377724,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.2683760683760683,0.0,1.0,0.0,10,0.8678231335689706,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.5170940170940171,0.6346153846153846,4.057692307692308,0.0288173236686801,10,0.8889562947582704,,,0.0155060711775381,,,52.0,meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.5170940170940171,0.6346153846153846,4.057692307692308,0.0288173236686801,10,0.8903688412769438,,,-0.0013331431139732,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.5170940170940171,0.6346153846153846,4.057692307692308,0.0288173236686801,10,0.8919126722548634,,,-0.0022876352433057,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.4346153846153846,0.0192307692307692,1.1346153846153846,3.696256532717419e-05,10,0.8734502235807322,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.4346153846153846,0.0192307692307692,1.1346153846153846,3.696256532717419e-05,10,0.8926442552222791,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,hotpotqa,classical_multi_ranker_fusion,10.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.4346153846153846,0.0192307692307692,1.1346153846153846,3.696256532717419e-05,10,0.8885031279798615,,,0.0,,,52.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.0557368421052631,0.0,1.0,0.0,10,0.6336111061165562,,,0.0,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.0557368421052631,0.0,1.0,0.0,10,0.6315885294118483,,,0.0,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms2,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.0557368421052631,0.0,1.0,0.0,10,0.6268225281333228,,,0.0,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.3738947368421053,0.92,10.82,0.0547970834928075,10,0.6322082106625195,,,-0.0140414975779359,,,50.0,meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.3738947368421053,0.92,10.82,0.0547970834928075,10,0.6400311344391819,,,0.0004451165495483,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.3738947368421053,0.92,10.82,0.0547970834928075,10,0.6285909408450325,,,-0.0075137136632297,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,copeland_graph,greedy_mwfas,0.3188421052631579,0.22,3.08,0.0027989948037786,10,0.6468076487002118,,,0.0001797238451473,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,balance_graph,greedy_mwfas,0.3188421052631579,0.22,3.08,0.0027989948037786,10,0.644530448804365,,,0.0001071848012296,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_construction_and_repair,JDIQ_2026,bright,classical_multi_ranker_fusion,20.0,minmax_query_ranker,ms1_drop_mutual,primary_minmax_retention_matched,markov_graph,greedy_mwfas,0.3188421052631579,0.22,3.08,0.0027989948037786,10,0.640885672319445,,,0.000688767887084,,,50.0,not_meaningful,repaired_minus_unrepaired at the primary_minmax_retention_matched protocol
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,balance_graph,,,,,,10,0.5391505021892283,,,,,,,rank_8_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,balance_graph_repaired,,,,,,10,0.5393650791402174,,,,,,,rank_8_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,borda_fuse,,,,,,10,0.5445691844672302,,,,,,,rank_6_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,combsum,,,,,,10,0.5541194773697556,,,,,,,rank_3_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,copeland_graph,,,,,,10,0.5303080468913566,,,,,,,rank_11_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,copeland_graph_repaired,,,,,,10,0.5343435013016692,,,,,,,rank_11_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,hybrid_repaired_balance_a0p3_minmax,,,,,,10,0.5470247223537742,,,,,,,rank_6_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,hybrid_repaired_copeland_a0p3_minmax,,,,,,10,0.5458391796805884,,,,,,,rank_6_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,hybrid_unrepaired_balance_a0p3_minmax,,,,,,10,0.5482309116529156,,,,,,,rank_4_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,hybrid_unrepaired_copeland_a0p3_minmax,,,,,,10,0.541632879364486,,,,,,,rank_9_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,markov_graph,,,,,,10,0.5371464031940141,,,,,,,rank_9_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,markov_graph_repaired,,,,,,10,0.5370703848336947,,,,,,,rank_9_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,prior_only,,,,,,10,0.5449063611405328,,,,,,,rank_6_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
JDIQ_backbone_macro_method_comparison,JDIQ_2026,ALL_4_macro,classical_multi_ranker_fusion,,minmax_retention_matched,ms1,,rrf,,,,,,10,0.5462225172671649,,,,,,,rank_5_of_14,"dataset-macro mean nDCG@10, primary protocol, ms1 regime"
repository_scale_headroom_419,negative_result_2026,"ALL (query-level, recommended)",,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.002507824235183,0.0020410537256332,0.0030189278051703,419.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,bright / ms1 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0084061206322905,0.0076014940162501,0.0092257170429705,7197.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,bright / ms1_drop_mutual (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0005347466667972,0.0003794145924024,0.0007133065264482,5697.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,bright / ms2 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,9.309611296970388e-06,1.3768358761621308e-06,2.0101894242555e-05,5630.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,fiqa / ms1 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0057478994579207,0.005207052032179,0.0063208059547044,16790.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,fiqa / ms1_drop_mutual (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0003999356597645,0.0002816658541525,0.0005342620780928,13330.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,fiqa / ms2 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,3.0917009332109835e-06,0.0,8.202215525536624e-06,13310.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,hotpotqa / ms1 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0040658765390474,0.0032880056572925,0.0049347575324906,6873.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,hotpotqa / ms1_drop_mutual (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0,0.0,0.0,5338.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,hotpotqa / ms2 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0,0.0,0.0,5338.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,scidocs / ms1 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.005867925959581,0.0054037327472425,0.0063446593272853,16540.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,scidocs / ms1_drop_mutual (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,0.0005241192439917,0.0003847411974969,0.0006794936303477,13080.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
repository_scale_headroom_419,negative_result_2026,scidocs / ms2 (row-level),,,,,,copeland_graph,greedy_or_exact_mwfas (mixed),,,,,mixed(marginalized),,,,8.219413176191459e-07,0.0,2.162152777268688e-06,13080.0,not_meaningful,"oracle headroom = mean(max(preserve,repair)) - max(mean(preserve),mean(repair))"
exact_ilp_vs_greedy_real_data,JDIQ_2026,bright,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,142.08,0.92,,-0.9781808087417612,10,,,,0.005653756840030414,,,50.0,not_meaningful,"regime=ms1; mean greedy weight removed=4.3695, mean exact weight removed=3.3913"
exact_ilp_vs_greedy_real_data,JDIQ_2026,bright,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,121.16,0.22,,-0.027759561490749915,10,,,,-0.0006321168742162896,,,50.0,not_meaningful,"regime=ms1_drop_mutual; mean greedy weight removed=0.1359, mean exact weight removed=0.1082"
exact_ilp_vs_greedy_real_data,JDIQ_2026,bright,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,21.612244897959183,0.0,,0.0,10,,,,0.0,,,49.0,not_meaningful,"regime=ms2; mean greedy weight removed=0.0000, mean exact weight removed=0.0000"
exact_ilp_vs_greedy_real_data,JDIQ_2026,fiqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,194.275,0.9833333333333333,,-2.2979808471598258,10,,,,-0.007160423259458314,,,120.0,not_meaningful,"regime=ms1; mean greedy weight removed=7.9744, mean exact weight removed=5.6764"
exact_ilp_vs_greedy_real_data,JDIQ_2026,fiqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,158.30833333333334,0.30833333333333335,,-0.1050704819371508,10,,,,-6.224243556366653e-05,,,120.0,not_meaningful,"regime=ms1_drop_mutual; mean greedy weight removed=0.2515, mean exact weight removed=0.1464"
exact_ilp_vs_greedy_real_data,JDIQ_2026,fiqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,44.65,0.0,,0.0,10,,,,0.0,,,120.0,not_meaningful,"regime=ms2; mean greedy weight removed=0.0000, mean exact weight removed=0.0000"
exact_ilp_vs_greedy_real_data,JDIQ_2026,hotpotqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,46.53846153846154,0.6346153846153846,,-0.15761043765028382,10,,,,-0.0010013050911650944,,,52.0,not_meaningful,"regime=ms1; mean greedy weight removed=1.1730, mean exact weight removed=1.0154"
exact_ilp_vs_greedy_real_data,JDIQ_2026,hotpotqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,39.11538461538461,0.019230769230769232,,0.0,10,,,,0.0,,,52.0,not_meaningful,"regime=ms1_drop_mutual; mean greedy weight removed=0.0008, mean exact weight removed=0.0008"
exact_ilp_vs_greedy_real_data,JDIQ_2026,hotpotqa,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,24.153846153846153,0.0,,0.0,10,,,,0.0,,,52.0,not_meaningful,"regime=ms2; mean greedy weight removed=0.0000, mean exact weight removed=0.0000"
exact_ilp_vs_greedy_real_data,JDIQ_2026,scidocs,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,205.925,0.9916666666666667,,-2.205610281353885,10,,,,-0.0034777525806148316,,,120.0,not_meaningful,"regime=ms1; mean greedy weight removed=8.9336, mean exact weight removed=6.7280"
exact_ilp_vs_greedy_real_data,JDIQ_2026,scidocs,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,159.18333333333334,0.11666666666666667,,-0.07529808258007009,10,,,,0.0,,,120.0,not_meaningful,"regime=ms1_drop_mutual; mean greedy weight removed=0.1476, mean exact weight removed=0.0723"
exact_ilp_vs_greedy_real_data,JDIQ_2026,scidocs,,,,,,copeland/balance/markov (pooled),exact_scip_minus_greedy,68.55833333333334,0.0,,0.0,10,,,,0.0,,,120.0,not_meaningful,"regime=ms2; mean greedy weight removed=0.0000, mean exact weight removed=0.0000"
larger_pool_greedy_multi_cutoff,JDIQ_2026,ALL_4_pooled,,,,,,,greedy_mwfas,,,,,5,,,,0.002688951780734046,,,3420.0,not_meaningful (0/40 Holm-significant cells),"larger-pool (P>k) family, active ms1 regime (Holm-adjusted p-value column, not boolean)"
larger_pool_greedy_multi_cutoff,JDIQ_2026,ALL_4_pooled,,,,,,,greedy_mwfas,,,,,10,,,,0.000991696868156404,,,3160.0,not_meaningful (0/35 Holm-significant cells),"larger-pool (P>k) family, active ms1 regime (Holm-adjusted p-value column, not boolean)"
larger_pool_greedy_multi_cutoff,JDIQ_2026,ALL_4_pooled,,,,,,,greedy_mwfas,,,,,20,,,,0.0006584539710442814,,,3160.0,not_meaningful (0/35 Holm-significant cells),"larger-pool (P>k) family, active ms1 regime (Holm-adjusted p-value column, not boolean)"
larger_pool_exact_repair,JDIQ_2026,ALL_4_pooled,,,,,,,exact_scip_mwfas,,,,,,,,,0.001453251390205116,,,4788.0,not_meaningful (0/56 Holm-significant),"larger-pool family, exact SCIP repair vs. unrepaired, cutoffs 5&10 pooled"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,scidocs,rrf,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,-0.0066172478085971,-0.020267181125542,0.0033740006319475,120.0,not_meaningful (0/8 Holm-significant),"delta = rrf - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,scidocs,combsum,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,-0.0099086228796063,-0.0245264848026088,0.003815988883308,120.0,not_meaningful (0/8 Holm-significant),"delta = combsum - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,fiqa,rrf,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,0.0141221068170421,0.0057108499504871,0.0300740465683718,120.0,not_meaningful (0/8 Holm-significant),"delta = rrf - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
