n_paired_queries,mean_delta,median_delta,std_delta,helped_queries,harmed_queries,unchanged_queries,sign_flip_pvalue,sign_flip_method,bca_ci_low,bca_ci_high,bca_frac_gt_zero,mde_normal_alpha05_power80,family,dataset,regime,config_id,pair_name,pair_family,holm_adjusted_pvalue,holm_significant_at_0.05
52,0.008414701318936672,0.0,0.062265659245131055,2,2,48,0.5,exact_sign_flip,-0.003034618526437542,0.0365948224346352,0.8103,0.024190829253256104,larger_pool,hotpotqa,ms1,pool35_ndcg5,copeland_graph,graph,1.0,False
52,0.0005167386500633595,0.0,0.003690252085689331,1,0,51,1.0,exact_sign_flip,0.0,0.0015502159501900785,0.6328,0.0014336997180892036,larger_pool,hotpotqa,ms1,pool35_ndcg5,copeland_hybrid,hybrid,1.0,False
52,0.019229760736791807,0.0,0.06740509481156372,5,0,47,0.0625,exact_sign_flip,0.005895646084283253,0.04870698266423065,0.9942,0.02618755119843339,larger_pool,hotpotqa,ms1,pool35_ndcg5,markov_graph,graph,1.0,False
52,-0.0035344021484765096,0.0,0.03173395424407654,1,1,50,1.0,exact_sign_flip,-0.025774392878223775,0.0008174129578872741,0.2286,0.012328957533829154,larger_pool,hotpotqa,ms1,pool35_ndcg5,markov_hybrid,hybrid,1.0,False
52,0.0014738325204936794,0.0,0.10841041314317289,4,3,45,0.9375,exact_sign_flip,-0.031591843478800494,0.0281103411286471,0.5445,0.042118526093121215,larger_pool,hotpotqa,ms1,pool35_ndcg5,pagerank_graph,graph,1.0,False
52,-0.02607511273218579,0.0,0.11458278531534322,1,6,45,0.109375,exact_sign_flip,-0.07215391022798823,-0.003609900034839695,0.0302,0.04451655420548233,larger_pool,hotpotqa,ms1,pool35_ndcg5,rank_centrality_graph,graph,1.0,False
120,-0.000593223727218526,0.0,0.029458496165890337,6,6,108,0.85009765625,exact_sign_flip,-0.006373753605115803,0.004224307822288708,0.4156,0.007533968272378256,larger_pool,scidocs,ms1,pool50_ndcg10,balance_graph,graph,1.0,False
120,0.004678687899620726,0.0,0.03588219375177613,3,0,117,0.25,exact_sign_flip,0.0005120212329540588,0.017560089494046898,0.9523,0.0091768197448663,larger_pool,scidocs,ms1,pool50_ndcg10,balance_hybrid,hybrid,1.0,False
120,0.002114793627994828,0.0,0.0903896674523904,21,21,78,0.8004199580041996,monte_carlo_sign_flip,-0.014934036547642271,0.017723503505873525,0.6075,0.023117028204774577,larger_pool,scidocs,ms1,pool50_ndcg10,copeland_graph,graph,1.0,False
120,-0.002811452707565852,0.0,0.02346587906170801,7,11,102,0.218963623046875,exact_sign_flip,-0.010867276402065527,-0.00015560490527437816,0.0657,0.006001365016693482,larger_pool,scidocs,ms1,pool50_ndcg10,copeland_hybrid,hybrid,1.0,False
120,-0.0026431375502731494,0.0,0.039136663623386005,11,14,95,0.47315268473152683,monte_carlo_sign_flip,-0.00954846068146477,0.004410696067624647,0.2247,0.010009145761036469,larger_pool,scidocs,ms1,pool50_ndcg10,markov_graph,graph,1.0,False
120,0.0016399629964848482,0.0,0.013644664831856217,3,1,116,0.375,exact_sign_flip,0.0,0.005895994568953225,0.9157,0.0034896035205445866,larger_pool,scidocs,ms1,pool50_ndcg5,balance_graph,graph,1.0,False
120,0.004678687899620725,0.0,0.03588219375177613,3,0,117,0.25,exact_sign_flip,0.0005120212329540584,0.017560089494046898,0.9523,0.0091768197448663,larger_pool,scidocs,ms1,pool50_ndcg5,balance_hybrid,hybrid,1.0,False
120,0.009168919465284345,0.0,0.10289164084021998,15,14,91,0.34426557344265574,monte_carlo_sign_flip,-0.007078184735336607,0.031152174884187256,0.8393,0.026314390022418425,larger_pool,scidocs,ms1,pool50_ndcg5,bradley_terry_graph,graph,1.0,False
120,0.0007130768489301463,0.0,0.08300740254531654,8,8,104,0.925506591796875,exact_sign_flip,-0.014533652418820068,0.014949829812209629,0.5483,0.02122902451052677,larger_pool,scidocs,ms1,pool50_ndcg5,copeland_graph,graph,1.0,False
120,-0.0019555710970621757,0.0,0.028169308171606754,2,4,114,0.46875,exact_sign_flip,-0.008638298387879053,0.0019669213820673486,0.2215,0.007204260286221458,larger_pool,scidocs,ms1,pool50_ndcg5,copeland_hybrid,hybrid,1.0,False
120,-0.0026323234727608207,0.0,0.04984518066942131,6,8,106,0.580322265625,exact_sign_flip,-0.01284905049533502,0.0051313976730969985,0.2804,0.012747833683689746,larger_pool,scidocs,ms1,pool50_ndcg5,markov_graph,graph,1.0,False
120,0.005343809387231857,0.0,0.03861320787552843,3,1,116,0.25,exact_sign_flip,0.0008671611980680239,0.017656093870933396,0.9529,0.009875272701999623,larger_pool,scidocs,ms1,pool50_ndcg5,markov_hybrid,hybrid,1.0,False
120,-0.0020562409631602334,0.0,0.08174848482513657,12,11,97,0.7871212878712128,monte_carlo_sign_flip,-0.018369031862970574,0.011534007501604295,0.4014,0.020907058103689178,larger_pool,scidocs,ms1,pool50_ndcg5,pagerank_graph,graph,1.0,False
120,-0.007753431629028586,0.0,0.09407890563278169,9,11,100,0.3783588409423828,exact_sign_flip,-0.026695330787065995,0.00750287872006475,0.1868,0.02406054559425007,larger_pool,scidocs,ms1,pool50_ndcg5,rank_centrality_graph,graph,1.0,False
