family,dataset,config_id,query_id,status,proven_optimal,trivial,gap,time_s,n_nodes,objective,solver,error
canonical,scidocs,pool20_ndcg20,c79b88a8d8ba491cead38b431703d84015153a8f,optimal,True,False,0.0,0.021233558654785156,20,9.857735516856906,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,b2a20116c0609e23d3adfeaa604500fddca66178,optimal,True,False,0.0,0.021244049072265625,20,8.313264291098005,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,optimal,True,False,0.0,0.020537137985229492,20,2.571199571958985,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,281b6888d5df1dddb350fac4e9be5c8272519109,optimal,True,False,0.0,0.021107196807861328,20,0.10195997910870958,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,0a40663fdcf7c5fb7cfc459693116c41309e7eca,optimal,True,False,0.0,0.021215200424194336,20,2.6080201981164493,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,8501e330d78391f4e690886a8eb8fac867704ea6,optimal,True,False,0.0,0.020543813705444336,20,5.214229683998013,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,beac53e8074b4822943a3374ff5e9fed98a891b8,optimal,True,False,0.0,0.02063131332397461,20,20.47778065819147,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,optimal,True,False,0.0,0.021813154220581055,20,1.1901129408448199,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7db20fcc1d71edc32c365f145148d24b9f1427a5,optimal,True,False,0.0,0.0208437442779541,20,1.5428096895382595,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,335ad0ff82c728aca99fb0059c607cb18129526f,optimal,True,False,0.0,0.020997047424316406,20,4.915428033458973,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,04e4034344bda5c97015ea634e6eb1b65ef3a898,optimal,True,False,0.0,0.022414445877075195,20,13.64516023478027,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,271a4077c037b86fb7daf6bff3e66682322ff7d7,optimal,True,False,0.0,0.02076578140258789,20,6.458818187684805,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,3d23666c6d97d6ba3c86044d83c697821084bed6,optimal,True,False,0.0,0.021314382553100586,20,11.339825578137194,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,optimal,True,False,0.0,0.020390748977661133,20,3.9835941573995512,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,191ea925c2115755b44380c99d84f4a1099b4dcd,optimal,True,False,0.0,0.0207977294921875,20,8.535298047180113,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,458f1428273254fc5dd399f3c104f507680ddd54,optimal,True,False,0.0,0.02108597755432129,20,1.6944222923425656,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,optimal,True,False,0.0,0.022052288055419922,20,6.997611963738905,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,84424eee012089dac9414979f0cb1465c97c4408,optimal,True,False,0.0,0.02122330665588379,20,6.043764370647793,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,5bb6b779de7929c573f39cd84169cafbd72e5bae,optimal,True,False,0.0,0.0214540958404541,20,12.741389718435258,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7b6652910c5cc0df9ff6bc91912a02e58a742d26,optimal,True,False,0.0,0.02092576026916504,20,4.117136041695421,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,df0ef17f63582603dafb1ac5c489dec1416ecbf4,optimal,True,False,0.0,0.02093648910522461,20,21.423189134161888,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f2d5039b55d626ef5466a80e950bddd5cc1819d4,optimal,True,False,0.0,0.02080082893371582,20,0.9988328380959786,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7492683af60d02dbd658acdc61249571f8c20fc8,optimal,True,False,0.0,0.021457433700561523,20,4.570270521035333,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f7f32e86c23a902ac55fba8b8191026f563bec5b,optimal,True,False,0.0,0.021287202835083008,20,9.876434325457112,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,a22e737d38a1bc671893a7ed341aba436571097a,optimal,True,False,0.0,0.020635128021240234,20,10.444465995953102,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,4b80771429b786ea87740738378ba1eb1504a57f,optimal,True,False,0.0,0.020601272583007812,20,3.299398979081815,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,9003fb79e7848ced3be975c3d87a9348a4b8d377,optimal,True,False,0.0,0.020918607711791992,20,2.711400334240828,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ac58b487e864afafe71c6158553eed10fbc8eef5,optimal,True,False,0.0,0.021054506301879883,20,5.932284192217217,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,30c9a7660281ad8e4538ff9beb20282c74fac810,optimal,True,False,0.0,0.02133488655090332,20,8.205487967628123,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,129397ed6557da93db5ba18cf112ee7b0a7927d8,optimal,True,False,0.0,0.021351099014282227,20,9.802567532600833,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,1a66df57f88e689438d505474eff73e3a9180c5b,optimal,True,False,0.0,0.0207059383392334,20,4.806505703786925,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,e00ab75a8aa637d9c4c5c020e9f2c54b31528031,optimal,True,False,0.0,0.021043062210083008,20,7.265327331380796,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7707c7aac35a4d206eb061305256452051ae4dcf,optimal,True,False,0.0,0.020647048950195312,20,17.534346870262766,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,23386571ed332e4a465c0a6fa899f310caa217c8,optimal,True,False,0.0,0.020787715911865234,20,8.7647716973052,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,e7ec9e900556d9d9e47b274911ad304bcf198256,optimal,True,False,0.0,0.020609378814697266,20,0.48940869064205117,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ca464085b3da330f2ea895543a78c446a3af1bb6,optimal,True,False,0.0,0.02139449119567871,20,9.50797786847734,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f09db8a42d713774483f023b31e0ee96361823f4,optimal,True,False,0.0,0.021423816680908203,20,6.338257469601416,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,958ebc7e24012b419316489515f2c2f908773bd5,optimal,True,False,0.0,0.021300554275512695,20,9.035625598476187,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,73d54af530d22599cc76b9785ae0a663cc694df2,optimal,True,False,0.0,0.02130293846130371,20,17.961528082147595,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,de77514c78432a0b17cf30baa024434173908f89,optimal,True,False,0.0,0.021756410598754883,20,0.12001235774923202,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7c88a0f765ce3c9025345cf133251cb947fe6ee5,optimal,True,False,0.0,0.021350622177124023,20,4.802386909408021,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,optimal,True,False,0.0,0.021255016326904297,20,8.72473394919863,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,optimal,True,False,0.0,0.021663665771484375,20,4.025271120277289,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,5e1b80b4774582b948c6dcd656daaba6724ffc2d,optimal,True,False,0.0,0.02147984504699707,20,4.847782679670935,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,optimal,True,False,0.0,0.021116018295288086,20,1.0346335726938563,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,optimal,True,False,0.0,0.021622896194458008,20,3.345303033567461,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,e659e72b7962c9ad586a2d35a7099550102fb054,optimal,True,False,0.0,0.02187967300415039,20,8.922553498893734,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,3136f52540fb7925998eff94e9c016d2e1a6fe12,optimal,True,False,0.0,0.022015094757080078,20,4.586139907938069,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,0bf046038a555bc848030a28530f9836e5611b96,optimal,True,False,0.0,0.021539688110351562,20,9.996722803880523,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,5a4b46ef8898610ab16a1ced6f4a976db0f1962c,optimal,True,False,0.0,0.06070399284362793,20,10.153698159911215,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,232427099d4a8acf1dc29efc852f09c5964e6165,optimal,True,False,0.0,0.020989656448364258,20,4.589652710104261,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,100636ca50edf63d4336bb071f3e172cb0ebccaa,optimal,True,False,0.0,0.02152562141418457,20,11.818619857253239,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,7a373793804ea9813d64641919e14841f927c38f,optimal,True,False,0.0,0.0211336612701416,20,5.230848912013364,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,e788f08148b4b06f4e537b27b51338f1c88ccea8,optimal,True,False,0.0,0.020982027053833008,20,3.179110017833878,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,8fad88b5678bfecab78d0d6389f649ccfb310d22,optimal,True,False,0.0,0.02126908302307129,20,13.265711247694988,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,e48e9cf407af2694ecfefd441c2c28faffdf0835,optimal,True,False,0.0,0.021729230880737305,20,2.8366102006374803,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,065985d4d0854c51f52ad7a7507b267d9b88ab1c,optimal,True,False,0.0,0.020715713500976562,20,10.71241326563488,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,44a56dc083e3e2b07f11aae29c1ee560f46efa4a,optimal,True,False,0.0,0.02138042449951172,20,7.181951327438895,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,3b198869df03d98b81c0c882753845a3bca36c63,optimal,True,False,0.0,0.03444647789001465,20,4.992547881619004,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,9a7e12ef462e779263ee3f2dd415d2d21233f15d,optimal,True,False,0.0,0.02305746078491211,20,0.4631659055306869,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,76dac031066a95715a3b116eb2094ec9bdd15171,optimal,True,False,0.0,0.03524518013000488,20,2.4189926134153623,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,optimal,True,False,0.0,0.02182149887084961,20,18.37372654872796,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,a1be02429ab4ec852656f8833c3160f4592cc547,optimal,True,False,0.0,0.02225804328918457,20,5.755921214249362,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,a1f5c39aece58f6504e0334d96eaede32c7329cf,optimal,True,False,0.0,0.02167201042175293,20,11.026945401164284,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,8ff6581f94c366e34c6f2d55806f7781194c33c8,optimal,True,False,0.0,0.021329641342163086,20,19.624415585312626,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,fd65ca4e3ae95302f74bf863988cdb95d6a12824,optimal,True,False,0.0,0.0229794979095459,20,12.581509035804864,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,3565d884735ead613a5aa0903f06a2cc86d05b6b,optimal,True,False,0.0,0.022225379943847656,20,1.4612596426318873,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,c2e57b2871fdfd06566820c5329815ac06f66197,optimal,True,False,0.0,0.022097349166870117,20,4.984158715396074,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,59e2037f5079794cb9128c7f0900a568ced14c2a,optimal,True,False,0.0,0.021795272827148438,20,11.379971856854098,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,3f95e155b1c40911149fe994197a502ef44ebbbe,optimal,True,False,0.0,0.022147417068481445,20,2.0984419457973473,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,0674058618d04def58c79a0b28174301ef591433,optimal,True,False,0.0,0.022951364517211914,20,5.544407394073048,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,23a7c8d9f142184d28e56b0751e172fef6539275,optimal,True,False,0.0,0.02180171012878418,20,4.422982382622962,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ee6b940d3ae36f9b124586b15a49cec45f24b90a,optimal,True,False,0.0,0.021685123443603516,20,5.56911698477154,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,2bd338ef8751b62d23e53fbb44d67042d634da2f,optimal,True,False,0.0,0.021749496459960938,20,18.525864360559986,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ddbb6e0913ac127004be73e2d4097513a8f02d37,optimal,True,False,0.0,0.021444082260131836,20,4.207329433845487,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,d6b56cc6e05300426b6194dd3f6a38720678827e,optimal,True,False,0.0,0.02241969108581543,20,3.103271872647994,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,df39e24c3cc21dc4c79995ec2b424a37dac999c7,optimal,True,False,0.0,0.021915912628173828,20,5.044967653218851,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,74bd4761b373447079c6e5cd31832c00fab2fa77,optimal,True,False,0.0,0.021542072296142578,20,0.8338129167162833,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ddbf21ca1de9617894b15d45787a27557f02a494,optimal,True,False,0.0,0.022305727005004883,20,5.560840514686902,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f754cab548f2c209ea7d932084ef768b92b27614,optimal,True,False,0.0,0.0221710205078125,20,1.8426234873391785,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,373f76633cc1f6c7a421e31c989842021a52fca4,optimal,True,False,0.0,0.02283644676208496,20,12.719311230583777,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,01d208b33561362f7714f714d3bc4a1f7aa1637c,optimal,True,False,0.0,0.02231597900390625,20,5.0198287345932044,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,f365ce3e68cb3795887e93baf5fed5d783b3904e,optimal,True,True,0.0,0.0,20,0.0,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,28e0707528f78fecb26fe7f003d94f6a5de32b98,optimal,True,False,0.0,0.021988391876220703,20,5.815393108565154,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,fa8042d025895e22af2d9df3ffb9f67438610fcc,optimal,True,False,0.0,0.02129340171813965,20,5.256453233518727,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ae2b67d03512dd0f13a68636d1d7f83cc889318a,optimal,True,False,0.0,0.02129960060119629,20,5.03755006383922,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,b8397b4418bb1d576210d9a39d44725d6ffb2a44,optimal,True,False,0.0,0.0217282772064209,20,10.484279111651588,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,optimal,True,False,0.0,0.020792007446289062,20,2.9314160824729214,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,af441a4f1b754ad9b3a4401e8361ad9b66786778,optimal,True,False,0.0,0.021328210830688477,20,4.988044486052864,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,8bb3a478db8951f42198a885d7245d58036ba55c,optimal,True,False,0.0,0.021142005920410156,20,3.2099098554528496,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,9e76a700f03ef476b964b27e23c071163e44c232,optimal,True,False,0.0,0.02115607261657715,20,2.849636784334635,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,43da9037d50745002195abb864243ecc75d4b040,optimal,True,False,0.0,0.02142620086669922,20,6.305600018766931,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,b21951a276dd940e052676b06e193f65fdc297f9,optimal,True,False,0.0,0.021467208862304688,20,7.054464817668098,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,optimal,True,False,0.0,0.021210193634033203,20,4.472411147353412,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,optimal,True,False,0.0,0.020558834075927734,20,0.7074317414032762,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,4649e3279edf653135f1f31da3e242ba451a93de,optimal,True,False,0.0,0.020400524139404297,20,3.9238023085258718,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,optimal,True,False,0.0,0.020467281341552734,20,11.771956756737012,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,924544f503070bb390cc51e4bac9cbb3171aa03f,optimal,True,False,0.0,0.021793365478515625,20,4.213548013952774,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,d2e6250e95af09fefbe638f1580420476a2ecaee,optimal,True,False,0.0,0.021155834197998047,20,12.695070712048071,pyscipopt/SCIP,
canonical,scidocs,pool20_ndcg20,79e13ff4a21f13d3839422568274ea84a9fe42b5,optimal,True,False,0.0,0.02091693878173828,20,3.0416108365124614,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,0,optimal,True,False,0.0,0.02029561996459961,20,3.976941872139193,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,4,optimal,True,False,0.0,0.020411968231201172,20,4.613417353129265,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,5,optimal,True,False,0.0,0.019530296325683594,20,7.829371996058853,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,6,optimal,True,False,0.0,0.02044844627380371,20,3.6964594272452302,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,7,optimal,True,False,0.0,0.020595073699951172,20,4.354215768874141,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,9,optimal,True,False,0.0,0.02024555206298828,20,7.042516591618487,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,11,optimal,True,False,0.0,0.019391536712646484,20,1.0203229898704933,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,12,optimal,True,False,0.0,0.020383834838867188,20,13.824116075869686,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,13,optimal,True,False,0.0,0.01990365982055664,20,8.82916230740657,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,14,optimal,True,False,0.0,0.020526409149169922,20,2.269831122546762,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,16,optimal,True,False,0.0,0.019835948944091797,20,5.658320454463674,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,19,optimal,True,False,0.0,0.01997208595275879,20,0.19146547098383948,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,20,optimal,True,False,0.0,0.020031452178955078,20,19.26970754311224,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,21,optimal,True,False,0.0,0.02073216438293457,20,10.250541074459086,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,23,optimal,True,False,0.0,0.01995706558227539,20,5.816620342281361,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,25,optimal,True,False,0.0,0.019713163375854492,20,11.4524070122676,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,27,optimal,True,False,0.0,0.019974946975708008,20,4.378056134780749,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,28,optimal,True,False,0.0,0.019881010055541992,20,9.486684084218389,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,30,optimal,True,False,0.0,0.020200252532958984,20,3.900959454327534,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,31,optimal,True,False,0.0,0.01972818374633789,20,0.7973397656152486,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,32,optimal,True,False,0.0,0.01961207389831543,20,3.7582250430324784,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,33,optimal,True,False,0.0,0.02023172378540039,20,2.9785767446872455,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,35,optimal,True,False,0.0,0.020353317260742188,20,8.220201881486467,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,36,optimal,True,False,0.0,0.020532608032226562,20,13.422050072202811,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,37,optimal,True,False,0.0,0.020304203033447266,20,0.5370804239178923,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,41,optimal,True,False,0.0,0.019870281219482422,20,8.200648763493938,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,43,optimal,True,False,0.0,0.020321369171142578,20,7.4293045750616145,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,45,optimal,True,False,0.0,0.020107269287109375,20,3.310165124211238,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,46,optimal,True,False,0.0,0.02032327651977539,20,1.6299137429018202,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,47,optimal,True,False,0.0,0.020180702209472656,20,7.186186664295128,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,48,optimal,True,False,0.0,0.02012920379638672,20,5.097280955412202,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,49,optimal,True,False,0.0,0.020091533660888672,20,6.122421093349452,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,51,optimal,True,False,0.0,0.019939422607421875,20,4.608810276673225,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,52,optimal,True,False,0.0,0.02077198028564453,20,1.6729695933373598,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,53,optimal,True,False,0.0,0.02029871940612793,20,7.700023946598542,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,54,optimal,True,False,0.0,0.019916296005249023,20,6.707782419595162,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,57,optimal,True,True,0.0,0.0,20,0.0,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,59,optimal,True,False,0.0,0.019865036010742188,20,1.0781300292034075,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,61,optimal,True,False,0.0,0.020072221755981445,20,3.5205041756803794,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,62,optimal,True,False,0.0,0.02031230926513672,20,9.393267711406871,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,63,optimal,True,False,0.0,0.020177125930786133,20,11.363433286680333,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,64,optimal,True,False,0.0,0.01996636390686035,20,6.405354787769102,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,65,optimal,True,False,0.0,0.0196077823638916,20,13.698470631348211,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,66,optimal,True,False,0.0,0.019980192184448242,20,3.0744963456630643,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,67,optimal,True,False,0.0,0.020657062530517578,20,1.9788904022733078,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,69,optimal,True,False,0.0,0.01971125602722168,20,8.36447228694069,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,70,optimal,True,False,0.0,0.020882368087768555,20,4.67305852434292,pyscipopt/SCIP,
canonical,fiqa,pool20_ndcg20,71,optimal,True,False,0.0,0.020333290100097656,20,3.7190484025974087,pyscipopt/SCIP,
