family,dataset,regime,config_id,pool_size,metric_cutoff,query_id,pair_name,pair_family,unrepaired_ndcg,repaired_ndcg,delta_ndcg,graph_is_cyclic,repair_applied,solver_status,solver_proven_optimal,solver_time_s,removed_weight,n_edges_removed,top_k_membership_changed,top_k_order_changed,full_ranking_changed,reused_from
canonical,scidocs,ms1,pool20_ndcg20,20,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.0208742618560791,3.6752977133128812,13,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.0208742618560791,3.6752977133128812,13,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.0208742618560791,3.6752977133128812,13,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.0208742618560791,3.6752977133128812,13,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.0208742618560791,3.6752977133128812,13,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02109551429748535,9.278334223649797,49,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,copeland_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,balance_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,markov_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,copeland_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,balance_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,pagerank_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,rank_centrality_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,markov_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,3a63667284dc8b9687ed1620406030bfe39af3c9,bradley_terry_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021472454071044922,7.163299492385111,39,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,copeland_graph,graph,0.8778995257840893,0.8739415100896553,-0.003958015694433992,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,balance_graph,graph,0.8739415100896553,0.8739415100896553,0.0,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,markov_graph,graph,0.8739415100896553,0.8739415100896553,0.0,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,copeland_hybrid,hybrid,0.9010126104210695,0.9010126104210695,0.0,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,balance_hybrid,hybrid,0.9010126104210695,0.9010126104210695,0.0,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,pagerank_graph,graph,0.9066276098484507,0.8739415100896553,-0.03268609975879544,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,rank_centrality_graph,graph,0.8962626271568189,0.8739415100896553,-0.022321117067163665,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,markov_hybrid,hybrid,0.9010126104210695,0.9010126104210695,0.0,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,071f47b7bc5830643e31dbed82e0375bf9b26559,bradley_terry_graph,graph,0.8758330319477191,0.8739415100896553,-0.0018915218580638493,True,True,optimal,True,0.020534276962280273,3.3049532613799806,18,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,copeland_graph,graph,0.7862292820919451,0.7805332129625743,-0.005696069129370818,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,balance_graph,graph,0.8517325764718513,0.7990467077789074,-0.052685868692943894,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,markov_graph,graph,0.7894627091426494,0.7878892041943847,-0.0015735049482646923,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,copeland_hybrid,hybrid,0.8571345604839221,0.806022196739243,-0.05111236374467909,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,balance_hybrid,hybrid,0.8571345604839221,0.8501590715235865,-0.0069754889603356185,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,pagerank_graph,graph,0.7629080381941592,0.7616781660325443,-0.0012298721616148534,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,rank_centrality_graph,graph,0.7696416937072427,0.7878892041943847,0.018247510487142016,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,markov_hybrid,hybrid,0.8571345604839221,0.806022196739243,-0.05111236374467909,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,bradley_terry_graph,graph,0.8587080654321868,0.7789597080143096,-0.07974835741787722,True,True,optimal,True,0.021224260330200195,6.7025118009330065,33,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,copeland_graph,graph,0.4084084369553121,0.44844249824872334,0.04003406129341125,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,balance_graph,graph,0.44616897024747965,0.44616897024747965,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,markov_graph,graph,0.526448181099292,0.526448181099292,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,copeland_hybrid,hybrid,0.31432962328057273,0.31432962328057273,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,balance_hybrid,hybrid,0.31432962328057273,0.31432962328057273,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,pagerank_graph,graph,0.7550160946314525,0.44844249824872334,-0.30657359638272913,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,rank_centrality_graph,graph,0.5287217091005357,0.5287217091005357,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,markov_hybrid,hybrid,0.31432962328057273,0.31432962328057273,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a65196dfff31425281c690a7f2ca65247147da6b,bradley_terry_graph,graph,0.5287217091005357,0.5287217091005357,0.0,True,True,optimal,True,0.020958900451660156,2.156452834256789,15,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,copeland_graph,graph,0.4480957561379977,0.4686613101011926,0.020565553963194927,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,balance_graph,graph,0.4742763095285738,0.4742763095285738,0.0,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,markov_graph,graph,0.4393294179942285,0.4742763095285738,0.034946891534345326,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,copeland_hybrid,hybrid,0.4645763367653889,0.4645763367653889,0.0,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,balance_hybrid,hybrid,0.4686613101011926,0.4686613101011926,0.0,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,pagerank_graph,graph,0.49235837001196897,0.4686613101011926,-0.023697059910776364,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,rank_centrality_graph,graph,0.44401078280219397,0.4480957561379977,0.00408497333580371,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,markov_hybrid,hybrid,0.4686613101011926,0.4686613101011926,0.0,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,a04b5b99f5d9d8748843e870536a4a9f65562012,bradley_terry_graph,graph,0.40373596312467036,0.44401078280219397,0.04027481967752361,True,True,optimal,True,0.020954132080078125,6.082136604152411,24,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,copeland_graph,graph,0.31898256395659413,0.32263571014315945,0.0036531461865653148,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,balance_graph,graph,0.327973028445648,0.31798276946713805,-0.00999025897850997,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,markov_graph,graph,0.327973028445648,0.31798276946713805,-0.00999025897850997,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,copeland_hybrid,hybrid,0.327973028445648,0.33207590915692625,0.004102880711278234,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,balance_hybrid,hybrid,0.327973028445648,0.327973028445648,0.0,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,pagerank_graph,graph,0.31798276946713805,0.31798276946713805,0.0,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,rank_centrality_graph,graph,0.31798276946713805,0.31798276946713805,0.0,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,markov_hybrid,hybrid,0.3341792311619776,0.327973028445648,-0.006206202716329601,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,bradley_terry_graph,graph,0.3503663479952008,0.32263571014315945,-0.02773063785204133,True,True,optimal,True,0.02132391929626465,5.440432580402872,30,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02059769630432129,13.848323773009184,37,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,copeland_graph,graph,0.8278123145308894,0.8385465274895063,0.010734212958616873,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,balance_graph,graph,0.8385465274895063,0.8385465274895063,0.0,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,markov_graph,graph,0.8385465274895063,0.8278123145308894,-0.010734212958616873,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,copeland_hybrid,hybrid,0.8072467605676945,0.8278123145308894,0.020565553963194927,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,balance_hybrid,hybrid,0.8278123145308894,0.8278123145308894,0.0,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,pagerank_graph,graph,0.9469024295259745,0.8385465274895063,-0.10835590203646817,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,rank_centrality_graph,graph,0.8385465274895063,0.8278123145308894,-0.010734212958616873,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,markov_hybrid,hybrid,0.8278123145308894,0.8278123145308894,0.0,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,648678f1edab0d2139958070744b826d2b24c79e,bradley_terry_graph,graph,0.8179809735263114,0.8385465274895063,0.020565553963194927,True,True,optimal,True,0.020802736282348633,1.9116594497638792,12,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,copeland_graph,graph,0.38685280723454163,0.3562071871080222,-0.030645620126519446,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,balance_graph,graph,0.3562071871080222,0.3562071871080222,0.0,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,markov_graph,graph,0.31546487678572877,0.31546487678572877,0.0,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,copeland_hybrid,hybrid,0.6309297535714575,0.5,-0.13092975357145753,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,balance_hybrid,hybrid,0.5,0.5,0.0,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,False,False,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,pagerank_graph,graph,0.38685280723454163,0.38685280723454163,0.0,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,rank_centrality_graph,graph,0.3562071871080222,0.3010299956639812,-0.055177191444040985,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,markov_hybrid,hybrid,0.5,0.6309297535714575,0.13092975357145753,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,bradley_terry_graph,graph,0.3333333333333333,0.3333333333333333,0.0,True,True,optimal,True,0.021541357040405273,0.6423444363716664,2,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,4715401473dca02ebaa5bdd4d4003705ed91c380,copeland_graph,graph,0.6962351860825979,0.6979752549218413,0.0017400688392433805,True,True,optimal,True,0.023444175720214844,7.666878408883208,29,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,4715401473dca02ebaa5bdd4d4003705ed91c380,balance_graph,graph,0.7042036765468256,0.7042036765468256,0.0,True,True,optimal,True,0.023444175720214844,7.666878408883208,29,False,True,True,
canonical,scidocs,ms1,pool20_ndcg20,20,20,4715401473dca02ebaa5bdd4d4003705ed91c380,markov_graph,graph,0.7019332706162753,0.7042036765468256,0.002270405930550279,True,True,optimal,True,0.023444175720214844,7.666878408883208,29,False,True,True,
