comparison_scope,dataset,protocol,regime,method_key,method,baseline_key,baseline,common_query_count,mean_delta_ndcg,median_delta_ndcg,bootstrap_ci_low,bootstrap_ci_high,bootstrap_fraction_means_gt_zero
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,rrf,RRF,120,-0.012929484482967456,0.0,-0.03135744016458587,0.004712118108199423,0.0706
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,combsum,CombSUM,120,-0.009638109411958326,0.0,-0.024979105997532617,0.004017521519471384,0.0867
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,120,0.006617247808597169,0.0,-0.004464530640168364,0.018805130593654906,0.8742
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,120,0.009908622879606302,0.0,-0.00427996340431807,0.02407521270762594,0.9161
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,120,0.0032847224905778035,0.0,-0.006956880022684211,0.014052640855095236,0.7279
dataset_regime,scidocs,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,120,0.006576097561586935,0.0,-0.006728224483716405,0.02051290810612789,0.8343
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,rrf,RRF,120,-0.027878178618014383,0.0,-0.04844369226829726,-0.009019843246859612,0.0023
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,120,-0.02458680354700525,0.0,-0.04334837381366706,-0.0081856264903261,0.0018
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,rrf,RRF,120,-0.02064113564443966,0.0,-0.039987272357247465,-0.002513800614806986,0.0125
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,combsum,CombSUM,120,-0.017349760573430528,0.0,-0.03451173431532645,-0.002183023373559674,0.0126
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,rrf,RRF,120,-0.02083422530618609,0.0,-0.04020336467364467,-0.00296789417458116,0.0113
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,combsum,CombSUM,120,-0.017542850235176956,0.0,-0.034693730193275436,-0.0027175925214972503,0.0107
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,120,-0.003367605927628932,0.0,-0.016935574408925128,0.010262480761722625,0.3018
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,120,-7.623085661979968e-05,0.0,-0.015986136352709436,0.015698891285695328,0.4907
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,120,-0.0032749367125353072,0.0,-0.016593935354698674,0.0095580894238644,0.3089
dataset_regime,scidocs,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,120,1.643835847382503e-05,0.0,-0.015619494905147479,0.015649715424868708,0.5012
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,rrf,RRF,120,-0.02919913748340329,0.0,-0.05486388314092482,-0.006196680953543038,0.006
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,120,-0.028592936613346328,0.0,-0.05142293945624086,-0.009200317389577517,0.0008
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,rrf,RRF,120,-0.018585224607991394,0.0,-0.042546565139084724,0.0030716159441425144,0.0481
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,combsum,CombSUM,120,-0.017979023737934433,0.0,-0.037189639684273884,-0.0016253176649785577,0.0157
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,rrf,RRF,120,-0.018858328223761725,0.0,-0.04337173018838949,0.00320942490616863,0.0488
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,combsum,CombSUM,120,-0.018252127353704763,0.0,-0.0376394723334533,-0.001467677143080552,0.0145
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,120,-0.010434532491831272,0.0,-0.02198629727957378,-0.0015646076634780065,0.007
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,120,-0.009828331621774314,0.0,-0.024003311633409914,0.0013081529714609708,0.0493
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,120,-0.008680745109297486,0.0,-0.021775825032120957,0.00278436037139586,0.0693
dataset_regime,fiqa,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,120,-0.008074544239240526,0.0,-0.0227893053781485,0.003757978661125305,0.1099
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,rrf,RRF,120,-0.02909801110553579,0.0,-0.05480354298634154,-0.006557083933801089,0.0041
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,120,-0.02849181023547883,0.0,-0.049850995677281504,-0.010735223396477353,0.0
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,rrf,RRF,120,-0.018940163438534236,0.0,-0.045918601933058883,0.006347258670631638,0.0724
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,combsum,CombSUM,120,-0.018333962568477278,0.0,-0.03841590319255963,-0.0011806055022890232,0.0175
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,rrf,RRF,120,-0.022490923702136692,0.0,-0.04983954540386795,0.0023517108160908393,0.0384
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,combsum,CombSUM,120,-0.02188472283207973,0.0,-0.043290777921341464,-0.003930938673372765,0.0061
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,120,-0.014122106817042195,0.0,-0.026442321611488673,-0.004202235945130033,0.0005
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,120,-0.013515905946985235,0.0,-0.02898749931847017,-0.000576111931012794,0.0196
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,120,-0.009132011772151104,0.0,-0.019612466200390602,-0.0005084590951022599,0.0169
dataset_regime,fiqa,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,120,-0.008525810902094144,0.0,-0.02254174733338721,0.003140447150323818,0.0883
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,rrf,RRF,120,-0.03287316969887172,0.0,-0.058576148642488446,-0.010397640025631077,0.0008
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,120,-0.03226696882881476,0.0,-0.05327107701522506,-0.013546292656647821,0.0002
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,rrf,RRF,120,-0.02656838709538232,0.0,-0.05223363988552835,-0.0034452622339817378,0.0126
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,combsum,CombSUM,120,-0.025962186225325357,0.0,-0.044296383593586515,-0.010495448140306798,0.0
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,rrf,RRF,120,-0.02742343917672901,0.0,-0.052905480556429844,-0.00427795037705468,0.0094
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,combsum,CombSUM,120,-0.02681723830667205,0.0,-0.04550144235083892,-0.011303628575152387,0.0
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,120,-0.009972667157449454,0.0,-0.020958203950246158,-0.0005938163165703712,0.0179
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,120,-0.009366466287392492,0.0,-0.02444138156983848,0.0037034172432738183,0.087
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,120,-0.008176101931962044,0.0,-0.019109978354693195,0.001592767022620158,0.0534
dataset_regime,fiqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,120,-0.007569901061905083,0.0,-0.022203386525903705,0.004883894616753355,0.1328
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,rrf,RRF,52,-0.0082362786228689,0.0,-0.04151641278454527,0.026856361483290354,0.3075
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,52,-0.032378583477442456,0.0,-0.05894059950998366,-0.010394410164598328,0.0001
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,rrf,RRF,52,0.014566389380624848,0.0,-0.011525680104360067,0.044260693498145744,0.8508
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,combsum,CombSUM,52,-0.00957591547394871,0.0,-0.022539721625319788,9.950639215337308e-05,0.0269
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,rrf,RRF,52,-0.0006197908881769362,0.0,-0.03524422947582477,0.03613590520910356,0.4852
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,combsum,CombSUM,52,-0.02476209574275049,0.0,-0.05084712029334291,-0.003034357785407049,0.0117
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,52,0.015131475459942006,0.0,-0.003929087870102174,0.04211487179878217,0.9052
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,52,-0.00901082939463155,0.0,-0.02646108961278954,0.007680073396514158,0.1526
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,52,0.015131475459942006,0.0,-0.003929087870102174,0.04211487179878217,0.9052
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,52,-0.00901082939463155,0.0,-0.02646108961278954,0.007680073396514158,0.1526
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,rrf,RRF,52,0.020513370301122914,0.0,-0.011041089973473195,0.05457157754287845,0.8937
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,52,-0.0036289345534506415,0.0,-0.020569811295833906,0.007914991089721244,0.391
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,rrf,RRF,52,0.021925916819796352,0.0,-0.004837366955542502,0.05323460201249544,0.9398
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,combsum,CombSUM,52,-0.0022163880347772034,0.0,-0.013799249584477648,0.006710173552171428,0.3533
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,rrf,RRF,52,0.023469747797715823,0.0,-0.004136443593504453,0.055291375289146,0.9466
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,combsum,CombSUM,52,-0.0006725570568577332,0.0,-0.01265394319451217,0.008944297451227776,0.4801
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,52,0.019653496467030844,0.0,-0.0016057568817970252,0.04705601297295835,0.9585
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,52,-0.004488808387542716,0.0,-0.019904682611550248,0.010380354249867614,0.2815
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,52,0.018836083509143568,0.0,-0.002229454308140938,0.046240516339120685,0.9468
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,52,-0.00530622134542999,0.0,-0.020310889038089714,0.008050241154727317,0.2333
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,rrf,RRF,52,0.005007299123584745,0.0,-0.02696483392500038,0.037579555383396725,0.6161
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,52,-0.01913500573098881,0.0,-0.0513805610828763,0.010082742841068519,0.1054
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,rrf,RRF,52,0.02420133076513162,0.0,-0.0018917791680012296,0.054739790800374895,0.964
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,combsum,CombSUM,52,5.9025910558061587e-05,0.0,-0.01158213675754909,0.008836850807334378,0.5461
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,rrf,RRF,52,0.020060203522714093,0.0,-0.008256714394958904,0.05187757539891105,0.9078
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,combsum,CombSUM,52,-0.004082101331859462,0.0,-0.018671496436865123,0.007940728503465388,0.2931
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,52,0.00738676366376935,0.0,-0.005035759752748366,0.024560649795657585,0.8133
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,52,-0.016755541190804205,0.0,-0.039055660271055385,0.002580896729630481,0.0495
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,52,0.014484268402779783,0.0,-0.004746500827989448,0.04117389383315814,0.8869
dataset_regime,hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,52,-0.009658036451793774,0.0,-0.02676992741861805,0.005632525541648695,0.1208
dataset_regime,bright,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,rrf,RRF,50,-0.019637704074968773,0.0,-0.061430607124046195,0.019497590541678638,0.1785
dataset_regime,bright,primary_minmax_retention_matched,ms2,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,50,-0.030980815571824315,-0.008101194839274295,-0.05933985601516896,-0.0030115941924512726,0.0141
dataset_regime,bright,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,rrf,RRF,50,-0.021660280779676664,0.0,-0.0588728516295206,0.012400981919362118,0.1194
dataset_regime,bright,primary_minmax_retention_matched,ms2,balance_graph_repaired,Balance repaired,combsum,CombSUM,50,-0.033003392276532206,-0.0217961534363596,-0.05362279455120155,-0.013583552272230279,0.0003
dataset_regime,bright,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,rrf,RRF,50,-0.0264262820582022,0.0,-0.06744479554898944,0.012585710341039459,0.0981
dataset_regime,bright,primary_minmax_retention_matched,ms2,markov_graph_repaired,Markov repaired,combsum,CombSUM,50,-0.037769393555057734,-0.012206971516890375,-0.061634562909620993,-0.01501068684143207,0.0002
dataset_regime,bright,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,50,-0.007225200211123792,0.0,-0.02847112512877324,0.010475066520939125,0.2432
dataset_regime,bright,primary_minmax_retention_matched,ms2,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,50,-0.018568311707979332,0.0,-0.041176784343950855,0.0059586857072290045,0.0625
dataset_regime,bright,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,50,-0.006728037764564761,0.0,-0.02818286511138723,0.011065206411047752,0.261
dataset_regime,bright,primary_minmax_retention_matched,ms2,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,50,-0.0180711492614203,0.0,-0.04042851632822208,0.006317899058285834,0.0674
dataset_regime,bright,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,rrf,RRF,50,-0.021040599529005482,-0.008764210762971403,-0.06915999587875718,0.024567263701707705,0.1972
dataset_regime,bright,primary_minmax_retention_matched,ms1,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,50,-0.032383711025861024,0.0,-0.06658943222675412,0.0010479343669114168,0.0289
dataset_regime,bright,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,rrf,RRF,50,-0.013217675752343007,0.0,-0.05830982835462122,0.029148983583434665,0.2852
dataset_regime,bright,primary_minmax_retention_matched,ms1,balance_graph_repaired,Balance repaired,combsum,CombSUM,50,-0.024560787249198544,-0.009396479067685481,-0.05655853622769095,0.00690380072274391,0.0618
dataset_regime,bright,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,rrf,RRF,50,-0.02465786934649246,-0.008553959021656066,-0.07946480843987347,0.03383182385938185,0.2022
dataset_regime,bright,primary_minmax_retention_matched,ms1,markov_graph_repaired,Markov repaired,combsum,CombSUM,50,-0.036000980843348,-0.016820148346042396,-0.07908122214506282,0.009834793459047348,0.0603
dataset_regime,bright,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,50,-0.01368198780489172,0.0,-0.028792648560041087,-0.0017208881607746144,0.0108
dataset_regime,bright,primary_minmax_retention_matched,ms1,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,50,-0.025025099301747254,-0.0016400025415133912,-0.04651376521257441,-0.002183245935306316,0.0183
dataset_regime,bright,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,50,-0.009779973881133136,0.0,-0.025660883615381096,0.003325996693933026,0.0795
dataset_regime,bright,primary_minmax_retention_matched,ms1,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,50,-0.02112308537798867,0.0,-0.042121940661699234,0.0016842192638133883,0.0344
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,rrf,RRF,50,-0.006441161491313181,-0.001286878855049245,-0.05905435210323563,0.04413944075634914,0.411
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,copeland_graph_repaired,Copeland repaired,combsum,CombSUM,50,-0.017784272988168717,-0.010907288434220452,-0.0582258855190155,0.02357789121187559,0.1905
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,rrf,RRF,50,-0.008718361387159954,0.0,-0.056506559642888025,0.036501524012481606,0.3704
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,balance_graph_repaired,Balance repaired,combsum,CombSUM,50,-0.020061472884015493,-0.01511283512893194,-0.05477123690502439,0.013886539726313249,0.121
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,rrf,RRF,50,-0.012363137872079911,0.0,-0.06838913175181212,0.04598631695144076,0.3454
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,markov_graph_repaired,Markov repaired,combsum,CombSUM,50,-0.023706249368935447,-0.022801867704557166,-0.06814939969781926,0.023803418380115612,0.1555
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,rrf,RRF,50,-0.014115085704381547,0.0,-0.033966865013753685,0.0013989353562709394,0.0422
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_copeland_a0p3_minmax,Copeland hybrid repaired,combsum,CombSUM,50,-0.025458197201237084,-0.005413779739892405,-0.04551425749612216,-0.004447358238190664,0.0106
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,rrf,RRF,50,-0.0031126370388793794,0.0,-0.01575895873590019,0.008088545746623032,0.3159
dataset_regime,bright,primary_minmax_retention_matched,ms1_drop_mutual,hybrid_repaired_balance_a0p3_minmax,Balance hybrid repaired,combsum,CombSUM,50,-0.014455748535734917,0.0,-0.03875257774457944,0.011611423509360867,0.1281
