query_id,step,ejected_doc,ejected_doc_relevance,ejected_doc_bm25_rank,winner_of_triggering_edge,loser_of_triggering_edge,ndcg_before,ndcg_after,returns_in_exhaustive_top10
4d4dc6568e24f283f3c5bcb88f280908a35da0e3,4,80d68c37245da3c2bcb76e7910782290f308c144,1,4,4c7671550671deba9ec318d867522897f20e19ba,80d68c37245da3c2bcb76e7910782290f308c144,0.5495131569368807,0.5599069317497283,True
4ec90b7da43e6438cbdc756624b1083f30288064,1,53393cbe2147c22e111dc3a4667bb1a1dbf537f6,1,10,57f7390d57d398d60c240bc1bfb023239a8487ae,4ec6bd672aaaa075b42a751099eb9317857e6e0c,0.544192623472237,0.31608365985743925,False
4ec90b7da43e6438cbdc756624b1083f30288064,5,391dd4ca2ee3b2995260425d09dd97d4d9aaac29,1,12,192ece7d63279a6ec150ca426ff461eff53ff7db,64ccd7ef913372962a2dc04a0fb18957fd347f74,0.713772726109045,0.6108377030333358,True
4ec90b7da43e6438cbdc756624b1083f30288064,21,53393cbe2147c22e111dc3a4667bb1a1dbf537f6,1,10,4ec6bd672aaaa075b42a751099eb9317857e6e0c,53393cbe2147c22e111dc3a4667bb1a1dbf537f6,0.7045143510250984,0.6064750651937415,False
5137d6a245dffe321df34999fa77e190c19b4c37,2,119bb251cff0292cbf6bed27acdcad424ed9f9d0,1,8,17e9d3ba861db8a6d323e1410fe5ca0986d5ad6a,119bb251cff0292cbf6bed27acdcad424ed9f9d0,0.9505310077117098,0.8687949224876582,True
5137d6a245dffe321df34999fa77e190c19b4c37,10,119bb251cff0292cbf6bed27acdcad424ed9f9d0,1,8,182fdcb0d6cd872a5a35c58cc2230486d2750201,119bb251cff0292cbf6bed27acdcad424ed9f9d0,0.9456352704673577,0.8687949224876582,True
5f1f12015d55c51764be27df92de175d2de8ee0d,1,4c3b3fbc449a70d6396fe9ffefe4b20fbbc51af6,1,4,82b96ae4177f1deea71661a7fd19ac36e9130e30,4c3b3fbc449a70d6396fe9ffefe4b20fbbc51af6,0.9284591831945489,0.8539316501572937,True
6079719b677d0abda12abcd5cd46582ca91585ad,7,1fdc785c0152d86d661213038150195058a24703,1,8,05c025af60aeab10a3069256674325802c844212,1fdc785c0152d86d661213038150195058a24703,0.8663365527202843,0.7622369974983191,True
6079719b677d0abda12abcd5cd46582ca91585ad,9,497a80b2813cffb17f46af50e621a71505094528,1,14,40f5430ef326838d5b7ce018f62e51c188d7cdd7,4416236e5ee4239e86e3cf3db6a2d1a2ff2ae720,0.7532831509624124,0.6552438651310554,True
6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,3,2c424f21607ff6c92e640bfe3da9ff105c08fac4,1,3,03563dfaf4d2cfa397d3c12d742e9669f4e95bab,2c424f21607ff6c92e640bfe3da9ff105c08fac4,0.8748551918782664,0.8122682216087223,True
6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,8,2c424f21607ff6c92e640bfe3da9ff105c08fac4,1,3,144c1e6fc6439038d709be70aa5484506765b2c2,42fddb742959e80cefe3932475a3c2cad97cba8d,0.873659246283982,0.7678620595110026,True
6f54a7933235ced5684e3bff18f7e5dc40510018,3,0558c94a094158ecd64f0d5014d3d9668054fb97,1,11,341a08d1854b5ecf871bbb4c7833a435927abbda,0558c94a094158ecd64f0d5014d3d9668054fb97,0.713772726109045,0.6601396023754075,True
6f54a7933235ced5684e3bff18f7e5dc40510018,10,1805e19e9fa6a4c140c531bc0dca8016ee75257b,1,9,0783763baafa5cac38d880967f7c339c8fe6d61f,1805e19e9fa6a4c140c531bc0dca8016ee75257b,0.713772726109045,0.6108377030333358,True
6f54a7933235ced5684e3bff18f7e5dc40510018,13,1805e19e9fa6a4c140c531bc0dca8016ee75257b,1,9,0558c94a094158ecd64f0d5014d3d9668054fb97,5dc38be6a1b98e3aa0df679f7cf787100504d613,0.6853652360705913,0.6963212427055517,True
7323c2d32d6cdc3604dcedc574508d042ce3821e,3,0229c0eb39efed90db6691469daf0bb7244cf649,1,11,1792b2c06e47399ee2eb1a7905056f02d7b9bf24,0229c0eb39efed90db6691469daf0bb7244cf649,0.8587959739536173,0.8200261225503443,True
7445178858159988f2b17aa21376e13767fce5a6,1,0a289fd7b14345822b1acda6d82750b15d59663e,1,10,6ba7a9e2bc2c8f3fe7623fc3006c150eb5bf1717,13b2c975571893815e02a94e34cd64e1ce9100a2,0.7719970585389948,0.8357799744028239,True
7526f88d4ee7a380fecd05c1f92208ad94605cec,15,230dfb469a5cd733eba745815cf25e968bd4ac1c,1,8,46db3ada0980b2d513b73fcef5383d6b6c63cffe,230dfb469a5cd733eba745815cf25e968bd4ac1c,0.7053571733135213,0.7365896932159578,True
78495383450e02c5fe817e408726134b3084905d,1,632589828c8b9fca2c3a59e97451fde8fa7d188d,1,8,506172b0e0dd4269bdcfe96dda9ea9d8602bbfb6,632589828c8b9fca2c3a59e97451fde8fa7d188d,0.6601396023754075,0.7227265726449519,True
78495383450e02c5fe817e408726134b3084905d,15,632589828c8b9fca2c3a59e97451fde8fa7d188d,1,8,305c45fb798afdad9e6d34505b4195fa37c2ee4f,506d4ca228f81715946ed1ad8d9205fad20fddfe,0.9032021360513369,0.8051628502199798,True
78495383450e02c5fe817e408726134b3084905d,18,632589828c8b9fca2c3a59e97451fde8fa7d188d,1,8,1ae0ac5e13134df7a0d670fc08c2b404f1e3803c,305c45fb798afdad9e6d34505b4195fa37c2ee4f,0.8587959739536173,0.7607566881222602,True
7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,9,7f90ef42f22d4f9b86d33b0ad7f16261273c8612,1,9,4c9774c5e57a4b7535eb19f6584f75c8b9c2cdcc,4d0130e95925b00a2d1ecba931a1a05a74370f3f,0.8587959739536173,0.7607566881222602,True
8bb3a478db8951f42198a885d7245d58036ba55c,10,03ff3f8f4d5a700fbe8f3a3e63a39523c29bb60f,1,11,0796f6cd7f0403a854d67d525e9b32af3b277331,03ff3f8f4d5a700fbe8f3a3e63a39523c29bb60f,0.8352842211595156,0.7607566881222602,True
8bb3a478db8951f42198a885d7245d58036ba55c,13,24281c886cd9339fe2fc5881faf5ed72b731a03e,1,13,03c423de1b6a1ca91924a1587a3a57927df1b0e8,4b64453e592b0d0b367e01bfc9a833de214a6519,0.7972541056822071,0.6992148198508501,True
8bb49c0658d7b7cff42c655a6d7e005372ad32ea,4,d761aaacd25b762a1cd82413a34eee0992b86130,1,4,76d5a90f26e1270c952eac1fa048a83d63f1dd39,d761aaacd25b762a1cd82413a34eee0992b86130,0.8352842211595156,0.7372449353281585,True
8bb49c0658d7b7cff42c655a6d7e005372ad32ea,9,d761aaacd25b762a1cd82413a34eee0992b86130,1,4,ba0644aa7569f33194090ade9f8f91fa51968b18,d761aaacd25b762a1cd82413a34eee0992b86130,0.9068250379649666,0.7860137352654724,True
8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,4,533ea26a8af1f364b92d856f0aae2fc4e1539952,1,5,9c13d3584332e3670b73b119d6661bccb10e240e,533ea26a8af1f364b92d856f0aae2fc4e1539952,0.9512312000626861,0.8539316501572937,True
a829c1093eb4d78a198ebb9b4a33a8137b0359df,8,07f488bf2285b290058eb49cf8c25abfd3a13c7d,1,12,1cf74b1f4fbd05250701c86a45044534a66c7f5e,07f488bf2285b290058eb49cf8c25abfd3a13c7d,0.9609247825245575,0.8357799744028239,True
a829c1093eb4d78a198ebb9b4a33a8137b0359df,18,07f488bf2285b290058eb49cf8c25abfd3a13c7d,1,12,1805f1ba9bc1ae4f684ac04d3118cf6043587dfc,07f488bf2285b290058eb49cf8c25abfd3a13c7d,0.7738931964842559,0.6504460199135362,True
a829c1093eb4d78a198ebb9b4a33a8137b0359df,20,07f488bf2285b290058eb49cf8c25abfd3a13c7d,1,12,0f04a0b658f00f329687d8ba94d9fca25269b4b7,1b300a7858ab7870d36622a51b0549b1936572d4,0.7484853057448934,0.6504460199135362,True
b045f045e331700cdef309e0d40b15a64cdf5b8a,3,03a00248b7d5e2d89f5337e62c39fad277c66102,1,3,135772775121ba60b47b9f2f012e682fe4128761,03a00248b7d5e2d89f5337e62c39fad277c66102,0.7469385177900298,0.6661998717660157,True
b37225fc67e1aeeb7877c4691f9036ed5cc01efa,6,229b7759e2ee9e03712836a9504d50bd6c66a973,1,11,5c905b298c074d17be3fdbc47705fe5cd0797c2e,229b7759e2ee9e03712836a9504d50bd6c66a973,0.9083053473410256,0.830419897363192,True
b37225fc67e1aeeb7877c4691f9036ed5cc01efa,14,229b7759e2ee9e03712836a9504d50bd6c66a973,1,11,481ca924dcf4e0c758534467621f2477adfb6379,6cfdc673b5e0708eedf3fad9fb550a28e672b8aa,0.9228632535992205,0.8207658584763088,True
b37225fc67e1aeeb7877c4691f9036ed5cc01efa,17,229b7759e2ee9e03712836a9504d50bd6c66a973,1,11,2b1ceea2ce803ebe58c448daea0f8d1571cdd3ba,07528274309b357651919c59bea8fdafa1116277,0.9228632535992205,0.8207658584763088,True
b37225fc67e1aeeb7877c4691f9036ed5cc01efa,19,229b7759e2ee9e03712836a9504d50bd6c66a973,1,11,9b8be6c3ebd7a79975067214e5eaea05d4ac2384,229b7759e2ee9e03712836a9504d50bd6c66a973,0.9228632535992205,0.8248239677678635,True
b47402a9a68f23b548ae6e0349700ea651b7a373,3,14318685b5959b51d0f1e3db34643eb2855dc6d9,1,3,025720574ef67672c44ba9e7065a83a5d6075c36,14318685b5959b51d0f1e3db34643eb2855dc6d9,0.548950925114768,0.5922216874835863,True
ba69c46c62b525941e91d0788d20b6ef91847cc4,6,311fcda76dc7b7cf50b17c705a2aaaaab5ed6a04,1,3,1a07186bc10592f0330655519ad91652125cd907,311fcda76dc7b7cf50b17c705a2aaaaab5ed6a04,1.0,0.8687949224876582,True
ba69c46c62b525941e91d0788d20b6ef91847cc4,9,311fcda76dc7b7cf50b17c705a2aaaaab5ed6a04,1,3,56a3eb6eb572780f44d75b4dd9365ced99320058,5b09c1880b6eca96b86a06d6a941a70c36623a23,0.9668342083190152,0.8687949224876582,True
bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,15,2c03df8b48bf3fa39054345bafabfeff15bfd11d,1,5,32cde90437ab5a70cf003ea36f66f2de0e24b3ab,2c03df8b48bf3fa39054345bafabfeff15bfd11d,0.8738100898801323,0.7756199604526248,True
c05ae45c262b270df1e99a32efa35036aae8d950,4,28312c3a47c1be3a67365700744d3d6665b86f22,1,3,560e0e58d0059259ddf86fcec1fa7975dee6a868,28312c3a47c1be3a67365700744d3d6665b86f22,0.9180654083817015,0.8248239677678635,True
c05ae45c262b270df1e99a32efa35036aae8d950,11,722fcc35def20cfcca3ada76c8dd7a585d6de386,1,12,21677e1dda607f649cd63b2311795ce6e2653b33,722fcc35def20cfcca3ada76c8dd7a585d6de386,0.933819260234181,0.8013122149737618,True
c20b4068be640ebaffbc56382c3e4e0bcf62664e,2,12f661171799cbd899e1ff4ae0a7e2170c3d547b,1,1,197a7fc2f8d57d93727b348851b59b34ce990afd,12f661171799cbd899e1ff4ae0a7e2170c3d547b,0.7816510974258781,0.7860137352654724,True
e5adfc2f23602a5256e89b84615e1434e5375f0e,1,36dd3331060e5e6157d9558563b95253308709cb,1,5,1e4558354f9509ab9992001340f88be9f298debe,36dd3331060e5e6157d9558563b95253308709cb,0.8587959739536173,0.8200261225503443,True
e642d6014a5762128a28f85dae2228826e682974,4,6933387f7c984f9819d3fcfab9b06905b537fbee,1,3,c73482cbb07008080b1623ded3216aa3e657d694,6933387f7c984f9819d3fcfab9b06905b537fbee,0.8502983370860306,0.8051628502199798,True
eb3d1b885bfa800badfd79c6921a07d01491aedb,5,5a46da9aec9238b5acf5f83b2bb9e453be37367b,1,14,212cdc602cf9222297beaa9cbdb7792441ceb7e4,61655a1ec2163c18279561a8fb40f8df84cc8d3a,0.7823908333518426,0.6843515475204855,True
eb3d1b885bfa800badfd79c6921a07d01491aedb,9,bb17e8858b0d3a5eba2bb91f45f4443d3e10b7cd,1,15,606b2c57cfed7328dedf88556ac657e9e1608311,61655a1ec2163c18279561a8fb40f8df84cc8d3a,0.646990210946125,0.5448928158232134,True
eb3d1b885bfa800badfd79c6921a07d01491aedb,11,5a46da9aec9238b5acf5f83b2bb9e453be37367b,1,14,bb17e8858b0d3a5eba2bb91f45f4443d3e10b7cd,3f481fe3f753b26f1b0b46c4585b9d39617d01aa,0.6276740030453991,0.6504460199135362,True
