dataset,query_id,method,n_candidates,is_cyclic,n_fas_removed,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,win_rate_from_llm,20,True,104,0.626026,0.413194,0.2,1.0,63.0,63
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,markov_from_llm,20,True,104,0.511508,0.304762,0.2,1.0,63.0,63
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,tournament_sort_from_llm,20,True,104,0.494589,0.248264,0.2,1.0,72.0,72
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,greedy_fas_topological,20,True,104,0.368697,0.133918,0.2,1.0,92.0,92
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,greedy_fas_weighted_balance,20,True,104,0.368328,0.13451,0.2,1.0,92.0,92
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,greedy_fas_copeland,20,True,104,0.368328,0.13451,0.2,1.0,92.0,92
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,hybrid_rrf_repaired_copeland_a03,20,True,104,0.52637,0.285256,0.2,1.0,66.0,66
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,hybrid_rrf_unrepaired_copeland_a03,20,True,104,0.626026,0.413194,0.2,1.0,63.0,63
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,hybrid_rrf_repaired_balance_a03,20,True,104,0.52637,0.285256,0.2,1.0,66.0,66
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,hybrid_rrf_unrepaired_balance_a03,20,True,104,0.626026,0.413194,0.2,1.0,63.0,63
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,llm_pairwise_copeland,20,True,108,0.604475,0.356537,0.25,1.0,69.0,69
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,bt_from_llm,20,True,108,0.604475,0.356537,0.25,1.0,69.0,69
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,win_rate_from_llm,20,True,108,0.604475,0.356537,0.25,1.0,69.0,69
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,markov_from_llm,20,True,108,0.582458,0.359722,0.25,1.0,68.0,68
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,tournament_sort_from_llm,20,True,108,0.487256,0.245454,0.25,1.0,60.0,60
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,greedy_fas_topological,20,True,108,0.403298,0.163772,0.25,1.0,94.0,94
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,greedy_fas_weighted_balance,20,True,108,0.403678,0.163254,0.25,1.0,101.0,101
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,greedy_fas_copeland,20,True,108,0.403678,0.163254,0.25,1.0,101.0,101
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,hybrid_rrf_repaired_copeland_a03,20,True,108,0.567526,0.29619,0.25,1.0,73.0,73
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,hybrid_rrf_unrepaired_copeland_a03,20,True,108,0.604475,0.356537,0.25,1.0,69.0,69
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,hybrid_rrf_repaired_balance_a03,20,True,108,0.567526,0.29619,0.25,1.0,73.0,73
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,hybrid_rrf_unrepaired_balance_a03,20,True,108,0.604475,0.356537,0.25,1.0,69.0,69
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,llm_pairwise_copeland,20,True,84,0.501774,0.244444,0.25,1.0,70.0,70
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,bt_from_llm,20,True,84,0.496878,0.238889,0.25,1.0,72.0,72
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,win_rate_from_llm,20,True,84,0.501774,0.244444,0.25,1.0,70.0,70
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,markov_from_llm,20,True,84,0.493864,0.241111,0.25,1.0,74.0,74
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,tournament_sort_from_llm,20,True,84,0.490667,0.229407,0.25,1.0,59.0,59
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,greedy_fas_topological,20,True,84,0.405947,0.164353,0.25,1.0,71.0,71
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,greedy_fas_weighted_balance,20,True,84,0.405947,0.164353,0.25,1.0,80.0,80
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,greedy_fas_copeland,20,True,84,0.405947,0.164353,0.25,1.0,80.0,80
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_repaired_copeland_a03,20,True,84,0.452393,0.199065,0.25,1.0,78.0,78
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_unrepaired_copeland_a03,20,True,84,0.501774,0.244444,0.25,1.0,70.0,70
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_repaired_balance_a03,20,True,84,0.452393,0.199065,0.25,1.0,78.0,78
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_unrepaired_balance_a03,20,True,84,0.501774,0.244444,0.25,1.0,70.0,70
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,llm_pairwise_copeland,20,True,106,0.844086,0.619298,0.25,1.0,65.0,65
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,bt_from_llm,20,True,106,0.844086,0.619298,0.25,1.0,65.0,65
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,win_rate_from_llm,20,True,106,0.844086,0.619298,0.25,1.0,65.0,65
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,markov_from_llm,20,True,106,0.803268,0.575556,0.25,1.0,63.0,63
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,tournament_sort_from_llm,20,True,106,0.544234,0.307094,0.25,1.0,63.0,63
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_topological,20,True,106,0.399843,0.161468,0.25,1.0,95.0,95
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_weighted_balance,20,True,106,0.403298,0.163772,0.25,1.0,102.0,102
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_copeland,20,True,106,0.403298,0.163772,0.25,1.0,102.0,102
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_repaired_copeland_a03,20,True,106,0.517549,0.283681,0.25,1.0,69.0,69
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_unrepaired_copeland_a03,20,True,106,0.844086,0.619298,0.25,1.0,65.0,65
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_repaired_balance_a03,20,True,106,0.517549,0.283681,0.25,1.0,69.0,69
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_unrepaired_balance_a03,20,True,106,0.844086,0.619298,0.25,1.0,65.0,65
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,llm_pairwise_copeland,20,True,102,0.812381,0.58,0.25,1.0,66.0,66
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,bt_from_llm,20,True,102,0.808926,0.572157,0.25,1.0,64.0,64
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,win_rate_from_llm,20,True,102,0.812381,0.58,0.25,1.0,66.0,66
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,markov_from_llm,20,True,102,0.841724,0.615833,0.25,1.0,72.0,72
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,tournament_sort_from_llm,20,True,102,0.726096,0.440476,0.25,1.0,70.0,70
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_topological,20,True,102,0.399843,0.161468,0.25,1.0,87.0,87
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_weighted_balance,20,True,102,0.406812,0.166685,0.25,1.0,99.0,99
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_copeland,20,True,102,0.406812,0.166685,0.25,1.0,99.0,99
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_repaired_copeland_a03,20,True,102,0.56421,0.342157,0.25,1.0,77.0,77
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_unrepaired_copeland_a03,20,True,102,0.812381,0.58,0.25,1.0,66.0,66
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_repaired_balance_a03,20,True,102,0.56421,0.342157,0.25,1.0,77.0,77
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_unrepaired_balance_a03,20,True,102,0.812381,0.58,0.25,1.0,66.0,66
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,llm_pairwise_copeland,20,True,86,0.475224,0.217399,0.25,1.0,71.0,71
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,bt_from_llm,20,True,86,0.475224,0.217399,0.25,1.0,72.0,72
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,win_rate_from_llm,20,True,86,0.475224,0.217399,0.25,1.0,71.0,71
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,markov_from_llm,20,True,86,0.429284,0.180994,0.25,1.0,69.0,69
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,tournament_sort_from_llm,20,True,86,0.508171,0.251243,0.25,1.0,75.0,75
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_topological,20,True,86,0.407588,0.165823,0.25,1.0,76.0,76
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_weighted_balance,20,True,86,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_copeland,20,True,86,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_repaired_copeland_a03,20,True,86,0.42242,0.174327,0.25,1.0,77.0,77
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_unrepaired_copeland_a03,20,True,86,0.475224,0.217399,0.25,1.0,71.0,71
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_repaired_balance_a03,20,True,86,0.42242,0.174327,0.25,1.0,77.0,77
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_unrepaired_balance_a03,20,True,86,0.475224,0.217399,0.25,1.0,71.0,71
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,llm_pairwise_copeland,20,True,96,0.577446,0.372637,0.25,1.0,70.0,70
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,bt_from_llm,20,True,96,0.560992,0.34859,0.25,1.0,69.0,69
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,win_rate_from_llm,20,True,96,0.577446,0.372637,0.25,1.0,70.0,70
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,markov_from_llm,20,True,96,0.657946,0.500952,0.25,1.0,70.0,70
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,tournament_sort_from_llm,20,True,96,0.436857,0.192632,0.25,1.0,57.0,57
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_topological,20,True,96,0.408627,0.168352,0.25,1.0,86.0,86
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_weighted_balance,20,True,96,0.407416,0.170703,0.25,1.0,86.0,86
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_copeland,20,True,96,0.407416,0.170703,0.25,1.0,86.0,86
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_repaired_copeland_a03,20,True,96,0.511219,0.274237,0.25,1.0,67.0,67
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_unrepaired_copeland_a03,20,True,96,0.577446,0.372637,0.25,1.0,70.0,70
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_repaired_balance_a03,20,True,96,0.511219,0.274237,0.25,1.0,67.0,67
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_unrepaired_balance_a03,20,True,96,0.577446,0.372637,0.25,1.0,70.0,70
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,llm_pairwise_copeland,20,True,90,0.530241,0.269365,0.25,1.0,72.0,72
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,bt_from_llm,20,True,90,0.548392,0.292222,0.25,1.0,73.0,73
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,win_rate_from_llm,20,True,90,0.530241,0.269365,0.25,1.0,72.0,72
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,markov_from_llm,20,True,90,0.488482,0.243434,0.25,1.0,79.0,79
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,tournament_sort_from_llm,20,True,90,0.482577,0.234921,0.25,1.0,65.0,65
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_topological,20,True,90,0.401657,0.162301,0.25,1.0,78.0,78
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_weighted_balance,20,True,90,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_copeland,20,True,90,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_repaired_copeland_a03,20,True,90,0.484438,0.232632,0.25,1.0,75.0,75
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_unrepaired_copeland_a03,20,True,90,0.530241,0.269365,0.25,1.0,72.0,72
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_repaired_balance_a03,20,True,90,0.484438,0.232632,0.25,1.0,75.0,75
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_unrepaired_balance_a03,20,True,90,0.530241,0.269365,0.25,1.0,72.0,72
scidocs,78495383450e02c5fe817e408726134b3084905d,llm_pairwise_copeland,20,True,94,0.563641,0.343824,0.25,1.0,70.0,70
scidocs,78495383450e02c5fe817e408726134b3084905d,bt_from_llm,20,True,94,0.563641,0.343824,0.25,1.0,70.0,70
scidocs,78495383450e02c5fe817e408726134b3084905d,win_rate_from_llm,20,True,94,0.563641,0.343824,0.25,1.0,70.0,70
scidocs,78495383450e02c5fe817e408726134b3084905d,markov_from_llm,20,True,94,0.616242,0.367879,0.25,1.0,76.0,76
scidocs,78495383450e02c5fe817e408726134b3084905d,tournament_sort_from_llm,20,True,94,0.51846,0.26212,0.25,1.0,65.0,65
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_topological,20,True,94,0.399843,0.161468,0.25,1.0,80.0,80
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_weighted_balance,20,True,94,0.407133,0.166391,0.25,1.0,87.0,87
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_copeland,20,True,94,0.407133,0.166391,0.25,1.0,87.0,87
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_repaired_copeland_a03,20,True,94,0.460238,0.223311,0.25,1.0,78.0,78
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_unrepaired_copeland_a03,20,True,94,0.563641,0.343824,0.25,1.0,70.0,70
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_repaired_balance_a03,20,True,94,0.460238,0.223311,0.25,1.0,78.0,78
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_unrepaired_balance_a03,20,True,94,0.563641,0.343824,0.25,1.0,70.0,70
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,llm_pairwise_copeland,20,True,95,0.592303,0.370476,0.25,1.0,67.0,67
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,bt_from_llm,20,True,95,0.595256,0.376537,0.25,1.0,64.0,64
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,win_rate_from_llm,20,True,95,0.592303,0.370476,0.25,1.0,67.0,67
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,markov_from_llm,20,True,95,0.565732,0.331469,0.25,1.0,72.0,72
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,tournament_sort_from_llm,20,True,95,0.555988,0.279594,0.25,1.0,68.0,68
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_topological,20,True,95,0.407588,0.165823,0.25,1.0,83.0,83
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_weighted_balance,20,True,95,0.417739,0.1784,0.25,1.0,83.0,83
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_copeland,20,True,95,0.417739,0.1784,0.25,1.0,83.0,83
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_repaired_copeland_a03,20,True,95,0.525731,0.289167,0.25,1.0,62.0,62
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_unrepaired_copeland_a03,20,True,95,0.592303,0.370476,0.25,1.0,67.0,67
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_repaired_balance_a03,20,True,95,0.525731,0.289167,0.25,1.0,62.0,62
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_unrepaired_balance_a03,20,True,95,0.592303,0.370476,0.25,1.0,67.0,67
scidocs,c4e76b318149a106563d53892dde801a37a637cc,llm_pairwise_copeland,20,True,88,0.601477,0.338889,0.25,1.0,67.0,67
scidocs,c4e76b318149a106563d53892dde801a37a637cc,bt_from_llm,20,True,88,0.598903,0.335043,0.25,1.0,69.0,69
scidocs,c4e76b318149a106563d53892dde801a37a637cc,win_rate_from_llm,20,True,88,0.601477,0.338889,0.25,1.0,67.0,67
scidocs,c4e76b318149a106563d53892dde801a37a637cc,markov_from_llm,20,True,88,0.529101,0.271212,0.25,1.0,74.0,74
scidocs,c4e76b318149a106563d53892dde801a37a637cc,tournament_sort_from_llm,20,True,88,0.676333,0.471389,0.25,1.0,66.0,66
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_topological,20,True,88,0.401657,0.162301,0.25,1.0,79.0,79
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_weighted_balance,20,True,88,0.403298,0.163772,0.25,1.0,89.0,89
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_copeland,20,True,88,0.403298,0.163772,0.25,1.0,89.0,89
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_repaired_copeland_a03,20,True,88,0.5286,0.266424,0.25,1.0,77.0,77
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_unrepaired_copeland_a03,20,True,88,0.601477,0.338889,0.25,1.0,67.0,67
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_repaired_balance_a03,20,True,88,0.5286,0.266424,0.25,1.0,77.0,77
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_unrepaired_balance_a03,20,True,88,0.601477,0.338889,0.25,1.0,67.0,67
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,llm_pairwise_copeland,20,True,89,0.496149,0.251538,0.25,1.0,67.0,67
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,bt_from_llm,20,True,89,0.496149,0.251538,0.25,1.0,67.0,67
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,win_rate_from_llm,20,True,89,0.496149,0.251538,0.25,1.0,67.0,67
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,markov_from_llm,20,True,89,0.586248,0.321313,0.25,1.0,71.0,71
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,tournament_sort_from_llm,20,True,89,0.422708,0.181329,0.25,1.0,58.0,58
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_topological,20,True,89,0.403298,0.163772,0.25,1.0,71.0,71
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_weighted_balance,20,True,89,0.399843,0.161468,0.25,1.0,75.0,75
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_copeland,20,True,89,0.399843,0.161468,0.25,1.0,75.0,75
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_repaired_copeland_a03,20,True,89,0.446962,0.20128,0.25,1.0,68.0,68
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_unrepaired_copeland_a03,20,True,89,0.496149,0.251538,0.25,1.0,67.0,67
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_repaired_balance_a03,20,True,89,0.446962,0.20128,0.25,1.0,68.0,68
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_unrepaired_balance_a03,20,True,89,0.496149,0.251538,0.25,1.0,67.0,67
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,llm_pairwise_copeland,20,True,103,0.623309,0.37381,0.25,1.0,65.0,65
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,bt_from_llm,20,True,103,0.638649,0.39881,0.25,1.0,65.0,65
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,win_rate_from_llm,20,True,103,0.623309,0.37381,0.25,1.0,65.0,65
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,markov_from_llm,20,True,103,0.555762,0.327222,0.25,1.0,69.0,69
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,tournament_sort_from_llm,20,True,103,0.459556,0.228056,0.25,1.0,62.0,62
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_topological,20,True,103,0.399843,0.161468,0.25,1.0,93.0,93
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_weighted_balance,20,True,103,0.399843,0.161468,0.25,1.0,92.0,92
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_copeland,20,True,103,0.399843,0.161468,0.25,1.0,92.0,92
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_repaired_copeland_a03,20,True,103,0.577825,0.311987,0.25,1.0,68.0,68
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_unrepaired_copeland_a03,20,True,103,0.623309,0.37381,0.25,1.0,65.0,65
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_repaired_balance_a03,20,True,103,0.577825,0.311987,0.25,1.0,68.0,68
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_unrepaired_balance_a03,20,True,103,0.623309,0.37381,0.25,1.0,65.0,65
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,llm_pairwise_copeland,20,True,91,0.504938,0.258288,0.25,1.0,74.0,74
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,bt_from_llm,20,True,91,0.512429,0.270409,0.25,1.0,72.0,72
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,win_rate_from_llm,20,True,91,0.504938,0.258288,0.25,1.0,74.0,74
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,markov_from_llm,20,True,91,0.55714,0.303743,0.25,1.0,76.0,76
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,tournament_sort_from_llm,20,True,91,0.497194,0.252157,0.25,1.0,64.0,64
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_topological,20,True,91,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_weighted_balance,20,True,91,0.399843,0.161468,0.25,1.0,90.0,90
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_copeland,20,True,91,0.399843,0.161468,0.25,1.0,90.0,90
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_repaired_copeland_a03,20,True,91,0.448849,0.206667,0.25,1.0,75.0,75
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_unrepaired_copeland_a03,20,True,91,0.504938,0.258288,0.25,1.0,74.0,74
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_repaired_balance_a03,20,True,91,0.448849,0.206667,0.25,1.0,75.0,75
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_unrepaired_balance_a03,20,True,91,0.504938,0.258288,0.25,1.0,74.0,74
scidocs,7445178858159988f2b17aa21376e13767fce5a6,llm_pairwise_copeland,20,True,78,0.430809,0.196258,0.25,1.0,67.0,67
scidocs,7445178858159988f2b17aa21376e13767fce5a6,bt_from_llm,20,True,78,0.430809,0.196258,0.25,1.0,66.0,66
scidocs,7445178858159988f2b17aa21376e13767fce5a6,win_rate_from_llm,20,True,78,0.430809,0.196258,0.25,1.0,67.0,67
scidocs,7445178858159988f2b17aa21376e13767fce5a6,markov_from_llm,20,True,78,0.469729,0.235297,0.25,1.0,73.0,73
scidocs,7445178858159988f2b17aa21376e13767fce5a6,tournament_sort_from_llm,20,True,78,0.493292,0.234378,0.25,1.0,83.0,83
