dataset,query_id,method,n_candidates,is_cyclic,n_fas_removed,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
fiqa,524,hybrid_rrf_unrepaired_balance_a03,5,True,1,1.0,1.0,1.0,1.0,2.0,2
fiqa,19,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,19,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,105,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,llm_pairwise_copeland,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,bt_from_llm,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,win_rate_from_llm,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,markov_from_llm,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,tournament_sort_from_llm,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,greedy_fas_topological,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,greedy_fas_weighted_balance,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,greedy_fas_copeland,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,hybrid_rrf_repaired_copeland_a03,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,hybrid_rrf_unrepaired_copeland_a03,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,hybrid_rrf_repaired_balance_a03,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,48,hybrid_rrf_unrepaired_balance_a03,4,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,456,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,493,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,llm_pairwise_copeland,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,bt_from_llm,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,win_rate_from_llm,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,markov_from_llm,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,tournament_sort_from_llm,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,greedy_fas_topological,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,greedy_fas_weighted_balance,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,greedy_fas_copeland,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,hybrid_rrf_repaired_copeland_a03,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,hybrid_rrf_unrepaired_copeland_a03,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,hybrid_rrf_repaired_balance_a03,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,608,hybrid_rrf_unrepaired_balance_a03,3,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,457,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,llm_pairwise_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,bt_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,win_rate_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,markov_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,tournament_sort_from_llm,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,greedy_fas_topological,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,greedy_fas_weighted_balance,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,greedy_fas_copeland,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,hybrid_rrf_repaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,hybrid_rrf_unrepaired_copeland_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,hybrid_rrf_repaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
fiqa,107,hybrid_rrf_unrepaired_balance_a03,2,False,0,1.0,1.0,1.0,1.0,0,0
