dataset,pool_label,pool_size,metric_cutoff,construction,regime,query_id,n_edges,density,mutual_pair_count,is_cyclic,n_edges_removed,removed_weight,copeland_ndcg_unrepaired,copeland_ndcg_repaired,copeland_ndcg_delta,balance_ndcg_unrepaired,balance_ndcg_repaired,balance_ndcg_delta
scidocs,canonical,20,20,post_pool_minmax,ms2,de77514c78432a0b17cf30baa024434173908f89,64,0.16842105263157894,0,False,0,0.0,0.7574875071481796,0.7574875071481796,0.0,0.766433990956823,0.766433990956823,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,7c88a0f765ce3c9025345cf133251cb947fe6ee5,69,0.18157894736842106,0,False,0,0.0,0.448643819352159,0.448643819352159,0.0,0.448643819352159,0.448643819352159,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,35,0.09210526315789473,0,False,0,0.0,0.28393568824747173,0.28393568824747173,0.0,0.2814642757307446,0.2814642757307446,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,88,0.23157894736842105,0,False,0,0.0,0.3562071871080222,0.3562071871080222,0.0,0.3562071871080222,0.3562071871080222,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,5e1b80b4774582b948c6dcd656daaba6724ffc2d,35,0.09210526315789473,0,False,0,0.0,0.23981246656813146,0.23981246656813146,0.0,0.23981246656813146,0.23981246656813146,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,61,0.16052631578947368,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,84,0.22105263157894736,0,False,0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.2890648263178879,0.2890648263178879,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,e659e72b7962c9ad586a2d35a7099550102fb054,79,0.20789473684210527,0,False,0,0.0,0.4855033951224241,0.4855033951224241,0.0,0.47468521076723746,0.47468521076723746,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,3136f52540fb7925998eff94e9c016d2e1a6fe12,49,0.12894736842105264,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,0bf046038a555bc848030a28530f9836e5611b96,81,0.2131578947368421,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,5a4b46ef8898610ab16a1ced6f4a976db0f1962c,57,0.15,0,False,0,0.0,0.227670248696953,0.227670248696953,0.0,0.227670248696953,0.227670248696953,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,232427099d4a8acf1dc29efc852f09c5964e6165,68,0.17894736842105263,0,False,0,0.0,0.30529113962998,0.30529113962998,0.0,0.31062845793246857,0.31062845793246857,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,100636ca50edf63d4336bb071f3e172cb0ebccaa,58,0.15263157894736842,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,7a373793804ea9813d64641919e14841f927c38f,77,0.2026315789473684,0,False,0,0.0,0.6309297535714575,0.6309297535714575,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,e788f08148b4b06f4e537b27b51338f1c88ccea8,72,0.18947368421052632,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,8fad88b5678bfecab78d0d6389f649ccfb310d22,35,0.09210526315789473,0,False,0,0.0,0.33052608497541236,0.33052608497541236,0.0,0.33052608497541236,0.33052608497541236,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,e48e9cf407af2694ecfefd441c2c28faffdf0835,106,0.2789473684210526,0,False,0,0.0,0.7053571733135213,0.7053571733135213,0.0,0.7053571733135213,0.7053571733135213,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,065985d4d0854c51f52ad7a7507b267d9b88ab1c,53,0.1394736842105263,0,False,0,0.0,0.36132234196641605,0.36132234196641605,0.0,0.36132234196641605,0.36132234196641605,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,44a56dc083e3e2b07f11aae29c1ee560f46efa4a,94,0.24736842105263157,0,False,0,0.0,0.38941534061022726,0.38941534061022726,0.0,0.44159020976977836,0.44159020976977836,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,3b198869df03d98b81c0c882753845a3bca36c63,79,0.20789473684210527,0,False,0,0.0,0.43067655807339306,0.43067655807339306,0.0,0.5,0.5,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,9a7e12ef462e779263ee3f2dd415d2d21233f15d,43,0.11315789473684211,0,False,0,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,76dac031066a95715a3b116eb2094ec9bdd15171,64,0.16842105263157894,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,73,0.19210526315789472,0,False,0,0.0,0.23137821315975915,0.23137821315975915,0.0,0.23540891336663824,0.23540891336663824,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,a1be02429ab4ec852656f8833c3160f4592cc547,32,0.08421052631578947,0,False,0,0.0,0.6309297535714575,0.6309297535714575,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,a1f5c39aece58f6504e0334d96eaede32c7329cf,80,0.21052631578947367,0,False,0,0.0,0.4084084369553121,0.4084084369553121,0.0,0.45091391076545045,0.45091391076545045,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,8ff6581f94c366e34c6f2d55806f7781194c33c8,93,0.24473684210526317,0,False,0,0.0,0.43067655807339306,0.43067655807339306,0.0,0.43067655807339306,0.43067655807339306,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,fd65ca4e3ae95302f74bf863988cdb95d6a12824,95,0.25,0,False,0,0.0,0.6309297535714575,0.6309297535714575,0.0,0.5,0.5,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,3565d884735ead613a5aa0903f06a2cc86d05b6b,80,0.21052631578947367,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,c2e57b2871fdfd06566820c5329815ac06f66197,40,0.10526315789473684,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,59e2037f5079794cb9128c7f0900a568ced14c2a,85,0.2236842105263158,0,False,0,0.0,0.4381832181459529,0.4381832181459529,0.0,0.4360948965106354,0.4360948965106354,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,3f95e155b1c40911149fe994197a502ef44ebbbe,106,0.2789473684210526,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,0674058618d04def58c79a0b28174301ef591433,73,0.19210526315789472,0,False,0,0.0,0.37906661463529034,0.37906661463529034,0.0,0.37906661463529034,0.37906661463529034,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,23a7c8d9f142184d28e56b0751e172fef6539275,58,0.15263157894736842,0,False,0,0.0,0.3243198822590827,0.3243198822590827,0.0,0.32263571014315945,0.32263571014315945,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,ee6b940d3ae36f9b124586b15a49cec45f24b90a,73,0.19210526315789472,0,False,0,0.0,0.7382438568258094,0.7382438568258094,0.0,0.5650470417689183,0.5650470417689183,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,2bd338ef8751b62d23e53fbb44d67042d634da2f,32,0.08421052631578947,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,ddbb6e0913ac127004be73e2d4097513a8f02d37,96,0.25263157894736843,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,d6b56cc6e05300426b6194dd3f6a38720678827e,74,0.19473684210526315,0,False,0,0.0,0.40849825259719413,0.40849825259719413,0.0,0.42906380656038906,0.42906380656038906,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,df39e24c3cc21dc4c79995ec2b424a37dac999c7,27,0.07105263157894737,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,74bd4761b373447079c6e5cd31832c00fab2fa77,59,0.15526315789473685,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,ddbf21ca1de9617894b15d45787a27557f02a494,61,0.16052631578947368,0,False,0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.3010299956639812,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,f754cab548f2c209ea7d932084ef768b92b27614,33,0.0868421052631579,0,False,0,0.0,0.4931527134534083,0.4931527134534083,0.0,0.4664760753051353,0.4664760753051353,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,373f76633cc1f6c7a421e31c989842021a52fca4,70,0.18421052631578946,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,01d208b33561362f7714f714d3bc4a1f7aa1637c,46,0.12105263157894737,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,f365ce3e68cb3795887e93baf5fed5d783b3904e,16,0.042105263157894736,0,False,0,0.0,0.7903864795495061,0.7903864795495061,0.0,0.766433990956823,0.766433990956823,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,28e0707528f78fecb26fe7f003d94f6a5de32b98,68,0.17894736842105263,0,False,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3010299956639812,0.3010299956639812,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,fa8042d025895e22af2d9df3ffb9f67438610fcc,54,0.14210526315789473,0,False,0,0.0,0.43939675829203856,0.43939675829203856,0.0,0.4251186302551126,0.4251186302551126,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,ae2b67d03512dd0f13a68636d1d7f83cc889318a,88,0.23157894736842105,0,False,0,0.0,0.27894294565112987,0.27894294565112987,0.0,0.26264953503719357,0.26264953503719357,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,b8397b4418bb1d576210d9a39d44725d6ffb2a44,100,0.2631578947368421,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,43,0.11315789473684211,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,af441a4f1b754ad9b3a4401e8361ad9b66786778,52,0.1368421052631579,0,False,0,0.0,0.778050860228708,0.778050860228708,0.0,0.778050860228708,0.778050860228708,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,8bb3a478db8951f42198a885d7245d58036ba55c,88,0.23157894736842105,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,9e76a700f03ef476b964b27e23c071163e44c232,108,0.28421052631578947,0,False,0,0.0,0.6698117581646821,0.6698117581646821,0.0,0.8033143750728156,0.8033143750728156,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,43da9037d50745002195abb864243ecc75d4b040,49,0.12894736842105264,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,b21951a276dd940e052676b06e193f65fdc297f9,39,0.10263157894736842,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,63,0.16578947368421051,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,42,0.11052631578947368,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,4649e3279edf653135f1f31da3e242ba451a93de,78,0.20526315789473684,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,91,0.2394736842105263,0,False,0,0.0,0.3562071871080222,0.3562071871080222,0.0,0.3562071871080222,0.3562071871080222,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,924544f503070bb390cc51e4bac9cbb3171aa03f,78,0.20526315789473684,0,False,0,0.0,0.27023815442731974,0.27023815442731974,0.0,0.2559580248098155,0.2559580248098155,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,d2e6250e95af09fefbe638f1580420476a2ecaee,9,0.02368421052631579,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms2,79e13ff4a21f13d3839422568274ea84a9fe42b5,96,0.25263157894736843,0,False,0,0.0,0.31546487678572877,0.31546487678572877,0.0,0.31546487678572877,0.31546487678572877,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,78495383450e02c5fe817e408726134b3084905d,140,0.3684210526315789,2,True,2,0.5408682917201856,0.6309297535714575,1.0,0.36907024642854247,1.0,1.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,102,0.26842105263157895,6,True,6,2.7334116532294903,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,172,0.45263157894736844,22,True,30,10.003016218009988,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,3a63667284dc8b9687ed1620406030bfe39af3c9,171,0.45,13,True,15,5.440929474379565,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,071f47b7bc5830643e31dbed82e0375bf9b26559,104,0.2736842105263158,7,True,8,3.198666204192754,0.872201441250412,0.872201441250412,0.0,0.872201441250412,0.872201441250412,0.0
scidocs,canonical,20,20,post_pool_minmax,ms1,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,179,0.4710526315789474,17,True,17,5.931432664583065,0.8135041775669588,0.8045746813868837,-0.008929496180075103,0.8660640566639971,0.8660640566639971,0.0
