dataset,pool_label,variant,regime,pair_method,n_queries,mean_delta,raw_pvalue,test_kind
bright,task1_larger,all_three,ms1_drop_mutual,balance,50,-0.0030419581016225624,0.09375,exact_sign_flip
bright,task1_larger,all_three,ms1_drop_mutual,copeland,50,0.006131156853225078,0.144561767578125,exact_sign_flip
bright,task1_larger,all_three,ms2,balance,50,-6.353996964776343e-05,1.0,exact_sign_flip
bright,task1_larger,all_three,ms2,copeland,50,0.00013355400237076597,1.0,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_any,balance,50,0.0005126994484396225,0.9296875,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_any,copeland,50,0.004007617138266148,0.498046875,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,balance,50,0.00032780190781751096,1.0,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,copeland,50,0.006534513935816317,0.125,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_unanimous,balance,50,0.0,1.0,exact_sign_flip
bright,task1_larger,pair_bm25_minilm,pair_unanimous,copeland,50,0.0,1.0,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_any,balance,50,-0.0005558350439536835,0.5,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_any,copeland,50,0.016288118522480518,0.06343269348144531,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,balance,50,-9.109112197367819e-05,0.6875,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,copeland,50,0.005474152945787295,0.078125,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_unanimous,balance,50,0.0,1.0,exact_sign_flip
bright,task1_larger,pair_bm25_tfidf,pair_unanimous,copeland,50,0.0,1.0,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_any,balance,50,0.0027462777036857066,0.46875,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_any,copeland,50,0.007947445217786949,0.2705078125,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,balance,50,-0.00028559196041841095,1.0,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,copeland,50,0.009730153314594077,0.1796875,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_unanimous,balance,50,0.0,1.0,exact_sign_flip
bright,task1_larger,pair_tfidf_minilm,pair_unanimous,copeland,50,0.0,1.0,exact_sign_flip
fiqa,canonical,all_three,ms1,balance,120,0.0004190400886858526,0.8345623016357422,exact_sign_flip
fiqa,canonical,all_three,ms1,copeland,120,0.008711935620910145,0.10128987101289871,monte_carlo_sign_flip
fiqa,canonical,all_three,ms1_drop_mutual,balance,120,-0.0002200004205653407,1.0,exact_sign_flip
fiqa,canonical,all_three,ms1_drop_mutual,copeland,120,-0.0003909085584302627,0.5,exact_sign_flip
fiqa,canonical,all_three,ms2,balance,120,-0.0007347179963713752,1.0,exact_sign_flip
fiqa,canonical,all_three,ms2,copeland,120,-0.0003396054557548262,1.0,exact_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_any,balance,120,0.0017855516994663007,0.532745361328125,exact_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_any,copeland,120,0.005437226223601142,0.3671632836716328,monte_carlo_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_any_drop_mutual,balance,120,0.00023314578194664714,0.5,exact_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_any_drop_mutual,copeland,120,0.0002227237509247688,0.8125,exact_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,canonical,pair_bm25_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_any,balance,120,-0.0016647567059117224,0.5859375,exact_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_any,copeland,120,0.005508166262969832,0.17448255174482552,monte_carlo_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_any_drop_mutual,balance,120,-4.031729625078815e-05,1.0,exact_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_any_drop_mutual,copeland,120,-0.00012034228113100379,0.75,exact_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,canonical,pair_bm25_tfidf,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_any,balance,120,0.0004874926988997603,0.692138671875,exact_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_any,copeland,120,0.007050703758991883,0.12238776122387761,monte_carlo_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_any_drop_mutual,balance,120,7.253992686508439e-05,1.0,exact_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_any_drop_mutual,copeland,120,0.0012577427044337143,0.9375,exact_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,canonical,pair_tfidf_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,all_three,ms1,balance,120,0.0065342797351901445,0.0537109375,exact_sign_flip
fiqa,task1_larger,all_three,ms1,copeland,120,0.014598312231177484,0.0771922807719228,monte_carlo_sign_flip
fiqa,task1_larger,all_three,ms1_drop_mutual,balance,120,0.004839170286628798,0.3125,exact_sign_flip
fiqa,task1_larger,all_three,ms1_drop_mutual,copeland,120,0.009875504550072722,0.033203125,exact_sign_flip
fiqa,task1_larger,all_three,ms2,balance,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,all_three,ms2,copeland,120,0.0011227817747825786,1.0,exact_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_any,balance,120,0.005299780819351758,0.02490234375,exact_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_any,copeland,120,0.015974067129877867,0.064993500649935,monte_carlo_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,balance,120,-0.0010583598544405002,0.9375,exact_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,copeland,120,0.008281899053841212,0.035400390625,exact_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,pair_bm25_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_any,balance,120,-0.0017104296400839657,0.75,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_any,copeland,120,0.01093978568740542,0.136962890625,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,balance,120,-0.0014032381662195418,1.0,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,copeland,120,-0.0001222734999253403,0.8125,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,pair_bm25_tfidf,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_any,balance,120,0.0037971368948619736,0.2265625,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_any,copeland,120,0.008261216964233483,0.064056396484375,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,balance,120,-0.0005891180053512176,0.5,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,copeland,120,0.0017320315009578193,0.54296875,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
fiqa,task1_larger,pair_tfidf_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
hotpotqa,canonical,all_three,ms1,balance,52,-0.006161210579371266,0.1875,exact_sign_flip
hotpotqa,canonical,all_three,ms1,copeland,52,0.021287094531053336,0.23046875,exact_sign_flip
hotpotqa,canonical,all_three,ms1_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,all_three,ms1_drop_mutual,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,all_three,ms2,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,all_three,ms2,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_any,balance,52,-0.0015033446868903827,0.75,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_any,copeland,52,0.024563529800684443,0.28125,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_any_drop_mutual,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_minilm,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_any,balance,52,-0.00017020590072505242,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_any,copeland,52,0.012532324762655308,0.40625,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_any_drop_mutual,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_bm25_tfidf,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_any,balance,52,0.0021759032253740114,0.375,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_any,copeland,52,0.011420416431884215,0.421875,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_any_drop_mutual,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,canonical,pair_tfidf_minilm,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,all_three,ms1,balance,52,0.0017592510902937235,0.375,exact_sign_flip
hotpotqa,task1_larger,all_three,ms1,copeland,52,0.0336443247592598,0.046875,exact_sign_flip
hotpotqa,task1_larger,all_three,ms1_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,all_three,ms1_drop_mutual,copeland,52,0.001871985091154995,1.0,exact_sign_flip
hotpotqa,task1_larger,all_three,ms2,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,all_three,ms2,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_any,balance,52,-0.003714494281079369,0.5,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_any,copeland,52,0.03591784294141907,0.1123046875,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,copeland,52,0.0018053583733784078,0.5,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_minilm,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_any,balance,52,0.012111464942605983,0.5,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_any,copeland,52,0.011538126603164757,0.5,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_bm25_tfidf,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_any,balance,52,0.0015438309779194702,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_any,copeland,52,0.024488753878419662,0.0703125,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,copeland,52,0.004995016527365129,0.5,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_unanimous,balance,52,0.0,1.0,exact_sign_flip
hotpotqa,task1_larger,pair_tfidf_minilm,pair_unanimous,copeland,52,0.0,1.0,exact_sign_flip
scidocs,canonical,all_three,ms1,balance,120,0.005085174013665505,0.054394560543945605,monte_carlo_sign_flip
scidocs,canonical,all_three,ms1,copeland,120,-0.0023140360208089997,0.6344365563443656,monte_carlo_sign_flip
scidocs,canonical,all_three,ms1_drop_mutual,balance,120,0.0,1.0,exact_sign_flip
scidocs,canonical,all_three,ms1_drop_mutual,copeland,120,-0.00013290236490271176,0.5,exact_sign_flip
scidocs,canonical,all_three,ms2,balance,120,0.0012542703323186932,0.125,exact_sign_flip
scidocs,canonical,all_three,ms2,copeland,120,0.0005416707484810441,0.04296875,exact_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_any,balance,120,0.004728329265841936,0.0254974502549745,monte_carlo_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_any,copeland,120,0.005279340165641437,0.14058594140585942,monte_carlo_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_any_drop_mutual,balance,120,9.129994976012727e-05,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_any_drop_mutual,copeland,120,6.738271385830589e-06,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_any,balance,120,-0.0002578993303968787,0.318359375,exact_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_any,copeland,120,0.0023637301668421504,0.7164283571642835,monte_carlo_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_any_drop_mutual,balance,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_any_drop_mutual,copeland,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_bm25_tfidf,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_any,balance,120,0.0015036929018962253,0.46805319468053197,monte_carlo_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_any,copeland,120,0.004162793974725141,0.39186081391860816,monte_carlo_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_any_drop_mutual,balance,120,0.00022392008169412243,1.0,exact_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_any_drop_mutual,copeland,120,0.00039835007799087055,0.5,exact_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,canonical,pair_tfidf_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,all_three,ms1,balance,120,-0.003263083985342729,0.442138671875,exact_sign_flip
scidocs,task1_larger,all_three,ms1,copeland,120,0.00018993830038604626,0.9764023597640236,monte_carlo_sign_flip
scidocs,task1_larger,all_three,ms1_drop_mutual,balance,120,-0.0007469103835755014,0.75,exact_sign_flip
scidocs,task1_larger,all_three,ms1_drop_mutual,copeland,120,-0.0024695792960632767,0.40943145751953125,exact_sign_flip
scidocs,task1_larger,all_three,ms2,balance,120,0.0008781307985573123,0.5,exact_sign_flip
scidocs,task1_larger,all_three,ms2,copeland,120,0.001288251420623895,0.25,exact_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_any,balance,120,0.0007683792312030392,0.8003692626953125,exact_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_any,copeland,120,-0.001523226981381315,0.8412158784121588,monte_carlo_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,balance,120,0.001467549966505093,0.25,exact_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_any_drop_mutual,copeland,120,-0.003159882357544719,0.39406059394060594,monte_carlo_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_bm25_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_any,balance,120,0.0013891780544235325,0.625,exact_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_any,copeland,120,0.005360642286324295,0.27887211278872115,monte_carlo_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,balance,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_any_drop_mutual,copeland,120,0.0016363232188943116,0.5,exact_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_bm25_tfidf,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_any,balance,120,-0.00046358429566903945,0.859375,exact_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_any,copeland,120,0.009092242755799578,0.14388561143885611,monte_carlo_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,balance,120,0.0002461400291166782,0.75,exact_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_any_drop_mutual,copeland,120,0.0030826317734709884,0.4576702117919922,exact_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_unanimous,balance,120,0.0,1.0,exact_sign_flip
scidocs,task1_larger,pair_tfidf_minilm,pair_unanimous,copeland,120,0.0,1.0,exact_sign_flip
