dataset,pool_label,pool_size,query_id,pair,direction_1_rankers,direction_2_rankers,configuration
scidocs,canonical,20,78495383450e02c5fe817e408726134b3084905d,2a43d3905699927ace64e880fe9ba8a730e14be1|86e87db2dab958f1bd5877dc7d5b8105d6e31e46,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,60e3f74c98407e362560edbcb10a094e2a64c3ce|6e61af5ed38439b722d7f8e92a1ddb32430a2ee4,tfidf,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,192ece7d63279a6ec150ca426ff461eff53ff7db|69150ca557440b1cb384505e26e8144306159308,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3cb35dda9637a582c650ecfd80214bfd2914c9f3|69150ca557440b1cb384505e26e8144306159308,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,018fea354b8702eebbe6797405654322bb1b6da0|69150ca557440b1cb384505e26e8144306159308,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,559caee18178518a655004979d2dc26c969d10c6|69150ca557440b1cb384505e26e8144306159308,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,2f52cbef51a6a8a2a74119ad821526f9e0b57b39|69150ca557440b1cb384505e26e8144306159308,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3cb35dda9637a582c650ecfd80214bfd2914c9f3|4e582bd1f4a175abc142ad005bae6bba6b3b53e8,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,018fea354b8702eebbe6797405654322bb1b6da0|4e582bd1f4a175abc142ad005bae6bba6b3b53e8,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,018fea354b8702eebbe6797405654322bb1b6da0|2f52cbef51a6a8a2a74119ad821526f9e0b57b39,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,018fea354b8702eebbe6797405654322bb1b6da0|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,018fea354b8702eebbe6797405654322bb1b6da0|4f7f4e86b4cb2eb14d38f31638884664108b4043,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3a30273f96f644bbb45a086ccb212cfd6d5665c2|559caee18178518a655004979d2dc26c969d10c6,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,559caee18178518a655004979d2dc26c969d10c6|b0232b47186aa4fc50cc1d4698f9451764daa660,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,559caee18178518a655004979d2dc26c969d10c6|d3c1106c4e16a915bed14c1f7bce8a0211d4b836,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4e582bd1f4a175abc142ad005bae6bba6b3b53e8|559caee18178518a655004979d2dc26c969d10c6,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,2f52cbef51a6a8a2a74119ad821526f9e0b57b39|559caee18178518a655004979d2dc26c969d10c6,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,2f52cbef51a6a8a2a74119ad821526f9e0b57b39|3a30273f96f644bbb45a086ccb212cfd6d5665c2,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3a30273f96f644bbb45a086ccb212cfd6d5665c2|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,363c01593f54d2ab08b2580bca0362976ef5dcf4|3a30273f96f644bbb45a086ccb212cfd6d5665c2,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3a30273f96f644bbb45a086ccb212cfd6d5665c2|bc168059a400d665fde44281d9453b61e18c247e,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3a30273f96f644bbb45a086ccb212cfd6d5665c2|4f7f4e86b4cb2eb14d38f31638884664108b4043,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4b573416043cf9cff42cbb7b753993c907a2be4a|b0232b47186aa4fc50cc1d4698f9451764daa660,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,363c01593f54d2ab08b2580bca0362976ef5dcf4|b0232b47186aa4fc50cc1d4698f9451764daa660,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,b0232b47186aa4fc50cc1d4698f9451764daa660|bc168059a400d665fde44281d9453b61e18c247e,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4f7f4e86b4cb2eb14d38f31638884664108b4043|b0232b47186aa4fc50cc1d4698f9451764daa660,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4b573416043cf9cff42cbb7b753993c907a2be4a|d3c1106c4e16a915bed14c1f7bce8a0211d4b836,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,bc168059a400d665fde44281d9453b61e18c247e|d3c1106c4e16a915bed14c1f7bce8a0211d4b836,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4f7f4e86b4cb2eb14d38f31638884664108b4043|d3c1106c4e16a915bed14c1f7bce8a0211d4b836,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,421ccb793d042f186e2031bd5a07a05b5a6f8162|4e582bd1f4a175abc142ad005bae6bba6b3b53e8,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,0519437d7dfa393963ff1e61911302b716b2be93|4e582bd1f4a175abc142ad005bae6bba6b3b53e8,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,421ccb793d042f186e2031bd5a07a05b5a6f8162|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,421ccb793d042f186e2031bd5a07a05b5a6f8162|4f7f4e86b4cb2eb14d38f31638884664108b4043,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,2f52cbef51a6a8a2a74119ad821526f9e0b57b39|b4173ba51b02f530e196560c3d17bbd0c4ed131d,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,15f16252af84a630f1f9442d4e0367b6fba089cf|2f52cbef51a6a8a2a74119ad821526f9e0b57b39,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,13cf668d8fcebe0375cd7bc515262a5a7693ebe3|2f52cbef51a6a8a2a74119ad821526f9e0b57b39,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,2f52cbef51a6a8a2a74119ad821526f9e0b57b39|3b6f2f5a97ff34a94c66e19fbed9858e714db113,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,4b573416043cf9cff42cbb7b753993c907a2be4a|b4173ba51b02f530e196560c3d17bbd0c4ed131d,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,15f16252af84a630f1f9442d4e0367b6fba089cf|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,13cf668d8fcebe0375cd7bc515262a5a7693ebe3|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3b6f2f5a97ff34a94c66e19fbed9858e714db113|4b573416043cf9cff42cbb7b753993c907a2be4a,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,13cf668d8fcebe0375cd7bc515262a5a7693ebe3|363c01593f54d2ab08b2580bca0362976ef5dcf4,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,363c01593f54d2ab08b2580bca0362976ef5dcf4|3b6f2f5a97ff34a94c66e19fbed9858e714db113,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,13cf668d8fcebe0375cd7bc515262a5a7693ebe3|bc168059a400d665fde44281d9453b61e18c247e,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3b6f2f5a97ff34a94c66e19fbed9858e714db113|bc168059a400d665fde44281d9453b61e18c247e,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,13cf668d8fcebe0375cd7bc515262a5a7693ebe3|4f7f4e86b4cb2eb14d38f31638884664108b4043,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,3b6f2f5a97ff34a94c66e19fbed9858e714db113|4f7f4e86b4cb2eb14d38f31638884664108b4043,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,421ccb793d042f186e2031bd5a07a05b5a6f8162|d3c1106c4e16a915bed14c1f7bce8a0211d4b836,tfidf,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,44d26f78bcdee04a14896c8c6f3681313402d854|ef8ae1effca9cd45677086034d8c7b06a69c03e5,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,ef8ae1effca9cd45677086034d8c7b06a69c03e5|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|44d26f78bcdee04a14896c8c6f3681313402d854,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,e5238abb6b17d13493e6d2c91e42f0ce8347a990|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,8f393e8510787d55da62a9ee044e3168098962fa|e5238abb6b17d13493e6d2c91e42f0ce8347a990,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|e5238abb6b17d13493e6d2c91e42f0ce8347a990,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,5d5385eadf98c38a1b943b1b07bc677d1910d69d|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,8f393e8510787d55da62a9ee044e3168098962fa|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,51e95da85a91844ee939147c6f647f749437f42c|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25+minilm,tfidf,single_voter_vs_two_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,0c6f14e13f475c56d45f1e9c91f6f05e199ca742|f748311d212786bfe6b6c6878d633db04bbe4e9a,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,f748311d212786bfe6b6c6878d633db04bbe4e9a|f852f6d52948cc94f04225b8268f09a543727684,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|5d5385eadf98c38a1b943b1b07bc677d1910d69d,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,5d5385eadf98c38a1b943b1b07bc677d1910d69d|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,5d5385eadf98c38a1b943b1b07bc677d1910d69d|f852f6d52948cc94f04225b8268f09a543727684,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|8f393e8510787d55da62a9ee044e3168098962fa,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,8f393e8510787d55da62a9ee044e3168098962fa|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,51e95da85a91844ee939147c6f647f749437f42c|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|e6334789ec6d43664f8f164a462461a4408243ba,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,221e1e14fe2245a2894ef449fc1508c92a73aca5|58bd0411bce7df96c44aa3579136eff873b56ac5,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,58bd0411bce7df96c44aa3579136eff873b56ac5|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,0c6f14e13f475c56d45f1e9c91f6f05e199ca742|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,minilm+tfidf,single_voter_vs_two_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,a24b9fc2f8c61494b87b42874a1ddf780471fb75|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345|f852f6d52948cc94f04225b8268f09a543727684,bm25,minilm+tfidf,single_voter_vs_two_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345|e60e755af36853ba2c6c6f6b60e82903df167e56,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,ab734bac3994b00bf97ce22b9abc881ee8c12918|b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,b73cdb60b2fe9fb317fca4fb9f5e1106e13c2345|f5968a401ecd76f12e5cad55b3ceb83dec8f36f2,bm25,minilm+tfidf,single_voter_vs_two_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,0c6f14e13f475c56d45f1e9c91f6f05e199ca742|e6334789ec6d43664f8f164a462461a4408243ba,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,a24b9fc2f8c61494b87b42874a1ddf780471fb75|e6334789ec6d43664f8f164a462461a4408243ba,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,e6334789ec6d43664f8f164a462461a4408243ba|f852f6d52948cc94f04225b8268f09a543727684,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,e60e755af36853ba2c6c6f6b60e82903df167e56|e6334789ec6d43664f8f164a462461a4408243ba,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,ab734bac3994b00bf97ce22b9abc881ee8c12918|e6334789ec6d43664f8f164a462461a4408243ba,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,e6334789ec6d43664f8f164a462461a4408243ba|f5968a401ecd76f12e5cad55b3ceb83dec8f36f2,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,0c6f14e13f475c56d45f1e9c91f6f05e199ca742|58bd0411bce7df96c44aa3579136eff873b56ac5,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,58bd0411bce7df96c44aa3579136eff873b56ac5|a24b9fc2f8c61494b87b42874a1ddf780471fb75,bm25+minilm,tfidf,single_voter_vs_two_voter
scidocs,canonical,20,3a63667284dc8b9687ed1620406030bfe39af3c9,58bd0411bce7df96c44aa3579136eff873b56ac5|f852f6d52948cc94f04225b8268f09a543727684,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,62eff7763f8679d0afe53dad4d85279d54f763c5|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,38919649ae3fd207b96b62e95b3c8c8e69635c7f|62eff7763f8679d0afe53dad4d85279d54f763c5,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,1cc7013247056e45264de9817171d72690181692|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,11157109b8f3a098c5c3f801ba9acbffd2aa49b1|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,11157109b8f3a098c5c3f801ba9acbffd2aa49b1|356f5f4224ee090a11e83a7e3cc130b2fdb0e612,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,11157109b8f3a098c5c3f801ba9acbffd2aa49b1|123e98412253f2b8a602a0d699a5f493e17c62ef,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,c8be59e5991497e1818d5fd9c6d104c9cf3d3657|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,076945bc9fe2000208d6809af1699ac04e6ccee6|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,59407446503d49a8cf5f5643b17502835b62f139|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,356f5f4224ee090a11e83a7e3cc130b2fdb0e612|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25+tfidf,minilm,lexical_pair_vs_minilm
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,123e98412253f2b8a602a0d699a5f493e17c62ef|d2071c1e4a6030dc0005dbfeefdd196a8b293e84,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,071f47b7bc5830643e31dbed82e0375bf9b26559,356f5f4224ee090a11e83a7e3cc130b2fdb0e612|bef9d9edd340eb09e2cda37cb7f4d4886a36fe66,bm25,tfidf,single_voter_vs_single_voter
scidocs,canonical,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,670229acc298aa3db2dc24f2871b8a05cee158c8|93074961701ca6983a6c0fdc2964d11e282b8bae,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,670229acc298aa3db2dc24f2871b8a05cee158c8|960d9d72f1af109460cb9868891bee78a68b60cc,bm25,minilm,single_voter_vs_single_voter
scidocs,canonical,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,670229acc298aa3db2dc24f2871b8a05cee158c8|befad8e606dcf37e5e0883367d2d7d6fac81513c,bm25,minilm+tfidf,single_voter_vs_two_voter
scidocs,canonical,20,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,670229acc298aa3db2dc24f2871b8a05cee158c8|8eca68829f9fa0fb9780dc36dbc929095516964a,bm25,minilm+tfidf,single_voter_vs_two_voter
