dataset,query_id,provider,model,prompt,orientation,judgment_mode,policy,repair,ndcg_at_k,delta_vs_unrepaired,is_cyclic,fas_weight_removed,cell_status,source
fiqa,0,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.08574318885803223,reconstructible,failure_mining_llm_v3_metrics
fiqa,0,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.08574318885803223,reconstructible,failure_mining_llm_v3_metrics
fiqa,0,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.08574318885803223,reconstructible,failure_mining_llm_v3_metrics
fiqa,0,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.08574318885803223,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,4,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.317761140760768,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,5,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.28673417971239484,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.5706417189553201,-0.08027921085181244,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.6509209298071326,0.0,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,6,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.2760593269550826,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,7,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.41676173200521077,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,2.214198811769516,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.4392963667179077,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,1.0,0.0,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.5,-0.5,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,1.0,0.0,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.6309297535714575,-0.36907024642854247,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,1.0,0.0,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,1.0,0.0,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.6309297535714575,-0.36907024642854247,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,1.0,0.0,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.6309297535714575,-0.36907024642854247,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.5,-0.5,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.6309297535714575,-0.36907024642854247,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.38685280723454163,-0.6131471927654584,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.6309297535714575,-0.36907024642854247,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,1.0321525148735993,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.18772879463664874,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,1.0,0.0,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,True,0.8746438472810436,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,True,0.5541529059410095,reconstructible,failure_mining_llm_v3_metrics
