dataset,query_id,provider,model,prompt,orientation,judgment_mode,top_k,n_candidates,n_judgments,is_cyclic,n_cycles,n_scc,largest_scc,has_qrels,cell_status,policy,repair,fas_weight_removed,exact_status,ndcg_at_k,n_calls,token_cost,utility
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_copeland,exact,6.0,optimal,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_balance,exact,6.0,optimal,1.0,105,,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_exact_copeland_a03,exact,6.0,optimal,1.0,105,,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_copeland,none,0.0,,0.734342146900247,105,,0.734342146900247
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_balance,none,0.0,,0.734342146900247,105,,0.734342146900247
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.734342146900247,105,,0.734342146900247
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_copeland,greedy,13.0,,0.6355421228525302,105,,0.6355421228525302
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_balance,greedy,13.0,,0.6355421228525302,105,,0.6355421228525302
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_greedy_copeland_a03,greedy,13.0,,0.734342146900247,105,,0.734342146900247
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_copeland,exact,4.0,optimal,0.7524938226547169,105,,0.7524938226547169
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_balance,exact,4.0,optimal,0.7524938226547169,105,,0.7524938226547169
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,0.7524938226547169,105,,0.7524938226547169
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,greedy_copeland,greedy,2.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,greedy_balance,greedy,2.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,hybrid_greedy_copeland_a03,greedy,2.0,,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,exact_copeland,exact,2.0,optimal,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,exact_balance,exact,2.0,optimal,1.0,105,,1.0
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,11,5,True,complete,hybrid_exact_copeland_a03,exact,2.0,optimal,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,greedy_copeland,greedy,5.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,greedy_balance,greedy,5.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,hybrid_greedy_copeland_a03,greedy,5.0,,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,exact_copeland,exact,3.0,optimal,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,exact_balance,exact,3.0,optimal,1.0,105,,1.0
scidocs,51ee97313309157219412b6f5dfb314682b33992,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,8,5,True,complete,hybrid_exact_copeland_a03,exact,3.0,optimal,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_copeland,greedy,12.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,greedy_balance,greedy,12.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_greedy_copeland_a03,greedy,12.0,,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_copeland,exact,4.0,optimal,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,exact_balance,exact,4.0,optimal,1.0,105,,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,9,7,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,1.0,105,,1.0
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_copeland,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_balance,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_copeland,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_balance,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_greedy_copeland_a03,greedy,9.0,,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_copeland,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_balance,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,6079719b677d0abda12abcd5cd46582ca91585ad,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_exact_copeland_a03,exact,3.0,optimal,0.9896062251871525,105,,0.9896062251871525
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_copeland,greedy,12.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_balance,greedy,12.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_greedy_copeland_a03,greedy,12.0,,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_copeland,exact,4.0,optimal,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_balance,exact,4.0,optimal,1.0,105,,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,greedy_copeland,greedy,0.0,,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,greedy_balance,greedy,0.0,,1.0,105,,1.0
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,hybrid_greedy_copeland_a03,greedy,0.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,greedy_copeland,greedy,9.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,greedy_balance,greedy,9.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_greedy_copeland_a03,greedy,9.0,,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,exact_copeland,exact,3.0,optimal,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,exact_balance,exact,3.0,optimal,1.0,105,,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_exact_copeland_a03,exact,3.0,optimal,1.0,105,,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_copeland,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,unrepaired_balance,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_copeland,greedy,17.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,greedy_balance,greedy,17.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_greedy_copeland_a03,greedy,17.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_copeland,exact,4.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,exact_balance,exact,4.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,7,9,True,complete,hybrid_exact_copeland_a03,exact,4.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,unrepaired_copeland,none,0.0,,0.9565912771023182,105,,0.9565912771023182
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,unrepaired_balance,none,0.0,,0.9565912771023182,105,,0.9565912771023182
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9565912771023182,105,,0.9565912771023182
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,greedy_copeland,greedy,4.0,,0.9415771611758031,105,,0.9415771611758031
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,greedy_balance,greedy,4.0,,0.9415771611758031,105,,0.9415771611758031
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_greedy_copeland_a03,greedy,4.0,,0.9505310077117098,105,,0.9505310077117098
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,exact_copeland,exact,2.0,optimal,0.9505310077117098,105,,0.9505310077117098
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,exact_balance,exact,2.0,optimal,0.9505310077117098,105,,0.9505310077117098
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,4,True,complete,hybrid_exact_copeland_a03,exact,2.0,optimal,0.9505310077117098,105,,0.9505310077117098
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,unrepaired_copeland,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,unrepaired_balance,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,greedy_copeland,greedy,7.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,greedy_balance,greedy,7.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_greedy_copeland_a03,greedy,7.0,,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,exact_copeland,exact,2.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,exact_balance,exact,2.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,7323c2d32d6cdc3604dcedc574508d042ce3821e,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,10,6,True,complete,hybrid_exact_copeland_a03,exact,2.0,optimal,0.9747429528567879,105,,0.9747429528567879
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_copeland,none,0.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,unrepaired_balance,none,0.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_copeland,greedy,9.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,greedy_balance,greedy,9.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_greedy_copeland_a03,greedy,9.0,,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_copeland,exact,3.0,optimal,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,exact_balance,exact,3.0,optimal,1.0,105,,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,6,10,True,complete,hybrid_exact_copeland_a03,exact,3.0,optimal,1.0,105,,1.0
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,unrepaired_copeland,none,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,unrepaired_balance,none,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,greedy_copeland,greedy,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,greedy_balance,greedy,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,7526f88d4ee7a380fecd05c1f92208ad94605cec,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,False,0,15,1,True,complete,hybrid_greedy_copeland_a03,greedy,0.0,,0.9438661545147249,105,,0.9438661545147249
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,unrepaired_copeland,none,0.0,,0.9512312000626861,105,,0.9512312000626861
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,unrepaired_balance,none,0.0,,0.9512312000626861,105,,0.9512312000626861
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,hybrid_unrepaired_copeland_a03,none,0.0,,0.9512312000626861,105,,0.9512312000626861
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,greedy_copeland,greedy,1.0,,0.9512312000626861,105,,0.9512312000626861
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,greedy_balance,greedy,1.0,,0.9512312000626861,105,,0.9512312000626861
scidocs,78495383450e02c5fe817e408726134b3084905d,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,15,105,True,-1,13,3,True,complete,hybrid_greedy_copeland_a03,greedy,1.0,,0.9512312000626861,105,,0.9512312000626861
