dataset,query_id,method,n_candidates,is_cyclic,n_fas_removed,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_repaired_balance_a03,15,True,5,0.951231,0.876667,0.333333,1.0,4.0,4
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,hybrid_rrf_unrepaired_balance_a03,15,True,5,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,llm_pairwise_copeland,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,bt_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,win_rate_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,markov_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,tournament_sort_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_topological,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_weighted_balance,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,greedy_fas_copeland,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_repaired_copeland_a03,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_unrepaired_copeland_a03,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_repaired_balance_a03,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,09109a5375d8e2ca752bedde17ba5acad1df61cb,hybrid_rrf_unrepaired_balance_a03,15,True,3,0.989606,0.966667,0.333333,1.0,2.0,2
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,llm_pairwise_copeland,15,True,4,0.956591,0.87619,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,bt_from_llm,15,True,4,0.956591,0.87619,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,win_rate_from_llm,15,True,4,0.956591,0.87619,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,markov_from_llm,15,True,4,0.950531,0.858333,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,tournament_sort_from_llm,15,True,4,0.956591,0.87619,0.333333,1.0,3.0,3
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_topological,15,True,4,0.945635,0.844444,0.333333,1.0,3.0,3
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_weighted_balance,15,True,4,0.941577,0.833333,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,greedy_fas_copeland,15,True,4,0.941577,0.833333,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_repaired_copeland_a03,15,True,4,0.950531,0.858333,0.333333,1.0,3.0,3
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_unrepaired_copeland_a03,15,True,4,0.956591,0.87619,0.333333,1.0,4.0,4
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_repaired_balance_a03,15,True,4,0.950531,0.858333,0.333333,1.0,3.0,3
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,hybrid_rrf_unrepaired_balance_a03,15,True,4,0.956591,0.87619,0.333333,1.0,4.0,4
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,llm_pairwise_copeland,15,True,13,1.0,1.0,0.333333,1.0,7.0,7
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,bt_from_llm,15,True,13,1.0,1.0,0.333333,1.0,7.0,7
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,win_rate_from_llm,15,True,13,1.0,1.0,0.333333,1.0,7.0,7
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,markov_from_llm,15,True,13,1.0,1.0,0.333333,1.0,5.0,5
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,tournament_sort_from_llm,15,True,13,1.0,1.0,0.333333,1.0,4.0,4
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_topological,15,True,13,1.0,1.0,0.333333,1.0,10.0,10
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_weighted_balance,15,True,13,1.0,1.0,0.333333,1.0,10.0,10
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,greedy_fas_copeland,15,True,13,1.0,1.0,0.333333,1.0,10.0,10
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_repaired_copeland_a03,15,True,13,1.0,1.0,0.333333,1.0,6.0,6
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_unrepaired_copeland_a03,15,True,13,1.0,1.0,0.333333,1.0,7.0,7
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_repaired_balance_a03,15,True,13,1.0,1.0,0.333333,1.0,6.0,6
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,hybrid_rrf_unrepaired_balance_a03,15,True,13,1.0,1.0,0.333333,1.0,7.0,7
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,llm_pairwise_copeland,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,bt_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,win_rate_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,markov_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,tournament_sort_from_llm,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_topological,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_weighted_balance,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,greedy_fas_copeland,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_repaired_copeland_a03,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_unrepaired_copeland_a03,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_repaired_balance_a03,15,True,3,0.989606,0.966667,0.333333,1.0,3.0,3
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,hybrid_rrf_unrepaired_balance_a03,15,True,3,0.989606,0.966667,0.333333,1.0,4.0,4
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,llm_pairwise_copeland,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,bt_from_llm,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,win_rate_from_llm,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,markov_from_llm,15,True,13,0.727237,0.57,0.333333,1.0,5.0,5
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,tournament_sort_from_llm,15,True,13,0.645936,0.427222,0.333333,1.0,10.0,10
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_topological,15,True,13,0.641602,0.424603,0.333333,1.0,8.0,8
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_weighted_balance,15,True,13,0.635542,0.413889,0.333333,1.0,10.0,10
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,greedy_fas_copeland,15,True,13,0.635542,0.413889,0.333333,1.0,10.0,10
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_repaired_copeland_a03,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_unrepaired_copeland_a03,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_repaired_balance_a03,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,hybrid_rrf_unrepaired_balance_a03,15,True,13,0.734342,0.580952,0.333333,1.0,6.0,6
scidocs,78495383450e02c5fe817e408726134b3084905d,llm_pairwise_copeland,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,78495383450e02c5fe817e408726134b3084905d,bt_from_llm,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,78495383450e02c5fe817e408726134b3084905d,win_rate_from_llm,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,78495383450e02c5fe817e408726134b3084905d,markov_from_llm,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,78495383450e02c5fe817e408726134b3084905d,tournament_sort_from_llm,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_topological,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_weighted_balance,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,greedy_fas_copeland,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_repaired_copeland_a03,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_unrepaired_copeland_a03,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_repaired_balance_a03,15,True,1,0.951231,0.876667,0.333333,1.0,1.0,1
scidocs,78495383450e02c5fe817e408726134b3084905d,hybrid_rrf_unrepaired_balance_a03,15,True,1,0.951231,0.876667,0.333333,1.0,2.0,2
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,llm_pairwise_copeland,15,True,22,0.943473,0.852857,0.333333,1.0,10.0,10
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,bt_from_llm,15,True,22,0.943473,0.852857,0.333333,1.0,11.0,11
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,win_rate_from_llm,15,True,22,0.943473,0.852857,0.333333,1.0,10.0,10
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,markov_from_llm,15,True,22,0.951231,0.876667,0.333333,1.0,12.0,12
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,tournament_sort_from_llm,15,True,22,0.93308,0.82619,0.333333,1.0,7.0,7
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_topological,15,True,22,0.904247,0.75,0.333333,1.0,9.0,9
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_weighted_balance,15,True,22,0.871232,0.685714,0.333333,1.0,14.0,14
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,greedy_fas_copeland,15,True,22,0.871232,0.685714,0.333333,1.0,14.0,14
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_repaired_copeland_a03,15,True,22,0.943473,0.852857,0.333333,1.0,7.0,7
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_unrepaired_copeland_a03,15,True,22,0.943473,0.852857,0.333333,1.0,10.0,10
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_repaired_balance_a03,15,True,22,0.943473,0.852857,0.333333,1.0,7.0,7
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,hybrid_rrf_unrepaired_balance_a03,15,True,22,0.943473,0.852857,0.333333,1.0,10.0,10
scidocs,c4e76b318149a106563d53892dde801a37a637cc,llm_pairwise_copeland,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,bt_from_llm,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,win_rate_from_llm,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,markov_from_llm,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,tournament_sort_from_llm,15,True,3,1.0,1.0,0.333333,1.0,4.0,4
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_topological,15,True,3,1.0,1.0,0.333333,1.0,1.0,1
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_weighted_balance,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,greedy_fas_copeland,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_repaired_copeland_a03,15,True,3,1.0,1.0,0.333333,1.0,1.0,1
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_unrepaired_copeland_a03,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_repaired_balance_a03,15,True,3,1.0,1.0,0.333333,1.0,1.0,1
scidocs,c4e76b318149a106563d53892dde801a37a637cc,hybrid_rrf_unrepaired_balance_a03,15,True,3,1.0,1.0,0.333333,1.0,2.0,2
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,llm_pairwise_copeland,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,bt_from_llm,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,win_rate_from_llm,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,markov_from_llm,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,tournament_sort_from_llm,15,True,12,1.0,1.0,0.333333,1.0,7.0,7
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_topological,15,True,12,1.0,1.0,0.333333,1.0,10.0,10
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_weighted_balance,15,True,12,1.0,1.0,0.333333,1.0,11.0,11
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,greedy_fas_copeland,15,True,12,1.0,1.0,0.333333,1.0,11.0,11
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_repaired_copeland_a03,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_unrepaired_copeland_a03,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_repaired_balance_a03,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,hybrid_rrf_unrepaired_balance_a03,15,True,12,1.0,1.0,0.333333,1.0,6.0,6
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,llm_pairwise_copeland,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,bt_from_llm,15,True,16,1.0,1.0,0.333333,1.0,12.0,12
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,win_rate_from_llm,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,markov_from_llm,15,True,16,1.0,1.0,0.333333,1.0,13.0,13
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,tournament_sort_from_llm,15,True,16,1.0,1.0,0.333333,1.0,12.0,12
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_topological,15,True,16,1.0,1.0,0.333333,1.0,13.0,13
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_weighted_balance,15,True,16,1.0,1.0,0.333333,1.0,14.0,14
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,greedy_fas_copeland,15,True,16,1.0,1.0,0.333333,1.0,14.0,14
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_repaired_copeland_a03,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_unrepaired_copeland_a03,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_repaired_balance_a03,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,hybrid_rrf_unrepaired_balance_a03,15,True,16,1.0,1.0,0.333333,1.0,11.0,11
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,llm_pairwise_copeland,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,bt_from_llm,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,win_rate_from_llm,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,markov_from_llm,15,True,2,1.0,1.0,0.333333,1.0,4.0,4
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,tournament_sort_from_llm,15,True,2,1.0,1.0,0.333333,1.0,2.0,2
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_topological,15,True,2,1.0,1.0,0.333333,1.0,2.0,2
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_weighted_balance,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,greedy_fas_copeland,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_repaired_copeland_a03,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_unrepaired_copeland_a03,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_repaired_balance_a03,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,hybrid_rrf_unrepaired_balance_a03,15,True,2,1.0,1.0,0.333333,1.0,3.0,3
scidocs,7445178858159988f2b17aa21376e13767fce5a6,llm_pairwise_copeland,15,True,9,1.0,1.0,0.333333,1.0,4.0,4
scidocs,7445178858159988f2b17aa21376e13767fce5a6,bt_from_llm,15,True,9,1.0,1.0,0.333333,1.0,5.0,5
scidocs,7445178858159988f2b17aa21376e13767fce5a6,win_rate_from_llm,15,True,9,1.0,1.0,0.333333,1.0,4.0,4
scidocs,7445178858159988f2b17aa21376e13767fce5a6,markov_from_llm,15,True,9,1.0,1.0,0.333333,1.0,6.0,6
scidocs,7445178858159988f2b17aa21376e13767fce5a6,tournament_sort_from_llm,15,True,9,1.0,1.0,0.333333,1.0,3.0,3
