n_items,noise,weight_scheme,seed,method,kendall_tau,ndcg,pairwise_accuracy,n_violations,inconsistency_before,inconsistency_after,edges_removed,n_edges,is_dag
10,0.05,uniform,42,borda,0.7333333333333333,0.9646323712747662,0.8666666666666667,6,5,5,0,45,False
10,0.05,uniform,42,greedy_fas_weighted_balance,0.5111111111111111,0.9465127348142455,0.7555555555555555,11,5,2,22,45,False
10,0.05,uniform,42,hybrid_rrf_fas_regularized,0.8666666666666667,0.9836746913058434,0.9333333333333333,3,5,2,22,45,False
10,0.05,uniform,42,fas_balance_score_prior_alpha_beta,0.8222222222222222,0.9826384442344087,0.9111111111111111,4,5,2,22,45,False
10,0.05,uniform,123,score_sum,0.9111111111111111,0.9953062453767557,0.9555555555555556,2,3,3,0,45,False
10,0.05,uniform,123,borda,0.9111111111111111,0.9953062453767557,0.9555555555555556,2,3,3,0,45,False
10,0.05,uniform,123,greedy_fas_weighted_balance,0.9555555555555556,0.9984759500093039,0.9777777777777777,1,3,0,6,45,False
10,0.05,uniform,123,hybrid_rrf_fas_regularized,0.9555555555555556,0.995857052903519,0.9777777777777777,1,3,0,6,45,False
10,0.05,uniform,123,fas_balance_score_prior_alpha_beta,0.9555555555555556,0.995857052903519,0.9777777777777777,1,3,0,6,45,False
10,0.05,uniform,7,score_sum,0.8666666666666667,0.9954257515403281,0.9333333333333333,3,2,2,0,45,False
10,0.05,uniform,7,borda,0.8666666666666667,0.9954257515403281,0.9333333333333333,3,2,2,0,45,False
10,0.05,uniform,7,greedy_fas_weighted_balance,0.9111111111111111,0.9657390288294873,0.9555555555555556,2,2,1,2,45,False
10,0.05,uniform,7,hybrid_rrf_fas_regularized,0.9111111111111111,0.9657390288294873,0.9555555555555556,2,2,1,2,45,False
10,0.05,uniform,7,fas_balance_score_prior_alpha_beta,0.9111111111111111,0.9657390288294873,0.9555555555555556,2,2,1,2,45,False
10,0.1,margin,42,score_sum,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,9,0,45,False
10,0.1,margin,42,borda,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.1,margin,42,greedy_fas_weighted_balance,0.4222222222222222,0.9284876601563639,0.7111111111111111,13,9,5,18,45,False
10,0.1,margin,42,hybrid_rrf_fas_regularized,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,5,18,45,False
10,0.1,margin,42,fas_balance_score_prior_alpha_beta,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,5,18,45,False
10,0.1,margin,123,score_sum,0.6888888888888889,0.9886692606546632,0.8444444444444444,7,8,8,0,45,False
10,0.1,margin,123,borda,0.5555555555555556,0.9693407255029888,0.7777777777777778,10,8,8,0,45,False
10,0.1,margin,123,greedy_fas_weighted_balance,0.5111111111111111,0.9551396470568252,0.7555555555555555,11,8,6,14,45,False
10,0.1,margin,123,hybrid_rrf_fas_regularized,0.6444444444444445,0.9809217454175405,0.8222222222222222,8,8,6,14,45,False
10,0.1,margin,123,fas_balance_score_prior_alpha_beta,0.5555555555555556,0.9580368648176931,0.7777777777777778,10,8,6,14,45,False
10,0.1,margin,7,score_sum,0.6888888888888889,0.9847000919720453,0.8444444444444444,7,8,8,0,45,False
10,0.1,margin,7,borda,0.6888888888888889,0.9674148530388826,0.8444444444444444,7,8,8,0,45,False
10,0.1,margin,7,greedy_fas_weighted_balance,0.6888888888888889,0.9847000919720453,0.8444444444444444,7,8,6,8,45,False
10,0.1,margin,7,hybrid_rrf_fas_regularized,0.6888888888888889,0.9847000919720453,0.8444444444444444,7,8,6,8,45,False
10,0.1,margin,7,fas_balance_score_prior_alpha_beta,0.6888888888888889,0.9847000919720453,0.8444444444444444,7,8,6,8,45,False
10,0.1,uniform,42,score_sum,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.1,uniform,42,borda,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.1,uniform,42,greedy_fas_weighted_balance,0.4222222222222222,0.9337027583692763,0.7111111111111111,13,9,5,22,45,False
10,0.1,uniform,42,hybrid_rrf_fas_regularized,0.6888888888888889,0.9565594700933631,0.8444444444444444,7,9,5,22,45,False
10,0.1,uniform,42,fas_balance_score_prior_alpha_beta,0.6,0.9464238281327393,0.8,9,9,5,22,45,False
10,0.1,uniform,123,score_sum,0.5555555555555556,0.9693407255029888,0.7777777777777778,10,8,8,0,45,False
10,0.1,uniform,123,borda,0.5555555555555556,0.9693407255029888,0.7777777777777778,10,8,8,0,45,False
10,0.1,uniform,123,greedy_fas_weighted_balance,0.7777777777777778,0.9908138024116323,0.8888888888888888,5,8,2,7,45,False
10,0.1,uniform,123,hybrid_rrf_fas_regularized,0.6888888888888889,0.9813214132525212,0.8444444444444444,7,8,2,7,45,False
10,0.1,uniform,123,fas_balance_score_prior_alpha_beta,0.6888888888888889,0.9813214132525212,0.8444444444444444,7,8,2,7,45,False
10,0.1,uniform,7,score_sum,0.6888888888888889,0.9674148530388826,0.8444444444444444,7,8,8,0,45,False
10,0.1,uniform,7,borda,0.6888888888888889,0.9674148530388826,0.8444444444444444,7,8,8,0,45,False
10,0.1,uniform,7,greedy_fas_weighted_balance,0.4666666666666667,0.9268285533916282,0.7333333333333334,12,8,4,18,45,False
10,0.1,uniform,7,hybrid_rrf_fas_regularized,0.6888888888888889,0.9800775492871652,0.8444444444444444,7,8,4,18,45,False
10,0.1,uniform,7,fas_balance_score_prior_alpha_beta,0.6888888888888889,0.9547115712806106,0.8444444444444444,7,8,4,18,45,False
10,0.15,margin,42,score_sum,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,9,0,45,False
10,0.15,margin,42,borda,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.15,margin,42,greedy_fas_weighted_balance,0.4222222222222222,0.9284876601563639,0.7111111111111111,13,9,5,18,45,False
10,0.15,margin,42,hybrid_rrf_fas_regularized,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,5,18,45,False
10,0.15,margin,42,fas_balance_score_prior_alpha_beta,0.7333333333333333,0.9699197609061738,0.8666666666666667,6,9,5,18,45,False
10,0.15,margin,123,score_sum,0.6,0.9703615544582406,0.8,9,10,10,0,45,False
10,0.15,margin,123,borda,0.5111111111111111,0.9339922333655793,0.7555555555555555,11,10,10,0,45,False
10,0.15,margin,123,greedy_fas_weighted_balance,0.3333333333333333,0.9390834569999987,0.6666666666666667,15,10,5,17,45,False
10,0.15,margin,123,hybrid_rrf_fas_regularized,0.6,0.9621315543353499,0.8,9,10,5,17,45,False
10,0.15,margin,123,fas_balance_score_prior_alpha_beta,0.5555555555555556,0.9597518440148004,0.7777777777777778,10,10,5,17,45,False
10,0.15,margin,7,score_sum,0.6,0.9717410467147829,0.8,9,11,11,0,45,False
10,0.15,margin,7,borda,0.4666666666666667,0.9490774877269821,0.7333333333333334,12,11,11,0,45,False
10,0.15,margin,7,greedy_fas_weighted_balance,0.5111111111111111,0.959217446421605,0.7555555555555555,11,11,9,8,45,False
10,0.15,margin,7,hybrid_rrf_fas_regularized,0.6,0.9717410467147829,0.8,9,11,9,8,45,False
10,0.15,margin,7,fas_balance_score_prior_alpha_beta,0.6,0.9717410467147829,0.8,9,11,9,8,45,False
10,0.15,uniform,42,score_sum,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.15,uniform,42,borda,0.7777777777777778,0.9521452254024171,0.8888888888888888,5,9,9,0,45,False
10,0.15,uniform,42,greedy_fas_weighted_balance,0.4222222222222222,0.9337027583692763,0.7111111111111111,13,9,5,22,45,False
10,0.15,uniform,42,hybrid_rrf_fas_regularized,0.6888888888888889,0.9565594700933631,0.8444444444444444,7,9,5,22,45,False
10,0.15,uniform,42,fas_balance_score_prior_alpha_beta,0.6,0.9464238281327393,0.8,9,9,5,22,45,False
10,0.15,uniform,123,score_sum,0.5111111111111111,0.9339922333655793,0.7555555555555555,11,10,10,0,45,False
10,0.15,uniform,123,borda,0.5111111111111111,0.9339922333655793,0.7555555555555555,11,10,10,0,45,False
10,0.15,uniform,123,greedy_fas_weighted_balance,0.7777777777777778,0.9908138024116323,0.8888888888888888,5,10,2,9,45,False
10,0.15,uniform,123,hybrid_rrf_fas_regularized,0.6444444444444445,0.9801840282121097,0.8222222222222222,8,10,2,9,45,False
10,0.15,uniform,123,fas_balance_score_prior_alpha_beta,0.6444444444444445,0.9801840282121097,0.8222222222222222,8,10,2,9,45,False
10,0.15,uniform,7,score_sum,0.4666666666666667,0.9490774877269821,0.7333333333333334,12,11,11,0,45,False
10,0.15,uniform,7,borda,0.4666666666666667,0.9490774877269821,0.7333333333333334,12,11,11,0,45,False
10,0.15,uniform,7,greedy_fas_weighted_balance,0.4666666666666667,0.9170159575478031,0.7333333333333334,12,11,4,24,45,False
10,0.15,uniform,7,hybrid_rrf_fas_regularized,0.5555555555555556,0.9652727044532258,0.7777777777777778,10,11,4,24,45,False
10,0.15,uniform,7,fas_balance_score_prior_alpha_beta,0.6444444444444445,0.9745577515917235,0.8222222222222222,8,11,4,24,45,False
10,0.2,margin,42,score_sum,0.4666666666666667,0.9574425447301833,0.7333333333333334,12,11,11,0,45,False
10,0.2,margin,42,borda,0.7333333333333333,0.9681325402437424,0.8666666666666667,6,11,11,0,45,False
10,0.2,margin,42,greedy_fas_weighted_balance,0.3333333333333333,0.9212011699901647,0.6666666666666667,15,11,6,17,45,False
10,0.2,margin,42,hybrid_rrf_fas_regularized,0.4666666666666667,0.9574425447301833,0.7333333333333334,12,11,6,17,45,False
10,0.2,margin,42,fas_balance_score_prior_alpha_beta,0.4222222222222222,0.9433592515589901,0.7111111111111111,13,11,6,17,45,False
10,0.2,margin,123,score_sum,0.4222222222222222,0.9599432012913632,0.7111111111111111,13,11,11,0,45,False
10,0.2,margin,123,borda,0.37777777777777777,0.9292010207308856,0.6888888888888889,14,11,11,0,45,False
10,0.2,margin,123,greedy_fas_weighted_balance,0.3333333333333333,0.9390834569999987,0.6666666666666667,15,11,5,17,45,False
10,0.2,margin,123,hybrid_rrf_fas_regularized,0.37777777777777777,0.9515433371724065,0.6888888888888889,14,11,5,17,45,False
10,0.2,margin,123,fas_balance_score_prior_alpha_beta,0.3333333333333333,0.9491636268518572,0.6666666666666667,15,11,5,17,45,False
10,0.2,margin,7,score_sum,0.5111111111111111,0.9540364644972945,0.7555555555555555,11,13,13,0,45,False
10,0.2,margin,7,borda,0.4222222222222222,0.8827569338239408,0.7111111111111111,13,13,13,0,45,False
10,0.2,margin,7,greedy_fas_weighted_balance,0.4666666666666667,0.9511751437160005,0.7333333333333334,12,13,10,9,45,False
10,0.2,margin,7,hybrid_rrf_fas_regularized,0.5111111111111111,0.9540364644972945,0.7555555555555555,11,13,10,9,45,False
10,0.2,margin,7,fas_balance_score_prior_alpha_beta,0.5111111111111111,0.9540364644972945,0.7555555555555555,11,13,10,9,45,False
10,0.2,uniform,42,score_sum,0.7333333333333333,0.9681325402437424,0.8666666666666667,6,11,11,0,45,False
10,0.2,uniform,42,borda,0.7333333333333333,0.9681325402437424,0.8666666666666667,6,11,11,0,45,False
10,0.2,uniform,42,greedy_fas_weighted_balance,0.24444444444444444,0.786348243596269,0.6222222222222222,17,11,6,22,45,False
10,0.2,uniform,42,hybrid_rrf_fas_regularized,0.6,0.9474268164966467,0.8,9,11,6,22,45,False
10,0.2,uniform,42,fas_balance_score_prior_alpha_beta,0.5111111111111111,0.9413946056253798,0.7555555555555555,11,11,6,22,45,False
10,0.2,uniform,123,score_sum,0.37777777777777777,0.9292010207308856,0.6888888888888889,14,11,11,0,45,False
10,0.2,uniform,123,borda,0.37777777777777777,0.9292010207308856,0.6888888888888889,14,11,11,0,45,False
10,0.2,uniform,123,greedy_fas_weighted_balance,0.6888888888888889,0.9857342347550089,0.8444444444444444,7,11,2,10,45,False
10,0.2,uniform,123,hybrid_rrf_fas_regularized,0.6,0.9780430548700135,0.8,9,11,2,10,45,False
10,0.2,uniform,123,fas_balance_score_prior_alpha_beta,0.6,0.9780430548700135,0.8,9,11,2,10,45,False
10,0.2,uniform,7,score_sum,0.4222222222222222,0.8827569338239408,0.7111111111111111,13,13,13,0,45,False
10,0.2,uniform,7,borda,0.4222222222222222,0.8827569338239408,0.7111111111111111,13,13,13,0,45,False
10,0.2,uniform,7,greedy_fas_weighted_balance,0.4666666666666667,0.9268285533916282,0.7333333333333334,12,13,5,23,45,False
10,0.2,uniform,7,hybrid_rrf_fas_regularized,0.4666666666666667,0.8891884755214571,0.7333333333333334,12,13,5,23,45,False
10,0.2,uniform,7,fas_balance_score_prior_alpha_beta,0.4666666666666667,0.9161990755119033,0.7333333333333334,12,13,5,23,45,False
10,0.25,margin,42,score_sum,0.4666666666666667,0.9566438593571525,0.7333333333333334,12,15,15,0,45,False
10,0.25,margin,42,borda,0.4666666666666667,0.9469686796117142,0.7333333333333334,12,15,15,0,45,False
10,0.25,margin,42,greedy_fas_weighted_balance,0.3333333333333333,0.9212011699901647,0.6666666666666667,15,15,8,17,45,False
10,0.25,margin,42,hybrid_rrf_fas_regularized,0.4222222222222222,0.9425605661859593,0.7111111111111111,13,15,8,17,45,False
10,0.25,margin,42,fas_balance_score_prior_alpha_beta,0.3333333333333333,0.9409458345985611,0.6666666666666667,15,15,8,17,45,False
10,0.25,margin,123,score_sum,0.4222222222222222,0.9598697349442658,0.7111111111111111,13,13,13,0,45,False
10,0.25,margin,123,borda,0.37777777777777777,0.8324826365050196,0.6888888888888889,14,13,13,0,45,False
10,0.25,margin,123,greedy_fas_weighted_balance,0.37777777777777777,0.921296559762539,0.6888888888888889,14,13,6,16,45,False
10,0.25,margin,123,hybrid_rrf_fas_regularized,0.4222222222222222,0.9598697349442658,0.7111111111111111,13,13,6,16,45,False
10,0.25,margin,123,fas_balance_score_prior_alpha_beta,0.4222222222222222,0.9598697349442658,0.7111111111111111,13,13,6,16,45,False
10,0.25,margin,7,score_sum,0.28888888888888886,0.940960850323135,0.6444444444444444,16,16,16,0,45,False
10,0.25,margin,7,borda,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,16,16,0,45,False
10,0.25,margin,7,greedy_fas_weighted_balance,0.37777777777777777,0.9427309278034456,0.6888888888888889,14,16,10,13,45,False
10,0.25,margin,7,hybrid_rrf_fas_regularized,0.28888888888888886,0.9405899343288416,0.6444444444444444,16,16,10,13,45,False
10,0.25,margin,7,fas_balance_score_prior_alpha_beta,0.37777777777777777,0.9454640323256124,0.6888888888888889,14,16,10,13,45,False
10,0.25,uniform,42,score_sum,0.4666666666666667,0.9469686796117142,0.7333333333333334,12,15,15,0,45,False
10,0.25,uniform,42,borda,0.4666666666666667,0.9469686796117142,0.7333333333333334,12,15,15,0,45,False
10,0.25,uniform,42,greedy_fas_weighted_balance,0.3333333333333333,0.902475513275588,0.6666666666666667,15,15,7,21,45,False
10,0.25,uniform,42,hybrid_rrf_fas_regularized,0.4666666666666667,0.9408440408155414,0.7333333333333334,12,15,7,21,45,False
10,0.25,uniform,42,fas_balance_score_prior_alpha_beta,0.4666666666666667,0.9404925312525906,0.7333333333333334,12,15,7,21,45,False
10,0.25,uniform,123,score_sum,0.37777777777777777,0.8324826365050196,0.6888888888888889,14,13,13,0,45,False
10,0.25,uniform,123,borda,0.37777777777777777,0.8324826365050196,0.6888888888888889,14,13,13,0,45,False
10,0.25,uniform,123,greedy_fas_weighted_balance,0.6,0.9296100459898402,0.8,9,13,4,13,45,False
10,0.25,uniform,123,hybrid_rrf_fas_regularized,0.5111111111111111,0.8483412074983059,0.7555555555555555,11,13,4,13,45,False
10,0.25,uniform,123,fas_balance_score_prior_alpha_beta,0.5111111111111111,0.8483412074983059,0.7555555555555555,11,13,4,13,45,False
10,0.25,uniform,7,score_sum,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,16,16,0,45,False
10,0.25,uniform,7,borda,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,16,16,0,45,False
10,0.25,uniform,7,greedy_fas_weighted_balance,0.15555555555555556,0.8600609357701033,0.5777777777777777,19,16,8,24,45,False
10,0.25,uniform,7,hybrid_rrf_fas_regularized,0.28888888888888886,0.8773153369955314,0.6444444444444444,16,16,8,24,45,False
10,0.25,uniform,7,fas_balance_score_prior_alpha_beta,0.2,0.8661845784498101,0.6,18,16,8,24,45,False
10,0.3,margin,42,score_sum,0.37777777777777777,0.9446698665786887,0.6888888888888889,14,17,17,0,45,False
10,0.3,margin,42,borda,0.5111111111111111,0.9324275444194631,0.7555555555555555,11,17,17,0,45,False
10,0.3,margin,42,greedy_fas_weighted_balance,0.28888888888888886,0.9124765957346037,0.6444444444444444,16,17,9,17,45,False
10,0.3,margin,42,hybrid_rrf_fas_regularized,0.4222222222222222,0.9561287431094289,0.7111111111111111,13,17,9,17,45,False
10,0.3,margin,42,fas_balance_score_prior_alpha_beta,0.37777777777777777,0.9550291277697542,0.6888888888888889,14,17,9,17,45,False
10,0.3,margin,123,score_sum,0.4222222222222222,0.955022921363156,0.7111111111111111,13,14,14,0,45,False
10,0.3,margin,123,borda,0.3333333333333333,0.7576743413615744,0.6666666666666667,15,14,14,0,45,False
10,0.3,margin,123,greedy_fas_weighted_balance,0.4222222222222222,0.9526906602726128,0.7111111111111111,13,14,7,16,45,False
10,0.3,margin,123,hybrid_rrf_fas_regularized,0.4222222222222222,0.951097298474786,0.7111111111111111,13,14,7,16,45,False
10,0.3,margin,123,fas_balance_score_prior_alpha_beta,0.4222222222222222,0.9540017084249299,0.7111111111111111,13,14,7,16,45,False
10,0.3,margin,7,score_sum,0.15555555555555556,0.9253321363373024,0.5777777777777777,19,18,18,0,45,False
10,0.3,margin,7,borda,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,18,18,0,45,False
10,0.3,margin,7,greedy_fas_weighted_balance,0.28888888888888886,0.9333342530394175,0.6444444444444444,16,18,11,15,45,False
10,0.3,margin,7,hybrid_rrf_fas_regularized,0.28888888888888886,0.9322532509434759,0.6444444444444444,16,18,11,15,45,False
10,0.3,margin,7,fas_balance_score_prior_alpha_beta,0.24444444444444444,0.9288100680539014,0.6222222222222222,17,18,11,15,45,False
10,0.3,uniform,42,score_sum,0.5111111111111111,0.9324275444194631,0.7555555555555555,11,17,17,0,45,False
10,0.3,uniform,42,borda,0.5111111111111111,0.9324275444194631,0.7555555555555555,11,17,17,0,45,False
10,0.3,uniform,42,greedy_fas_weighted_balance,0.28888888888888886,0.9337963700855617,0.6444444444444444,16,17,9,17,45,False
10,0.3,uniform,42,hybrid_rrf_fas_regularized,0.3333333333333333,0.9338687733598828,0.6666666666666667,15,17,9,17,45,False
10,0.3,uniform,42,fas_balance_score_prior_alpha_beta,0.37777777777777777,0.9339580410524619,0.6888888888888889,14,17,9,17,45,False
10,0.3,uniform,123,score_sum,0.3333333333333333,0.7576743413615744,0.6666666666666667,15,14,14,0,45,False
10,0.3,uniform,123,borda,0.3333333333333333,0.7576743413615744,0.6666666666666667,15,14,14,0,45,False
10,0.3,uniform,123,greedy_fas_weighted_balance,0.6444444444444445,0.9419880630084952,0.8222222222222222,8,14,4,14,45,False
10,0.3,uniform,123,hybrid_rrf_fas_regularized,0.5111111111111111,0.9285575386736797,0.7555555555555555,11,14,4,14,45,False
10,0.3,uniform,123,fas_balance_score_prior_alpha_beta,0.5111111111111111,0.9285575386736797,0.7555555555555555,11,14,4,14,45,False
10,0.3,uniform,7,score_sum,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,18,18,0,45,False
10,0.3,uniform,7,borda,0.28888888888888886,0.8740323267310763,0.6444444444444444,16,18,18,0,45,False
10,0.3,uniform,7,greedy_fas_weighted_balance,0.022222222222222223,0.8239679047681625,0.5111111111111111,22,18,10,22,45,False
10,0.3,uniform,7,hybrid_rrf_fas_regularized,0.1111111111111111,0.8592507231164286,0.5555555555555556,20,18,10,22,45,False
10,0.3,uniform,7,fas_balance_score_prior_alpha_beta,0.06666666666666667,0.8590660023111807,0.5333333333333333,21,18,10,22,45,False
20,0.05,margin,42,score_sum,0.9263157894736842,0.999270600921611,0.9631578947368421,7,10,10,0,190,False
20,0.05,margin,42,borda,0.9263157894736842,0.99847750579017,0.9631578947368421,7,10,10,0,190,False
20,0.05,margin,42,greedy_fas_weighted_balance,0.8947368421052632,0.9891490395504858,0.9473684210526316,10,10,5,41,190,False
20,0.05,margin,42,hybrid_rrf_fas_regularized,0.9263157894736842,0.999270600921611,0.9631578947368421,7,10,5,41,190,False
20,0.05,margin,42,fas_balance_score_prior_alpha_beta,0.9157894736842105,0.9987403783298305,0.9578947368421052,8,10,5,41,190,False
20,0.05,margin,123,score_sum,0.8631578947368421,0.99823152139728,0.9315789473684211,13,8,8,0,190,False
20,0.05,margin,123,borda,0.9368421052631579,1.0,0.968421052631579,6,8,8,0,190,False
20,0.05,margin,123,greedy_fas_weighted_balance,0.8315789473684211,0.9898104444839445,0.9157894736842105,16,8,5,33,190,False
20,0.05,margin,123,hybrid_rrf_fas_regularized,0.8631578947368421,0.99823152139728,0.9315789473684211,13,8,5,33,190,False
20,0.05,margin,123,fas_balance_score_prior_alpha_beta,0.8526315789473684,0.998096597028245,0.9263157894736842,14,8,5,33,190,False
20,0.05,margin,7,score_sum,0.8842105263157894,0.9969975456546016,0.9421052631578948,11,11,11,0,190,False
20,0.05,margin,7,borda,0.8947368421052632,0.9850200106041371,0.9473684210526316,10,11,11,0,190,False
20,0.05,margin,7,greedy_fas_weighted_balance,0.9052631578947369,0.9960974809992315,0.9526315789473684,9,11,6,47,190,False
20,0.05,margin,7,hybrid_rrf_fas_regularized,0.9052631578947369,0.9970410582481047,0.9526315789473684,9,11,6,47,190,False
20,0.05,margin,7,fas_balance_score_prior_alpha_beta,0.8947368421052632,0.9966238200020618,0.9473684210526316,10,11,6,47,190,False
20,0.05,uniform,42,score_sum,0.9263157894736842,0.99847750579017,0.9631578947368421,7,10,10,0,190,False
20,0.05,uniform,42,borda,0.9263157894736842,0.99847750579017,0.9631578947368421,7,10,10,0,190,False
20,0.05,uniform,42,greedy_fas_weighted_balance,0.6421052631578947,0.9180224375645836,0.8210526315789474,34,10,7,57,190,False
20,0.05,uniform,42,hybrid_rrf_fas_regularized,0.8947368421052632,0.9873456862494946,0.9473684210526316,10,10,7,57,190,False
20,0.05,uniform,42,fas_balance_score_prior_alpha_beta,0.8631578947368421,0.9854605682156067,0.9315789473684211,13,10,7,57,190,False
20,0.05,uniform,123,score_sum,0.9368421052631579,1.0,0.968421052631579,6,8,8,0,190,False
20,0.05,uniform,123,borda,0.9368421052631579,1.0,0.968421052631579,6,8,8,0,190,False
20,0.05,uniform,123,greedy_fas_weighted_balance,0.8526315789473684,0.9679765238427598,0.9263157894736842,14,8,5,22,190,False
20,0.05,uniform,123,hybrid_rrf_fas_regularized,0.9368421052631579,0.992917749424769,0.968421052631579,6,8,5,22,190,False
20,0.05,uniform,123,fas_balance_score_prior_alpha_beta,0.9263157894736842,0.992530260030273,0.9631578947368421,7,8,5,22,190,False
20,0.05,uniform,7,score_sum,0.8947368421052632,0.9850200106041371,0.9473684210526316,10,11,11,0,190,False
20,0.05,uniform,7,borda,0.8947368421052632,0.9850200106041371,0.9473684210526316,10,11,11,0,190,False
20,0.05,uniform,7,greedy_fas_weighted_balance,0.7578947368421053,0.9932315365882075,0.8789473684210526,23,11,1,66,190,False
20,0.05,uniform,7,hybrid_rrf_fas_regularized,0.9473684210526315,0.9969975456546016,0.9736842105263158,5,11,1,66,190,False
20,0.05,uniform,7,fas_balance_score_prior_alpha_beta,0.9368421052631579,0.9994183801456769,0.968421052631579,6,11,1,66,190,False
20,0.1,margin,42,score_sum,0.8105263157894737,0.999270600921611,0.9052631578947369,18,23,23,0,190,False
20,0.1,margin,42,borda,0.8842105263157894,0.9951084179543283,0.9421052631578948,11,23,23,0,190,False
20,0.1,margin,42,greedy_fas_weighted_balance,0.8315789473684211,0.9980023845131953,0.9157894736842105,16,23,8,61,190,False
20,0.1,margin,42,hybrid_rrf_fas_regularized,0.8421052631578947,0.999270600921611,0.9210526315789473,15,23,8,61,190,False
20,0.1,margin,42,fas_balance_score_prior_alpha_beta,0.8421052631578947,0.999270600921611,0.9210526315789473,15,23,8,61,190,False
20,0.1,margin,123,score_sum,0.7473684210526316,0.959839968063229,0.8736842105263158,24,24,24,0,190,False
20,0.1,margin,123,borda,0.7894736842105263,0.9616509025261498,0.8947368421052632,20,24,24,0,190,False
20,0.1,margin,123,greedy_fas_weighted_balance,0.6947368421052632,0.9398364829349003,0.8473684210526315,29,24,14,58,190,False
20,0.1,margin,123,hybrid_rrf_fas_regularized,0.7473684210526316,0.9593826450985358,0.8736842105263158,24,24,14,58,190,False
20,0.1,margin,123,fas_balance_score_prior_alpha_beta,0.7052631578947368,0.9502308460526474,0.8526315789473684,28,24,14,58,190,False
20,0.1,margin,7,score_sum,0.8210526315789474,0.9964484942996923,0.9105263157894736,17,25,25,0,190,False
20,0.1,margin,7,borda,0.7368421052631579,0.9084672267726709,0.868421052631579,25,25,25,0,190,False
20,0.1,margin,7,greedy_fas_weighted_balance,0.7789473684210526,0.9660979998517601,0.8894736842105263,21,25,12,60,190,False
20,0.1,margin,7,hybrid_rrf_fas_regularized,0.7894736842105263,0.9690310514488185,0.8947368421052632,20,25,12,60,190,False
20,0.1,margin,7,fas_balance_score_prior_alpha_beta,0.8,0.9690310514488185,0.9,19,25,12,60,190,False
20,0.1,uniform,42,score_sum,0.8842105263157894,0.9951084179543283,0.9421052631578948,11,23,23,0,190,False
20,0.1,uniform,42,borda,0.8842105263157894,0.9951084179543283,0.9421052631578948,11,23,23,0,190,False
20,0.1,uniform,42,greedy_fas_weighted_balance,0.4421052631578947,0.8807094837844771,0.7210526315789474,53,23,15,87,190,False
