n_items,noise,weight_scheme,seed,method,kendall_tau,ndcg,pairwise_accuracy,n_violations,inconsistency_before,inconsistency_after,edges_removed,removed_weight,objective_value,greedy_objective,exact_objective,n_edges
6,0.05,uniform,42,borda,0.7333333333333333,0.9816574452651249,0.8666666666666667,2,3,3,0,0.0,,2.0,2.0,15
6,0.05,uniform,42,greedy_fas_weighted_balance,0.6,0.9722462768567922,0.8,3,3,2,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,42,hybrid_rrf_fas_regularized,0.6,0.9722462768567922,0.8,3,3,2,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,42,greedy_fas_alpha_beta,0.6,0.9722462768567922,0.8,3,3,2,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,42,exact_fas_weighted_balance,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,3,3,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,42,exact_fas_hybrid_rrf,0.6,0.9722462768567922,0.8,3,3,3,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,42,exact_fas_alpha_beta,0.6,0.9722462768567922,0.8,3,3,3,2,2.0,2.0,2.0,2.0,15
6,0.05,uniform,123,score_sum,0.7333333333333333,0.966240260944337,0.8666666666666667,2,2,2,0,0.0,,3.0,2.0,15
6,0.05,uniform,123,borda,0.7333333333333333,0.966240260944337,0.8666666666666667,2,2,2,0,0.0,,3.0,2.0,15
6,0.05,uniform,123,greedy_fas_weighted_balance,0.7333333333333333,0.9985526245195289,0.8666666666666667,2,2,1,3,3.0,3.0,3.0,2.0,15
6,0.05,uniform,123,hybrid_rrf_fas_regularized,0.7333333333333333,0.9985526245195289,0.8666666666666667,2,2,1,3,3.0,3.0,3.0,2.0,15
6,0.05,uniform,123,greedy_fas_alpha_beta,0.7333333333333333,0.9985526245195289,0.8666666666666667,2,2,1,3,3.0,3.0,3.0,2.0,15
6,0.05,uniform,123,exact_fas_weighted_balance,0.6,0.9643506833635418,0.8,3,2,2,2,2.0,2.0,3.0,2.0,15
6,0.05,uniform,123,exact_fas_hybrid_rrf,0.7333333333333333,0.966240260944337,0.8666666666666667,2,2,2,2,2.0,2.0,3.0,2.0,15
6,0.05,uniform,123,exact_fas_alpha_beta,0.7333333333333333,0.966240260944337,0.8666666666666667,2,2,2,2,2.0,2.0,3.0,2.0,15
6,0.05,uniform,7,score_sum,0.7333333333333333,0.9911740461963976,0.8666666666666667,2,1,1,0,0.0,,1.0,1.0,15
6,0.05,uniform,7,borda,0.7333333333333333,0.9911740461963976,0.8666666666666667,2,1,1,0,0.0,,1.0,1.0,15
6,0.05,uniform,7,greedy_fas_weighted_balance,0.7333333333333333,0.9838953213388544,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.05,uniform,7,hybrid_rrf_fas_regularized,0.7333333333333333,0.9838953213388544,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.05,uniform,7,greedy_fas_alpha_beta,0.7333333333333333,0.9838953213388544,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.05,uniform,7,exact_fas_weighted_balance,0.7333333333333333,0.9911740461963976,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.05,uniform,7,exact_fas_hybrid_rrf,0.7333333333333333,0.9911740461963976,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.05,uniform,7,exact_fas_alpha_beta,0.7333333333333333,0.9911740461963976,0.8666666666666667,2,1,1,1,1.0,1.0,1.0,1.0,15
6,0.2,margin,42,score_sum,-0.06666666666666667,0.8035627504318218,0.4666666666666667,8,5,5,0,0.0,,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,borda,0.4666666666666667,0.8350295546567216,0.7333333333333334,4,5,5,0,0.0,,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,greedy_fas_weighted_balance,-0.06666666666666667,0.8912155038851481,0.4666666666666667,8,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,hybrid_rrf_fas_regularized,-0.06666666666666667,0.8035627504318218,0.4666666666666667,8,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,greedy_fas_alpha_beta,-0.2,0.8006867581918632,0.4,9,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,exact_fas_weighted_balance,-0.06666666666666667,0.8912155038851481,0.4666666666666667,8,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,exact_fas_hybrid_rrf,-0.06666666666666667,0.8035627504318218,0.4666666666666667,8,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,42,exact_fas_alpha_beta,-0.2,0.8006867581918632,0.4,9,5,4,5,0.8085048746474741,0.8085048746474741,0.8085048746474741,0.8085048746474741,15
6,0.2,margin,123,score_sum,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,6,6,0,0.0,,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,borda,0.2,0.6884046026427474,0.6,6,6,6,0,0.0,,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,greedy_fas_weighted_balance,0.2,0.9314005347393077,0.6,6,6,4,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,hybrid_rrf_fas_regularized,0.2,0.9314005347393077,0.6,6,6,4,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,greedy_fas_alpha_beta,0.2,0.9314005347393077,0.6,6,6,4,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,exact_fas_weighted_balance,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,6,5,2,0.12488320492361138,0.12488320492361138,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,exact_fas_hybrid_rrf,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,6,5,2,0.12488320492361138,0.12488320492361138,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,123,exact_fas_alpha_beta,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,6,5,2,0.12488320492361138,0.12488320492361138,0.1802198410111061,0.12488320492361138,15
6,0.2,margin,7,score_sum,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,7,0,0.0,,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,borda,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,greedy_fas_weighted_balance,0.2,0.8505849518433072,0.6,6,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,hybrid_rrf_fas_regularized,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,greedy_fas_alpha_beta,0.6,0.8915172165033414,0.8,3,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,exact_fas_weighted_balance,0.2,0.8505849518433072,0.6,6,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,exact_fas_hybrid_rrf,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.2,margin,7,exact_fas_alpha_beta,0.6,0.8915172165033414,0.8,3,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.2,uniform,42,score_sum,0.4666666666666667,0.8350295546567216,0.7333333333333334,4,5,5,0,0.0,,3.0,2.0,15
6,0.2,uniform,42,borda,0.4666666666666667,0.8350295546567216,0.7333333333333334,4,5,5,0,0.0,,3.0,2.0,15
6,0.2,uniform,42,greedy_fas_weighted_balance,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,3,3.0,3.0,3.0,2.0,15
6,0.2,uniform,42,hybrid_rrf_fas_regularized,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,3,3.0,3.0,3.0,2.0,15
6,0.2,uniform,42,greedy_fas_alpha_beta,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,3,3.0,3.0,3.0,2.0,15
6,0.2,uniform,42,exact_fas_weighted_balance,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,2,2.0,2.0,3.0,2.0,15
6,0.2,uniform,42,exact_fas_hybrid_rrf,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,2,2.0,2.0,3.0,2.0,15
6,0.2,uniform,42,exact_fas_alpha_beta,0.3333333333333333,0.8256183862483888,0.6666666666666667,5,5,4,2,2.0,2.0,3.0,2.0,15
6,0.2,uniform,123,score_sum,0.2,0.6884046026427474,0.6,6,6,6,0,0.0,,7.0,2.0,15
6,0.2,uniform,123,borda,0.2,0.6884046026427474,0.6,6,6,6,0,0.0,,7.0,2.0,15
6,0.2,uniform,123,greedy_fas_weighted_balance,0.06666666666666667,0.9268987407700646,0.5333333333333333,7,6,2,7,7.0,7.0,7.0,2.0,15
6,0.2,uniform,123,hybrid_rrf_fas_regularized,0.2,0.9236952481387465,0.6,6,6,2,7,7.0,7.0,7.0,2.0,15
6,0.2,uniform,123,greedy_fas_alpha_beta,0.2,0.9236952481387465,0.6,6,6,2,7,7.0,7.0,7.0,2.0,15
6,0.2,uniform,123,exact_fas_weighted_balance,0.2,0.6884046026427474,0.6,6,6,5,2,2.0,2.0,7.0,2.0,15
6,0.2,uniform,123,exact_fas_hybrid_rrf,0.2,0.6884046026427474,0.6,6,6,5,2,2.0,2.0,7.0,2.0,15
6,0.2,uniform,123,exact_fas_alpha_beta,0.2,0.6884046026427474,0.6,6,6,5,2,2.0,2.0,7.0,2.0,15
6,0.2,uniform,7,score_sum,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,5.0,1.0,15
6,0.2,uniform,7,borda,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,5.0,1.0,15
6,0.2,uniform,7,greedy_fas_weighted_balance,0.4666666666666667,0.8960767619472805,0.7333333333333334,4,7,4,5,5.0,5.0,5.0,1.0,15
6,0.2,uniform,7,hybrid_rrf_fas_regularized,0.2,0.8599326887626981,0.6,6,7,4,5,5.0,5.0,5.0,1.0,15
6,0.2,uniform,7,greedy_fas_alpha_beta,0.2,0.8599326887626981,0.6,6,7,4,5,5.0,5.0,5.0,1.0,15
6,0.2,uniform,7,exact_fas_weighted_balance,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
6,0.2,uniform,7,exact_fas_hybrid_rrf,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
6,0.2,uniform,7,exact_fas_alpha_beta,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
6,0.3,margin,42,score_sum,-0.2,0.7867988372533046,0.4,9,8,8,0,0.0,,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,borda,-0.3333333333333333,0.7558056269081784,0.33333333333333337,10,8,8,0,0.0,,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,greedy_fas_weighted_balance,-0.3333333333333333,0.7558056269081784,0.33333333333333337,10,8,8,2,0.09704441570612865,0.09704441570612865,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,hybrid_rrf_fas_regularized,-0.2,0.7867988372533046,0.4,9,8,8,2,0.09704441570612865,0.09704441570612865,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,greedy_fas_alpha_beta,-0.2,0.7867988372533046,0.4,9,8,8,2,0.09704441570612865,0.09704441570612865,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,exact_fas_weighted_balance,-0.2,0.7867988372533046,0.4,9,8,8,1,0.059771726741101094,0.059771726741101094,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,exact_fas_hybrid_rrf,-0.2,0.7867988372533046,0.4,9,8,8,1,0.059771726741101094,0.059771726741101094,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,42,exact_fas_alpha_beta,-0.2,0.7867988372533046,0.4,9,8,8,1,0.059771726741101094,0.059771726741101094,0.09704441570612865,0.059771726741101094,15
6,0.3,margin,123,score_sum,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,7,7,0,0.0,,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,borda,0.06666666666666667,0.6074527176649791,0.5333333333333333,7,7,7,0,0.0,,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,greedy_fas_weighted_balance,0.06666666666666667,0.6074527176649791,0.5333333333333333,7,7,5,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,hybrid_rrf_fas_regularized,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,7,5,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,greedy_fas_alpha_beta,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,7,5,4,0.1802198410111061,0.1802198410111061,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,exact_fas_weighted_balance,0.06666666666666667,0.6074527176649791,0.5333333333333333,7,7,6,1,0.06954656883611665,0.06954656883611665,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,exact_fas_hybrid_rrf,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,7,6,1,0.06954656883611665,0.06954656883611665,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,123,exact_fas_alpha_beta,0.3333333333333333,0.9325085953724397,0.6666666666666667,5,7,6,1,0.06954656883611665,0.06954656883611665,0.1802198410111061,0.06954656883611665,15
6,0.3,margin,7,score_sum,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,7,0,0.0,,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,borda,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,greedy_fas_weighted_balance,0.2,0.8505849518433072,0.6,6,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,hybrid_rrf_fas_regularized,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,greedy_fas_alpha_beta,0.6,0.8915172165033414,0.8,3,7,6,2,0.2566958950675068,0.2566958950675068,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,exact_fas_weighted_balance,0.2,0.8505849518433072,0.6,6,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,exact_fas_hybrid_rrf,0.7333333333333333,0.9780258154158312,0.8666666666666667,2,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.3,margin,7,exact_fas_alpha_beta,0.6,0.8915172165033414,0.8,3,7,6,1,0.21483974298808362,0.21483974298808362,0.2566958950675068,0.21483974298808362,15
6,0.3,uniform,42,score_sum,-0.3333333333333333,0.7558056269081784,0.33333333333333337,10,8,8,0,0.0,,4.0,1.0,15
6,0.3,uniform,42,borda,-0.3333333333333333,0.7558056269081784,0.33333333333333337,10,8,8,0,0.0,,4.0,1.0,15
6,0.3,uniform,42,greedy_fas_weighted_balance,0.06666666666666667,0.8021544211089842,0.5333333333333333,7,8,5,4,4.0,4.0,4.0,1.0,15
6,0.3,uniform,42,hybrid_rrf_fas_regularized,-0.06666666666666667,0.799648088356419,0.4666666666666667,8,8,5,4,4.0,4.0,4.0,1.0,15
6,0.3,uniform,42,greedy_fas_alpha_beta,-0.06666666666666667,0.799648088356419,0.4666666666666667,8,8,5,4,4.0,4.0,4.0,1.0,15
6,0.3,uniform,42,exact_fas_weighted_balance,-0.2,0.7867988372533046,0.4,9,8,8,1,1.0,1.0,4.0,1.0,15
6,0.3,uniform,42,exact_fas_hybrid_rrf,-0.2,0.7867988372533046,0.4,9,8,8,1,1.0,1.0,4.0,1.0,15
6,0.3,uniform,42,exact_fas_alpha_beta,-0.2,0.7867988372533046,0.4,9,8,8,1,1.0,1.0,4.0,1.0,15
6,0.3,uniform,123,score_sum,0.06666666666666667,0.6074527176649791,0.5333333333333333,7,7,7,0,0.0,,8.0,1.0,15
6,0.3,uniform,123,borda,0.06666666666666667,0.6074527176649791,0.5333333333333333,7,7,7,0,0.0,,8.0,1.0,15
6,0.3,uniform,123,greedy_fas_weighted_balance,0.06666666666666667,0.9268987407700646,0.5333333333333333,7,7,2,8,8.0,8.0,8.0,1.0,15
6,0.3,uniform,123,hybrid_rrf_fas_regularized,0.06666666666666667,0.6145528157672262,0.5333333333333333,7,7,2,8,8.0,8.0,8.0,1.0,15
6,0.3,uniform,123,greedy_fas_alpha_beta,0.2,0.7011500853200713,0.6,6,7,2,8,8.0,8.0,8.0,1.0,15
6,0.3,uniform,123,exact_fas_weighted_balance,0.2,0.6233661630009195,0.6,6,7,6,1,1.0,1.0,8.0,1.0,15
6,0.3,uniform,123,exact_fas_hybrid_rrf,0.2,0.6233661630009195,0.6,6,7,6,1,1.0,1.0,8.0,1.0,15
6,0.3,uniform,123,exact_fas_alpha_beta,0.2,0.6233661630009195,0.6,6,7,6,1,1.0,1.0,8.0,1.0,15
6,0.3,uniform,7,score_sum,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,5.0,1.0,15
6,0.3,uniform,7,borda,0.2,0.8505849518433072,0.6,6,7,7,0,0.0,,5.0,1.0,15
6,0.3,uniform,7,greedy_fas_weighted_balance,0.4666666666666667,0.8960767619472805,0.7333333333333334,4,7,4,5,5.0,5.0,5.0,1.0,15
6,0.3,uniform,7,hybrid_rrf_fas_regularized,0.2,0.8599326887626981,0.6,6,7,4,5,5.0,5.0,5.0,1.0,15
6,0.3,uniform,7,greedy_fas_alpha_beta,0.2,0.8599326887626981,0.6,6,7,4,5,5.0,5.0,5.0,1.0,15
6,0.3,uniform,7,exact_fas_weighted_balance,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
6,0.3,uniform,7,exact_fas_hybrid_rrf,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
6,0.3,uniform,7,exact_fas_alpha_beta,0.2,0.8599326887626981,0.6,6,7,6,1,1.0,1.0,5.0,1.0,15
8,0.05,margin,42,score_sum,0.9285714285714286,0.9994954939932857,0.9642857142857143,1,4,4,0,0.0,,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,borda,0.7857142857142857,0.9795194815171254,0.8928571428571429,3,4,4,0,0.0,,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,greedy_fas_weighted_balance,0.7142857142857143,0.9907933114444151,0.8571428571428572,4,4,2,8,1.512012187068015,1.512012187068015,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,hybrid_rrf_fas_regularized,0.9285714285714286,0.9994954939932857,0.9642857142857143,1,4,2,8,1.512012187068015,1.512012187068015,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,greedy_fas_alpha_beta,0.7857142857142857,0.99386051338741,0.8928571428571429,3,4,2,8,1.512012187068015,1.512012187068015,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,exact_fas_weighted_balance,0.8571428571428571,0.9983174471867556,0.9285714285714286,2,4,3,3,1.150403316960165,1.150403316960165,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,exact_fas_hybrid_rrf,0.9285714285714286,0.9994954939932857,0.9642857142857143,1,4,3,3,1.150403316960165,1.150403316960165,1.512012187068015,1.150403316960165,28
8,0.05,margin,42,exact_fas_alpha_beta,0.9285714285714286,0.9994954939932857,0.9642857142857143,1,4,3,3,1.150403316960165,1.150403316960165,1.512012187068015,1.150403316960165,28
8,0.05,margin,123,score_sum,0.7857142857142857,0.9954426403660311,0.8928571428571429,3,3,3,0,0.0,,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,borda,0.8571428571428571,0.996447034362248,0.9285714285714286,2,3,3,0,0.0,,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,greedy_fas_weighted_balance,0.6428571428571429,0.9743279356578082,0.8214285714285714,5,3,2,6,0.7977099265396361,0.7977099265396361,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,hybrid_rrf_fas_regularized,0.7142857142857143,0.9796228508912264,0.8571428571428572,4,3,2,6,0.7977099265396361,0.7977099265396361,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,greedy_fas_alpha_beta,0.7142857142857143,0.9796228508912264,0.8571428571428572,4,3,2,6,0.7977099265396361,0.7977099265396361,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,exact_fas_weighted_balance,0.7142857142857143,0.9796228508912264,0.8571428571428572,4,3,3,5,0.7240862862636023,0.7240862862636023,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,exact_fas_hybrid_rrf,0.7142857142857143,0.9796228508912264,0.8571428571428572,4,3,3,5,0.7240862862636023,0.7240862862636023,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,123,exact_fas_alpha_beta,0.7142857142857143,0.9796228508912264,0.8571428571428572,4,3,3,5,0.7240862862636023,0.7240862862636023,0.7977099265396361,0.7240862862636023,28
8,0.05,margin,7,score_sum,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,2,0,0.0,,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,borda,0.8571428571428571,0.992834695602591,0.9285714285714286,2,2,2,0,0.0,,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,greedy_fas_weighted_balance,0.8571428571428571,0.992834695602591,0.9285714285714286,2,2,2,3,0.3672059367125158,0.3672059367125158,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,hybrid_rrf_fas_regularized,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,2,3,0.3672059367125158,0.3672059367125158,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,greedy_fas_alpha_beta,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,2,3,0.3672059367125158,0.3672059367125158,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,exact_fas_weighted_balance,0.8571428571428571,0.992834695602591,0.9285714285714286,2,2,2,2,0.3253497846330926,0.3253497846330926,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,exact_fas_hybrid_rrf,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,2,2,0.3253497846330926,0.3253497846330926,0.3672059367125158,0.3253497846330926,28
8,0.05,margin,7,exact_fas_alpha_beta,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,2,2,0.3253497846330926,0.3253497846330926,0.3672059367125158,0.3253497846330926,28
8,0.05,uniform,42,score_sum,0.7857142857142857,0.9795194815171254,0.8928571428571429,3,4,4,0,0.0,,4.0,2.0,28
