dataset,query_id,flip_prob,method,ndcg_at_k
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,0.0,bt_aggregation,1.0
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,0.0,win_rate_aggregation,1.0
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,0.0,markov_aggregation,1.0
scidocs,6f54a7933235ced5684e3bff18f7e5dc40510018,0.0,tournament_sort_aggregation,0.925026
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,score_sum,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,borda,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,copeland_unrepaired,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,pagerank,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,greedy_fas_topological,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,greedy_fas_weighted_balance,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,greedy_fas_copeland,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,bt_aggregation,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,win_rate_aggregation,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,markov_aggregation,1.0
scidocs,1312b0d0a957fc2bbfc2612dd89ba9003c57a08c,0.0,tournament_sort_aggregation,0.874855
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,score_sum,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,borda,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,copeland_unrepaired,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,pagerank,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,greedy_fas_topological,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,greedy_fas_weighted_balance,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,greedy_fas_copeland,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,bt_aggregation,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,win_rate_aggregation,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,markov_aggregation,1.0
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,0.0,tournament_sort_aggregation,0.906825
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,score_sum,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,borda,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,copeland_unrepaired,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,pagerank,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,greedy_fas_topological,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,greedy_fas_weighted_balance,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,greedy_fas_copeland,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,bt_aggregation,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,win_rate_aggregation,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,markov_aggregation,1.0
scidocs,4ec90b7da43e6438cbdc756624b1083f30288064,0.0,tournament_sort_aggregation,0.963401
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,score_sum,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,borda,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,copeland_unrepaired,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,pagerank,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,greedy_fas_topological,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,greedy_fas_weighted_balance,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,greedy_fas_copeland,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,bt_aggregation,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,win_rate_aggregation,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,markov_aggregation,1.0
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,tournament_sort_aggregation,0.615985
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,score_sum,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,borda,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,copeland_unrepaired,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,pagerank,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,greedy_fas_topological,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,greedy_fas_weighted_balance,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,greedy_fas_copeland,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,bt_aggregation,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,win_rate_aggregation,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,markov_aggregation,1.0
scidocs,28f3343d2419147213e7580934cfc4e0cb88b088,0.0,tournament_sort_aggregation,0.551388
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,score_sum,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,borda,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,copeland_unrepaired,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,pagerank,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,greedy_fas_topological,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,greedy_fas_weighted_balance,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,greedy_fas_copeland,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,bt_aggregation,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,win_rate_aggregation,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,markov_aggregation,1.0
scidocs,c4e76b318149a106563d53892dde801a37a637cc,0.0,tournament_sort_aggregation,0.864228
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,score_sum,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,borda,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,copeland_unrepaired,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,pagerank,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,greedy_fas_topological,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,greedy_fas_weighted_balance,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,greedy_fas_copeland,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,bt_aggregation,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,win_rate_aggregation,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,markov_aggregation,1.0
scidocs,5f1f12015d55c51764be27df92de175d2de8ee0d,0.0,tournament_sort_aggregation,0.641643
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,score_sum,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,borda,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,copeland_unrepaired,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,pagerank,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,greedy_fas_topological,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,greedy_fas_weighted_balance,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,greedy_fas_copeland,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,bt_aggregation,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,win_rate_aggregation,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,markov_aggregation,1.0
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,0.0,tournament_sort_aggregation,0.49945
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,score_sum,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,borda,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,copeland_unrepaired,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,pagerank,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,greedy_fas_topological,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,greedy_fas_weighted_balance,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,greedy_fas_copeland,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,bt_aggregation,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,win_rate_aggregation,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,markov_aggregation,1.0
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,0.0,tournament_sort_aggregation,0.963401
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,score_sum,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,borda,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,copeland_unrepaired,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,pagerank,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,greedy_fas_topological,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,greedy_fas_weighted_balance,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,greedy_fas_copeland,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,bt_aggregation,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,win_rate_aggregation,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,markov_aggregation,1.0
scidocs,7445178858159988f2b17aa21376e13767fce5a6,0.0,tournament_sort_aggregation,0.700912
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,score_sum,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,borda,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,copeland_unrepaired,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,pagerank,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,greedy_fas_topological,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,greedy_fas_weighted_balance,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,greedy_fas_copeland,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,bt_aggregation,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,win_rate_aggregation,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,markov_aggregation,1.0
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,0.0,tournament_sort_aggregation,0.989606
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,score_sum,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,borda,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,copeland_unrepaired,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,pagerank,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,greedy_fas_topological,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,greedy_fas_weighted_balance,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,greedy_fas_copeland,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,bt_aggregation,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,win_rate_aggregation,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,markov_aggregation,1.0
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,0.0,tournament_sort_aggregation,0.942773
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,score_sum,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,borda,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,copeland_unrepaired,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,pagerank,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,greedy_fas_topological,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,greedy_fas_weighted_balance,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,greedy_fas_copeland,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,bt_aggregation,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,win_rate_aggregation,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,markov_aggregation,1.0
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,0.0,tournament_sort_aggregation,0.779972
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,score_sum,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,borda,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,copeland_unrepaired,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,pagerank,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,greedy_fas_topological,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,greedy_fas_weighted_balance,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,greedy_fas_copeland,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,bt_aggregation,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,win_rate_aggregation,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,markov_aggregation,1.0
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,0.0,tournament_sort_aggregation,0.619833
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,score_sum,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,borda,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,copeland_unrepaired,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,pagerank,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,greedy_fas_topological,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,greedy_fas_weighted_balance,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,greedy_fas_copeland,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,bt_aggregation,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,win_rate_aggregation,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,markov_aggregation,1.0
scidocs,661a03482f0532b7355188059b2263091ade1bae,0.0,tournament_sort_aggregation,0.796305
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,score_sum,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,borda,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,copeland_unrepaired,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,pagerank,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,greedy_fas_topological,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,greedy_fas_weighted_balance,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,greedy_fas_copeland,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,bt_aggregation,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,win_rate_aggregation,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,markov_aggregation,1.0
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,0.0,tournament_sort_aggregation,0.951231
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,score_sum,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,borda,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,copeland_unrepaired,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,pagerank,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,greedy_fas_topological,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,greedy_fas_weighted_balance,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,greedy_fas_copeland,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,bt_aggregation,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,win_rate_aggregation,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,markov_aggregation,1.0
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,0.0,tournament_sort_aggregation,0.814439
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,score_sum,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,borda,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,copeland_unrepaired,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,pagerank,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,greedy_fas_topological,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,greedy_fas_weighted_balance,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,greedy_fas_copeland,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,bt_aggregation,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,win_rate_aggregation,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,markov_aggregation,1.0
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,0.0,tournament_sort_aggregation,0.612535
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,score_sum,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,borda,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,copeland_unrepaired,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,pagerank,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,greedy_fas_topological,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,greedy_fas_weighted_balance,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,greedy_fas_copeland,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,bt_aggregation,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,win_rate_aggregation,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,markov_aggregation,1.0
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,0.0,tournament_sort_aggregation,0.686049
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,score_sum,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,borda,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,copeland_unrepaired,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,pagerank,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,greedy_fas_topological,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,greedy_fas_weighted_balance,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,greedy_fas_copeland,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,bt_aggregation,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,win_rate_aggregation,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,markov_aggregation,1.0
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,0.0,tournament_sort_aggregation,0.957875
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,0.0,score_sum,1.0
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,0.0,borda,1.0
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,0.0,copeland_unrepaired,1.0
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,0.0,pagerank,1.0
