dataset,query_id,method,preference_source,n_candidates,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
bright,theoremqa_questions:TheoremQA_jianyu_xu/Cayley_3.json,cross_encoder,cross_encoder,20,0.30103,0.111111,0.05,1.0,0.0,0
bright,economics:16,cross_encoder,cross_encoder,6,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/Poisson_process2.json,cross_encoder,cross_encoder,20,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/determinant1.json,cross_encoder,cross_encoder,20,0.344668,0.122712,0.15,1.0,0.0,0
bright,leetcode:55,cross_encoder,cross_encoder,20,0.30103,0.111111,0.05,1.0,1.0,1
bright,leetcode:88,cross_encoder,cross_encoder,20,0.564092,0.35,0.1,1.0,3.0,3
bright,stackoverflow:92,cross_encoder,cross_encoder,6,1.0,1.0,1.0,1.0,,
bright,pony:74,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_maxku/cv-imageprocessing9-digital-image.json,cross_encoder,cross_encoder,2,0.63093,0.5,0.5,1.0,1.0,1
bright,theoremqa_questions:TheoremQA_maxku/ipnetwork21-ip-2.json,cross_encoder,cross_encoder,3,1.0,1.0,0.666667,1.0,0.0,0
bright,psychology:6,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,robotics:68,cross_encoder,cross_encoder,15,1.0,1.0,1.0,1.0,,
bright,theoremqa_theorems:TheoremQA_wenhuchen/definite_matrix1.json,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,psychology:4,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,economics:57,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_tonyxia/particle4.json,cross_encoder,cross_encoder,3,0.919721,0.833333,0.666667,1.0,1.0,1
bright,earth_science:20,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,robotics:52,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,psychology:87,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,leetcode:45,cross_encoder,cross_encoder,16,0.315465,0.125,0.0625,1.0,7.0,7
bright,earth_science:113,cross_encoder,cross_encoder,12,1.0,1.0,1.0,1.0,,
bright,aops:math_train_intermediate_algebra_2060,cross_encoder,cross_encoder,20,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/t_test3.json,cross_encoder,cross_encoder,20,0.60526,0.416667,0.1,1.0,0.0,0
bright,psychology:84,cross_encoder,cross_encoder,13,1.0,1.0,1.0,1.0,,
bright,biology:44,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,economics:21,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,biology:35,cross_encoder,cross_encoder,7,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_xueguangma/present_value_1.json,cross_encoder,cross_encoder,2,0.63093,0.5,0.5,1.0,1.0,1
bright,leetcode:57,cross_encoder,cross_encoder,20,0.5,0.333333,0.05,1.0,2.0,2
bright,earth_science:7,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,psychology:26,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,pony:12,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,leetcode:23,cross_encoder,cross_encoder,20,0.278943,0.090909,0.05,1.0,3.0,3
bright,psychology:54,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,earth_science:37,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,biology:2,cross_encoder,cross_encoder,8,1.0,1.0,1.0,1.0,,
bright,robotics:61,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,pony:31,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,aops:aops_2002_AIME_I_Problems/Problem_6,cross_encoder,cross_encoder,20,0.543588,0.327778,0.15,1.0,0.0,0
bright,aops:math_test_intermediate_algebra_1179,cross_encoder,cross_encoder,20,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_jianyu_xu/Multinomial_2.json,cross_encoder,cross_encoder,20,0.486646,0.243056,0.2,1.0,0.0,0
bright,leetcode:24,cross_encoder,cross_encoder,20,1.0,1.0,0.05,1.0,0.0,0
bright,economics:43,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,stackoverflow:26,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_mingyin/Lebesgue-measure1.json,cross_encoder,cross_encoder,20,0.63093,0.5,0.05,1.0,0.0,0
bright,stackoverflow:62,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,theoremqa_theorems:TheoremQA_tonyxia/maxplanar1.json,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,aops:math_train_geometry_6116,cross_encoder,cross_encoder,20,0.976805,0.920274,0.4,1.0,0.0,0
bright,economics:46,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,stackoverflow:66,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_elainewan/econ_micro_7_2.json,cross_encoder,cross_encoder,20,0.650921,0.5,0.1,1.0,0.0,0
bright,robotics:62,cross_encoder,cross_encoder,18,1.0,1.0,1.0,1.0,,
bright,earth_science:103,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,biology:68,cross_encoder,cross_encoder,7,1.0,1.0,1.0,1.0,,
bright,psychology:19,cross_encoder,cross_encoder,6,1.0,1.0,1.0,1.0,,
bright,sustainable_living:105,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,stackoverflow:52,cross_encoder,cross_encoder,6,1.0,1.0,1.0,1.0,,
bright,economics:17,cross_encoder,cross_encoder,12,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_elainewan/math_calculus_2_7.json,cross_encoder,cross_encoder,20,0.467616,0.24359,0.1,1.0,1.0,1
bright,economics:4,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,aops:aops_2016_AIME_II_Problems/Problem_10,cross_encoder,cross_encoder,20,0.811837,0.754592,0.35,1.0,0.0,0
bright,aops:aops_2007_AIME_I_Problems/Problem_10,cross_encoder,cross_encoder,20,0.735153,0.546555,0.4,1.0,0.0,0
bright,robotics:57,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,aops:aops_2016_AMC_10A_Problems/Problem_19,cross_encoder,cross_encoder,20,0.73587,0.576855,0.4,1.0,0.0,0
bright,biology:26,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,economics:40,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,biology:19,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/Rolle's_theorem.json,cross_encoder,cross_encoder,20,0.22767,0.05,0.05,1.0,1.0,1
bright,aops:math_train_intermediate_algebra_477,cross_encoder,cross_encoder,20,1.0,1.0,0.2,1.0,0.0,0
bright,sustainable_living:38,cross_encoder,cross_encoder,8,1.0,1.0,1.0,1.0,,
bright,economics:28,cross_encoder,cross_encoder,13,1.0,1.0,1.0,1.0,,
bright,leetcode:16,cross_encoder,cross_encoder,20,0.315465,0.125,0.05,1.0,1.0,1
bright,stackoverflow:99,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,pony:50,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,psychology:37,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,biology:8,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,stackoverflow:28,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,robotics:29,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,theoremqa_theorems:TheoremQA_wenhuchen/jensen1.json,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,theoremqa_theorems:TheoremQA_jianyu_xu/Binomial_6.json,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,pony:11,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,earth_science:69,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,aops:aops_1994_AIME_Problems/Problem_9,cross_encoder,cross_encoder,20,0.52981,0.273504,0.15,1.0,0.0,0
bright,biology:1,cross_encoder,cross_encoder,7,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/ODE3.json,cross_encoder,cross_encoder,20,1.0,1.0,0.05,1.0,0.0,0
bright,economics:56,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,stackoverflow:48,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,economics:81,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,leetcode:99,cross_encoder,cross_encoder,20,1.0,1.0,0.05,1.0,0.0,0
bright,aops:aops_2020_AMC_10A_Problems/Problem_24,cross_encoder,cross_encoder,20,0.76064,0.679167,0.2,1.0,0.0,0
bright,aops:aops_2022_AIME_I_Problems/Problem_11,cross_encoder,cross_encoder,20,0.811837,0.754592,0.35,1.0,0.0,0
bright,sustainable_living:30,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,sustainable_living:66,cross_encoder,cross_encoder,6,1.0,1.0,1.0,1.0,,
bright,earth_science:13,cross_encoder,cross_encoder,13,1.0,1.0,1.0,1.0,,
bright,biology:89,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,stackoverflow:37,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,leetcode:80,cross_encoder,cross_encoder,20,0.949389,0.861111,0.2,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/dividend_discount_model_2.json,cross_encoder,cross_encoder,4,1.0,1.0,0.75,1.0,0.0,0
bright,robotics:26,cross_encoder,cross_encoder,8,1.0,1.0,1.0,1.0,,
bright,stackoverflow:76,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,sustainable_living:65,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_maxku/cv-cnn4.json,cross_encoder,cross_encoder,3,0.693426,0.583333,0.666667,1.0,2.0,2
bright,theoremqa_questions:TheoremQA_elainewan/econ_micro_7.json,cross_encoder,cross_encoder,20,0.693426,0.583333,0.1,1.0,0.0,0
bright,stackoverflow:83,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,economics:95,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,stackoverflow:47,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_xueguangma/binomial_model_2.json,cross_encoder,cross_encoder,2,0.63093,0.5,0.5,1.0,1.0,1
bright,aops:math_train_intermediate_algebra_1822,cross_encoder,cross_encoder,20,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_maxku/graphtheory11-shortestpath-hard.json,cross_encoder,cross_encoder,20,0.744137,0.5,0.15,1.0,0.0,0
bright,pony:66,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,sustainable_living:49,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_jianyu_xu/Catalan_1.json,cross_encoder,cross_encoder,20,0.5,0.333333,0.05,1.0,0.0,0
bright,psychology:64,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,stackoverflow:104,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,robotics:4,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/kepler's_law3.json,cross_encoder,cross_encoder,3,0.693426,0.583333,0.666667,1.0,2.0,2
bright,pony:76,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,sustainable_living:77,cross_encoder,cross_encoder,11,1.0,1.0,1.0,1.0,,
bright,sustainable_living:104,cross_encoder,cross_encoder,17,1.0,1.0,1.0,1.0,,
bright,leetcode:63,cross_encoder,cross_encoder,20,0.289065,0.1,0.05,1.0,0.0,0
bright,earth_science:0,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,earth_science:44,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,aops:aops_1971_Canadian_MO_Problems/Problem_1,cross_encoder,cross_encoder,20,0.811837,0.754592,0.35,1.0,0.0,0
bright,robotics:5,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,psychology:41,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,psychology:55,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,stackoverflow:67,cross_encoder,cross_encoder,5,1.0,1.0,1.0,1.0,,
bright,pony:23,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,economics:20,cross_encoder,cross_encoder,8,1.0,1.0,1.0,1.0,,
bright,sustainable_living:100,cross_encoder,cross_encoder,11,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/viterbi1.json,cross_encoder,cross_encoder,20,0.63093,0.5,0.05,1.0,0.0,0
bright,leetcode:26,cross_encoder,cross_encoder,20,0.949389,0.861111,0.2,1.0,2.0,2
bright,theoremqa_theorems:TheoremQA_wenhuchen/kepler's_law3.json,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,biology:75,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,pony:81,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,stackoverflow:59,cross_encoder,cross_encoder,2,1.0,1.0,1.0,1.0,,
bright,leetcode:135,cross_encoder,cross_encoder,20,0.315465,0.125,0.05,1.0,1.0,1
bright,theoremqa_questions:TheoremQA_wenhuchen/euler's_method2.json,cross_encoder,cross_encoder,20,1.0,1.0,0.05,1.0,0.0,0
bright,aops:aops_2019_AMC_12A_Problems/Problem_17,cross_encoder,cross_encoder,20,0.650921,0.5,0.1,1.0,0.0,0
bright,sustainable_living:46,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,psychology:76,cross_encoder,cross_encoder,13,1.0,1.0,1.0,1.0,,
bright,leetcode:3,cross_encoder,cross_encoder,20,0.457495,0.25,0.1,1.0,2.0,2
bright,theoremqa_questions:TheoremQA_maxku/fourier1-FS.json,cross_encoder,cross_encoder,20,0.602545,0.378772,0.25,1.0,0.0,0
bright,leetcode:51,cross_encoder,cross_encoder,20,0.63093,0.5,0.05,1.0,0.0,0
bright,theoremqa_theorems:TheoremQA_elainewan/math_calculus_2_7.json,cross_encoder,cross_encoder,3,1.0,1.0,1.0,1.0,,
bright,sustainable_living:8,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,stackoverflow:13,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,sustainable_living:94,cross_encoder,cross_encoder,4,1.0,1.0,1.0,1.0,,
bright,theoremqa_questions:TheoremQA_wenhuchen/L'Hôpital_rule1.json,cross_encoder,cross_encoder,20,0.63405,0.442857,0.15,1.0,0.0,0
bright,aops:math_train_geometry_6105,cross_encoder,cross_encoder,20,1.0,1.0,0.1,1.0,0.0,0
bright,aops:math_train_counting_and_probability_5024,cross_encoder,cross_encoder,20,0.355609,0.146465,0.1,1.0,0.0,0
bright,stackoverflow:0,cross_encoder,cross_encoder,10,1.0,1.0,1.0,1.0,,
bright,pony:87,cross_encoder,cross_encoder,20,1.0,1.0,1.0,1.0,,
bright,aops:aops_2000_AMC_12_Problems/Problem_14,cross_encoder,cross_encoder,20,0.732829,0.638889,0.15,1.0,0.0,0
bright,aops:aops_2020_AMC_10B_Problems/Problem_25,bt_from_qrels,qrels,31,1.0,1.0,0.4,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_elainewan/math_abstact_algebra_7_5.json,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/effective_rates_1.json,bt_from_qrels,qrels,2,1.0,1.0,0.5,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/definite_matrix1.json,bt_from_qrels,qrels,39,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xinyi/dag_1.json,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,leetcode:43,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,leetcode:71,bt_from_qrels,qrels,34,1.0,1.0,0.1,1.0,0.0,0
bright,leetcode:96,bt_from_qrels,qrels,30,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/present_value_2.json,bt_from_qrels,qrels,2,1.0,1.0,0.5,1.0,0.0,0
bright,aops:math_test_counting_and_probability_838,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,aops:math_train_number_theory_7066,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,leetcode:118,bt_from_qrels,qrels,37,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_jianyu_xu/Binomial_5.json,bt_from_qrels,qrels,33,1.0,1.0,0.35,1.0,0.0,0
bright,leetcode:82,bt_from_qrels,qrels,18,1.0,1.0,0.055556,1.0,0.0,0
bright,aops:aops_2022_AMC_10B_Problems/Problem_9,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_jianyu_xu/Cayley_3.json,bt_from_qrels,qrels,39,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/Poisson_process2.json,bt_from_qrels,qrels,39,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/determinant1.json,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,leetcode:55,bt_from_qrels,qrels,37,1.0,1.0,0.05,1.0,0.0,0
bright,leetcode:88,bt_from_qrels,qrels,29,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_maxku/cv-imageprocessing9-digital-image.json,bt_from_qrels,qrels,2,1.0,1.0,0.5,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_maxku/ipnetwork21-ip-2.json,bt_from_qrels,qrels,3,1.0,1.0,0.666667,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_tonyxia/particle4.json,bt_from_qrels,qrels,3,1.0,1.0,0.666667,1.0,0.0,0
bright,leetcode:45,bt_from_qrels,qrels,16,1.0,1.0,0.0625,1.0,0.0,0
bright,aops:math_train_intermediate_algebra_2060,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/t_test3.json,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/present_value_1.json,bt_from_qrels,qrels,2,1.0,1.0,0.5,1.0,0.0,0
bright,leetcode:57,bt_from_qrels,qrels,23,1.0,1.0,0.05,1.0,0.0,0
bright,leetcode:23,bt_from_qrels,qrels,33,1.0,1.0,0.05,1.0,0.0,0
bright,aops:aops_2002_AIME_I_Problems/Problem_6,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,aops:math_test_intermediate_algebra_1179,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_jianyu_xu/Multinomial_2.json,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,leetcode:24,bt_from_qrels,qrels,28,1.0,1.0,0.05,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_mingyin/Lebesgue-measure1.json,bt_from_qrels,qrels,37,1.0,1.0,0.05,1.0,0.0,0
bright,aops:math_train_geometry_6116,bt_from_qrels,qrels,32,1.0,1.0,0.4,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_elainewan/econ_micro_7_2.json,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_elainewan/math_calculus_2_7.json,bt_from_qrels,qrels,37,1.0,1.0,0.1,1.0,0.0,0
bright,aops:aops_2016_AIME_II_Problems/Problem_10,bt_from_qrels,qrels,33,1.0,1.0,0.35,1.0,0.0,0
bright,aops:aops_2007_AIME_I_Problems/Problem_10,bt_from_qrels,qrels,31,1.0,1.0,0.4,1.0,0.0,0
bright,aops:aops_2016_AMC_10A_Problems/Problem_19,bt_from_qrels,qrels,32,1.0,1.0,0.4,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/Rolle's_theorem.json,bt_from_qrels,qrels,38,1.0,1.0,0.05,1.0,0.0,0
bright,aops:math_train_intermediate_algebra_477,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,leetcode:16,bt_from_qrels,qrels,32,1.0,1.0,0.05,1.0,0.0,0
bright,aops:aops_1994_AIME_Problems/Problem_9,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_wenhuchen/ODE3.json,bt_from_qrels,qrels,39,1.0,1.0,0.05,1.0,0.0,0
bright,leetcode:99,bt_from_qrels,qrels,39,1.0,1.0,0.05,1.0,0.0,0
bright,aops:aops_2020_AMC_10A_Problems/Problem_24,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,aops:aops_2022_AIME_I_Problems/Problem_11,bt_from_qrels,qrels,33,1.0,1.0,0.35,1.0,0.0,0
bright,leetcode:80,bt_from_qrels,qrels,36,1.0,1.0,0.2,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/dividend_discount_model_2.json,bt_from_qrels,qrels,4,1.0,1.0,0.75,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_maxku/cv-cnn4.json,bt_from_qrels,qrels,3,1.0,1.0,0.666667,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_elainewan/econ_micro_7.json,bt_from_qrels,qrels,38,1.0,1.0,0.1,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_xueguangma/binomial_model_2.json,bt_from_qrels,qrels,2,1.0,1.0,0.5,1.0,0.0,0
bright,aops:math_train_intermediate_algebra_1822,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_maxku/graphtheory11-shortestpath-hard.json,bt_from_qrels,qrels,37,1.0,1.0,0.15,1.0,0.0,0
bright,theoremqa_questions:TheoremQA_jianyu_xu/Catalan_1.json,bt_from_qrels,qrels,38,1.0,1.0,0.05,1.0,0.0,0
