family,n_tests_in_family,protocol,protocol_label,dataset,regime,pair_name,n_queries,mean_delta_ndcg,raw_pvalue,holm_adjusted_pvalue,bh_adjusted_pvalue,reject_holm_0p05,reject_bh_0p05
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1_drop_mutual,balance_graph,120,0.00017605326124271365,0.49665033496650335,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1_drop_mutual,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1_drop_mutual,copeland_graph,120,0.00010342839314665721,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1_drop_mutual,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),fiqa,ms1_drop_mutual,markov_graph,120,-9.129994976012635e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms2,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms2,balance_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms2,copeland_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms2,copeland_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms2,markov_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1,balance_graph,52,-0.00017020590072505242,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1,balance_hybrid,52,0.0008174129578872741,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1,copeland_graph,52,0.000341160598853002,0.8753124687531247,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1,copeland_hybrid,52,0.00045606149728857903,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1,markov_graph,52,4.048196322120719e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,balance_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,copeland_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,copeland_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,markov_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms2,balance_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms2,balance_hybrid,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms2,copeland_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms2,copeland_hybrid,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms2,markov_graph,50,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1,balance_graph,50,0.0002809807257418517,0.9142085791420858,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1,balance_hybrid,50,-0.0004609350266490736,0.849015098490151,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1,copeland_graph,50,-0.013847112859148627,0.09429057094290572,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1,copeland_hybrid,50,-0.003171535172715648,0.2268773122687731,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1,markov_graph,50,-0.003697484493705947,0.3320667933206679,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1_drop_mutual,balance_graph,50,0.0005617193131090637,0.873012698730127,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1_drop_mutual,balance_hybrid,50,-3.281765393398528e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1_drop_mutual,copeland_graph,50,6.965412330330877e-05,0.8742125787421258,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1_drop_mutual,copeland_hybrid,50,-6.235845779463011e-05,0.9031096890310969,1.0,1.0,False,False
F1_headline,180,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),bright,ms1_drop_mutual,markov_graph,50,0.000129005625764812,0.6281371862813718,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms2,copeland_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms2,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1,balance_graph,120,-0.003816198526380224,0.15278472152784722,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1,balance_hybrid,120,-0.00013916483791145314,0.7182281771822818,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1,copeland_graph,120,-0.0036541601544384764,0.18808119188081193,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1,copeland_hybrid,120,-0.006848738091575952,0.10638936106389361,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1,markov_graph,120,0.002168234721748556,0.6571342865713429,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1_drop_mutual,balance_graph,120,0.0001292522572342104,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1_drop_mutual,balance_hybrid,120,-2.05951043060588e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1_drop_mutual,copeland_graph,120,-0.00040595133326087884,0.25147485251474855,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1_drop_mutual,copeland_hybrid,120,-3.9541170983089605e-05,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),scidocs,ms1_drop_mutual,markov_graph,120,-0.00033823949982886016,0.25147485251474855,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms2,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms2,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms2,copeland_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms2,copeland_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms2,markov_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1,balance_graph,120,0.001432916133643874,0.09659034096590341,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1,balance_hybrid,120,-0.0002140880561598927,0.43115688431156884,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1,copeland_graph,120,0.003356632906034009,0.0100989901009899,1.0,0.431956804319568,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1,copeland_hybrid,120,0.0001879278757661515,0.8666133386661334,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1,markov_graph,120,0.006212324512703706,0.047795220477952205,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1_drop_mutual,balance_graph,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1_drop_mutual,balance_hybrid,120,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1_drop_mutual,copeland_graph,120,0.00036527436205687305,0.2526747325267473,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1_drop_mutual,copeland_hybrid,120,-0.00013577842178280248,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),fiqa,ms1_drop_mutual,markov_graph,120,0.00011900108014586871,0.49665033496650335,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms2,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms2,balance_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms2,copeland_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms2,copeland_hybrid,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms2,markov_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1,balance_graph,52,0.0,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1,balance_hybrid,52,0.000361351460598695,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1,copeland_graph,52,0.0011354034738542162,0.9355064493550644,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1,copeland_hybrid,52,-0.006736153278411737,1.0,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1,markov_graph,52,0.00522807634309337,0.9021097890210978,1.0,1.0,False,False
F1_headline,180,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),hotpotqa,ms1_drop_mutual,balance_graph,52,0.0,1.0,1.0,1.0,False,False
