dataset,protocol,regime,compared_against,n_common_queries,mean_removed_edge_jaccard,median_removed_edge_jaccard
fiqa,ablation_raw_fixed,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6358285537561853,1.0
fiqa,primary_minmax_retention_matched,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,primary_minmax_retention_matched,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,primary_minmax_retention_matched,ms1,ablation_raw_fixed,120,0.05461699467996864,0.040547945205479455
fiqa,primary_minmax_retention_matched,ms1,primary_minmax_retention_matched,120,1.0,1.0
fiqa,primary_minmax_retention_matched,ms1_drop_mutual,ablation_raw_fixed,120,0.6358285537561853,1.0
fiqa,primary_minmax_retention_matched,ms1_drop_mutual,primary_minmax_retention_matched,120,1.0,1.0
fiqa,ablation_minmax_fixed,ms2,ablation_raw_fixed,120,0.8666666666666667,1.0
fiqa,ablation_minmax_fixed,ms2,primary_minmax_retention_matched,120,0.8666666666666667,1.0
fiqa,ablation_minmax_fixed,ms1,ablation_raw_fixed,120,0.05267645813634325,0.03614457831325301
fiqa,ablation_minmax_fixed,ms1,primary_minmax_retention_matched,120,0.33413333724430133,0.3508241758241758
fiqa,ablation_minmax_fixed,ms1_drop_mutual,ablation_raw_fixed,120,0.5672815107597716,1.0
fiqa,ablation_minmax_fixed,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6072420161968932,1.0
fiqa,ablation_unit_vote_retention,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,ablation_unit_vote_retention,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,ablation_unit_vote_retention,ms1,ablation_raw_fixed,120,0.23546681580263998,0.18462023984851672
fiqa,ablation_unit_vote_retention,ms1,primary_minmax_retention_matched,120,0.2817550929310918,0.2990561351217089
fiqa,ablation_unit_vote_retention,ms1_drop_mutual,ablation_raw_fixed,120,0.8197631315070831,1.0
fiqa,ablation_unit_vote_retention,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6536118826523908,1.0
fiqa,robustness_zscore_retention,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,robustness_zscore_retention,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,robustness_zscore_retention,ms1,ablation_raw_fixed,120,0.06812830163913261,0.04477611940298507
fiqa,robustness_zscore_retention,ms1,primary_minmax_retention_matched,120,0.8060095656422365,0.8333333333333334
fiqa,robustness_zscore_retention,ms1_drop_mutual,ablation_raw_fixed,120,0.6911004273504273,1.0
fiqa,robustness_zscore_retention,ms1_drop_mutual,primary_minmax_retention_matched,120,0.8535906535594034,1.0
fiqa,robustness_rank_percentile_retention,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,robustness_rank_percentile_retention,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,robustness_rank_percentile_retention,ms1,ablation_raw_fixed,120,0.05858858821349558,0.04477611940298507
fiqa,robustness_rank_percentile_retention,ms1,primary_minmax_retention_matched,120,0.39523113924553555,0.41367456073338427
fiqa,robustness_rank_percentile_retention,ms1_drop_mutual,ablation_raw_fixed,120,0.5710964458247066,1.0
fiqa,robustness_rank_percentile_retention,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6338704032981526,1.0
fiqa,independent_minmax_quantile_q0p5,ms2,ablation_raw_fixed,120,0.9916666666666667,1.0
fiqa,independent_minmax_quantile_q0p5,ms2,primary_minmax_retention_matched,120,0.9916666666666667,1.0
fiqa,independent_minmax_quantile_q0p5,ms1,ablation_raw_fixed,120,0.10612353908380602,0.08108108108108109
fiqa,independent_minmax_quantile_q0p5,ms1,primary_minmax_retention_matched,120,0.27465589146771335,0.2576036866359447
fiqa,independent_minmax_quantile_q0p5,ms1_drop_mutual,ablation_raw_fixed,120,0.5931481481481481,1.0
fiqa,independent_minmax_quantile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6085651200651202,1.0
fiqa,independent_minmax_quantile_q0p3,ms2,ablation_raw_fixed,120,0.975,1.0
fiqa,independent_minmax_quantile_q0p3,ms2,primary_minmax_retention_matched,120,0.975,1.0
fiqa,independent_minmax_quantile_q0p3,ms1,ablation_raw_fixed,120,0.07733313278581132,0.0581473968897904
fiqa,independent_minmax_quantile_q0p3,ms1,primary_minmax_retention_matched,120,0.31856506044216815,0.3087757313109426
fiqa,independent_minmax_quantile_q0p3,ms1_drop_mutual,ablation_raw_fixed,120,0.542526455026455,1.0
fiqa,independent_minmax_quantile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,120,0.570839947089947,1.0
fiqa,independent_minmax_quantile_q0p7,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,independent_minmax_quantile_q0p7,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,independent_minmax_quantile_q0p7,ms1,ablation_raw_fixed,120,0.08313069978905839,0.05
fiqa,independent_minmax_quantile_q0p7,ms1,primary_minmax_retention_matched,120,0.1530150085198476,0.11428571428571428
fiqa,independent_minmax_quantile_q0p7,ms1_drop_mutual,ablation_raw_fixed,120,0.7203703703703703,1.0
fiqa,independent_minmax_quantile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6683883779264215,1.0
fiqa,independent_rank_percentile_q0p5,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,independent_rank_percentile_q0p5,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,independent_rank_percentile_q0p5,ms1,ablation_raw_fixed,120,0.0928281596234583,0.07692307692307693
fiqa,independent_rank_percentile_q0p5,ms1,primary_minmax_retention_matched,120,0.15700118104041175,0.14729990356798456
fiqa,independent_rank_percentile_q0p5,ms1_drop_mutual,ablation_raw_fixed,120,0.5361528822055137,1.0
fiqa,independent_rank_percentile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,120,0.5378375709258062,1.0
fiqa,independent_rank_percentile_q0p3,ms2,ablation_raw_fixed,120,0.9916666666666667,1.0
fiqa,independent_rank_percentile_q0p3,ms2,primary_minmax_retention_matched,120,0.9916666666666667,1.0
fiqa,independent_rank_percentile_q0p3,ms1,ablation_raw_fixed,120,0.08293552602810958,0.07142857142857142
fiqa,independent_rank_percentile_q0p3,ms1,primary_minmax_retention_matched,120,0.21735642439072175,0.2113237639553429
fiqa,independent_rank_percentile_q0p3,ms1_drop_mutual,ablation_raw_fixed,120,0.5191137566137566,1.0
fiqa,independent_rank_percentile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,120,0.5410585511982571,1.0
fiqa,independent_rank_percentile_q0p7,ms2,ablation_raw_fixed,120,1.0,1.0
fiqa,independent_rank_percentile_q0p7,ms2,primary_minmax_retention_matched,120,1.0,1.0
fiqa,independent_rank_percentile_q0p7,ms1,ablation_raw_fixed,120,0.06300124916525153,0.0625
fiqa,independent_rank_percentile_q0p7,ms1,primary_minmax_retention_matched,120,0.08484518198931047,0.0625
fiqa,independent_rank_percentile_q0p7,ms1_drop_mutual,ablation_raw_fixed,120,0.6453472222222222,1.0
fiqa,independent_rank_percentile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,120,0.6042423767752715,1.0
hotpotqa,ablation_raw_fixed,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,ablation_raw_fixed,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,ablation_raw_fixed,ms1,ablation_raw_fixed,52,1.0,1.0
hotpotqa,ablation_raw_fixed,ms1,primary_minmax_retention_matched,52,0.32848623972591107,0.09090909090909091
hotpotqa,ablation_raw_fixed,ms1_drop_mutual,ablation_raw_fixed,52,1.0,1.0
hotpotqa,ablation_raw_fixed,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,primary_minmax_retention_matched,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,primary_minmax_retention_matched,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,primary_minmax_retention_matched,ms1,ablation_raw_fixed,52,0.32848623972591107,0.09090909090909091
hotpotqa,primary_minmax_retention_matched,ms1,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,primary_minmax_retention_matched,ms1_drop_mutual,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,ablation_minmax_fixed,ms2,ablation_raw_fixed,52,0.9615384615384616,1.0
hotpotqa,ablation_minmax_fixed,ms2,primary_minmax_retention_matched,52,0.9615384615384616,1.0
hotpotqa,ablation_minmax_fixed,ms1,ablation_raw_fixed,52,0.10579764392516917,0.0
hotpotqa,ablation_minmax_fixed,ms1,primary_minmax_retention_matched,52,0.27959639161767547,0.2111111111111111
hotpotqa,ablation_minmax_fixed,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,ablation_minmax_fixed,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,ablation_unit_vote_retention,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,ablation_unit_vote_retention,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,ablation_unit_vote_retention,ms1,ablation_raw_fixed,52,0.6478843329112738,0.7418300653594772
hotpotqa,ablation_unit_vote_retention,ms1,primary_minmax_retention_matched,52,0.46458340783950136,0.36602870813397126
hotpotqa,ablation_unit_vote_retention,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,ablation_unit_vote_retention,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9846153846153847,1.0
hotpotqa,robustness_zscore_retention,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,robustness_zscore_retention,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,robustness_zscore_retention,ms1,ablation_raw_fixed,52,0.33503147015118034,0.09808612440191387
hotpotqa,robustness_zscore_retention,ms1,primary_minmax_retention_matched,52,0.8972569285917703,1.0
hotpotqa,robustness_zscore_retention,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,robustness_zscore_retention,ms1_drop_mutual,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,robustness_rank_percentile_retention,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,robustness_rank_percentile_retention,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,robustness_rank_percentile_retention,ms1,ablation_raw_fixed,52,0.18588188938667055,0.020833333333333332
hotpotqa,robustness_rank_percentile_retention,ms1,primary_minmax_retention_matched,52,0.2497174309356705,0.12698412698412698
hotpotqa,robustness_rank_percentile_retention,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,robustness_rank_percentile_retention,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,independent_minmax_quantile_q0p5,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p5,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p5,ms1,ablation_raw_fixed,52,0.3316818394024276,0.05555555555555555
hotpotqa,independent_minmax_quantile_q0p5,ms1,primary_minmax_retention_matched,52,0.5261287527831645,0.3660714285714286
hotpotqa,independent_minmax_quantile_q0p5,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,independent_minmax_quantile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,independent_minmax_quantile_q0p3,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p3,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p3,ms1,ablation_raw_fixed,52,0.2787221052828806,0.10357142857142856
hotpotqa,independent_minmax_quantile_q0p3,ms1,primary_minmax_retention_matched,52,0.5114785034367078,0.4622222222222222
hotpotqa,independent_minmax_quantile_q0p3,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,independent_minmax_quantile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,independent_minmax_quantile_q0p7,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p7,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_minmax_quantile_q0p7,ms1,ablation_raw_fixed,52,0.2818271472117626,0.0
hotpotqa,independent_minmax_quantile_q0p7,ms1,primary_minmax_retention_matched,52,0.37321230838437314,0.0
hotpotqa,independent_minmax_quantile_q0p7,ms1_drop_mutual,ablation_raw_fixed,52,0.9615384615384616,1.0
hotpotqa,independent_minmax_quantile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9615384615384616,1.0
hotpotqa,independent_rank_percentile_q0p5,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p5,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p5,ms1,ablation_raw_fixed,52,0.21956751142271505,0.0
hotpotqa,independent_rank_percentile_q0p5,ms1,primary_minmax_retention_matched,52,0.26897242901318663,0.1451048951048951
hotpotqa,independent_rank_percentile_q0p5,ms1_drop_mutual,ablation_raw_fixed,52,0.9615384615384616,1.0
hotpotqa,independent_rank_percentile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9615384615384616,1.0
hotpotqa,independent_rank_percentile_q0p3,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p3,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p3,ms1,ablation_raw_fixed,52,0.13011493132957824,0.0
hotpotqa,independent_rank_percentile_q0p3,ms1,primary_minmax_retention_matched,52,0.17439760531865792,0.09166666666666667
hotpotqa,independent_rank_percentile_q0p3,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,independent_rank_percentile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
hotpotqa,independent_rank_percentile_q0p7,ms2,ablation_raw_fixed,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p7,ms2,primary_minmax_retention_matched,52,1.0,1.0
hotpotqa,independent_rank_percentile_q0p7,ms1,ablation_raw_fixed,52,0.30116024466986,0.0
hotpotqa,independent_rank_percentile_q0p7,ms1,primary_minmax_retention_matched,52,0.35821402110101797,0.06111111111111111
hotpotqa,independent_rank_percentile_q0p7,ms1_drop_mutual,ablation_raw_fixed,52,0.9807692307692307,1.0
hotpotqa,independent_rank_percentile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,52,0.9807692307692307,1.0
bright,ablation_raw_fixed,ms2,ablation_raw_fixed,50,1.0,1.0
bright,ablation_raw_fixed,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,ablation_raw_fixed,ms1,ablation_raw_fixed,50,1.0,1.0
bright,ablation_raw_fixed,ms1,primary_minmax_retention_matched,50,0.11000074520621386,0.04880952380952381
bright,ablation_raw_fixed,ms1_drop_mutual,ablation_raw_fixed,50,1.0,1.0
bright,ablation_raw_fixed,ms1_drop_mutual,primary_minmax_retention_matched,50,0.7266666666666667,1.0
bright,primary_minmax_retention_matched,ms2,ablation_raw_fixed,50,1.0,1.0
bright,primary_minmax_retention_matched,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,primary_minmax_retention_matched,ms1,ablation_raw_fixed,50,0.11000074520621386,0.04880952380952381
bright,primary_minmax_retention_matched,ms1,primary_minmax_retention_matched,50,1.0,1.0
bright,primary_minmax_retention_matched,ms1_drop_mutual,ablation_raw_fixed,50,0.7266666666666667,1.0
bright,primary_minmax_retention_matched,ms1_drop_mutual,primary_minmax_retention_matched,50,1.0,1.0
bright,ablation_minmax_fixed,ms2,ablation_raw_fixed,50,0.9,1.0
bright,ablation_minmax_fixed,ms2,primary_minmax_retention_matched,50,0.9,1.0
bright,ablation_minmax_fixed,ms1,ablation_raw_fixed,50,0.045579179987149276,0.03508891928864569
bright,ablation_minmax_fixed,ms1,primary_minmax_retention_matched,50,0.268001298558483,0.2266425557564798
bright,ablation_minmax_fixed,ms1_drop_mutual,ablation_raw_fixed,50,0.22399999999999998,0.0
bright,ablation_minmax_fixed,ms1_drop_mutual,primary_minmax_retention_matched,50,0.27418462823725975,0.0
bright,ablation_unit_vote_retention,ms2,ablation_raw_fixed,50,1.0,1.0
bright,ablation_unit_vote_retention,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,ablation_unit_vote_retention,ms1,ablation_raw_fixed,50,0.32656672296756084,0.15219907407407407
bright,ablation_unit_vote_retention,ms1,primary_minmax_retention_matched,50,0.3079922903586572,0.2841614906832298
bright,ablation_unit_vote_retention,ms1_drop_mutual,ablation_raw_fixed,50,0.8219084967320263,1.0
bright,ablation_unit_vote_retention,ms1_drop_mutual,primary_minmax_retention_matched,50,0.7481245421245422,1.0
bright,robustness_zscore_retention,ms2,ablation_raw_fixed,50,1.0,1.0
bright,robustness_zscore_retention,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,robustness_zscore_retention,ms1,ablation_raw_fixed,50,0.08725957017119812,0.03736413043478261
bright,robustness_zscore_retention,ms1,primary_minmax_retention_matched,50,0.7678050226111399,0.7996794871794872
bright,robustness_zscore_retention,ms1_drop_mutual,ablation_raw_fixed,50,0.6633333333333333,1.0
bright,robustness_zscore_retention,ms1_drop_mutual,primary_minmax_retention_matched,50,0.8651515151515151,1.0
bright,robustness_rank_percentile_retention,ms2,ablation_raw_fixed,50,1.0,1.0
bright,robustness_rank_percentile_retention,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,robustness_rank_percentile_retention,ms1,ablation_raw_fixed,50,0.04432506673395435,0.037980769230769235
bright,robustness_rank_percentile_retention,ms1,primary_minmax_retention_matched,50,0.3313335235842847,0.3333333333333333
bright,robustness_rank_percentile_retention,ms1_drop_mutual,ablation_raw_fixed,50,0.505,0.625
bright,robustness_rank_percentile_retention,ms1_drop_mutual,primary_minmax_retention_matched,50,0.5718840579710145,1.0
bright,independent_minmax_quantile_q0p5,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_minmax_quantile_q0p5,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_minmax_quantile_q0p5,ms1,ablation_raw_fixed,50,0.10409966079712206,0.06066176470588235
bright,independent_minmax_quantile_q0p5,ms1,primary_minmax_retention_matched,50,0.2132622746676767,0.17424242424242425
bright,independent_minmax_quantile_q0p5,ms1_drop_mutual,ablation_raw_fixed,50,0.5566666666666666,1.0
bright,independent_minmax_quantile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,50,0.5953015873015873,1.0
bright,independent_minmax_quantile_q0p3,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_minmax_quantile_q0p3,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_minmax_quantile_q0p3,ms1,ablation_raw_fixed,50,0.07002872843672767,0.052367941712204005
bright,independent_minmax_quantile_q0p3,ms1,primary_minmax_retention_matched,50,0.23878541275458154,0.1886102403343783
bright,independent_minmax_quantile_q0p3,ms1_drop_mutual,ablation_raw_fixed,50,0.35,0.0
bright,independent_minmax_quantile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,50,0.38894805194805193,0.0
bright,independent_minmax_quantile_q0p7,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_minmax_quantile_q0p7,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_minmax_quantile_q0p7,ms1,ablation_raw_fixed,50,0.11624969512674323,0.0
bright,independent_minmax_quantile_q0p7,ms1,primary_minmax_retention_matched,50,0.1329736507637557,0.06066176470588235
