dataset,protocol,protocol_label,protocol_kind,regime,n_queries,cyclic_query_pct,cyclic_query_pct_after_mutual_deletion,mutual_pair_query_prevalence_pct,mean_graph_density,mean_largest_scc_size,mean_largest_scc_after_mutual_deletion,mean_normalized_fas_weight_removed,bm25_retained_vote_rate_of_eligible,tfidf_retained_vote_rate_of_eligible,minilm_retained_vote_rate_of_eligible,bm25_conditional_weight_share_mean
bright,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1,50,96.0,42.0,96.0,0.3717368421052631,12.24,4.22,0.07459894882938323,1.0025533467080066,0.18439346541536322,0.5774134790528234,0.7760880088731096
bright,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1_drop_mutual,50,42.0,42.0,0.0,0.31984210526315787,4.34,4.34,0.009655200947783264,1.0025533467080066,0.18439346541536322,0.5774134790528234,0.7672459664898126
bright,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms2,50,0.0,0.0,0.0,0.057105263157894735,1.0,1.0,0.0,1.0025533467080066,0.18439346541536322,0.5774134790528234,0.37802624999941575
bright,robustness_zscore_retention,z-score + retention-matched,robustness,ms1,50,92.0,24.0,92.0,0.3738947368421053,11.16,3.12,0.056481853572370504,0.9979937990151377,0.18039624608967675,0.5698239222829387,0.7623001557719704
bright,robustness_zscore_retention,z-score + retention-matched,robustness,ms1_drop_mutual,50,24.0,24.0,0.0,0.3188421052631579,3.12,3.12,0.004602479398195044,0.9979937990151377,0.18039624608967675,0.5698239222829387,0.7565577165777928
bright,robustness_zscore_retention,z-score + retention-matched,robustness,ms2,50,0.0,0.0,0.0,0.05689473684210526,1.0,1.0,0.0,0.9979937990151377,0.18039624608967675,0.5698239222829387,0.3540096864591155
fiqa,ablation_minmax_fixed,minmax + fixed,ablation,ms1,120,100.0,29.166666666666668,100.0,0.6280701754385964,19.258333333333333,3.183333333333333,0.12512405422403816,0.8712573397389237,0.8711191164620562,0.8985739750445633,0.5818727600465413
fiqa,ablation_minmax_fixed,minmax + fixed,ablation,ms1_drop_mutual,120,29.166666666666668,29.166666666666668,0.0,0.34035087719298246,3.183333333333333,3.183333333333333,0.004023323253019283,0.8712573397389237,0.8711191164620562,0.8985739750445633,0.5171079040709814
fiqa,ablation_minmax_fixed,minmax + fixed,ablation,ms2,120,13.333333333333334,13.333333333333334,0.0,0.2462061403508772,1.575,1.575,0.0012609823950747718,0.8712573397389237,0.8711191164620562,0.8985739750445633,0.4723386156909811
fiqa,ablation_raw_fixed,raw + fixed,ablation,ms1,120,98.33333333333333,22.5,97.5,0.51125,15.616666666666667,2.816666666666667,0.004022600661571548,0.983015480176639,0.30331326728918806,0.5044563279857398,0.9892167510227369
fiqa,ablation_raw_fixed,raw + fixed,ablation,ms1_drop_mutual,120,22.5,22.5,0.0,0.41844298245614037,2.816666666666667,2.816666666666667,0.00016578450206201627,0.983015480176639,0.30331326728918806,0.5044563279857398,0.9884354966466151
fiqa,ablation_raw_fixed,raw + fixed,ablation,ms2,120,0.0,0.0,0.0,0.12120614035087719,1.0,1.0,0.0,0.983015480176639,0.30331326728918806,0.5044563279857398,0.9673750671871931
fiqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1,120,98.33333333333333,22.5,97.5,0.51125,15.616666666666667,2.816666666666667,0.16681167937829064,0.983015480176639,0.30331326728918806,0.5044563279857398,0.7903421190119548
fiqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1_drop_mutual,120,22.5,22.5,0.0,0.41844298245614037,2.816666666666667,2.816666666666667,0.0095625883134982,0.983015480176639,0.30331326728918806,0.5044563279857398,0.7759468683846653
fiqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms2,120,0.0,0.0,0.0,0.12120614035087719,1.0,1.0,0.0,0.983015480176639,0.30331326728918806,0.5044563279857398,0.48093721299991904
fiqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,120,99.16666666666667,34.166666666666664,99.16666666666667,0.5221271929824561,17.758333333333333,3.15,0.10700056694078378,0.7000048527199495,0.700004740010428,0.7,0.6066280165271903
fiqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,120,34.166666666666664,34.166666666666664,0.0,0.35278508771929823,3.15,3.15,0.003927340796748038,0.7000048527199495,0.700004740010428,0.7,0.5643109702034125
fiqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,120,2.5,2.5,0.0,0.18221491228070175,1.0583333333333333,1.0583333333333333,0.00019879687729920862,0.7000048527199495,0.700004740010428,0.7,0.4756217492912568
fiqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1,120,96.66666666666667,27.5,95.83333333333333,0.38791666666666663,12.966666666666667,2.1166666666666667,0.07462187525460363,0.5000242635997476,0.5000237000521401,0.5,0.6364346205638651
fiqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1_drop_mutual,120,27.5,27.5,0.0,0.3120833333333332,2.1166666666666667,2.1166666666666667,0.0026707987670328425,0.5000242635997476,0.5000237000521401,0.5,0.6141079042189698
fiqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms2,120,0.8333333333333334,0.8333333333333334,0.0,0.11804824561403508,1.0166666666666666,1.0166666666666666,0.00016319345547597823,0.5000242635997476,0.5000237000521401,0.5,0.47841957301976384
fiqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,120,81.66666666666667,10.833333333333334,81.66666666666667,0.24410087719298248,6.108333333333333,1.4083333333333334,0.03943720045252044,0.29999514728005044,0.299995259989572,0.3,0.6759403777660431
fiqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,120,10.833333333333334,10.833333333333334,0.0,0.22050438596491226,1.4083333333333334,1.4083333333333334,0.0018007668644456599,0.29999514728005044,0.299995259989572,0.3,0.6677697565901427
fiqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,120,0.0,0.0,0.0,0.06197368421052631,1.0,1.0,0.0,0.29999514728005044,0.299995259989572,0.3,0.47967076160098004
fiqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,120,100.0,35.833333333333336,100.0,0.5374342105263159,17.458333333333332,3.0416666666666665,0.1294771036567081,0.7049060998689766,0.705977153149737,0.7053475935828877,0.6393218753350552
fiqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,120,35.833333333333336,35.833333333333336,0.0,0.3561184210526316,3.0416666666666665,3.0416666666666665,0.004579477553613778,0.7049060998689766,0.705977153149737,0.7053475935828877,0.5870633963584725
fiqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,120,0.8333333333333334,0.8333333333333334,0.0,0.17423245614035085,1.0333333333333334,1.0333333333333334,0.00010080623767776383,0.7049060998689766,0.705977153149737,0.7053475935828877,0.4730855015818451
fiqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1,120,100.0,35.0,100.0,0.4097587719298245,13.791666666666666,2.6666666666666665,0.09318807452624296,0.5020138787790557,0.5076077167369768,0.5023172905525847,0.689405567523555
fiqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1_drop_mutual,120,35.0,35.0,0.0,0.32357456140350876,2.6666666666666665,2.6666666666666665,0.004623769447089556,0.5020138787790557,0.5076077167369768,0.5023172905525847,0.6610025453256754
fiqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms2,120,0.0,0.0,0.0,0.10328947368421053,1.0,1.0,0.0,0.5020138787790557,0.5076077167369768,0.5023172905525847,0.4775389058999805
fiqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,120,95.0,22.5,93.33333333333333,0.26953947368421055,7.383333333333334,1.6833333333333333,0.051794418728386436,0.3022759256563304,0.3232213110868844,0.3017825311942959,0.7500663639567972
fiqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,120,22.5,22.5,0.0,0.24098684210526317,1.6833333333333333,1.6833333333333333,0.003605802735615343,0.3022759256563304,0.3232213110868844,0.3017825311942959,0.7399083657429528
fiqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,120,0.0,0.0,0.0,0.049473684210526316,1.0,1.0,0.0,0.3022759256563304,0.3232213110868844,0.3017825311942959,0.483590858196399
fiqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1,120,98.33333333333333,30.833333333333332,98.33333333333333,0.51125,16.125,3.325,0.08010147791155951,0.983015480176639,0.30331326728918806,0.5044563279857398,0.6488468710498048
fiqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1_drop_mutual,120,30.833333333333332,30.833333333333332,0.0,0.41660087719298244,3.3833333333333333,3.3833333333333333,0.003683749883198899,0.983015480176639,0.30331326728918806,0.5044563279857398,0.6331910312011004
fiqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms2,120,0.0,0.0,0.0,0.1175,1.0,1.0,0.0,0.983015480176639,0.30331326728918806,0.5044563279857398,0.3904633492449256
fiqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1,120,100.0,38.333333333333336,100.0,0.5143859649122807,16.658333333333335,4.383333333333334,0.10620949603181581,1.0002426359974765,0.3232213110868844,0.5372549019607843,0.6772847379845224
fiqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1_drop_mutual,120,40.0,40.0,0.0,0.41546052631578945,4.533333333333333,4.533333333333333,0.007034920990500063,1.0002426359974765,0.3232213110868844,0.5372549019607843,0.6581483509225465
fiqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms2,120,0.0,0.0,0.0,0.12094298245614035,1.0,1.0,0.0,1.0002426359974765,0.3232213110868844,0.5372549019607843,0.370616077610962
fiqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms1,120,98.33333333333333,27.5,98.33333333333333,0.51125,15.958333333333334,3.158333333333333,0.0788876298048593,0.983015480176639,0.30331326728918806,0.5044563279857398,0.6544122592052501
fiqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms1_drop_mutual,120,27.5,27.5,0.0,0.41673245614035087,3.216666666666667,3.216666666666667,0.0031566911993925694,0.983015480176639,0.30331326728918806,0.5044563279857398,0.6392395145843711
fiqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms2,120,0.0,0.0,0.0,0.11822368421052633,1.0,1.0,0.0,0.983015480176639,0.30331326728918806,0.5044563279857398,0.3962490192208877
hotpotqa,ablation_minmax_fixed,minmax + fixed,ablation,ms1,52,96.15384615384616,0.0,96.15384615384616,0.5692307692307692,6.576923076923077,1.0,0.047809866780199814,0.877225011410315,0.8551111111111112,0.9033742331288344,0.43013633901912446
hotpotqa,ablation_minmax_fixed,minmax + fixed,ablation,ms1_drop_mutual,52,0.0,0.0,0.0,0.3658119658119658,1.0,1.0,0.0,0.877225011410315,0.8551111111111112,0.9033742331288344,0.40935906592904076
hotpotqa,ablation_minmax_fixed,minmax + fixed,ablation,ms2,52,3.8461538461538463,3.8461538461538463,0.0,0.36752136752136744,1.0769230769230769,1.0769230769230769,0.00016285757414255785,0.877225011410315,0.8551111111111112,0.9033742331288344,0.40701720889635623
hotpotqa,ablation_raw_fixed,raw + fixed,ablation,ms1,52,71.15384615384616,1.9230769230769231,71.15384615384616,0.5175213675213675,4.230769230769231,1.1346153846153846,0.001219236187133088,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.9871426081360823
hotpotqa,ablation_raw_fixed,raw + fixed,ablation,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.43461538461538457,1.1346153846153846,1.1346153846153846,4.934086782275504e-05,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.9866667018604743
hotpotqa,ablation_raw_fixed,raw + fixed,ablation,ms2,52,0.0,0.0,0.0,0.26837606837606837,1.0,1.0,0.0,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.9837998453853486
hotpotqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1,52,71.15384615384616,1.9230769230769231,71.15384615384616,0.5175213675213675,4.230769230769231,1.1346153846153846,0.058025801764033,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.5878937716728305
hotpotqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.43461538461538457,1.1346153846153846,1.1346153846153846,0.0022361359570661895,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.5731360136135847
hotpotqa,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms2,52,0.0,0.0,0.0,0.26837606837606837,1.0,1.0,0.0,0.9949794614331355,0.5226666666666666,0.5835889570552147,0.43819355826037376
hotpotqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,52,73.07692307692308,1.9230769230769231,73.07692307692308,0.4658119658119658,4.153846153846154,1.0384615384615385,0.03476487003153066,0.7015061615700593,0.7,0.7001533742331288,0.44123271970661665
hotpotqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.3688034188034189,1.0384615384615385,1.0384615384615385,9.602915671519739e-05,0.7015061615700593,0.7,0.7001533742331288,0.42848208544438104
hotpotqa,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,52,0.0,0.0,0.0,0.2878205128205128,1.0,1.0,0.0,0.7015061615700593,0.7,0.7001533742331288,0.4113645574974711
hotpotqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1,52,42.30769230769231,0.0,42.30769230769231,0.335042735042735,2.480769230769231,1.0,0.019912909618636402,0.5002282062984938,0.5,0.5,0.44844904772720146
hotpotqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1_drop_mutual,52,0.0,0.0,0.0,0.2991452991452992,1.0,1.0,0.0,0.5002282062984938,0.5,0.5,0.44184381579524196
hotpotqa,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms2,52,0.0,0.0,0.0,0.2004273504273504,1.0,1.0,0.0,0.5002282062984938,0.5,0.5,0.41215886395921125
hotpotqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,52,11.538461538461538,1.9230769230769231,9.615384615384615,0.20213675213675214,1.1923076923076923,1.0384615384615385,0.004254440669591723,0.3003194888178914,0.3,0.29984662576687116,0.4710988878172589
hotpotqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.19871794871794873,1.0384615384615385,1.0384615384615385,0.0004898793895625875,0.3003194888178914,0.3,0.29984662576687116,0.46990777014818497
hotpotqa,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,52,0.0,0.0,0.0,0.12478632478632476,1.0,1.0,0.0,0.3003194888178914,0.3,0.29984662576687116,0.42264342879253725
hotpotqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,52,96.15384615384616,1.9230769230769231,96.15384615384616,0.5401709401709401,6.019230769230769,1.0384615384615385,0.0714413899034263,0.7978092195344592,0.7977777777777778,0.7032208588957055,0.47684898938061754
hotpotqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.38290598290598293,1.0384615384615385,1.0384615384615385,0.0001747117256526731,0.7978092195344592,0.7977777777777778,0.7032208588957055,0.45188679391279946
hotpotqa,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,52,0.0,0.0,0.0,0.31709401709401713,1.0,1.0,0.0,0.7978092195344592,0.7977777777777778,0.7032208588957055,0.4272817653338822
hotpotqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1,52,71.15384615384616,1.9230769230769231,71.15384615384616,0.42136752136752137,3.8846153846153846,1.0384615384615385,0.04561503018988701,0.5755362848014606,0.5733333333333334,0.504601226993865,0.5138861286702189
hotpotqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.35470085470085466,1.0384615384615385,1.0384615384615385,0.0002031419284940412,0.5755362848014606,0.5733333333333334,0.504601226993865,0.5024169389479177
hotpotqa,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms2,52,0.0,0.0,0.0,0.2102564102564102,1.0,1.0,0.0,0.5755362848014606,0.5733333333333334,0.504601226993865,0.43611190470578276
hotpotqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,52,36.53846153846154,0.0,36.53846153846154,0.2651709401709401,1.8076923076923077,1.0,0.019405542165048695,0.3194888178913738,0.32,0.3282208588957055,0.5628870144094689
hotpotqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,52,0.0,0.0,0.0,0.24935897435897436,1.0,1.0,0.0,0.3194888178913738,0.32,0.3282208588957055,0.5608609804008726
hotpotqa,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,52,0.0,0.0,0.0,0.10534188034188031,1.0,1.0,0.0,0.3194888178913738,0.32,0.3282208588957055,0.45223907852348433
hotpotqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1,52,63.46153846153846,1.9230769230769231,63.46153846153846,0.5170940170940171,4.0576923076923075,1.1346153846153846,0.028817323668680176,0.9949794614331355,0.524,0.5835889570552147,0.4510434438001551
hotpotqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.4346153846153846,1.1346153846153846,1.1346153846153846,3.696256532717419e-05,0.9949794614331355,0.524,0.5835889570552147,0.44134257475739985
hotpotqa,primary_minmax_retention_matched,minmax + retention-matched,primary,ms2,52,0.0,0.0,0.0,0.2683760683760684,1.0,1.0,0.0,0.9949794614331355,0.524,0.5835889570552147,0.39159218872749607
hotpotqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1,52,86.53846153846153,1.9230769230769231,86.53846153846153,0.511965811965812,5.269230769230769,1.0384615384615385,0.061834741930588084,1.0328617069831127,0.5742222222222222,0.6526073619631901,0.4841843542325174
hotpotqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1_drop_mutual,52,0.0,0.0,0.0,0.42115384615384605,1.0,1.0,0.0,1.0328617069831127,0.5742222222222222,0.6526073619631901,0.4736934525463194
hotpotqa,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms2,52,0.0,0.0,0.0,0.26837606837606837,1.0,1.0,0.0,1.0328617069831127,0.5742222222222222,0.6526073619631901,0.40055190905962046
hotpotqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms1,52,67.3076923076923,1.9230769230769231,67.3076923076923,0.5175213675213676,4.288461538461538,1.1346153846153846,0.030401535127234314,0.9949794614331355,0.5226666666666666,0.5866564417177914,0.4555974029061185
