dataset,query_id,method,n_candidates,is_cyclic,n_fas_removed,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
hotpotqa,5ab6993f554299110f219a2b,win_rate_from_llm,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,markov_from_llm,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,tournament_sort_from_llm,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_topological,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_weighted_balance,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,greedy_fas_copeland,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,hybrid_rrf_repaired_copeland_a03,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,hybrid_rrf_unrepaired_copeland_a03,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,hybrid_rrf_repaired_balance_a03,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab6993f554299110f219a2b,hybrid_rrf_unrepaired_balance_a03,10,True,1,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5ab7948b5542995dae37e969,llm_pairwise_copeland,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,bt_from_llm,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,win_rate_from_llm,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,markov_from_llm,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,tournament_sort_from_llm,10,True,5,1.0,1.0,0.2,1.0,3.0,3
hotpotqa,5ab7948b5542995dae37e969,greedy_fas_topological,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,greedy_fas_weighted_balance,10,True,5,1.0,1.0,0.2,1.0,6.0,6
hotpotqa,5ab7948b5542995dae37e969,greedy_fas_copeland,10,True,5,1.0,1.0,0.2,1.0,6.0,6
hotpotqa,5ab7948b5542995dae37e969,hybrid_rrf_repaired_copeland_a03,10,True,5,1.0,1.0,0.2,1.0,6.0,6
hotpotqa,5ab7948b5542995dae37e969,hybrid_rrf_unrepaired_copeland_a03,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ab7948b5542995dae37e969,hybrid_rrf_repaired_balance_a03,10,True,5,1.0,1.0,0.2,1.0,6.0,6
hotpotqa,5ab7948b5542995dae37e969,hybrid_rrf_unrepaired_balance_a03,10,True,5,1.0,1.0,0.2,1.0,5.0,5
hotpotqa,5ac560235542993e66e82396,llm_pairwise_copeland,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,bt_from_llm,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,win_rate_from_llm,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,markov_from_llm,10,True,5,0.5,0.333333,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,tournament_sort_from_llm,10,True,5,0.5,0.333333,0.1,1.0,3.0,3
hotpotqa,5ac560235542993e66e82396,greedy_fas_topological,10,True,5,0.333333,0.142857,0.1,1.0,5.0,5
hotpotqa,5ac560235542993e66e82396,greedy_fas_weighted_balance,10,True,5,0.356207,0.166667,0.1,1.0,7.0,7
hotpotqa,5ac560235542993e66e82396,greedy_fas_copeland,10,True,5,0.356207,0.166667,0.1,1.0,7.0,7
hotpotqa,5ac560235542993e66e82396,hybrid_rrf_repaired_copeland_a03,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,hybrid_rrf_unrepaired_copeland_a03,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,hybrid_rrf_repaired_balance_a03,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5ac560235542993e66e82396,hybrid_rrf_unrepaired_balance_a03,10,True,5,0.386853,0.2,0.1,1.0,6.0,6
hotpotqa,5a72b8de5542994cef4bc3df,llm_pairwise_copeland,10,True,2,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a72b8de5542994cef4bc3df,bt_from_llm,10,True,2,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a72b8de5542994cef4bc3df,win_rate_from_llm,10,True,2,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a72b8de5542994cef4bc3df,markov_from_llm,10,True,2,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a72b8de5542994cef4bc3df,tournament_sort_from_llm,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,greedy_fas_topological,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,greedy_fas_weighted_balance,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,greedy_fas_copeland,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,hybrid_rrf_repaired_copeland_a03,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,hybrid_rrf_unrepaired_copeland_a03,10,True,2,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a72b8de5542994cef4bc3df,hybrid_rrf_repaired_balance_a03,10,True,2,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a72b8de5542994cef4bc3df,hybrid_rrf_unrepaired_balance_a03,10,True,2,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5ae18d615542997283cd2229,llm_pairwise_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,bt_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,win_rate_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,markov_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,tournament_sort_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,greedy_fas_topological,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,greedy_fas_weighted_balance,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,greedy_fas_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,hybrid_rrf_repaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,hybrid_rrf_unrepaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,hybrid_rrf_repaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae18d615542997283cd2229,hybrid_rrf_unrepaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,llm_pairwise_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,bt_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,win_rate_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,markov_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,tournament_sort_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,greedy_fas_topological,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,greedy_fas_weighted_balance,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,greedy_fas_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,hybrid_rrf_repaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,hybrid_rrf_unrepaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,hybrid_rrf_repaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a866b5b554299211dda2b23,hybrid_rrf_unrepaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5ae504a855429908b63264df,llm_pairwise_copeland,10,True,5,0.806574,0.625,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,bt_from_llm,10,True,5,0.806574,0.625,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,win_rate_from_llm,10,True,5,0.806574,0.625,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,markov_from_llm,10,True,5,0.850345,0.7,0.2,1.0,7.0,7
hotpotqa,5ae504a855429908b63264df,tournament_sort_from_llm,10,True,5,0.919721,0.833333,0.2,1.0,6.0,6
hotpotqa,5ae504a855429908b63264df,greedy_fas_topological,10,True,5,0.790386,0.6,0.2,1.0,5.0,5
hotpotqa,5ae504a855429908b63264df,greedy_fas_weighted_balance,10,True,5,0.797723,0.611111,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,greedy_fas_copeland,10,True,5,0.797723,0.611111,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,hybrid_rrf_repaired_copeland_a03,10,True,5,0.806574,0.625,0.2,1.0,9.0,9
hotpotqa,5ae504a855429908b63264df,hybrid_rrf_unrepaired_copeland_a03,10,True,5,0.806574,0.625,0.2,1.0,8.0,8
hotpotqa,5ae504a855429908b63264df,hybrid_rrf_repaired_balance_a03,10,True,5,0.806574,0.625,0.2,1.0,9.0,9
hotpotqa,5ae504a855429908b63264df,hybrid_rrf_unrepaired_balance_a03,10,True,5,0.806574,0.625,0.2,1.0,8.0,8
hotpotqa,5a7a1b845542990783324e5f,llm_pairwise_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,bt_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,win_rate_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,markov_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,tournament_sort_from_llm,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,greedy_fas_topological,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,greedy_fas_weighted_balance,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,greedy_fas_copeland,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,hybrid_rrf_repaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,hybrid_rrf_unrepaired_copeland_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,hybrid_rrf_repaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7a1b845542990783324e5f,hybrid_rrf_unrepaired_balance_a03,10,False,0,1.0,1.0,0.1,1.0,0,0
hotpotqa,5a7283355542991f9a20c4b1,llm_pairwise_copeland,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7283355542991f9a20c4b1,bt_from_llm,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7283355542991f9a20c4b1,win_rate_from_llm,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7283355542991f9a20c4b1,markov_from_llm,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7283355542991f9a20c4b1,tournament_sort_from_llm,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,greedy_fas_topological,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,greedy_fas_weighted_balance,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,greedy_fas_copeland,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,hybrid_rrf_repaired_copeland_a03,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,hybrid_rrf_unrepaired_copeland_a03,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7283355542991f9a20c4b1,hybrid_rrf_repaired_balance_a03,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7283355542991f9a20c4b1,hybrid_rrf_unrepaired_balance_a03,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a8f2ba155429918e830d1b9,llm_pairwise_copeland,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,bt_from_llm,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,win_rate_from_llm,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,markov_from_llm,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,tournament_sort_from_llm,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,greedy_fas_topological,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,greedy_fas_weighted_balance,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,greedy_fas_copeland,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,hybrid_rrf_repaired_copeland_a03,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,hybrid_rrf_unrepaired_copeland_a03,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,hybrid_rrf_repaired_balance_a03,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8f2ba155429918e830d1b9,hybrid_rrf_unrepaired_balance_a03,10,True,1,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5ab925fd554299131ca42281,llm_pairwise_copeland,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5ab925fd554299131ca42281,bt_from_llm,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5ab925fd554299131ca42281,win_rate_from_llm,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5ab925fd554299131ca42281,markov_from_llm,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5ab925fd554299131ca42281,tournament_sort_from_llm,10,True,7,1.0,1.0,0.1,1.0,5.0,5
hotpotqa,5ab925fd554299131ca42281,greedy_fas_topological,10,True,7,1.0,1.0,0.1,1.0,6.0,6
hotpotqa,5ab925fd554299131ca42281,greedy_fas_weighted_balance,10,True,7,1.0,1.0,0.1,1.0,7.0,7
hotpotqa,5ab925fd554299131ca42281,greedy_fas_copeland,10,True,7,1.0,1.0,0.1,1.0,7.0,7
hotpotqa,5ab925fd554299131ca42281,hybrid_rrf_repaired_copeland_a03,10,True,7,1.0,1.0,0.1,1.0,7.0,7
hotpotqa,5ab925fd554299131ca42281,hybrid_rrf_unrepaired_copeland_a03,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5ab925fd554299131ca42281,hybrid_rrf_repaired_balance_a03,10,True,7,1.0,1.0,0.1,1.0,7.0,7
hotpotqa,5ab925fd554299131ca42281,hybrid_rrf_unrepaired_balance_a03,10,True,7,1.0,1.0,0.1,1.0,8.0,8
hotpotqa,5a8cec13554299441c6b9f7d,llm_pairwise_copeland,10,True,14,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a8cec13554299441c6b9f7d,bt_from_llm,10,True,14,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a8cec13554299441c6b9f7d,win_rate_from_llm,10,True,14,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a8cec13554299441c6b9f7d,markov_from_llm,10,True,14,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a8cec13554299441c6b9f7d,tournament_sort_from_llm,10,True,14,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a8cec13554299441c6b9f7d,greedy_fas_topological,10,True,14,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a8cec13554299441c6b9f7d,greedy_fas_weighted_balance,10,True,14,1.0,1.0,0.1,1.0,6.0,6
hotpotqa,5a8cec13554299441c6b9f7d,greedy_fas_copeland,10,True,14,1.0,1.0,0.1,1.0,6.0,6
hotpotqa,5a8cec13554299441c6b9f7d,hybrid_rrf_repaired_copeland_a03,10,True,14,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a8cec13554299441c6b9f7d,hybrid_rrf_unrepaired_copeland_a03,10,True,14,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a8cec13554299441c6b9f7d,hybrid_rrf_repaired_balance_a03,10,True,14,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a8cec13554299441c6b9f7d,hybrid_rrf_unrepaired_balance_a03,10,True,14,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5adbf43655429947ff173864,llm_pairwise_copeland,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,bt_from_llm,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,win_rate_from_llm,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,markov_from_llm,10,True,1,1.0,1.0,0.2,1.0,2.0,2
hotpotqa,5adbf43655429947ff173864,tournament_sort_from_llm,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,greedy_fas_topological,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,greedy_fas_weighted_balance,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,greedy_fas_copeland,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,hybrid_rrf_repaired_copeland_a03,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,hybrid_rrf_unrepaired_copeland_a03,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,hybrid_rrf_repaired_balance_a03,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5adbf43655429947ff173864,hybrid_rrf_unrepaired_balance_a03,10,True,1,1.0,1.0,0.2,1.0,1.0,1
hotpotqa,5ab64285554299637185c67c,llm_pairwise_copeland,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,bt_from_llm,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,win_rate_from_llm,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,markov_from_llm,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,tournament_sort_from_llm,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,greedy_fas_topological,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,greedy_fas_weighted_balance,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,greedy_fas_copeland,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,hybrid_rrf_repaired_copeland_a03,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,hybrid_rrf_unrepaired_copeland_a03,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,hybrid_rrf_repaired_balance_a03,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ab64285554299637185c67c,hybrid_rrf_unrepaired_balance_a03,10,False,0,0.570642,0.416667,0.2,1.0,0,0
hotpotqa,5ae1dadf5542997f29b3c14f,llm_pairwise_copeland,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5ae1dadf5542997f29b3c14f,bt_from_llm,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5ae1dadf5542997f29b3c14f,win_rate_from_llm,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5ae1dadf5542997f29b3c14f,markov_from_llm,10,True,1,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5ae1dadf5542997f29b3c14f,tournament_sort_from_llm,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,greedy_fas_topological,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,greedy_fas_weighted_balance,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,greedy_fas_copeland,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,hybrid_rrf_repaired_copeland_a03,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,hybrid_rrf_unrepaired_copeland_a03,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5ae1dadf5542997f29b3c14f,hybrid_rrf_repaired_balance_a03,10,True,1,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5ae1dadf5542997f29b3c14f,hybrid_rrf_unrepaired_balance_a03,10,True,1,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,llm_pairwise_copeland,10,True,5,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,bt_from_llm,10,True,5,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a7cb9b95542990527d55515,win_rate_from_llm,10,True,5,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,markov_from_llm,10,True,5,1.0,1.0,0.1,1.0,3.0,3
hotpotqa,5a7cb9b95542990527d55515,tournament_sort_from_llm,10,True,5,1.0,1.0,0.1,1.0,1.0,1
hotpotqa,5a7cb9b95542990527d55515,greedy_fas_topological,10,True,5,1.0,1.0,0.1,1.0,4.0,4
hotpotqa,5a7cb9b95542990527d55515,greedy_fas_weighted_balance,10,True,5,1.0,1.0,0.1,1.0,5.0,5
hotpotqa,5a7cb9b95542990527d55515,greedy_fas_copeland,10,True,5,1.0,1.0,0.1,1.0,5.0,5
hotpotqa,5a7cb9b95542990527d55515,hybrid_rrf_repaired_copeland_a03,10,True,5,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,hybrid_rrf_unrepaired_copeland_a03,10,True,5,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,hybrid_rrf_repaired_balance_a03,10,True,5,1.0,1.0,0.1,1.0,2.0,2
hotpotqa,5a7cb9b95542990527d55515,hybrid_rrf_unrepaired_balance_a03,10,True,5,1.0,1.0,0.1,1.0,2.0,2
