dataset,regime,query_id,pair_name,method_key,metric,cutoff,greedy,ilp_scip,delta
bright,ms1,biology:5,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.8539316501572937,0.8539316501572937,0.0
bright,ms1,biology:5,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.7618870795651185,0.7618870795651185,0.0
bright,ms1,biology:5,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.7618870795651185,0.7618870795651185,0.0
bright,ms1,biology:5,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,1.0,1.0,0.0
bright,ms1,biology:5,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.95,0.95,0.0
bright,ms1,biology:5,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.8539316501572937,0.8539316501572937,0.0
bright,ms1,biology:5,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.7618870795651185,0.7618870795651185,0.0
bright,ms1,biology:5,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.7618870795651185,0.7618870795651185,0.0
bright,ms1,biology:5,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,1.0,1.0,0.0
bright,ms1,biology:5,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.95,0.95,0.0
bright,ms1,biology:5,topological_repaired,topological_repaired,nDCG@5,5,0.5531464700081437,0.5531464700081437,0.0
bright,ms1,biology:5,topological_repaired,topological_repaired,nDCG@10,10,0.6967728672917264,0.6887841483036672,-0.007988718988059196
bright,ms1,biology:5,topological_repaired,topological_repaired,nDCG@20,20,0.6967728672917264,0.6887841483036672,-0.007988718988059196
bright,ms1,biology:5,topological_repaired,topological_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:5,topological_repaired,topological_repaired,MAP,,0.75,0.725,-0.025000000000000022
bright,ms1,biology:5,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.5531464700081437,0.5531464700081437,0.0
bright,ms1,biology:5,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.7021799053685303,0.6887841483036672,-0.013395757064863067
bright,ms1,biology:5,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.7021799053685303,0.6887841483036672,-0.013395757064863067
bright,ms1,biology:5,priority_topological_repaired,priority_topological_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:5,priority_topological_repaired,priority_topological_repaired,MAP,,0.7678571428571428,0.725,-0.042857142857142816
bright,ms1,biology:6,copeland,copeland_graph_repaired,nDCG@5,5,0.5087403079104241,0.639945385422766,0.1312050775123419
bright,ms1,biology:6,copeland,copeland_graph_repaired,nDCG@10,10,0.39375843764607193,0.48153499054313026,0.08777655289705832
bright,ms1,biology:6,copeland,copeland_graph_repaired,nDCG@20,20,0.36484636658059805,0.3818734207249108,0.01702705414431277
bright,ms1,biology:6,copeland,copeland_graph_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,copeland,copeland_graph_repaired,MAP,,0.5104076479076479,0.5738756613756614,0.06346801346801345
bright,ms1,biology:6,balance,balance_graph_repaired,nDCG@5,5,0.48522855511632257,0.4703652827859579,-0.014863272330364663
bright,ms1,biology:6,balance,balance_graph_repaired,nDCG@10,10,0.38113435412202,0.4448530294934502,0.06371867537143017
bright,ms1,biology:6,balance,balance_graph_repaired,nDCG@20,20,0.35696245720496345,0.3584633427209877,0.0015008855160242307
bright,ms1,biology:6,balance,balance_graph_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,balance,balance_graph_repaired,MAP,,0.48908770967594495,0.5017620723503077,0.012674362674362727
bright,ms1,biology:6,markov,markov_graph_repaired,nDCG@5,5,0.5531464700081437,0.5531464700081437,0.0
bright,ms1,biology:6,markov,markov_graph_repaired,nDCG@10,10,0.42520843362602373,0.43735247915031,0.012144045524286273
bright,ms1,biology:6,markov,markov_graph_repaired,nDCG@20,20,0.3854064290302751,0.39324379948986055,0.007837370459585435
bright,ms1,biology:6,markov,markov_graph_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,markov,markov_graph_repaired,MAP,,0.5724210430092783,0.6001988207870561,0.02777777777777779
bright,ms1,biology:6,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.5531464700081437,0.5531464700081437,0.0
bright,ms1,biology:6,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.42257499837058643,0.43735247915031,0.014777480779723573
bright,ms1,biology:6,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.3810317524165641,0.3905686560042921,0.009536903587727963
bright,ms1,biology:6,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.5534632034632034,0.5867965367965368,0.033333333333333326
bright,ms1,biology:6,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.5531464700081437,0.5531464700081437,0.0
bright,ms1,biology:6,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.42520843362602373,0.42838543210841196,0.003176998482388227
bright,ms1,biology:6,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.3814948566542739,0.3847816166313468,0.003286759977072895
bright,ms1,biology:6,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.553968253968254,0.5659632034632035,0.011994949494949503
bright,ms1,biology:6,topological_repaired,topological_repaired,nDCG@5,5,0.48522855511632257,0.5531464700081437,0.06791791489182109
bright,ms1,biology:6,topological_repaired,topological_repaired,nDCG@10,10,0.37850091886658266,0.5036067026046991,0.12510578373811643
bright,ms1,biology:6,topological_repaired,topological_repaired,nDCG@20,20,0.35499966214180123,0.3961177830140568,0.04111812087225558
bright,ms1,biology:6,topological_repaired,topological_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,topological_repaired,topological_repaired,MAP,,0.48262987012987013,0.6127645502645503,0.13013468013468021
bright,ms1,biology:6,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.48522855511632257,0.5531464700081437,0.06791791489182109
bright,ms1,biology:6,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.37850091886658266,0.5036067026046991,0.12510578373811643
bright,ms1,biology:6,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.3547136956292743,0.39687762022360257,0.04216392459432827
bright,ms1,biology:6,priority_topological_repaired,priority_topological_repaired,MRR,,1.0,1.0,0.0
bright,ms1,biology:6,priority_topological_repaired,priority_topological_repaired,MAP,,0.48215811965811967,0.616931216931217,0.13477309727309733
