dataset,regime,query_id,n_nodes,n_edges_pre_repair,is_cyclic_pre_repair,greedy_n_edges_removed,greedy_weight_removed,ilp_n_edges_removed,ilp_weight_removed,ilp_proven_optimal,weight_removed_delta_ilp_minus_greedy,edges_removed_delta_ilp_minus_greedy,same_edges_removed_set,repaired_is_dag_greedy,repaired_is_dag_ilp,bew_post_greedy,bew_post_ilp,pic_post_greedy,pic_post_ilp
bright,ms1,biology:11,20,204,True,40,7.259999263210303,19,5.685012763900826,True,-1.5749864993094773,-21,False,True,True,28.44558459318246,28.62646766156366,73,76
bright,ms1,biology:12,20,192,True,29,8.512609243722114,22,7.353415940695341,True,-1.1591933030267727,-7,False,True,True,23.925070208891473,23.978295286188963,54,56
bright,ms1,biology:13,20,216,True,63,19.77577123042376,46,15.58266568918166,True,-4.193105541242101,-17,False,True,True,24.364597231341435,24.22280858438053,44,45
bright,ms1,biology:14,20,99,True,2,0.12761242670124517,2,0.12761242670124517,True,0.0,0,True,True,True,10.400834708936666,10.400834708936666,30,30
bright,ms1,biology:15,20,67,True,10,3.4162702890000967,7,2.592103532013805,True,-0.8241667569862918,-3,False,True,True,26.122481027929236,26.122481027929236,47,47
bright,ms1,biology:16,20,131,True,8,0.9406706164569059,3,0.6511365142083029,True,-0.289534102248603,-5,False,True,True,15.550440138869298,15.385600254488152,47,48
bright,ms1,biology:17,20,163,True,15,2.9025009088446123,9,2.450458557863106,True,-0.45204235098150614,-6,False,True,True,14.325545397575771,15.134983571682929,45,51
bright,ms1,biology:18,20,78,True,16,3.4282247653149867,8,2.0759652941693623,True,-1.3522594711456244,-8,False,True,True,19.782333182826264,19.452824263885613,37,39
bright,ms1,biology:19,20,76,True,1,0.12057638961487827,1,0.12057638961487827,True,0.0,0,True,True,True,5.418520817603719,5.418520817603719,26,26
bright,ms1,biology:20,20,80,True,4,1.0312563624667221,4,1.0312563624667221,True,0.0,0,True,True,True,10.024495525211838,10.024495525211838,13,13
bright,ms1,biology:21,20,135,True,8,1.115748311543289,7,0.9588737293257998,True,-0.15687458221748907,-1,False,True,True,11.859939226421385,12.016813808638874,36,37
bright,ms1,biology:22,20,140,True,22,6.175660715871224,15,5.424379440051008,True,-0.7512812758202161,-7,False,True,True,22.191739978139385,21.5309541589975,40,40
bright,ms1,biology:23,20,66,True,2,0.13332600199920785,2,0.13332600199920785,True,0.0,0,True,True,True,21.574183392182007,21.574183392182007,35,35
bright,ms1,biology:24,20,167,True,6,0.4439718361941084,1,0.24159983146479333,True,-0.20237200472931507,-5,False,True,True,14.824061675941728,14.948077728337552,46,49
bright,ms1,biology:25,20,184,True,38,11.582170292118267,28,9.623705527942375,True,-1.9584647641758917,-10,False,True,True,29.3374443076126,29.714865025394147,64,66
bright,ms1,biology:26,20,123,True,11,2.7901728812227877,8,2.3626034273048186,True,-0.4275694539179691,-3,False,True,True,28.695167887367248,28.766251604635983,46,47
bright,ms1,biology:27,20,192,True,17,2.011188505600268,16,1.9726094680074209,True,-0.0385790375928472,-1,False,True,True,20.980968571052987,21.019547608645833,60,61
bright,ms1,biology:28,20,128,True,18,2.663410377972826,11,2.2138708263996,True,-0.44953955157322634,-7,False,True,True,15.65185263287865,14.966211388566677,30,30
bright,ms1,biology:29,20,235,True,77,19.016551455788953,49,14.293378049482705,True,-4.723173406306248,-28,False,True,True,53.57637443422358,55.02061320897079,77,92
bright,ms1,biology:30,20,182,True,34,2.365909362226982,23,1.905485283266481,True,-0.46042407896050097,-11,False,True,True,11.469033688122492,11.788730343281848,45,48
bright,ms1,biology:31,20,181,True,26,4.002347360153311,20,3.5073044844295866,True,-0.4950428757237244,-6,False,True,True,20.720825366543888,20.8248440000163,50,53
bright,ms1,biology:32,20,73,False,0,0.0,0,0.0,True,0.0,0,True,True,True,16.15902209711984,16.15902209711984,28,28
bright,ms1,biology:33,20,161,True,12,3.8286166250837663,9,2.8032612699728556,True,-1.0253553551109107,-3,False,True,True,21.757867554168218,21.957153083631628,54,54
bright,ms1,biology:34,20,195,True,54,15.294900727545961,35,11.195561697112074,True,-4.099339030433887,-19,False,True,True,25.802711889639333,27.301297804280818,66,70
bright,ms1,biology:35,20,146,True,21,8.240662083371584,12,6.620538897649878,True,-1.620123185721706,-9,False,True,True,19.930853257139166,23.76304235884426,47,59
bright,ms1,biology:36,20,114,True,26,6.567658312185752,11,4.304348213589205,True,-2.2633100985965466,-15,False,True,True,37.80816900947487,36.186754640109534,51,52
bright,ms1,biology:37,20,98,False,0,0.0,0,0.0,True,0.0,0,True,True,True,36.46060089538466,36.46060089538466,67,67
bright,ms1,biology:38,20,126,True,3,0.4525229790321271,1,0.4085086761863151,True,-0.04401430284581204,-2,False,True,True,13.616811376272423,13.208302700086108,32,31
bright,ms1,biology:39,20,169,True,17,3.1534649529039567,11,2.6703867100780716,True,-0.4830782428258851,-6,False,True,True,20.876820709539494,21.00182446452959,59,60
bright,ms1,biology:40,20,109,True,9,1.1085550207917378,6,0.8502238507392029,True,-0.2583311700525349,-3,False,True,True,27.782136467611885,27.977457535031096,53,54
bright,ms1,biology:41,20,127,True,8,1.0957123980311596,7,0.9766365477014858,True,-0.11907585032967383,-1,False,True,True,27.155632185025237,27.274708035354912,63,64
bright,ms1,biology:42,20,155,True,31,8.454835200536884,24,6.937733334986457,True,-1.5171018655504271,-7,False,True,True,29.85341605596539,31.614665487653923,53,58
bright,ms1,biology:43,20,201,True,67,13.443415822877027,48,10.157877193785247,True,-3.2855386290917803,-19,False,True,True,17.16719727994298,17.26436584792677,48,50
bright,ms1,biology:44,20,176,True,14,2.6977433913600715,13,2.6832437775256657,True,-0.014499613834405789,-1,False,True,True,36.96721426803105,36.96721426803105,83,83
bright,ms1,biology:45,20,88,True,26,8.442118028062046,17,6.489820236087413,True,-1.9522977919746332,-9,False,True,True,15.969614207228943,16.0881780042343,28,29
bright,ms1,biology:46,20,97,True,2,0.48936040192300834,2,0.48936040192300834,True,0.0,0,True,True,True,14.745277500255662,14.745277500255662,34,34
bright,ms1,biology:47,20,115,True,15,5.32239449385262,10,3.983990166112303,True,-1.3384043277403173,-5,False,True,True,24.423469913610752,25.1011541867604,45,47
bright,ms1,biology:48,20,133,True,18,2.3306345636418655,8,1.0893557416548867,True,-1.2412788219869788,-10,False,True,True,31.294999058375733,32.005268175771235,54,60
bright,ms1,biology:49,20,152,True,24,6.339120714841419,17,4.754085237450238,True,-1.5850354773911812,-7,False,True,True,38.981975352745195,40.26238791526721,68,72
bright,ms1_drop_mutual,biology:0,20,97,False,0,0.0,0,0.0,True,0.0,0,True,True,True,22.695178431040794,22.695178431040794,46,46
bright,ms1_drop_mutual,biology:1,20,87,False,0,0.0,0,0.0,True,0.0,0,True,True,True,12.73762348136649,12.73762348136649,32,32
bright,ms1_drop_mutual,biology:2,20,148,False,0,0.0,0,0.0,True,0.0,0,True,True,True,13.144224275248526,13.144224275248526,57,57
bright,ms1_drop_mutual,biology:3,20,94,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.847900551012558,7.847900551012558,29,29
bright,ms1_drop_mutual,biology:4,20,166,False,0,0.0,0,0.0,True,0.0,0,True,True,True,6.714814988985556,6.714814988985556,54,54
bright,ms1_drop_mutual,biology:5,20,174,False,0,0.0,0,0.0,True,0.0,0,True,True,True,13.675276162120133,13.675276162120133,84,84
bright,ms1_drop_mutual,biology:6,20,149,True,8,1.5098924356743608,4,1.3171773429934108,True,-0.19271509268095,-4,False,True,True,44.875197124368135,46.11986028059152,73,79
bright,ms1_drop_mutual,biology:7,20,144,False,0,0.0,0,0.0,True,0.0,0,True,True,True,9.52472740430597,9.52472740430597,52,52
bright,ms1_drop_mutual,biology:8,20,128,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.385008952069754,43.385008952069754,73,73
bright,ms1_drop_mutual,biology:9,20,135,False,0,0.0,0,0.0,True,0.0,0,True,True,True,41.33235639261682,41.33235639261682,61,61
bright,ms1_drop_mutual,biology:10,20,144,False,0,0.0,0,0.0,True,0.0,0,True,True,True,11.833841814499815,11.833841814499815,62,62
bright,ms1_drop_mutual,biology:11,20,170,False,0,0.0,0,0.0,True,0.0,0,True,True,True,17.708576386517077,17.708576386517077,66,66
bright,ms1_drop_mutual,biology:12,20,154,False,0,0.0,0,0.0,True,0.0,0,True,True,True,19.43665628500332,19.43665628500332,52,52
bright,ms1_drop_mutual,biology:13,20,132,False,0,0.0,0,0.0,True,0.0,0,True,True,True,20.32871432359603,20.32871432359603,41,41
bright,ms1_drop_mutual,biology:14,20,95,False,0,0.0,0,0.0,True,0.0,0,True,True,True,10.400834708936666,10.400834708936666,30,30
bright,ms1_drop_mutual,biology:15,20,63,True,5,1.4942578856376936,3,1.2337636615205367,True,-0.26049422411715684,-2,False,True,True,25.397981092117977,25.543003516579244,46,47
bright,ms1_drop_mutual,biology:16,20,125,False,0,0.0,0,0.0,True,0.0,0,True,True,True,15.093551723767712,15.093551723767712,47,47
bright,ms1_drop_mutual,biology:17,20,147,False,0,0.0,0,0.0,True,0.0,0,True,True,True,11.915032467971143,11.915032467971143,48,48
bright,ms1_drop_mutual,biology:18,20,68,True,3,0.2976841642219815,1,0.2679521272448151,True,-0.02973203697716642,-2,False,True,True,18.523614367546074,18.523614367546074,39,39
bright,ms1_drop_mutual,biology:19,20,74,False,0,0.0,0,0.0,True,0.0,0,True,True,True,4.798131663820233,4.798131663820233,25,25
bright,ms1_drop_mutual,biology:20,20,74,False,0,0.0,0,0.0,True,0.0,0,True,True,True,9.067243446844687,9.067243446844687,11,11
bright,ms1_drop_mutual,biology:21,20,122,False,0,0.0,0,0.0,True,0.0,0,True,True,True,11.05375914841529,11.05375914841529,35,35
bright,ms1_drop_mutual,biology:22,20,116,False,0,0.0,0,0.0,True,0.0,0,True,True,True,14.936275490372271,14.936275490372271,32,32
bright,ms1_drop_mutual,biology:23,20,62,False,0,0.0,0,0.0,True,0.0,0,True,True,True,20.24559791238819,20.24559791238819,33,33
bright,ms1_drop_mutual,biology:24,20,165,False,0,0.0,0,0.0,True,0.0,0,True,True,True,14.632268432922363,14.632268432922363,48,48
bright,ms1_drop_mutual,biology:25,20,137,True,3,0.20619826057525803,2,0.1792616360923725,True,-0.02693662448288553,-1,False,True,True,21.14949178647058,21.14949178647058,57,57
bright,ms1_drop_mutual,biology:26,20,113,False,0,0.0,0,0.0,True,0.0,0,True,True,True,26.782352441744052,26.782352441744052,47,47
bright,ms1_drop_mutual,biology:27,20,173,False,0,0.0,0,0.0,True,0.0,0,True,True,True,17.593219234623167,17.593219234623167,59,59
bright,ms1_drop_mutual,biology:28,20,108,True,2,0.03392159043700657,1,0.019721777035946075,True,-0.014199813401060496,-1,False,True,True,10.124033699913555,10.138233513314615,24,25
bright,ms1_drop_mutual,biology:29,20,139,False,0,0.0,0,0.0,True,0.0,0,True,True,True,34.65845183668468,34.65845183668468,64,64
bright,ms1_drop_mutual,biology:30,20,157,True,8,0.2994912363284954,5,0.22979312543049668,True,-0.06969811089799871,-3,False,True,True,11.359711820063268,11.359711820063268,49,49
bright,ms1_drop_mutual,biology:31,20,142,False,0,0.0,0,0.0,True,0.0,0,True,True,True,14.839514640313832,14.839514640313832,40,40
bright,ms1_drop_mutual,biology:32,20,73,False,0,0.0,0,0.0,True,0.0,0,True,True,True,16.15902209711984,16.15902209711984,28,28
bright,ms1_drop_mutual,biology:33,20,143,False,0,0.0,0,0.0,True,0.0,0,True,True,True,21.463913869503912,21.463913869503912,53,53
bright,ms1_drop_mutual,biology:34,20,137,False,0,0.0,0,0.0,True,0.0,0,True,True,True,22.801229696375426,22.801229696375426,66,66
bright,ms1_drop_mutual,biology:35,20,124,False,0,0.0,0,0.0,True,0.0,0,True,True,True,20.471663503270655,20.471663503270655,55,55
bright,ms1_drop_mutual,biology:36,20,92,False,0,0.0,0,0.0,True,0.0,0,True,True,True,30.542764255528898,30.542764255528898,46,46
bright,ms1_drop_mutual,biology:37,20,98,False,0,0.0,0,0.0,True,0.0,0,True,True,True,36.46060089538466,36.46060089538466,67,67
bright,ms1_drop_mutual,biology:38,20,124,False,0,0.0,0,0.0,True,0.0,0,True,True,True,13.208302700086108,13.208302700086108,31,31
bright,ms1_drop_mutual,biology:39,20,147,False,0,0.0,0,0.0,True,0.0,0,True,True,True,18.91614193452703,18.91614193452703,57,57
bright,ms1_drop_mutual,biology:40,20,103,False,0,0.0,0,0.0,True,0.0,0,True,True,True,27.507510430157982,27.507510430157982,56,56
bright,ms1_drop_mutual,biology:41,20,117,True,2,0.1762803976125308,2,0.1762803976125308,True,0.0,0,True,True,True,27.27470803535491,27.27470803535491,64,64
bright,ms1_drop_mutual,biology:42,20,121,True,6,0.9750738145291681,2,0.594611070942586,True,-0.38046274358658205,-4,False,True,True,27.860522043825114,28.240984787411698,53,57
bright,ms1_drop_mutual,biology:43,20,127,True,9,0.9189132287267833,5,0.7746367451181817,True,-0.14427648360860157,-4,False,True,True,11.947065630681756,11.947065630681756,40,40
bright,ms1_drop_mutual,biology:44,20,154,False,0,0.0,0,0.0,True,0.0,0,True,True,True,34.8667031062961,34.8667031062961,79,79
bright,ms1_drop_mutual,biology:45,20,64,True,5,0.38201058745199123,4,0.29315854226214044,True,-0.08885204518985079,-1,False,True,True,13.832551810559217,13.82003300321477,28,28
bright,ms1_drop_mutual,biology:46,20,93,False,0,0.0,0,0.0,True,0.0,0,True,True,True,14.057069711316549,14.057069711316549,33,33
bright,ms1_drop_mutual,biology:47,20,96,False,0,0.0,0,0.0,True,0.0,0,True,True,True,19.30765257203753,19.30765257203753,41,41
bright,ms1_drop_mutual,biology:48,20,117,False,0,0.0,0,0.0,True,0.0,0,True,True,True,29.58945211562784,29.58945211562784,56,56
bright,ms1_drop_mutual,biology:49,20,126,True,4,0.5032576207236684,1,0.32264672112842424,True,-0.18061089959524418,-3,False,True,True,37.638369943136574,37.638369943136574,67,67
bright,ms2,biology:1,20,8,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:2,20,17,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:3,20,26,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.112148425178938,2.112148425178938,3,3
bright,ms2,biology:4,20,16,False,0,0.0,0,0.0,True,0.0,0,True,True,True,1.5785639799590885,1.5785639799590885,2,2
bright,ms2,biology:5,20,32,False,0,0.0,0,0.0,True,0.0,0,True,True,True,6.5214912628219786,6.5214912628219786,8,8
bright,ms2,biology:6,20,33,False,0,0.0,0,0.0,True,0.0,0,True,True,True,18.746638067261653,18.746638067261653,19,19
bright,ms2,biology:7,20,30,False,0,0.0,0,0.0,True,0.0,0,True,True,True,6.090292035339953,6.090292035339953,5,5
bright,ms2,biology:8,20,31,False,0,0.0,0,0.0,True,0.0,0,True,True,True,26.88107272963251,26.88107272963251,24,24
bright,ms2,biology:9,20,59,False,0,0.0,0,0.0,True,0.0,0,True,True,True,34.97654515879258,34.97654515879258,29,29
bright,ms2,biology:10,20,22,False,0,0.0,0,0.0,True,0.0,0,True,True,True,1.0562377459635957,1.0562377459635957,1,1
bright,ms2,biology:11,20,7,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.7631222050454657,0.7631222050454657,1,1
bright,ms2,biology:12,20,32,False,0,0.0,0,0.0,True,0.0,0,True,True,True,9.241752753625477,9.241752753625477,8,8
bright,ms2,biology:13,20,53,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.033902985877571,7.033902985877571,8,8
bright,ms2,biology:14,20,15,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.727008916933964,2.727008916933964,4,4
bright,ms2,biology:15,20,2,False,0,0.0,0,0.0,True,0.0,0,True,True,True,1.0243447660152294,1.0243447660152294,1,1
bright,ms2,biology:16,20,3,False,0,0.0,0,0.0,True,0.0,0,True,True,True,1.0882444291900069,1.0882444291900069,3,3
bright,ms2,biology:17,20,50,False,0,0.0,0,0.0,True,0.0,0,True,True,True,4.590895575980443,4.590895575980443,5,5
bright,ms2,biology:18,20,3,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.2936249238856457,2.2936249238856457,2,2
bright,ms2,biology:19,20,13,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:20,20,23,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.590158280342036,7.590158280342036,7,7
bright,ms2,biology:21,20,36,False,0,0.0,0,0.0,True,0.0,0,True,True,True,3.806865908916807,3.806865908916807,4,4
bright,ms2,biology:22,20,20,False,0,0.0,0,0.0,True,0.0,0,True,True,True,5.155468326121794,5.155468326121794,6,6
bright,ms2,biology:23,20,1,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:24,20,42,False,0,0.0,0,0.0,True,0.0,0,True,True,True,8.43069670595431,8.43069670595431,6,6
bright,ms2,biology:25,20,24,False,0,0.0,0,0.0,True,0.0,0,True,True,True,5.172944570087122,5.172944570087122,5,5
bright,ms2,biology:26,20,5,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.9263567584634355,0.9263567584634355,1,1
bright,ms2,biology:27,20,33,False,0,0.0,0,0.0,True,0.0,0,True,True,True,3.9984293855472393,3.9984293855472393,5,5
bright,ms2,biology:28,20,25,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.011812217493942,7.011812217493942,7,7
bright,ms2,biology:29,20,45,False,0,0.0,0,0.0,True,0.0,0,True,True,True,26.883776714162764,26.883776714162764,27,27
bright,ms2,biology:30,20,41,False,0,0.0,0,0.0,True,0.0,0,True,True,True,6.957241444502031,6.957241444502031,4,4
bright,ms2,biology:31,20,54,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.2375385815204276,2.2375385815204276,4,4
bright,ms2,biology:32,20,3,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:33,20,32,False,0,0.0,0,0.0,True,0.0,0,True,True,True,3.619722469496305,3.619722469496305,6,6
bright,ms2,biology:34,20,18,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:35,20,15,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.6048175681775207,2.6048175681775207,3,3
bright,ms2,biology:36,20,29,False,0,0.0,0,0.0,True,0.0,0,True,True,True,20.639226562809363,20.639226562809363,16,16
bright,ms2,biology:37,20,3,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.0453111967727216,2.0453111967727216,2,2
bright,ms2,biology:38,20,31,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.0569001408707606,2.0569001408707606,3,3
bright,ms2,biology:39,20,34,False,0,0.0,0,0.0,True,0.0,0,True,True,True,4.598902192485454,4.598902192485454,4,4
bright,ms2,biology:40,20,8,False,0,0.0,0,0.0,True,0.0,0,True,True,True,1.4393568954584686,1.4393568954584686,1,1
bright,ms2,biology:41,20,18,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.5292103475510096,0.5292103475510096,1,1
bright,ms2,biology:42,20,8,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:43,20,13,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.47567088707687216,0.47567088707687216,1,1
bright,ms2,biology:44,20,22,False,0,0.0,0,0.0,True,0.0,0,True,True,True,10.942175195522093,10.942175195522093,12,12
bright,ms2,biology:45,20,2,False,0,0.0,0,0.0,True,0.0,0,True,True,True,2.1163422812575474,2.1163422812575474,2,2
bright,ms2,biology:46,20,2,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.0,0.0,0,0
bright,ms2,biology:47,20,9,False,0,0.0,0,0.0,True,0.0,0,True,True,True,3.6426820275038136,3.6426820275038136,3,3
bright,ms2,biology:48,20,7,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.8559680140863479,0.8559680140863479,1,1
bright,ms2,biology:49,20,4,False,0,0.0,0,0.0,True,0.0,0,True,True,True,0.9103804184586883,0.9103804184586883,2,2
fiqa,ms1,0,20,181,True,32,4.593581247817958,21,3.9769418721391854,True,-0.6166393756787723,-11,False,True,True,52.75714892013682,52.42612228105949,109,109
fiqa,ms1,4,20,216,True,58,7.019522918809651,36,4.613417353129239,True,-2.406105565680412,-22,False,True,True,60.522419408937694,60.03404431123614,83,89
fiqa,ms1,5,20,209,True,50,9.75186468949554,35,7.829371996058833,True,-1.9224926934367064,-15,False,True,True,65.38248188248049,65.65760979463117,103,104
fiqa,ms1,6,20,202,True,48,6.906105121525807,18,3.6964594272452485,True,-3.209645694280559,-30,False,True,True,41.39630598087013,42.89566904010625,62,75
fiqa,ms1,7,20,177,True,33,8.000659156591189,17,4.354215768874145,True,-3.646443387717044,-16,False,True,True,45.84361961473488,46.80905691296172,90,95
fiqa,ms1,9,20,213,True,44,9.581769967977126,30,7.042516591618492,True,-2.5392533763586336,-14,False,True,True,60.59715072602678,61.13300664271353,85,89
fiqa,ms1,11,20,189,True,14,1.6734839289060561,5,1.0203229898704753,True,-0.6531609390355808,-9,False,True,True,79.7747225451696,79.87292818889341,116,118
fiqa,ms1,12,20,191,True,61,20.79561354916134,35,13.824116075869691,True,-6.971497473291651,-26,False,True,True,31.140113768252508,30.427568729871357,58,59
fiqa,ms1,13,20,204,True,55,13.776331884590274,38,8.829162307406552,True,-4.947169577183722,-17,False,True,True,51.720885947535635,54.62272965509574,95,103
fiqa,ms1,14,20,195,True,32,3.5773975276513323,21,2.269831122546772,True,-1.3075664051045601,-11,False,True,True,24.706105045402733,25.030786052413777,63,65
fiqa,ms1,16,20,170,True,33,6.422549536993134,25,5.658320454463683,True,-0.7642290825294502,-8,False,True,True,26.256395753208096,26.399844570875796,59,61
fiqa,ms1,19,20,163,True,4,0.19146547098384215,4,0.19146547098384215,True,0.0,0,True,True,True,21.453254110355072,21.453254110355072,56,56
fiqa,ms1,20,20,228,True,69,23.03115417218958,52,19.269707543112215,True,-3.7614466290773656,-17,False,True,True,60.85573644054869,64.13529573942913,90,103
fiqa,ms1,21,20,198,True,65,13.407763064930135,42,10.250541074459074,True,-3.1572219904710614,-23,False,True,True,36.38374234478395,36.94801649676278,80,90
fiqa,ms1,23,20,188,True,29,10.108433574749203,16,5.816620342281377,True,-4.291813232467826,-13,False,True,True,41.45551100687989,42.909290065421125,81,86
fiqa,ms1,25,20,220,True,67,18.81752413647911,39,11.452407012267605,True,-7.3651171242115065,-28,False,True,True,49.982832095644056,50.47881477821483,70,75
fiqa,ms1,27,20,165,True,30,6.55897763121216,15,4.378056134780752,True,-2.1809214964314085,-15,False,True,True,32.41111119783993,32.830881563431596,56,59
fiqa,ms1,28,20,213,True,56,12.48497325595351,38,9.486684084218393,True,-2.9982891717351166,-18,False,True,True,20.30202295578022,21.955683660088052,56,61
fiqa,ms1,30,20,208,True,41,6.150701769552635,21,3.9009594543275257,True,-2.249742315225109,-20,False,True,True,66.08890348421833,65.95344585190689,112,116
fiqa,ms1,31,20,186,True,22,1.7458335601647197,6,0.7973397656152525,True,-0.9484937945494671,-16,False,True,True,25.114533419106436,25.94006678862778,66,72
fiqa,ms1,32,20,173,True,28,5.918376251085061,11,3.7582250430324717,True,-2.160151208052589,-17,False,True,True,30.948426026932527,32.39231088560076,55,64
fiqa,ms1,33,20,178,True,35,4.778659825888609,20,2.9785767446872438,True,-1.8000830812013655,-15,False,True,True,28.199664878416183,30.352725380094206,55,69
fiqa,ms1,35,20,209,True,52,9.771276266645762,33,8.220201881486465,True,-1.5510743851592963,-19,False,True,True,42.36200522259033,42.341920017220886,97,102
fiqa,ms1,36,20,206,True,60,17.480113435726714,39,13.422050072202815,True,-4.0580633635239,-21,False,True,True,33.189699826005956,37.376995969307714,73,85
fiqa,ms1,37,20,177,True,4,0.5370804239178743,4,0.5370804239178743,True,0.0,0,True,True,True,56.581733045172044,56.581733045172044,98,98
fiqa,ms1,41,20,196,True,43,10.525843668288676,30,8.200648763493936,True,-2.3251949047947402,-13,False,True,True,22.421426324792574,22.993083475627223,44,48
fiqa,ms1,43,20,167,True,48,12.465004022697986,25,7.429304575061615,True,-5.035699447636371,-23,False,True,True,38.51836110959866,38.90328407994732,74,79
fiqa,ms1,45,20,191,True,18,4.271491196523552,10,3.3101651242112435,True,-0.9613260723123087,-8,False,True,True,35.362970091573835,35.89840398879948,70,74
fiqa,ms1,46,20,187,True,28,3.3401736837038545,3,1.6299137429018256,True,-1.710259940802029,-25,False,True,True,30.417787720191104,31.64078281570887,77,87
fiqa,ms1,47,20,203,True,44,9.539336478749798,30,7.186186664295113,True,-2.3531498144546843,-14,False,True,True,39.96732348795207,41.07445360407638,78,83
fiqa,ms1,48,20,187,True,33,6.128620974818913,25,5.0972809554121845,True,-1.0313400194067288,-8,False,True,True,58.09901163457829,58.377265617975596,76,79
fiqa,ms1,49,20,219,True,53,8.704166529400128,38,6.122421093349499,True,-2.581745436050629,-15,False,True,True,65.26087800007457,65.41259335918431,89,90
fiqa,ms1,51,20,183,True,44,7.686640024671454,17,4.608810276673213,True,-3.0778297479982406,-27,False,True,True,43.77806773053015,45.78738369856,72,83
fiqa,ms1,52,20,187,True,15,2.338190498673596,3,1.672969593337351,True,-0.6652209053362452,-12,False,True,True,25.989823903530734,26.39917429160597,78,83
fiqa,ms1,53,20,174,True,37,10.741508943224543,23,7.700023946598547,True,-3.0414849966259965,-14,False,True,True,33.06242465820494,33.81868918211238,69,75
fiqa,ms1,54,20,213,True,49,9.019188829830368,32,6.707782419595153,True,-2.3114064102352145,-17,False,True,True,47.70081374639311,48.650855751688006,100,105
