dataset,regime,config_id,pool_size,metric_cutoff,pair_name,n_queries,cycle_rate,repair_applied_rate,full_ranking_changed_rate,top_k_membership_changed_rate,top_k_order_changed_rate,differently_graded_judged_pairs_changed_rate,ndcg_changed_rate,mean_removed_weight_fraction,mean_graph_density_pre,mean_graph_density_post,mean_largest_scc_size_pre,mean_largest_scc_size_post,mean_total_edge_weight_pre,mean_total_edge_weight_post
bright,ms2,pool50_ndcg10,50,10,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg20,50,20,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg20,50,20,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg20,50,20,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg20,50,20,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg20,50,20,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg5,50,5,balance_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg5,50,5,balance_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg5,50,5,copeland_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg5,50,5,copeland_hybrid,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
bright,ms2,pool50_ndcg5,50,5,markov_graph,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012604081632653062,0.012604081632653062,1.0,1.0,35.787718899194054,35.787718899194054
fiqa,ms1,pool20_ndcg10,20,10,balance_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.36666666666666664,0.8083333333333333,0.075,0.11666666666666667,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg10,20,10,balance_hybrid,120,0.9833333333333333,0.9833333333333333,0.5666666666666667,0.10833333333333334,0.375,0.016666666666666666,0.016666666666666666,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg10,20,10,copeland_graph,120,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.7333333333333333,0.925,0.13333333333333333,0.2,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg10,20,10,copeland_hybrid,120,0.9833333333333333,0.9833333333333333,0.9416666666666667,0.3,0.8166666666666667,0.09166666666666666,0.125,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg10,20,10,markov_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.44166666666666665,0.8666666666666667,0.13333333333333333,0.15833333333333333,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg20,20,20,balance_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.0,0.9083333333333333,0.175,0.175,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg20,20,20,balance_hybrid,120,0.9833333333333333,0.9833333333333333,0.5666666666666667,0.0,0.5666666666666667,0.041666666666666664,0.041666666666666664,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg20,20,20,copeland_graph,120,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.0,0.9666666666666667,0.275,0.25833333333333336,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg20,20,20,copeland_hybrid,120,0.9833333333333333,0.9833333333333333,0.9416666666666667,0.0,0.9416666666666667,0.20833333333333334,0.2,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg20,20,20,markov_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.0,0.9083333333333333,0.2,0.2,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg5,20,5,balance_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.21666666666666667,0.4083333333333333,0.016666666666666666,0.03333333333333333,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg5,20,5,balance_hybrid,120,0.9833333333333333,0.9833333333333333,0.5666666666666667,0.041666666666666664,0.14166666666666666,0.008333333333333333,0.008333333333333333,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg5,20,5,copeland_graph,120,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.575,0.8083333333333333,0.041666666666666664,0.08333333333333333,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg5,20,5,copeland_hybrid,120,0.9833333333333333,0.9833333333333333,0.9416666666666667,0.18333333333333332,0.5,0.041666666666666664,0.058333333333333334,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool20_ndcg5,20,5,markov_graph,120,0.9833333333333333,0.9833333333333333,0.9083333333333333,0.31666666666666665,0.5666666666666667,0.058333333333333334,0.08333333333333333,0.08010147791155951,0.51125,0.40899122807017546,16.125,1.0,97.1632866513896,89.18885692917333
fiqa,ms1,pool50_ndcg10,50,10,balance_graph,120,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.26666666666666666,0.7083333333333334,0.10833333333333334,0.11666666666666667,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg10,50,10,balance_hybrid,120,0.9666666666666667,0.9666666666666667,0.7333333333333333,0.1,0.3333333333333333,0.008333333333333333,0.016666666666666666,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg10,50,10,copeland_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.7333333333333333,0.9166666666666666,0.15,0.2,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg10,50,10,copeland_hybrid,120,0.9666666666666667,0.9666666666666667,0.9416666666666667,0.25833333333333336,0.7916666666666666,0.075,0.075,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg10,50,10,markov_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.4,0.825,0.175,0.16666666666666666,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg20,50,20,balance_graph,120,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.4,0.9,0.16666666666666666,0.15,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg20,50,20,balance_hybrid,120,0.9666666666666667,0.9666666666666667,0.7333333333333333,0.09166666666666666,0.5916666666666667,0.041666666666666664,0.041666666666666664,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg20,50,20,copeland_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.7833333333333333,0.9416666666666667,0.275,0.2833333333333333,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg20,50,20,copeland_hybrid,120,0.9666666666666667,0.9666666666666667,0.9416666666666667,0.35833333333333334,0.9333333333333333,0.15833333333333333,0.15833333333333333,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg20,50,20,markov_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.5333333333333333,0.9333333333333333,0.24166666666666667,0.21666666666666667,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg5,50,5,balance_graph,120,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.20833333333333334,0.35,0.03333333333333333,0.041666666666666664,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
