dataset,regime,config_id,pool_size,metric_cutoff,query_id,graph_is_cyclic,status,proven_optimal,trivial,gap,time_s,n_nodes,n_vars,n_constraints,objective,solver,solver_version,error
scidocs,ms1,pool50_ndcg10,50,10,281b6888d5df1dddb350fac4e9be5c8272519109,True,optimal,True,False,0.0,0.33905744552612305,50,2450,40425,0.36315350796425605,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,0a40663fdcf7c5fb7cfc459693116c41309e7eca,True,optimal,True,False,0.0,0.30283403396606445,50,2450,40425,2.4253859837639595,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,8501e330d78391f4e690886a8eb8fac867704ea6,True,optimal,True,False,0.0,0.30774450302124023,50,2450,40425,6.1455612905222665,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,beac53e8074b4822943a3374ff5e9fed98a891b8,True,optimal,True,False,0.0,0.3418591022491455,50,2450,40425,35.657373137921695,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,True,optimal,True,False,0.0,0.3431565761566162,50,2450,40425,1.801335174857286,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7db20fcc1d71edc32c365f145148d24b9f1427a5,True,optimal,True,False,0.0,0.30917882919311523,50,2450,40425,2.9281747322762754,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,335ad0ff82c728aca99fb0059c607cb18129526f,True,optimal,True,False,0.0,0.3437373638153076,50,2450,40425,5.949362165064628,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,04e4034344bda5c97015ea634e6eb1b65ef3a898,True,optimal,True,False,0.0,0.3456754684448242,50,2450,40425,28.269956244619323,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,271a4077c037b86fb7daf6bff3e66682322ff7d7,True,optimal,True,False,0.0,0.3205602169036865,50,2450,40425,9.269312092569706,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,3d23666c6d97d6ba3c86044d83c697821084bed6,True,optimal,True,False,0.0,0.3114438056945801,50,2450,40425,24.006294192596187,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,True,optimal,True,False,0.0,0.34607648849487305,50,2450,40425,6.536930412344532,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,191ea925c2115755b44380c99d84f4a1099b4dcd,True,optimal,True,False,0.0,0.34752368927001953,50,2450,40425,16.84003225430274,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,458f1428273254fc5dd399f3c104f507680ddd54,True,optimal,True,False,0.0,0.30965447425842285,50,2450,40425,1.63553448379389,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,True,optimal,True,False,0.0,0.3075249195098877,50,2450,40425,11.219414484451733,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,84424eee012089dac9414979f0cb1465c97c4408,True,optimal,True,False,0.0,0.3445425033569336,50,2450,40425,7.017667985444405,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,5bb6b779de7929c573f39cd84169cafbd72e5bae,True,optimal,True,False,0.0,0.3438854217529297,50,2450,40425,17.51682647409035,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7b6652910c5cc0df9ff6bc91912a02e58a742d26,True,optimal,True,False,0.0,0.31650543212890625,50,2450,40425,3.018658838577977,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,df0ef17f63582603dafb1ac5c489dec1416ecbf4,True,optimal,True,False,0.0,0.317798376083374,50,2450,40425,32.50830861739985,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f2d5039b55d626ef5466a80e950bddd5cc1819d4,True,optimal,True,False,0.0,0.3562655448913574,50,2450,40425,0.9893126853821457,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7492683af60d02dbd658acdc61249571f8c20fc8,True,optimal,True,False,0.0,0.35440874099731445,50,2450,40425,15.8104536415388,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f7f32e86c23a902ac55fba8b8191026f563bec5b,True,optimal,True,False,0.0,0.3100159168243408,50,2450,40425,16.815894024344487,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,a22e737d38a1bc671893a7ed341aba436571097a,True,optimal,True,False,0.0,0.31271910667419434,50,2450,40425,13.313211696601613,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,4b80771429b786ea87740738378ba1eb1504a57f,True,optimal,True,False,0.0,0.34526872634887695,50,2450,40425,3.518394881336917,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,9003fb79e7848ced3be975c3d87a9348a4b8d377,True,optimal,True,False,0.0,0.34827542304992676,50,2450,40425,3.059005229351044,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ac58b487e864afafe71c6158553eed10fbc8eef5,True,optimal,True,False,0.0,0.31267762184143066,50,2450,40425,9.24312784727303,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,30c9a7660281ad8e4538ff9beb20282c74fac810,True,optimal,True,False,0.0,0.31374335289001465,50,2450,40425,11.266918909417768,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,129397ed6557da93db5ba18cf112ee7b0a7927d8,True,optimal,True,False,0.0,0.3415520191192627,50,2450,40425,12.075398469505558,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,1a66df57f88e689438d505474eff73e3a9180c5b,True,optimal,True,False,0.0,0.3492250442504883,50,2450,40425,6.944332978817229,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,e00ab75a8aa637d9c4c5c020e9f2c54b31528031,True,optimal,True,False,0.0,0.3124558925628662,50,2450,40425,17.77005969883409,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7707c7aac35a4d206eb061305256452051ae4dcf,True,optimal,True,False,0.0,0.34694695472717285,50,2450,40425,20.2855723403797,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,23386571ed332e4a465c0a6fa899f310caa217c8,True,optimal,True,False,0.0,0.3475611209869385,50,2450,40425,8.575990644389293,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,e7ec9e900556d9d9e47b274911ad304bcf198256,True,optimal,True,False,0.0,0.30767083168029785,50,2450,40425,0.40059964637811163,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ca464085b3da330f2ea895543a78c446a3af1bb6,True,optimal,True,False,0.0,0.32170677185058594,50,2450,40425,13.048157410005672,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f09db8a42d713774483f023b31e0ee96361823f4,True,optimal,True,False,0.0,0.34445905685424805,50,2450,40425,5.928567269884127,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,958ebc7e24012b419316489515f2c2f908773bd5,True,optimal,True,False,0.0,0.35730504989624023,50,2450,40425,8.80405637458611,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,73d54af530d22599cc76b9785ae0a663cc694df2,True,optimal,True,False,0.0,0.31305480003356934,50,2450,40425,24.484528975163926,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,de77514c78432a0b17cf30baa024434173908f89,True,optimal,True,False,0.0,0.30565810203552246,50,2450,40425,0.1389812066634306,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7c88a0f765ce3c9025345cf133251cb947fe6ee5,True,optimal,True,False,0.0,0.348158597946167,50,2450,40425,7.439399199944887,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,True,optimal,True,False,0.0,0.34625792503356934,50,2450,40425,13.56914415305431,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,True,optimal,True,False,0.0,0.3079338073730469,50,2450,40425,9.94811255804916,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,5e1b80b4774582b948c6dcd656daaba6724ffc2d,True,optimal,True,False,0.0,0.30921196937561035,50,2450,40425,6.106889433752997,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,True,optimal,True,False,0.0,0.3488316535949707,50,2450,40425,0.7864840807187079,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,True,optimal,True,False,0.0,0.3420283794403076,50,2450,40425,5.485581933240866,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,e659e72b7962c9ad586a2d35a7099550102fb054,True,optimal,True,False,0.0,0.31144142150878906,50,2450,40425,15.202378436654612,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,3136f52540fb7925998eff94e9c016d2e1a6fe12,True,optimal,True,False,0.0,0.31432342529296875,50,2450,40425,9.409499028395814,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,0bf046038a555bc848030a28530f9836e5611b96,True,optimal,True,False,0.0,0.3443315029144287,50,2450,40425,15.203657214509605,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,5a4b46ef8898610ab16a1ced6f4a976db0f1962c,True,optimal,True,False,0.0,0.35091423988342285,50,2450,40425,11.99080770467458,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,232427099d4a8acf1dc29efc852f09c5964e6165,True,optimal,True,False,0.0,0.3076295852661133,50,2450,40425,6.432639467633464,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,100636ca50edf63d4336bb071f3e172cb0ebccaa,True,optimal,True,False,0.0,0.31526684761047363,50,2450,40425,12.193009374328483,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,7a373793804ea9813d64641919e14841f927c38f,True,optimal,True,False,0.0,0.3425917625427246,50,2450,40425,8.06250452923831,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,e788f08148b4b06f4e537b27b51338f1c88ccea8,True,optimal,True,False,0.0,0.343536376953125,50,2450,40425,3.2391845626635387,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,8fad88b5678bfecab78d0d6389f649ccfb310d22,True,optimal,True,False,0.0,0.3111286163330078,50,2450,40425,17.777182731196547,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,e48e9cf407af2694ecfefd441c2c28faffdf0835,True,optimal,True,False,0.0,0.3060610294342041,50,2450,40425,3.962458636550309,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,065985d4d0854c51f52ad7a7507b267d9b88ab1c,True,optimal,True,False,0.0,0.34671854972839355,50,2450,40425,14.128546684824201,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,44a56dc083e3e2b07f11aae29c1ee560f46efa4a,True,optimal,True,False,0.0,0.3538789749145508,50,2450,40425,10.06591262295359,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,3b198869df03d98b81c0c882753845a3bca36c63,True,optimal,True,False,0.0,0.3086850643157959,50,2450,40425,10.631108389990743,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,9a7e12ef462e779263ee3f2dd415d2d21233f15d,True,optimal,True,False,0.0,0.30742669105529785,50,2450,40425,0.5027085117534824,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,76dac031066a95715a3b116eb2094ec9bdd15171,True,optimal,True,False,0.0,0.33948421478271484,50,2450,40425,1.6075213287780912,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,True,optimal,True,False,0.0,0.34534668922424316,50,2450,40425,22.156766213488183,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,a1be02429ab4ec852656f8833c3160f4592cc547,True,optimal,True,False,0.0,0.31248044967651367,50,2450,40425,6.791640211115833,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,a1f5c39aece58f6504e0334d96eaede32c7329cf,True,optimal,True,False,0.0,0.35341572761535645,50,2450,40425,22.574341284206753,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,8ff6581f94c366e34c6f2d55806f7781194c33c8,True,optimal,True,False,0.0,0.350109338760376,50,2450,40425,37.597940075029726,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,fd65ca4e3ae95302f74bf863988cdb95d6a12824,True,optimal,True,False,0.0,0.3435022830963135,50,2450,40425,23.756182800237582,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,3565d884735ead613a5aa0903f06a2cc86d05b6b,True,optimal,True,False,0.0,0.3097422122955322,50,2450,40425,2.024467167329078,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,c2e57b2871fdfd06566820c5329815ac06f66197,True,optimal,True,False,0.0,0.34413599967956543,50,2450,40425,5.172494742452216,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,59e2037f5079794cb9128c7f0900a568ced14c2a,True,optimal,True,False,0.0,0.3519101142883301,50,2450,40425,21.83519894174131,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,3f95e155b1c40911149fe994197a502ef44ebbbe,True,optimal,True,False,0.0,0.30653929710388184,50,2450,40425,6.022617083445482,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,0674058618d04def58c79a0b28174301ef591433,True,optimal,True,False,0.0,0.3102142810821533,50,2450,40425,12.489220235836484,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,23a7c8d9f142184d28e56b0751e172fef6539275,True,optimal,True,False,0.0,0.3406550884246826,50,2450,40425,6.217929378121411,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ee6b940d3ae36f9b124586b15a49cec45f24b90a,True,optimal,True,False,0.0,0.3459186553955078,50,2450,40425,10.22394610197361,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,2bd338ef8751b62d23e53fbb44d67042d634da2f,True,optimal,True,False,0.0,0.3516807556152344,50,2450,40425,24.621999728261272,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ddbb6e0913ac127004be73e2d4097513a8f02d37,True,optimal,True,False,0.0,0.30875325202941895,50,2450,40425,4.785956840907886,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,d6b56cc6e05300426b6194dd3f6a38720678827e,True,optimal,True,False,0.0,0.3475613594055176,50,2450,40425,3.731648216983899,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,df39e24c3cc21dc4c79995ec2b424a37dac999c7,True,optimal,True,False,0.0,0.46695590019226074,50,2450,40425,5.950635287278388,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,74bd4761b373447079c6e5cd31832c00fab2fa77,True,optimal,True,False,0.0,0.3079226016998291,50,2450,40425,0.737666098549397,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ddbf21ca1de9617894b15d45787a27557f02a494,True,optimal,True,False,0.0,0.30765342712402344,50,2450,40425,6.547108497375831,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f754cab548f2c209ea7d932084ef768b92b27614,True,optimal,True,False,0.0,0.3463094234466553,50,2450,40425,2.4413056730712483,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,373f76633cc1f6c7a421e31c989842021a52fca4,True,optimal,True,False,0.0,0.3488931655883789,50,2450,40425,16.999961664854283,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,01d208b33561362f7714f714d3bc4a1f7aa1637c,True,optimal,True,False,0.0,0.31113672256469727,50,2450,40425,5.379156673606872,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,f365ce3e68cb3795887e93baf5fed5d783b3904e,False,optimal,True,True,0.0,0.0,50,0,0,0.0,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,28e0707528f78fecb26fe7f003d94f6a5de32b98,True,optimal,True,False,0.0,0.30807948112487793,50,2450,40425,6.024577463771408,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,fa8042d025895e22af2d9df3ffb9f67438610fcc,True,optimal,True,False,0.0,0.344773530960083,50,2450,40425,13.202765500871948,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ae2b67d03512dd0f13a68636d1d7f83cc889318a,True,optimal,True,False,0.0,0.34821367263793945,50,2450,40425,5.537382949180014,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,b8397b4418bb1d576210d9a39d44725d6ffb2a44,True,optimal,True,False,0.0,0.3092472553253174,50,2450,40425,14.291245911513386,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,True,optimal,True,False,0.0,0.31303834915161133,50,2450,40425,2.9915197918255103,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,af441a4f1b754ad9b3a4401e8361ad9b66786778,True,optimal,True,False,0.0,0.34875035285949707,50,2450,40425,4.327201954728764,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,8bb3a478db8951f42198a885d7245d58036ba55c,True,optimal,True,False,0.0,0.34842896461486816,50,2450,40425,10.597308813616081,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,9e76a700f03ef476b964b27e23c071163e44c232,True,optimal,True,False,0.0,0.31053829193115234,50,2450,40425,7.339439492641475,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,43da9037d50745002195abb864243ecc75d4b040,True,optimal,True,False,0.0,0.31582164764404297,50,2450,40425,17.154151418232914,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,b21951a276dd940e052676b06e193f65fdc297f9,True,optimal,True,False,0.0,0.3528783321380615,50,2450,40425,9.214012526169512,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,True,optimal,True,False,0.0,0.3488943576812744,50,2450,40425,6.537170702246158,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,True,optimal,True,False,0.0,0.310321569442749,50,2450,40425,0.706642013808775,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,4649e3279edf653135f1f31da3e242ba451a93de,True,optimal,True,False,0.0,0.3149607181549072,50,2450,40425,17.508721049130145,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,True,optimal,True,False,0.0,0.3480255603790283,50,2450,40425,24.42699739979855,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,924544f503070bb390cc51e4bac9cbb3171aa03f,True,optimal,True,False,0.0,0.3494608402252197,50,2450,40425,7.007095271756583,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,d2e6250e95af09fefbe638f1580420476a2ecaee,True,optimal,True,False,0.0,0.3084895610809326,50,2450,40425,4.481644436100069,pyscipopt/SCIP,6.2.1,
scidocs,ms1,pool50_ndcg10,50,10,79e13ff4a21f13d3839422568274ea84a9fe42b5,True,optimal,True,False,0.0,0.3096811771392822,50,2450,40425,5.794463154934164,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,0,True,optimal,True,False,0.0,0.3265194892883301,50,2450,40425,5.930393828167709,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,4,True,optimal,True,False,0.0,0.3315298557281494,50,2450,40425,8.50752154418015,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,5,True,optimal,True,False,0.0,0.29372644424438477,50,2450,40425,9.698197089185086,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,6,True,optimal,True,False,0.0,0.32352471351623535,50,2450,40425,8.530340815318212,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,7,True,optimal,True,False,0.0,0.3306279182434082,50,2450,40425,6.645186843938205,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,9,True,optimal,True,False,0.0,0.29758405685424805,50,2450,40425,8.042381413558815,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,11,True,optimal,True,False,0.0,0.2951018810272217,50,2450,40425,1.0203229898705786,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,12,True,optimal,True,False,0.0,0.3239858150482178,50,2450,40425,18.57288191846503,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,13,True,optimal,True,False,0.0,0.33181166648864746,50,2450,40425,12.13899372794819,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,14,True,optimal,True,False,0.0,0.2916715145111084,50,2450,40425,2.7742923962042596,pyscipopt/SCIP,6.2.1,
fiqa,ms1,pool50_ndcg10,50,10,16,True,optimal,True,False,0.0,0.3304007053375244,50,2450,40425,8.89071723543806,pyscipopt/SCIP,6.2.1,
