dataset,query_id,preserve_metric,repair_metric,oracle,n_regimes,delta
bright,biology:83,1.0,1.0,1.0,1,0.0
bright,biology:84,0.9501297678760778,0.9501297678760778,0.9501297678760778,1,0.0
bright,biology:85,0.9197207891481876,0.9197207891481876,0.9197207891481876,1,0.0
bright,biology:86,0.7051973818028872,0.7051973818028872,0.7051973818028872,1,0.0
bright,biology:87,0.444079401258479,0.444079401258479,0.444079401258479,1,0.0
bright,biology:88,0.4860089900278707,0.4860089900278707,0.4860089900278707,1,0.0
bright,biology:89,0.6966269095442419,0.6966269095442419,0.6966269095442419,1,0.0
bright,biology:9,0.34573707337945736,0.34335075738059045,0.3469190011281524,386,-0.002386315998866906
bright,biology:90,0.2702381544273197,0.2702381544273197,0.2702381544273197,1,0.0
bright,biology:91,0.445425869818993,0.445425869818993,0.445425869818993,1,0.0
bright,biology:92,0.3816216843725338,0.3816216843725338,0.3816216843725338,1,0.0
bright,biology:93,0.7631539858737962,0.7631539858737962,0.7631539858737962,1,0.0
bright,biology:94,0.8726787744521319,0.8726787744521319,0.8726787744521319,1,0.0
bright,biology:95,0.7903864795495061,0.7903864795495061,0.7903864795495061,1,0.0
bright,biology:96,0.9010126104210696,0.9010126104210696,0.9010126104210696,1,0.0
bright,biology:97,0.8886164761813452,0.8886164761813452,0.8886164761813452,1,0.0
bright,biology:98,0.5568623653099771,0.5568623653099771,0.5568623653099771,1,0.0
bright,biology:99,0.5295873083458834,0.5274989867105658,0.5295873083458834,1,-0.0020883216353175804
fiqa,0,0.06630136451111836,0.06573494208969256,0.06640310520012495,386,-0.000566422421425794
fiqa,102,0.9994874426695336,0.9994874426695336,0.9994874426695336,356,0.0
fiqa,105,0.695749933446884,0.6953821532402226,0.695749933446884,356,-0.00036778020666139444
fiqa,107,0.0,0.0,0.0,356,0.0
fiqa,108,0.012060261835505614,0.013190296155349139,0.013397421260443776,356,0.0011300343198435252
fiqa,11,0.0,0.0,0.0,386,0.0
fiqa,110,0.2895361838748228,0.29607012604190275,0.3005849738659722,356,0.006533942167079976
fiqa,111,0.0,0.0,0.0,356,0.0
fiqa,112,1.0,1.0,1.0,356,0.0
fiqa,12,0.5767005432851497,0.5533307273763004,0.5864123453870208,386,-0.023369815908849345
fiqa,13,0.19466302786152864,0.1987530876169705,0.2028504947514939,386,0.004090059755441855
fiqa,14,0.9987046632124352,0.9987046632124352,0.9987046632124352,386,0.0
fiqa,16,0.05451602851609482,0.05456150602611924,0.05593616534332348,386,4.547751002442063e-05
fiqa,19,0.002568759022683663,0.002568759022683663,0.002568759022683663,386,0.0
fiqa,20,0.31386455736071905,0.3100288809740664,0.3156298050556713,386,-0.0038356763866526644
fiqa,21,0.13774070939978686,0.12813836112955154,0.1388355014213665,386,-0.009602348270235317
fiqa,23,0.1641455330211877,0.16188812834902597,0.16434210654292838,386,-0.0022574046721617336
fiqa,25,0.1941728161469085,0.192223653340474,0.1964035424069833,386,-0.0019491628064345068
fiqa,27,0.0,0.0,0.0,386,0.0
fiqa,28,0.0,0.0,0.0,376,0.0
fiqa,30,0.4414974162455275,0.4441323715273976,0.4454749007747263,386,0.002634955281870077
fiqa,31,0.0,0.0,0.0,386,0.0
fiqa,32,0.3539091512674945,0.35714395296658275,0.35926142040873593,386,0.003234801699088241
fiqa,33,0.7743472494068238,0.7757333994922903,0.7762618901479758,386,0.0013861500854664977
fiqa,35,0.0,0.0,0.0,386,0.0
fiqa,36,0.0,0.0,0.0,376,0.0
fiqa,37,0.0,0.0,0.0,386,0.0
fiqa,4,0.10082730697314879,0.10081187167571404,0.10082730697314879,386,-1.5435297434751583e-05
fiqa,41,0.47412035423595744,0.4977462395030733,0.49933808670704394,356,0.023625885267115843
fiqa,43,0.0,0.0,0.0,356,0.0
fiqa,439,1.0,1.0,1.0,356,0.0
fiqa,442,0.41741930754171674,0.41824506795260313,0.4292370145501731,356,0.0008257604108863892
fiqa,443,0.4858292128574866,0.47771448269341876,0.4866081279353136,356,-0.00811473016406783
fiqa,444,0.7565463518222446,0.7619268616082753,0.7658112102021464,356,0.005380509786030663
fiqa,445,0.0,0.0,0.0,356,0.0
fiqa,446,0.44154534370850157,0.4288525819698707,0.44561812016513935,356,-0.012692761738630876
fiqa,447,0.22194918215981116,0.2208232399010949,0.2224280843086158,356,-0.0011259422587162615
fiqa,448,0.010726042306519166,0.01151053488478626,0.01151053488478626,356,0.0007844925782670934
fiqa,449,0.17525343389887796,0.1787827869954394,0.17904792690736307,356,0.0035293530965614384
fiqa,45,0.5672824419583647,0.5768903665282774,0.5840516899136428,356,0.009607924569912663
fiqa,450,0.32113593586770744,0.3219500811281335,0.32567777043332874,356,0.000814145260426058
fiqa,452,0.0,0.0,0.0,356,0.0
fiqa,453,0.0,0.0,0.0,356,0.0
fiqa,454,0.8499863591708445,0.8445472134370714,0.851494988896987,356,-0.005439145733773132
fiqa,456,0.864106038499534,0.8614600402888432,0.8644133788667748,356,-0.002645998210690892
fiqa,457,0.06668134377782053,0.0671382384198761,0.06782476901618134,356,0.00045689464205556085
fiqa,458,0.6813390287610437,0.6983802670110084,0.7014013128538347,356,0.01704123824996473
fiqa,46,0.0,0.0,0.0,356,0.0
fiqa,460,0.0,0.0,0.0,356,0.0
fiqa,461,0.0,0.0,0.0,356,0.0
fiqa,462,0.0,0.0,0.0,356,0.0
fiqa,464,0.011896973490737792,0.01191576986778099,0.01191576986778099,356,1.879637704319849e-05
fiqa,465,0.0,0.0,0.0,356,0.0
fiqa,466,0.08260324778294735,0.08260324778294735,0.08260324778294735,356,0.0
fiqa,467,0.0,0.0,0.0,356,0.0
fiqa,468,1.0,1.0,1.0,356,0.0
fiqa,47,0.0,0.0,0.0,356,0.0
fiqa,470,0.0,0.0,0.0,356,0.0
fiqa,471,0.00587698751269678,0.00587698751269678,0.00587698751269678,355,0.0
fiqa,472,1.0,1.0,1.0,355,0.0
fiqa,473,0.0,0.0,0.0,355,0.0
fiqa,474,0.9948018275150909,0.9937621930181092,0.9948018275150909,355,-0.001039634496981745
fiqa,478,0.17061325830096274,0.17820859214876972,0.1794095988951471,355,0.007595333847806973
fiqa,479,0.47591216311645107,0.4627781396845755,0.4795590152571121,355,-0.013134023431875586
fiqa,48,0.39632441399852253,0.3954747399017873,0.3977632595790139,356,-0.0008496740967352534
fiqa,480,0.13754641942517506,0.1326213333651719,0.14012151794561933,355,-0.004925086060003164
fiqa,481,0.11430045240630961,0.11429042092000069,0.11430045240630961,355,-1.003148630891737e-05
fiqa,482,0.39436163283186215,0.4098707143890291,0.4198540806616516,355,0.01550908155716696
fiqa,485,0.0847311160976065,0.08416656289383025,0.08625662950388578,355,-0.0005645532037762552
fiqa,486,0.8997492036332954,0.8981793238287188,0.9003145346153187,355,-0.0015698798045765683
fiqa,487,0.6151619790982996,0.60799126240072,0.6182808825892451,355,-0.007170716697579627
fiqa,488,0.0,0.0,0.0,355,0.0
fiqa,489,0.00335388191389376,0.00335388191389376,0.00335388191389376,355,0.0
fiqa,49,0.0,0.0,0.0,356,0.0
fiqa,490,0.0,0.0,0.0,355,0.0
fiqa,491,1.0,1.0,1.0,355,0.0
fiqa,493,0.18499594398239974,0.19000365340012673,0.1908096013714545,355,0.005007709417726991
fiqa,494,0.005332072644167063,0.00468030302963253,0.005332072644167063,355,-0.0006517696145345326
fiqa,497,0.7225073423597191,0.7207476293725353,0.7279400844652749,355,-0.0017597129871838035
fiqa,498,0.6064384365765028,0.5935780916582803,0.6066337138777045,355,-0.01286034491822241
fiqa,5,0.0,0.0,0.0,386,0.0
fiqa,51,0.0,0.0,0.0,356,0.0
fiqa,52,0.48555825108314327,0.4695891838044892,0.4860299705099847,356,-0.015969067278654048
fiqa,53,0.12227324874474642,0.11891768718824458,0.12281540939558377,356,-0.0033555615565018376
fiqa,54,0.2498071616915578,0.24626072153042802,0.25034913282960813,356,-0.003546440161129788
fiqa,57,0.8422592619638599,0.8422592619638599,0.8422592619638599,356,0.0
fiqa,59,0.0,0.0,0.0,356,0.0
fiqa,6,0.5471204012579882,0.5485013547489008,0.5511214425726393,386,0.0013809534909126064
fiqa,61,0.008736416404740661,0.009474195997541766,0.009474195997541766,356,0.0007377795928011043
fiqa,62,0.2478112793581712,0.27887566591779434,0.280359657527183,356,0.031064386559623125
fiqa,63,0.0,0.0,0.0,356,0.0
fiqa,64,0.0,0.0,0.0,356,0.0
fiqa,65,0.7421246706483573,0.7546017193475762,0.7565634859999845,356,0.012477048699218951
fiqa,66,0.9913519308231126,0.9899811997903528,0.9913519308231126,356,-0.0013707310327597533
fiqa,67,0.8659448216994375,0.8656303636716973,0.8665903205254897,356,-0.00031445802774021647
fiqa,69,0.15536069515411008,0.1569727822133438,0.16097867268219995,356,0.0016120870592337133
fiqa,7,0.0,0.0,0.0,386,0.0
fiqa,70,0.1968505015843715,0.1972187370911614,0.19855607933037792,356,0.00036823550678988237
fiqa,71,0.34364707722674587,0.356775851574082,0.3583121029352057,356,0.013128774347336114
fiqa,72,0.0,0.0,0.0,356,0.0
fiqa,74,0.0,0.0,0.0,356,0.0
fiqa,75,1.0,1.0,1.0,356,0.0
fiqa,76,0.0,0.0,0.0,356,0.0
fiqa,78,0.0,0.0,0.0,356,0.0
fiqa,80,0.0,0.0,0.0,356,0.0
fiqa,81,0.0,0.0,0.0,356,0.0
fiqa,82,0.2119014928574175,0.21164231811917208,0.21192623192034724,356,-0.00025917473824541015
fiqa,83,0.0,0.0,0.0,356,0.0
fiqa,85,0.0,0.0,0.0,356,0.0
fiqa,86,0.0,0.0,0.0,356,0.0
fiqa,87,0.013316485451289176,0.013515900570343633,0.01538601896262849,356,0.00019941511905445693
fiqa,88,0.5189658157232059,0.5129583513129302,0.5206316653193082,356,-0.006007464410275665
fiqa,9,0.012786478556128288,0.012720527582196342,0.012786478556128288,386,-6.595097393194589e-05
fiqa,91,0.9534853789683331,0.9642869273732283,0.9653236415485895,356,0.010801548404895223
fiqa,92,0.0035765937522049423,0.004780422042685909,0.004928779744226738,356,0.0012038282904809666
fiqa,93,0.24767941811308108,0.24253570643387928,0.24825748070818537,356,-0.005143711679201801
fiqa,95,0.13847483455852438,0.13888381358868493,0.13895761535750314,356,0.0004089790301605445
fiqa,96,0.30180805867379373,0.3161344331700132,0.32509560651813024,356,0.014326374496219485
fiqa,97,0.1935154517675825,0.19390711609500533,0.19460727983387233,356,0.00039166432742282487
fiqa,99,0.878511100308128,0.8829756972544909,0.8835008716135441,356,0.00446459694636292
hotpotqa,5a713ea95542994082a3e6e4,1.0,1.0,1.0,1,0.0
hotpotqa,5a7166395542994082a3e814,1.0,1.0,1.0,356,0.0
hotpotqa,5a722b8655429971e9dc9329,0.9984662576687117,0.9984662576687117,0.9984662576687117,326,0.0
hotpotqa,5a7320565542991f9a20c61d,1.0,1.0,1.0,326,0.0
hotpotqa,5a74106b55429979e288289e,0.9592437764680136,0.9728291843120092,0.978489770913674,326,0.013585407843995534
hotpotqa,5a7571135542992d0ec05f98,1.0,1.0,1.0,326,0.0
hotpotqa,5a75e05c55429976ec32bc5f,1.0,1.0,1.0,356,0.0
hotpotqa,5a760ab65542994ccc918697,1.0,1.0,1.0,326,0.0
hotpotqa,5a7625e8554299109176e66a,1.0,1.0,1.0,1,0.0
hotpotqa,5a7759fc5542993569682d60,1.0,1.0,1.0,1,0.0
hotpotqa,5a77cb335542997042120b3a,1.0,1.0,1.0,1,0.0
hotpotqa,5a78bd9b554299078472774a,1.0,1.0,1.0,1,0.0
hotpotqa,5a79311755429970f5fffe67,0.9988678826796671,0.9977357653593341,0.9988678826796671,326,-0.001132117320333026
hotpotqa,5a7a0e1e5542990783324e1a,1.0,1.0,1.0,326,0.0
hotpotqa,5a7bbb64554299042af8f7cc,0.6845344346200191,0.6731211740883363,0.6855711487953802,356,-0.01141326053168279
hotpotqa,5a7cc50e554299452d57ba3e,0.4967466276153762,0.503374107436553,0.5080992397305536,326,0.006627479821176785
hotpotqa,5a7d54165542995f4f402256,0.7912965422640416,0.7910599790197046,0.7939410244535687,326,-0.00023656324433696252
hotpotqa,5a80721b554299485f5985ef,1.0,1.0,1.0,326,0.0
hotpotqa,5a80840f554299485f59863b,1.0,1.0,1.0,326,0.0
hotpotqa,5a80b3a9554299485f5986cc,0.8175295903539445,0.8175295903539445,0.8175295903539445,1,0.0
hotpotqa,5a8133725542995ce29dcbdb,0.8807778698334764,0.8818145840088376,0.8818145840088376,356,0.0010367141753612197
hotpotqa,5a828c8355429966c78a6a50,0.8764096086739137,0.8764096086739137,0.8764096086739137,326,0.0
hotpotqa,5a835478554299123d8c20ed,1.0,1.0,1.0,1,0.0
hotpotqa,5a85b2d95542997b5ce40028,1.0,1.0,1.0,356,0.0
hotpotqa,5a85ea095542994775f606a8,0.9161303177930882,0.9324705805272191,0.9349617400981025,356,0.016340262734130917
hotpotqa,5a85fb085542994775f606de,0.6256577317812816,0.6256577317812816,0.6256577317812816,326,0.0
hotpotqa,5a86ebac55429960ec39b6d6,1.0,1.0,1.0,1,0.0
hotpotqa,5a877e5d5542993e715abf7d,0.9045416126534714,0.9045416126534714,0.9045416126534714,356,0.0
hotpotqa,5a87ab905542996e4f3088c1,1.0,1.0,1.0,356,0.0
hotpotqa,5a88658955429938390d3f47,0.8315546295836225,0.8315546295836225,0.8315546295836225,1,0.0
hotpotqa,5a8979f4554299669944a52e,1.0,1.0,1.0,1,0.0
hotpotqa,5a8a3e745542996c9b8d5e70,0.9728291843120092,0.9716970669916762,0.9728291843120092,326,-0.001132117320332915
hotpotqa,5a8a43eb5542996c9b8d5e82,1.0,1.0,1.0,326,0.0
hotpotqa,5a8b20335542996c9b8d5fb3,0.519133258094501,0.5092003117973933,0.521895547637434,326,-0.009932946297107614
hotpotqa,5a8c7595554299585d9e36b6,0.9712731568519283,0.9737143654093118,0.9737143654093118,356,0.0024412085573835007
hotpotqa,5a8e0a005542995085b373a1,1.0,0.6309297535714575,1.0,1,-0.36907024642854247
hotpotqa,5a8e3ea95542995a26add48d,1.0,1.0,1.0,356,0.0
hotpotqa,5a8ef2a75542995a26add583,1.0,1.0,1.0,326,0.0
hotpotqa,5a8f4c8d554299458435d5a3,1.0,1.0,1.0,326,0.0
hotpotqa,5ab2d3df554299194fa9352c,0.9752970599504794,0.9741671395394801,0.9752970599504794,326,-0.0011299204109993521
hotpotqa,5ab3b0bf5542992ade7c6e39,0.49087951370256455,0.48740159096982,0.49582855726195485,356,-0.003477922732744554
hotpotqa,5ab3e45655429976abd1bcd4,0.9985955056179775,0.9985955056179775,0.9985955056179775,356,0.0
hotpotqa,5ab51dae5542991779162d82,0.8016724330491264,0.8191155193445926,0.8235267019336641,326,0.017443086295466204
hotpotqa,5ab56e32554299637185c594,0.9085327315226899,0.9101112553315738,0.9101112553315738,356,0.0015785238088839026
hotpotqa,5ab6d09255429954757d337d,0.4239680175045879,0.4261203088625073,0.429826274873214,356,0.002152291357919389
hotpotqa,5ab84bf555429916710eb01f,0.8094965403828135,0.8089100701015859,0.8098726220366858,326,-0.0005864702812276024
hotpotqa,5ab859a955429934fafe6d7b,0.9624218552914129,0.96128973797108,0.9624218552914129,326,-0.001132117320332915
hotpotqa,5ab96ab755429970cfb8eacd,0.7564642087441247,0.7613590086225696,0.764815831255705,326,0.004894799878444878
hotpotqa,5aba5d2e55429901930fa799,0.8175295903539445,0.8175295903539445,0.8175295903539445,1,0.0
hotpotqa,5aba749055429901930fa7d8,1.0,1.0,1.0,1,0.0
hotpotqa,5abbf698554299114383a0b5,0.8618188741038039,0.8625130286606473,0.8625130286606473,326,0.0006941545568434071
hotpotqa,5abc0a5d5542993f40c73c64,0.7420376406892829,0.7561936350588007,0.7620377379487505,326,0.014155994369517755
hotpotqa,5abd259d55429924427fcf1a,1.0,1.0,1.0,326,0.0
hotpotqa,5abdf12255429976d4830a2f,0.8772153153380493,0.8772153153380493,0.8772153153380493,1,0.0
hotpotqa,5abf63f15542997ec76fd3ea,0.5088300793600758,0.508720680571299,0.5092715207329152,326,-0.00010939878877680442
hotpotqa,5abfb3425542990832d3a1c0,0.9197207891481876,0.9197207891481876,0.9197207891481876,1,0.0
hotpotqa,5ac1b8ee5542994d76dccedc,1.0,1.0,1.0,1,0.0
hotpotqa,5ac23ff0554299636651994d,0.9875467094763376,0.9886788267966704,0.9886788267966704,326,0.0011321173203328039
hotpotqa,5ac2acff55429921a00ab02b,1.0,0.9966036480390011,1.0,326,-0.0033963519609988557
hotpotqa,5adbf0a255429947ff17385a,1.0,1.0,1.0,356,0.0
hotpotqa,5adccd795542990d50227d2c,1.0,1.0,1.0,1,0.0
hotpotqa,5add61d65542995b365fab21,0.9909430614373363,0.9966036480390011,1.0,326,0.0056605866016647965
hotpotqa,5adddccd5542997dc7907069,0.8640177777743723,0.857097580488491,0.8655494083166869,356,-0.006920197285881224
hotpotqa,5adf37a95542995ec70e8f97,0.9472299474035959,0.9472299474035959,0.9472299474035959,326,0.0
hotpotqa,5ae0361155429925eb1afc2c,0.7227829052256146,0.7312383415858947,0.732145305601675,326,0.008455436360280122
hotpotqa,5ae0d4c9554299603e418468,1.0,1.0,1.0,356,0.0
hotpotqa,5ae1f4cb554299234fd0436d,1.0,1.0,1.0,1,0.0
hotpotqa,5ae224da554299234fd043ee,1.0,1.0,1.0,1,0.0
hotpotqa,5ae22b8d554299234fd0440f,0.5678280935018609,0.5725869924388961,0.5767881091443169,356,0.004758898937035183
hotpotqa,5ae2b770554299495565db0f,1.0,1.0,1.0,1,0.0
hotpotqa,5ae2dd2055429928c423950d,1.0,1.0,1.0,1,0.0
hotpotqa,5ae33c4d5542992f92d82262,1.0,1.0,1.0,1,0.0
hotpotqa,5ae37c765542992f92d822d4,0.7527425666302089,0.7527425666302089,0.7527425666302089,1,0.0
hotpotqa,5ae53b545542990ba0bbb23c,1.0,1.0,1.0,1,0.0
hotpotqa,5ae5736e5542990ba0bbb2b3,0.6309297535714575,0.6309297535714575,0.6309297535714575,1,0.0
hotpotqa,5ae5aba0554299546bf82f17,0.7841802768331765,0.5640920940185894,0.7841802768331765,1,-0.22008818281458709
hotpotqa,5ae6050f55429929b0807a5e,0.9506657218546506,0.9352829100970265,0.9527391502053728,356,-0.015382811757624126
hotpotqa,5ae7ba7a5542993210983f12,0.2728795683783393,0.2728352896018922,0.2728795683783393,326,-4.427877644713751e-05
hotpotqa,5ae7e1fc55429952e35ea9cc,1.0,1.0,1.0,1,0.0
scidocs,01d208b33561362f7714f714d3bc4a1f7aa1637c,0.0,0.0,0.0,355,0.0
scidocs,04e4034344bda5c97015ea634e6eb1b65ef3a898,0.616412898179016,0.6222975857366158,0.6264085939487278,356,0.005884687557599744
scidocs,065985d4d0854c51f52ad7a7507b267d9b88ab1c,0.2610878515118352,0.2657761306098453,0.26780120454517514,356,0.004688279098010062
scidocs,0674058618d04def58c79a0b28174301ef591433,0.3674874396268624,0.36428400232934205,0.3680609288409219,356,-0.003203437297520373
scidocs,071f47b7bc5830643e31dbed82e0375bf9b26559,0.8569048110375945,0.8548152345699741,0.8573408395758781,356,-0.0020895764676204243
scidocs,0a40663fdcf7c5fb7cfc459693116c41309e7eca,0.0,0.0,0.0,356,0.0
scidocs,0bf046038a555bc848030a28530f9836e5611b96,0.5914210715246189,0.6161471363070358,0.6188880528418745,356,0.0247260647824169
scidocs,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,0.34973385971799237,0.3548775106199792,0.3555042292299742,356,0.005143650901986818
scidocs,100636ca50edf63d4336bb071f3e172cb0ebccaa,0.0,0.0,0.0,356,0.0
scidocs,129397ed6557da93db5ba18cf112ee7b0a7927d8,0.3763536302733807,0.3720128923368833,0.3787711699297005,356,-0.004340737936497419
scidocs,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,0.3290479519343864,0.32649592965978075,0.33410828282090954,356,-0.0025520222746056587
scidocs,191ea925c2115755b44380c99d84f4a1099b4dcd,0.10133865028188278,0.1038914919260347,0.1046497851128109,356,0.0025528416441519125
scidocs,1a66df57f88e689438d505474eff73e3a9180c5b,0.0,0.0,0.0,356,0.0
scidocs,232427099d4a8acf1dc29efc852f09c5964e6165,0.2853314340714913,0.2794634111599335,0.28617095598195663,356,-0.005868022911557802
scidocs,23386571ed332e4a465c0a6fa899f310caa217c8,0.1754454431922345,0.1759594245389683,0.1761992624359061,356,0.0005139813467337773
scidocs,23a7c8d9f142184d28e56b0751e172fef6539275,0.2570808551305079,0.2512295025643649,0.2576803322903259,356,-0.005851352566142998
scidocs,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,0.1617525315798629,0.16024422603526825,0.16360144833081852,356,-0.0015083055445946625
scidocs,271a4077c037b86fb7daf6bff3e66682322ff7d7,0.0,0.0,0.0,356,0.0
