dataset,protocol,regime,query_id,graph_changed,raw_balance_scores_changed,normalized_balance_scores_changed,balance_only_ranking_changed,hybrid_scores_changed,full_hybrid_ranking_changed,top_k_set_changed,top_k_order_changed,relevance_sequence_changed,ndcg_changed,hybrid_delta_ndcg
scidocs,primary_minmax_retention_matched,ms2,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,191ea925c2115755b44380c99d84f4a1099b4dcd,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,458f1428273254fc5dd399f3c104f507680ddd54,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,84424eee012089dac9414979f0cb1465c97c4408,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,5bb6b779de7929c573f39cd84169cafbd72e5bae,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,7b6652910c5cc0df9ff6bc91912a02e58a742d26,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,df0ef17f63582603dafb1ac5c489dec1416ecbf4,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f2d5039b55d626ef5466a80e950bddd5cc1819d4,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,7492683af60d02dbd658acdc61249571f8c20fc8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f7f32e86c23a902ac55fba8b8191026f563bec5b,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,a22e737d38a1bc671893a7ed341aba436571097a,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,4b80771429b786ea87740738378ba1eb1504a57f,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,9003fb79e7848ced3be975c3d87a9348a4b8d377,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ac58b487e864afafe71c6158553eed10fbc8eef5,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,30c9a7660281ad8e4538ff9beb20282c74fac810,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,129397ed6557da93db5ba18cf112ee7b0a7927d8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,1a66df57f88e689438d505474eff73e3a9180c5b,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,e00ab75a8aa637d9c4c5c020e9f2c54b31528031,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,7707c7aac35a4d206eb061305256452051ae4dcf,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,23386571ed332e4a465c0a6fa899f310caa217c8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,e7ec9e900556d9d9e47b274911ad304bcf198256,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ca464085b3da330f2ea895543a78c446a3af1bb6,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f09db8a42d713774483f023b31e0ee96361823f4,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,958ebc7e24012b419316489515f2c2f908773bd5,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,73d54af530d22599cc76b9785ae0a663cc694df2,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,de77514c78432a0b17cf30baa024434173908f89,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,7c88a0f765ce3c9025345cf133251cb947fe6ee5,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,5e1b80b4774582b948c6dcd656daaba6724ffc2d,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,e659e72b7962c9ad586a2d35a7099550102fb054,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,3136f52540fb7925998eff94e9c016d2e1a6fe12,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,0bf046038a555bc848030a28530f9836e5611b96,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,5a4b46ef8898610ab16a1ced6f4a976db0f1962c,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,232427099d4a8acf1dc29efc852f09c5964e6165,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,100636ca50edf63d4336bb071f3e172cb0ebccaa,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,7a373793804ea9813d64641919e14841f927c38f,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,e788f08148b4b06f4e537b27b51338f1c88ccea8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,8fad88b5678bfecab78d0d6389f649ccfb310d22,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,e48e9cf407af2694ecfefd441c2c28faffdf0835,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,065985d4d0854c51f52ad7a7507b267d9b88ab1c,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,44a56dc083e3e2b07f11aae29c1ee560f46efa4a,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,3b198869df03d98b81c0c882753845a3bca36c63,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,9a7e12ef462e779263ee3f2dd415d2d21233f15d,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,76dac031066a95715a3b116eb2094ec9bdd15171,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,a1be02429ab4ec852656f8833c3160f4592cc547,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,a1f5c39aece58f6504e0334d96eaede32c7329cf,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,8ff6581f94c366e34c6f2d55806f7781194c33c8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,fd65ca4e3ae95302f74bf863988cdb95d6a12824,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,3565d884735ead613a5aa0903f06a2cc86d05b6b,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,c2e57b2871fdfd06566820c5329815ac06f66197,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,59e2037f5079794cb9128c7f0900a568ced14c2a,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,3f95e155b1c40911149fe994197a502ef44ebbbe,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,0674058618d04def58c79a0b28174301ef591433,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,23a7c8d9f142184d28e56b0751e172fef6539275,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ee6b940d3ae36f9b124586b15a49cec45f24b90a,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,2bd338ef8751b62d23e53fbb44d67042d634da2f,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ddbb6e0913ac127004be73e2d4097513a8f02d37,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,d6b56cc6e05300426b6194dd3f6a38720678827e,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,df39e24c3cc21dc4c79995ec2b424a37dac999c7,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,74bd4761b373447079c6e5cd31832c00fab2fa77,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ddbf21ca1de9617894b15d45787a27557f02a494,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f754cab548f2c209ea7d932084ef768b92b27614,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,373f76633cc1f6c7a421e31c989842021a52fca4,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,01d208b33561362f7714f714d3bc4a1f7aa1637c,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,f365ce3e68cb3795887e93baf5fed5d783b3904e,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,28e0707528f78fecb26fe7f003d94f6a5de32b98,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,fa8042d025895e22af2d9df3ffb9f67438610fcc,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ae2b67d03512dd0f13a68636d1d7f83cc889318a,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,b8397b4418bb1d576210d9a39d44725d6ffb2a44,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,af441a4f1b754ad9b3a4401e8361ad9b66786778,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,8bb3a478db8951f42198a885d7245d58036ba55c,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,9e76a700f03ef476b964b27e23c071163e44c232,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,43da9037d50745002195abb864243ecc75d4b040,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,b21951a276dd940e052676b06e193f65fdc297f9,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,4649e3279edf653135f1f31da3e242ba451a93de,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,924544f503070bb390cc51e4bac9cbb3171aa03f,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,d2e6250e95af09fefbe638f1580420476a2ecaee,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms2,79e13ff4a21f13d3839422568274ea84a9fe42b5,False,False,False,False,False,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,78495383450e02c5fe817e408726134b3084905d,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,3a63667284dc8b9687ed1620406030bfe39af3c9,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,071f47b7bc5830643e31dbed82e0375bf9b26559,True,True,True,True,True,True,False,True,True,True,-0.004749983264250579
scidocs,primary_minmax_retention_matched,ms1,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,True,True,True,True,True,True,False,True,True,True,-0.0069754889603356185
scidocs,primary_minmax_retention_matched,ms1,a65196dfff31425281c690a7f2ca65247147da6b,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,a04b5b99f5d9d8748843e870536a4a9f65562012,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,True,True,True,True,True,True,False,True,True,True,0.013542612711850088
scidocs,primary_minmax_retention_matched,ms1,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,648678f1edab0d2139958070744b826d2b24c79e,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,4715401473dca02ebaa5bdd4d4003705ed91c380,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,3be10c45163c61dfb9f250412699b3f8cb0ada1d,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,566c89a1ace18f57ac3212e6d62634b501990b31,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,370fda29c5aaff285311a87824c5f28db33da021,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,6c89453c09abde95d998f5acd244f00519472ee0,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,714c194a2fc326151b905270558aa137f9f22730,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,c79b88a8d8ba491cead38b431703d84015153a8f,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,b2a20116c0609e23d3adfeaa604500fddca66178,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,281b6888d5df1dddb350fac4e9be5c8272519109,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,0a40663fdcf7c5fb7cfc459693116c41309e7eca,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,8501e330d78391f4e690886a8eb8fac867704ea6,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,beac53e8074b4822943a3374ff5e9fed98a891b8,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7db20fcc1d71edc32c365f145148d24b9f1427a5,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,335ad0ff82c728aca99fb0059c607cb18129526f,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,04e4034344bda5c97015ea634e6eb1b65ef3a898,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,271a4077c037b86fb7daf6bff3e66682322ff7d7,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,3d23666c6d97d6ba3c86044d83c697821084bed6,True,True,True,False,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,191ea925c2115755b44380c99d84f4a1099b4dcd,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,458f1428273254fc5dd399f3c104f507680ddd54,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,84424eee012089dac9414979f0cb1465c97c4408,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,5bb6b779de7929c573f39cd84169cafbd72e5bae,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7b6652910c5cc0df9ff6bc91912a02e58a742d26,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,df0ef17f63582603dafb1ac5c489dec1416ecbf4,True,True,True,True,True,True,False,True,True,True,-0.014025039229678071
scidocs,primary_minmax_retention_matched,ms1,f2d5039b55d626ef5466a80e950bddd5cc1819d4,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7492683af60d02dbd658acdc61249571f8c20fc8,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,f7f32e86c23a902ac55fba8b8191026f563bec5b,True,True,True,True,True,True,False,True,True,True,0.0073364099955203765
scidocs,primary_minmax_retention_matched,ms1,a22e737d38a1bc671893a7ed341aba436571097a,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,4b80771429b786ea87740738378ba1eb1504a57f,True,True,True,True,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,9003fb79e7848ced3be975c3d87a9348a4b8d377,True,True,True,True,True,True,False,True,True,True,-0.026870409803294693
scidocs,primary_minmax_retention_matched,ms1,ac58b487e864afafe71c6158553eed10fbc8eef5,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,30c9a7660281ad8e4538ff9beb20282c74fac810,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,129397ed6557da93db5ba18cf112ee7b0a7927d8,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,1a66df57f88e689438d505474eff73e3a9180c5b,True,True,True,False,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,e00ab75a8aa637d9c4c5c020e9f2c54b31528031,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7707c7aac35a4d206eb061305256452051ae4dcf,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,23386571ed332e4a465c0a6fa899f310caa217c8,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,e7ec9e900556d9d9e47b274911ad304bcf198256,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,ca464085b3da330f2ea895543a78c446a3af1bb6,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,f09db8a42d713774483f023b31e0ee96361823f4,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,958ebc7e24012b419316489515f2c2f908773bd5,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,73d54af530d22599cc76b9785ae0a663cc694df2,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,de77514c78432a0b17cf30baa024434173908f89,True,True,True,False,True,False,False,False,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,7c88a0f765ce3c9025345cf133251cb947fe6ee5,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,5e1b80b4774582b948c6dcd656daaba6724ffc2d,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,e659e72b7962c9ad586a2d35a7099550102fb054,True,True,True,True,True,True,False,True,False,False,0.0
scidocs,primary_minmax_retention_matched,ms1,3136f52540fb7925998eff94e9c016d2e1a6fe12,True,True,True,True,True,False,False,False,False,False,0.0
