dataset,protocol,protocol_label,regime,pair_name,pair_family,query_id,unrepaired_method_key,repaired_method_key,unrepaired_ndcg,repaired_ndcg,delta_ndcg
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,3a63667284dc8b9687ed1620406030bfe39af3c9,copeland_graph,copeland_graph_repaired,1.0,1.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,3a63667284dc8b9687ed1620406030bfe39af3c9,balance_graph,balance_graph_repaired,1.0,1.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,3a63667284dc8b9687ed1620406030bfe39af3c9,markov_graph,markov_graph_repaired,1.0,1.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,3a63667284dc8b9687ed1620406030bfe39af3c9,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,1.0,1.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,3a63667284dc8b9687ed1620406030bfe39af3c9,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,1.0,1.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,071f47b7bc5830643e31dbed82e0375bf9b26559,copeland_graph,copeland_graph_repaired,0.872201441250412,0.872201441250412,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,071f47b7bc5830643e31dbed82e0375bf9b26559,balance_graph,balance_graph_repaired,0.872201441250412,0.872201441250412,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,071f47b7bc5830643e31dbed82e0375bf9b26559,markov_graph,markov_graph_repaired,0.872201441250412,0.872201441250412,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,071f47b7bc5830643e31dbed82e0375bf9b26559,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.8962626271568189,0.8962626271568189,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,071f47b7bc5830643e31dbed82e0375bf9b26559,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.8962626271568189,0.8962626271568189,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,copeland_graph,copeland_graph_repaired,0.7735577240022387,0.7735577240022387,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,balance_graph,balance_graph_repaired,0.8501590715235865,0.8501590715235865,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,markov_graph,markov_graph_repaired,0.771984219053974,0.771984219053974,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.8501590715235865,0.8501590715235865,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.8501590715235865,0.8501590715235865,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,a65196dfff31425281c690a7f2ca65247147da6b,copeland_graph,copeland_graph_repaired,0.36027633868415837,0.36027633868415837,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,a65196dfff31425281c690a7f2ca65247147da6b,balance_graph,balance_graph_repaired,0.3580028106829147,0.3580028106829147,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,a65196dfff31425281c690a7f2ca65247147da6b,markov_graph,markov_graph_repaired,0.40366349643734134,0.40366349643734134,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,a65196dfff31425281c690a7f2ca65247147da6b,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3102267425692945,0.3102267425692945,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,a65196dfff31425281c690a7f2ca65247147da6b,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.3102267425692945,0.3102267425692945,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,a04b5b99f5d9d8748843e870536a4a9f65562012,copeland_graph,copeland_graph_repaired,0.5239472913541398,0.5239472913541398,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,a04b5b99f5d9d8748843e870536a4a9f65562012,balance_graph,balance_graph_repaired,0.513582308662508,0.513582308662508,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,a04b5b99f5d9d8748843e870536a4a9f65562012,markov_graph,markov_graph_repaired,0.4810502921516774,0.4810502921516774,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,a04b5b99f5d9d8748843e870536a4a9f65562012,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.4686613101011926,0.4686613101011926,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,a04b5b99f5d9d8748843e870536a4a9f65562012,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.4686613101011926,0.4686613101011926,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,copeland_graph,copeland_graph_repaired,0.3272460798923856,0.3272460798923856,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,balance_graph,balance_graph_repaired,0.3378624949709328,0.3378624949709328,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,markov_graph,markov_graph_repaired,0.3378624949709328,0.3378624949709328,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3415156411574981,0.3415156411574981,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.3415156411574981,0.3415156411574981,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,648678f1edab0d2139958070744b826d2b24c79e,copeland_graph,copeland_graph_repaired,0.8194270280062366,0.8194270280062366,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,648678f1edab0d2139958070744b826d2b24c79e,balance_graph,balance_graph_repaired,0.7861953672493219,0.7861953672493219,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,648678f1edab0d2139958070744b826d2b24c79e,markov_graph,markov_graph_repaired,0.7861953672493219,0.7861953672493219,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,648678f1edab0d2139958070744b826d2b24c79e,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.8278123145308894,0.8278123145308894,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,648678f1edab0d2139958070744b826d2b24c79e,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.8278123145308894,0.8278123145308894,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,copeland_graph,copeland_graph_repaired,0.38685280723454163,0.38685280723454163,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,balance_graph,balance_graph_repaired,0.3562071871080222,0.3562071871080222,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,markov_graph,markov_graph_repaired,0.3333333333333333,0.3333333333333333,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.5,0.5,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,4715401473dca02ebaa5bdd4d4003705ed91c380,copeland_graph,copeland_graph_repaired,0.7149900109169716,0.7149900109169716,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,4715401473dca02ebaa5bdd4d4003705ed91c380,balance_graph,balance_graph_repaired,0.7073438599414978,0.7073438599414978,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,4715401473dca02ebaa5bdd4d4003705ed91c380,markov_graph,markov_graph_repaired,0.7042036765468256,0.7042036765468256,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,4715401473dca02ebaa5bdd4d4003705ed91c380,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.7109050375811679,0.7109050375811679,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,4715401473dca02ebaa5bdd4d4003705ed91c380,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.7109050375811679,0.7109050375811679,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,copeland_graph,copeland_graph_repaired,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,balance_graph,balance_graph_repaired,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,markov_graph,markov_graph_repaired,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.6309297535714575,0.6309297535714575,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,3be10c45163c61dfb9f250412699b3f8cb0ada1d,copeland_graph,copeland_graph_repaired,0.3562071871080222,0.3562071871080222,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,3be10c45163c61dfb9f250412699b3f8cb0ada1d,balance_graph,balance_graph_repaired,0.38685280723454163,0.38685280723454163,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,3be10c45163c61dfb9f250412699b3f8cb0ada1d,markov_graph,markov_graph_repaired,0.38685280723454163,0.38685280723454163,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,3be10c45163c61dfb9f250412699b3f8cb0ada1d,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3562071871080222,0.3562071871080222,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,3be10c45163c61dfb9f250412699b3f8cb0ada1d,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.38685280723454163,0.38685280723454163,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,566c89a1ace18f57ac3212e6d62634b501990b31,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,566c89a1ace18f57ac3212e6d62634b501990b31,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,566c89a1ace18f57ac3212e6d62634b501990b31,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,566c89a1ace18f57ac3212e6d62634b501990b31,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,566c89a1ace18f57ac3212e6d62634b501990b31,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,370fda29c5aaff285311a87824c5f28db33da021,copeland_graph,copeland_graph_repaired,0.39564672360221187,0.39564672360221187,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,370fda29c5aaff285311a87824c5f28db33da021,balance_graph,balance_graph_repaired,0.3706656904013186,0.3706656904013186,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,370fda29c5aaff285311a87824c5f28db33da021,markov_graph,markov_graph_repaired,0.3706656904013186,0.3706656904013186,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,370fda29c5aaff285311a87824c5f28db33da021,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3841032025833937,0.3841032025833937,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,370fda29c5aaff285311a87824c5f28db33da021,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.3841032025833937,0.3841032025833937,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,6c89453c09abde95d998f5acd244f00519472ee0,copeland_graph,copeland_graph_repaired,0.43067655807339306,0.43067655807339306,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,6c89453c09abde95d998f5acd244f00519472ee0,balance_graph,balance_graph_repaired,0.43067655807339306,0.43067655807339306,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,6c89453c09abde95d998f5acd244f00519472ee0,markov_graph,markov_graph_repaired,0.43067655807339306,0.43067655807339306,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,6c89453c09abde95d998f5acd244f00519472ee0,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.5,0.5,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,6c89453c09abde95d998f5acd244f00519472ee0,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.5,0.5,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,copeland_graph,copeland_graph_repaired,0.37855638465131997,0.37855638465131997,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,balance_graph,balance_graph_repaired,0.37104986336587487,0.37104986336587487,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,markov_graph,markov_graph_repaired,0.3662998801016243,0.3662998801016243,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3662998801016243,0.3662998801016243,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.3662998801016243,0.3662998801016243,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,714c194a2fc326151b905270558aa137f9f22730,copeland_graph,copeland_graph_repaired,0.27023815442731974,0.27023815442731974,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,714c194a2fc326151b905270558aa137f9f22730,balance_graph,balance_graph_repaired,0.27023815442731974,0.27023815442731974,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,714c194a2fc326151b905270558aa137f9f22730,markov_graph,markov_graph_repaired,0.27023815442731974,0.27023815442731974,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,714c194a2fc326151b905270558aa137f9f22730,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.3333333333333333,0.3333333333333333,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,714c194a2fc326151b905270558aa137f9f22730,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.3333333333333333,0.3333333333333333,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,c79b88a8d8ba491cead38b431703d84015153a8f,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,c79b88a8d8ba491cead38b431703d84015153a8f,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,c79b88a8d8ba491cead38b431703d84015153a8f,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,c79b88a8d8ba491cead38b431703d84015153a8f,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,c79b88a8d8ba491cead38b431703d84015153a8f,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,b2a20116c0609e23d3adfeaa604500fddca66178,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,b2a20116c0609e23d3adfeaa604500fddca66178,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,b2a20116c0609e23d3adfeaa604500fddca66178,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,b2a20116c0609e23d3adfeaa604500fddca66178,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,b2a20116c0609e23d3adfeaa604500fddca66178,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_hybrid,hybrid,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,hybrid_unrepaired_balance_a0p3_minmax,hybrid_repaired_balance_a0p3_minmax,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_graph,graph,281b6888d5df1dddb350fac4e9be5c8272519109,copeland_graph,copeland_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,balance_graph,graph,281b6888d5df1dddb350fac4e9be5c8272519109,balance_graph,balance_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,markov_graph,graph,281b6888d5df1dddb350fac4e9be5c8272519109,markov_graph,markov_graph_repaired,0.0,0.0,0.0
scidocs,primary_minmax_retention_matched,minmax + retention-matched,ms2,copeland_hybrid,hybrid,281b6888d5df1dddb350fac4e9be5c8272519109,hybrid_unrepaired_copeland_a0p3_minmax,hybrid_repaired_copeland_a0p3_minmax,0.0,0.0,0.0
