dataset,query_id,method,preference_source,n_candidates,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
hotpotqa,5a712fca5542994082a3e641,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7a230e5542996a35c170ee,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abe92de5542993f32c2a16b,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ade4da055429939a52fe878,cross_encoder,cross_encoder,10,0.850345,0.7,0.2,1.0,3.0,3
hotpotqa,5a75377c55429929fddd8514,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a769b115542993569682c51,cross_encoder,cross_encoder,10,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5a75404a55429916b01642be,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8587dd5542997b5ce40000,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5ae7a2e255429952e35ea99e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adf6aca5542993344016c8d,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a75e33855429976ec32bc74,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adfd56655429925eb1afaac,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a72af155542992359bc316c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5add4f3a5542997545bbbd2c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a79be0e5542994f819ef084,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a89a82c5542993b751ca973,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7cd5b05542990527d5553d,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae28f43554299492dc91c2f,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a85b2ac5542991dd0999e90,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7b7bed5542997c3ec971bc,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ac023045542996f0d89cb32,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ac1a4ed5542994d76dcce90,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adf9ee75542992d7e9f93c0,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7f677455429969796c1a37,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab6ddb655429953192ad39e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab1c693554299722f9b4c66,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8209845542990a1d231f1f,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a72df275542992359bc31b3,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a714f6f5542994082a3e7b3,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae762835542997b22f6a711,cross_encoder,cross_encoder,10,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5a7fd7305542992e7d278dc2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a835c895542993344746009,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7d1bf65542995ed0d165f0,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ade157e55429939a52fe802,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adf0ae45542992d7e9f9286,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abace6b5542996cc5e49e99,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a845b2d5542996488c2e520,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a8ce55f554299441c6b9f62,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a84b6ed5542994c784dda18,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5adc65e85542996e68525350,cross_encoder,cross_encoder,4,1.0,1.0,0.25,1.0,0.0,0
hotpotqa,5ac033495542996f0d89cb59,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7df5635542990b8f503b0a,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a7b086a5542992d025e673a,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adc99d95542994ed6169baa,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ac4f2235542996feb3fe995,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a739d8755429978a71e9048,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5abd077055429965836004f4,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae2fa1b55429928c4239583,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a738225554299623ed4abc3,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ab3bb7b55429969a97a8198,cross_encoder,cross_encoder,10,0.850345,0.7,0.2,1.0,3.0,3
hotpotqa,5ae765185542995703ce8c0f,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5ac2ada255429967731025f9,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a7db0915542990b8f503a30,cross_encoder,cross_encoder,10,0.877215,0.75,0.2,1.0,2.0,2
hotpotqa,5adf5daf5542995534e8c79d,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ac2a35055429967731025ce,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a721e0e55429971e9dc928d,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7efd2f5542994959419a9c,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a8319a05542990548d0b178,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ab98e2b5542996be202054e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8b036d55429971feec45fe,cross_encoder,cross_encoder,7,1.0,1.0,0.142857,1.0,0.0,0
hotpotqa,5a73d4385542992d56e7e3b1,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5adec96e5542995534e8c712,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ac19ba355429963665198b7,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a81108855429926c1cdace2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae0f3b955429920d523424e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae736cb5542991bbc9761c2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abebbe65542997719eab59d,cross_encoder,cross_encoder,10,0.877215,0.75,0.2,1.0,2.0,2
hotpotqa,5abbf43d5542993f40c73c2f,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a81ea115542995ce29dcc78,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adf8c965542993344016cf5,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adfad2b554299603e41835c,cross_encoder,cross_encoder,10,0.877215,0.75,0.2,1.0,2.0,2
hotpotqa,5ac385f8554299741d48a279,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8ee2855542995a26add550,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae0d7315542990adbacf678,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7dc7895542995ed0d16673,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5aba6d4b5542994dbf019906,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ae1afe9554299234fd042c6,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab6e8e6554299710c8d1faf,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8c42445542996e8ac88a3f,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5abfde655542997719eab6f2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8466a75542993344746108,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae074aa5542993d6555eb54,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ab3e45655429976abd1bcd4,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae11bc455429901ffe4ad94,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5ae5f3bb5542996de7b71a7e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab614e5554299488d4d9a9c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abe3dc65542993f32c2a0c4,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae499d755429970de88d9ca,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7b542455429927d897bf92,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5adea2435542992fa25da7e4,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5ab587f85542992aa134a34d,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7560585542992d0ec05f76,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7e694a5542997cc2c4753d,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a8a5c0d554299515336137b,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7e86245542991319bc94ce,cross_encoder,cross_encoder,10,0.402983,0.194444,0.2,1.0,12.0,12
hotpotqa,5ae33fa95542990afbd1e0f2,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a733b835542991f9a20c6b2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab9b4a555429970cfb8eb75,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a7ce0ce554299452d57ba92,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab78edc5542995dae37e95c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ade3af855429939a52fe867,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a77ddb855429967ab1052d8,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a76334c5542994ccc918710,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7577785542992d0ec05fa0,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7b76735542997c3ec9719f,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5adebc9b554299728e26c79d,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7666095542992d0ec060db,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ac4deff554299076e296e26,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8d6d4e554299441c6b9fdb,cross_encoder,cross_encoder,10,0.831555,0.666667,0.2,1.0,4.0,4
hotpotqa,5adf80605542995534e8c7d2,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7119f75542994082a3e58e,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abb93275542993f40c73b3c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a85b2d95542997b5ce40028,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a846da0554299334474611e,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ab2e84855429929539468a6,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a8a42ec55429970aeb7027c,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5adcdea85542992c1e3a2441,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a7dd8cb5542995f4f4022d0,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a89810655429946c8d6e929,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abd0eae5542996e802b46d4,cross_encoder,cross_encoder,10,0.5,0.333333,0.1,1.0,2.0,2
hotpotqa,5a8ac02d5542996c9b8d5f6f,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5a78f18855429974737f7915,cross_encoder,cross_encoder,10,0.806574,0.625,0.2,1.0,6.0,6
hotpotqa,5ab2c6d955429916697740c3,cross_encoder,cross_encoder,10,1.0,1.0,0.2,1.0,0.0,0
hotpotqa,5ab56ed0554299637185c597,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7fc21455429969796c1b4b,cross_encoder,cross_encoder,10,0.63093,0.5,0.1,1.0,1.0,1
hotpotqa,5a769b0d5542993569682c50,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
hotpotqa,5a7624b85542992db947372c,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7f57a45542992097ad2f29,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae7940c55429952e35ea984,cross_encoder,cross_encoder,10,0.831555,0.666667,0.2,1.0,4.0,4
hotpotqa,5ae27f555542992decbdcd30,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae0f4645542997b2ef7d0aa,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a81f49c5542995ce29dcc9a,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a76e88555429972597f13f4,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ae1e11c554299234fd04335,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5a7cc9db55429907fabef036,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ab553e2554299494045ef81,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5ac31602554299741d48a1bf,cross_encoder,cross_encoder,10,0.5,0.333333,0.1,1.0,2.0,2
hotpotqa,5a7281075542994cef4bc2e9,cross_encoder,cross_encoder,10,1.0,1.0,0.1,1.0,0.0,0
hotpotqa,5abe832a55429965af743f29,cross_encoder,cross_encoder,10,0.919721,0.833333,0.2,1.0,1.0,1
