dataset,vote_regime,query_id,provider,policy,n_candidates,pairs_expected,pairs_used,pairs_missing_from_cache,pairs_excluded_no_raw_text,pairs_excluded_response_quality,pairs_excluded_fwd_rev_disagreement,pairs_excluded_retry_policy,usable,is_cyclic,n_sccs,largest_scc_size,n_edges_removed,unrepaired_ndcg,repaired_ndcg,delta_ndcg,help,harm,inactive
fiqa,ms1,33,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms1,35,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,6,0.0,0.0,0.0,False,False,True
fiqa,ms1,36,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.0,0.0,0.0,False,False,True
fiqa,ms1,37,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,0,cohere,P0,9,36,36,0,0,0,0,0,True,True,3,5,5,0.0,0.0,0.0,False,False,True
fiqa,ms2,4,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,6,2,0.0,0.0,0.0,False,False,True
fiqa,ms2,5,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,6,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
fiqa,ms2,7,cohere,P0,5,10,10,0,0,0,0,0,True,False,5,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,9,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,6,7,0.0,0.0,0.0,False,False,True
fiqa,ms2,11,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,0.0,0.0,0.0,False,False,True
fiqa,ms2,12,cohere,P0,4,6,6,0,0,0,0,0,True,False,4,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms2,13,cohere,P0,5,10,10,0,0,0,0,0,True,False,5,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,14,cohere,P0,9,36,36,0,0,0,0,0,True,False,9,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms2,16,cohere,P0,6,15,15,0,0,0,0,0,True,True,4,3,1,0.0,0.0,0.0,False,False,True
fiqa,ms2,19,cohere,P0,9,36,36,0,0,0,0,0,True,False,9,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,20,cohere,P0,6,15,15,0,0,0,0,0,True,False,6,1,0,0.5,0.5,0.0,False,False,True
fiqa,ms2,21,cohere,P0,6,15,15,0,0,0,0,0,True,False,6,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,23,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,25,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,0.3333333333333333,0.3333333333333333,0.0,False,False,True
fiqa,ms2,27,cohere,P0,5,10,10,0,0,0,0,0,True,False,5,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms2,30,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.6309297535714575,0.6309297535714575,0.0,False,False,True
fiqa,ms2,31,cohere,P0,9,36,36,0,0,0,0,0,True,True,7,3,1,0.0,0.0,0.0,False,False,True
fiqa,ms2,32,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms2,33,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms2,35,cohere,P0,9,36,36,0,0,0,0,0,True,True,1,9,6,0.0,0.0,0.0,False,False,True
fiqa,ms2,37,cohere,P0,9,36,36,0,0,0,0,0,True,False,9,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,0,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,5,5,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,4,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,6,2,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,5,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,6,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
fiqa,ms1_drop_mutual,7,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,3,2,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,9,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,6,7,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,11,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,12,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,5,1.0,1.0,0.0,False,False,True
fiqa,ms1_drop_mutual,13,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,6,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,14,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms1_drop_mutual,16,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,19,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,20,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,4,0.5,0.5,0.0,False,False,True
fiqa,ms1_drop_mutual,21,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,3,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,23,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,25,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,0.3333333333333333,0.3333333333333333,0.0,False,False,True
fiqa,ms1_drop_mutual,27,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,28,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,4,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,30,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.6309297535714575,0.6309297535714575,0.0,False,False,True
fiqa,ms1_drop_mutual,31,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,32,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms1_drop_mutual,33,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
fiqa,ms1_drop_mutual,35,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,6,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,36,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.0,0.0,0.0,False,False,True
fiqa,ms1_drop_mutual,37,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.0,0.0,0.0,False,False,True
hotpotqa,ms1,5a8c7595554299585d9e36b6,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6309297535714575,0.6309297535714575,0.0,False,False,True
hotpotqa,ms1,5a85ea095542994775f606a8,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5adbf0a255429947ff17385a,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a8e3ea95542995a26add48d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a85b2d95542997b5ce40028,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a87ab905542996e4f3088c1,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,12,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a7bbb64554299042af8f7cc,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a7166395542994082a3e814,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a877e5d5542993e715abf7d,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ab3b0bf5542992ade7c6e39,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,11,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ab56e32554299637185c594,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ab6d09255429954757d337d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a75e05c55429976ec32bc5f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ab3e45655429976abd1bcd4,cohere,P0,10,45,45,0,0,0,0,0,True,True,3,8,8,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ae0d4c9554299603e418468,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5a8133725542995ce29dcbdb,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms1,5ae6050f55429929b0807a5e,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.43067655807339306,0.43067655807339306,0.0,False,False,True
hotpotqa,ms1,5adddccd5542997dc7907069,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,0.5,-0.5,False,True,False
hotpotqa,ms1,5ae22b8d554299234fd0440f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6240505200038379,0.6240505200038379,0.0,False,False,True
hotpotqa,ms2,5a8c7595554299585d9e36b6,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6309297535714575,0.6309297535714575,0.0,False,False,True
hotpotqa,ms2,5a85ea095542994775f606a8,cohere,P0,9,36,36,0,0,0,0,0,True,False,9,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5adbf0a255429947ff17385a,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a8e3ea95542995a26add48d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a85b2d95542997b5ce40028,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a87ab905542996e4f3088c1,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,12,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a7bbb64554299042af8f7cc,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a7166395542994082a3e814,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a877e5d5542993e715abf7d,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5ab3b0bf5542992ade7c6e39,cohere,P0,9,36,36,0,0,0,0,0,True,True,3,7,11,0.0,0.0,0.0,False,False,True
hotpotqa,ms2,5ab56e32554299637185c594,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5ab6d09255429954757d337d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a75e05c55429976ec32bc5f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5ab3e45655429976abd1bcd4,cohere,P0,10,45,45,0,0,0,0,0,True,True,3,8,8,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5ae0d4c9554299603e418468,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5a8133725542995ce29dcbdb,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms2,5ae6050f55429929b0807a5e,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.43067655807339306,0.43067655807339306,0.0,False,False,True
hotpotqa,ms2,5adddccd5542997dc7907069,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,0.5,-0.5,False,True,False
hotpotqa,ms2,5ae22b8d554299234fd0440f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6240505200038379,0.6240505200038379,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a8c7595554299585d9e36b6,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6309297535714575,0.6309297535714575,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a85ea095542994775f606a8,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5adbf0a255429947ff17385a,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a8e3ea95542995a26add48d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a85b2d95542997b5ce40028,cohere,P0,10,45,45,0,0,0,0,0,True,True,5,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a87ab905542996e4f3088c1,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,12,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a7bbb64554299042af8f7cc,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a7166395542994082a3e814,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a877e5d5542993e715abf7d,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ab3b0bf5542992ade7c6e39,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,11,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ab56e32554299637185c594,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ab6d09255429954757d337d,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,3,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a75e05c55429976ec32bc5f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ab3e45655429976abd1bcd4,cohere,P0,10,45,45,0,0,0,0,0,True,True,3,8,8,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ae0d4c9554299603e418468,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5a8133725542995ce29dcbdb,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,1.0,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5ae6050f55429929b0807a5e,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.43067655807339306,0.43067655807339306,0.0,False,False,True
hotpotqa,ms1_drop_mutual,5adddccd5542997dc7907069,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,1.0,0.5,-0.5,False,True,False
hotpotqa,ms1_drop_mutual,5ae22b8d554299234fd0440f,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.6240505200038379,0.6240505200038379,0.0,False,False,True
bright,ms1,biology:1,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:2,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,11,0.0,0.0,0.0,False,False,True
bright,ms1,biology:3,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:4,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:5,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:6,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,2,1.0,1.0,0.0,False,False,True
bright,ms1,biology:7,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:8,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,1,1.0,1.0,0.0,False,False,True
bright,ms1,biology:9,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.7977228895450266,0.7977228895450266,0.0,False,False,True
bright,ms1,biology:10,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:11,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,14,0.9325210919548239,0.7328286204777911,-0.19969247147703284,False,True,False
bright,ms1,biology:12,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.9896062251871525,0.9747429528567879,-0.014863272330364552,False,True,False
bright,ms1,biology:13,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:14,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,0.943473299121064,0.943473299121064,0.0,False,False,True
bright,ms1,biology:15,cohere,P0,9,36,36,0,0,0,0,0,True,True,3,7,7,1.0,1.0,0.0,False,False,True
bright,ms1,biology:16,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.0,0.0,0.0,False,False,True
bright,ms1,biology:17,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.9963488021549354,0.9963488021549354,0.0,False,False,True
bright,ms1,biology:18,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.0,0.0,0.0,False,False,True
bright,ms1,biology:19,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:20,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,0.9930783166417602,0.9930783166417602,0.0,False,False,True
bright,ms1,biology:21,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,5,0.9764093402750902,1.0,0.023590659724909813,True,False,False
bright,ms1,biology:22,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1,biology:23,cohere,P0,7,21,21,0,0,0,0,0,True,True,4,4,1,0.0,0.0,0.0,False,False,True
bright,ms1,biology:24,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:2,cohere,P0,9,36,36,0,0,0,0,0,True,True,3,7,11,0.0,0.0,0.0,False,False,True
bright,ms2,biology:3,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:4,cohere,P0,4,6,6,0,0,0,0,0,True,False,4,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:5,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:6,cohere,P0,3,3,3,0,0,0,0,0,True,False,3,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:7,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:8,cohere,P0,9,36,36,0,0,0,0,0,True,True,6,4,1,0.0,0.0,0.0,False,False,True
bright,ms2,biology:9,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.7977228895450266,0.7977228895450266,0.0,False,False,True
bright,ms2,biology:10,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:11,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,0.9674679834891693,0.9674679834891693,0.0,False,False,True
bright,ms2,biology:12,cohere,P0,9,36,36,0,0,0,0,0,True,True,7,3,1,0.9828920819566879,0.9558295932317544,-0.027062488724933442,False,True,False
bright,ms2,biology:13,cohere,P0,6,15,15,0,0,0,0,0,True,False,6,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:17,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.9963488021549354,0.9963488021549354,0.0,False,False,True
bright,ms2,biology:19,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:20,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.9896062251871525,0.9896062251871525,0.0,False,False,True
bright,ms2,biology:21,cohere,P0,7,21,21,0,0,0,0,0,True,True,5,3,1,0.9838048780283076,1.0,0.016195121971692372,True,False,False
bright,ms2,biology:22,cohere,P0,5,10,10,0,0,0,0,0,True,False,5,1,0,1.0,1.0,0.0,False,False,True
bright,ms2,biology:24,cohere,P0,4,6,6,0,0,0,0,0,True,False,4,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:1,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:2,cohere,P0,10,45,45,0,0,0,0,0,True,True,4,7,11,0.0,0.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:3,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:4,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:5,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:6,cohere,P0,10,45,45,0,0,0,0,0,True,True,6,5,2,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:7,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:8,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,1,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:9,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.7977228895450266,0.7977228895450266,0.0,False,False,True
bright,ms1_drop_mutual,biology:10,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:11,cohere,P0,10,45,45,0,0,0,0,0,True,True,2,9,14,0.9325210919548239,0.7328286204777911,-0.19969247147703284,False,True,False
bright,ms1_drop_mutual,biology:12,cohere,P0,10,45,45,0,0,0,0,0,True,True,8,3,1,0.9896062251871525,0.9747429528567879,-0.014863272330364552,False,True,False
bright,ms1_drop_mutual,biology:13,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:14,cohere,P0,8,28,28,0,0,0,0,0,True,False,8,1,0,0.943473299121064,0.943473299121064,0.0,False,False,True
bright,ms1_drop_mutual,biology:15,cohere,P0,9,36,36,0,0,0,0,0,True,True,3,7,7,1.0,1.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:16,cohere,P0,7,21,21,0,0,0,0,0,True,False,7,1,0,0.0,0.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:17,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,0.9963488021549354,0.9963488021549354,0.0,False,False,True
bright,ms1_drop_mutual,biology:18,cohere,P0,10,45,45,0,0,0,0,0,True,True,7,4,2,0.0,0.0,0.0,False,False,True
bright,ms1_drop_mutual,biology:19,cohere,P0,10,45,45,0,0,0,0,0,True,False,10,1,0,1.0,1.0,0.0,False,False,True
