provider,dataset,query_id,doc_a_id,doc_b_id,ab_category,ba_category,ab_label,ba_label,ref_wins_forward,ref_wins_reverse,agree,either_fallback
cohere,fiqa,0,417981,55200,exact,exact,B,A,False,False,True,False
cohere,fiqa,0,417981,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,0,513362,531442,exact,exact,B,A,False,False,True,False
cohere,fiqa,0,513362,531578,exact,exact,B,A,False,False,True,False
cohere,fiqa,0,513362,55200,exact,exact,B,A,False,False,True,False
cohere,fiqa,0,513362,562777,exact,exact,B,B,False,True,False,False
cohere,fiqa,0,531442,531578,exact,exact,B,A,False,False,True,False
cohere,fiqa,0,531442,55200,exact,exact,B,B,False,True,False,False
cohere,fiqa,0,531442,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,0,531578,55200,exact,exact,A,B,True,True,True,False
cohere,fiqa,0,531578,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,0,55200,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,194308,216077,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,327002,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,381151,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,417981,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,513362,exact,exact,A,B,True,True,True,False
azure,fiqa,0,194308,531442,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,55200,exact,exact,B,A,False,False,True,False
azure,fiqa,0,194308,562777,exact,exact,A,A,True,False,False,False
azure,fiqa,0,216077,327002,exact,exact,B,A,False,False,True,False
azure,fiqa,0,216077,381151,exact,exact,A,A,True,False,False,False
azure,fiqa,0,216077,417981,exact,exact,A,A,True,False,False,False
azure,fiqa,0,216077,513362,exact,exact,A,B,True,True,True,False
azure,fiqa,0,216077,531442,exact,exact,B,A,False,False,True,False
azure,fiqa,0,216077,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,216077,55200,exact,exact,A,A,True,False,False,False
azure,fiqa,0,216077,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,381151,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,417981,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,513362,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,531442,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,327002,55200,exact,exact,A,B,True,True,True,False
azure,fiqa,0,327002,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,381151,417981,exact,exact,A,B,True,True,True,False
azure,fiqa,0,381151,513362,exact,exact,A,B,True,True,True,False
azure,fiqa,0,381151,531442,exact,exact,B,A,False,False,True,False
azure,fiqa,0,381151,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,381151,55200,exact,exact,A,B,True,True,True,False
azure,fiqa,0,381151,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,417981,513362,exact,exact,A,B,True,True,True,False
azure,fiqa,0,417981,531442,exact,exact,B,A,False,False,True,False
azure,fiqa,0,417981,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,417981,55200,exact,exact,B,A,False,False,True,False
azure,fiqa,0,417981,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,513362,531442,exact,exact,B,A,False,False,True,False
azure,fiqa,0,513362,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,513362,55200,exact,exact,B,A,False,False,True,False
azure,fiqa,0,513362,562777,exact,exact,B,A,False,False,True,False
azure,fiqa,0,531442,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,0,531442,55200,exact,exact,A,B,True,True,True,False
azure,fiqa,0,531442,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,531578,55200,exact,exact,A,B,True,True,True,False
azure,fiqa,0,531578,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,0,55200,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,194308,327002,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,194308,332161,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,194308,390435,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,194308,397608,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,194308,40257,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,194308,434619,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,194308,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,194308,531578,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,194308,562777,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,327002,332161,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,327002,390435,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,327002,397608,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,327002,40257,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,327002,434619,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,327002,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,327002,531578,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,327002,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,332161,390435,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,332161,397608,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,332161,40257,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,332161,434619,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,332161,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,332161,531578,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,332161,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,390435,397608,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,390435,40257,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,390435,434619,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,390435,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,390435,531578,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,390435,562777,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,397608,40257,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,397608,434619,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,397608,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,397608,531578,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,397608,562777,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,40257,434619,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,40257,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,40257,531578,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,40257,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,434619,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,434619,531578,exact,exact,B,A,False,False,True,False
cohere,fiqa,4,434619,562777,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,447231,531578,exact,exact,B,B,False,True,False,False
cohere,fiqa,4,447231,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,4,531578,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,194308,327002,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,332161,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,390435,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,397608,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,434619,exact,exact,A,A,True,False,False,False
azure,fiqa,4,194308,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,4,194308,562777,exact,exact,B,A,False,False,True,False
azure,fiqa,4,327002,332161,exact,exact,A,B,True,True,True,False
azure,fiqa,4,327002,390435,exact,exact,A,A,True,False,False,False
azure,fiqa,4,327002,397608,exact,exact,A,B,True,True,True,False
azure,fiqa,4,327002,40257,exact,exact,B,B,False,True,False,False
azure,fiqa,4,327002,434619,exact,exact,A,B,True,True,True,False
azure,fiqa,4,327002,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,327002,531578,exact,exact,A,B,True,True,True,False
azure,fiqa,4,327002,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,332161,390435,exact,exact,A,A,True,False,False,False
azure,fiqa,4,332161,397608,exact,exact,B,B,False,True,False,False
azure,fiqa,4,332161,40257,exact,exact,B,B,False,True,False,False
azure,fiqa,4,332161,434619,exact,exact,A,B,True,True,True,False
azure,fiqa,4,332161,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,332161,531578,exact,exact,B,B,False,True,False,False
azure,fiqa,4,332161,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,390435,397608,exact,exact,B,A,False,False,True,False
azure,fiqa,4,390435,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,4,390435,434619,exact,exact,A,B,True,True,True,False
azure,fiqa,4,390435,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,390435,531578,exact,exact,A,A,True,False,False,False
azure,fiqa,4,390435,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,397608,40257,exact,exact,B,B,False,True,False,False
azure,fiqa,4,397608,434619,exact,exact,A,B,True,True,True,False
azure,fiqa,4,397608,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,397608,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,4,397608,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,40257,434619,exact,exact,A,B,True,True,True,False
azure,fiqa,4,40257,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,40257,531578,exact,exact,B,B,False,True,False,False
azure,fiqa,4,40257,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,434619,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,4,434619,531578,exact,exact,B,A,False,False,True,False
azure,fiqa,4,434619,562777,exact,exact,B,A,False,False,True,False
azure,fiqa,4,447231,531578,exact,exact,A,B,True,True,True,False
azure,fiqa,4,447231,562777,exact,exact,A,B,True,True,True,False
azure,fiqa,4,531578,562777,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,115274,331616,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,115274,398365,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,115274,401004,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,115274,428471,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,115274,480717,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,115274,504056,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,115274,528206,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,115274,553540,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,115274,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,398365,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,401004,exact,exact,B,B,False,True,False,False
cohere,fiqa,5,331616,428471,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,480717,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,504056,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,528206,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,553540,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,331616,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,398365,401004,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,398365,428471,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,398365,480717,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,398365,504056,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,398365,528206,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,398365,553540,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,398365,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,401004,428471,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,401004,480717,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,401004,504056,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,401004,528206,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,401004,553540,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,401004,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,428471,480717,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,428471,504056,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,428471,528206,exact,exact,A,A,True,False,False,False
cohere,fiqa,5,428471,553540,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,428471,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,480717,504056,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,480717,528206,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,480717,553540,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,480717,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,504056,528206,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,504056,553540,exact,exact,A,B,True,True,True,False
cohere,fiqa,5,504056,64899,exact,exact,B,B,False,True,False,False
cohere,fiqa,5,528206,553540,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,528206,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,5,553540,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,331616,exact,exact,A,B,True,True,True,False
azure,fiqa,5,115274,398365,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,401004,exact,exact,A,B,True,True,True,False
azure,fiqa,5,115274,428471,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,480717,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,504056,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,528206,exact,exact,B,B,False,True,False,False
azure,fiqa,5,115274,553540,exact,exact,B,A,False,False,True,False
azure,fiqa,5,115274,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,398365,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,401004,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,428471,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,480717,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,504056,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,528206,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,553540,exact,exact,B,A,False,False,True,False
azure,fiqa,5,331616,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,398365,401004,exact,exact,A,B,True,True,True,False
azure,fiqa,5,398365,428471,exact,exact,B,A,False,False,True,False
azure,fiqa,5,398365,480717,exact,exact,B,A,False,False,True,False
azure,fiqa,5,398365,504056,exact,exact,B,B,False,True,False,False
azure,fiqa,5,398365,528206,exact,exact,A,B,True,True,True,False
azure,fiqa,5,398365,553540,exact,exact,A,B,True,True,True,False
azure,fiqa,5,398365,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,428471,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,480717,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,504056,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,528206,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,553540,exact,exact,B,A,False,False,True,False
azure,fiqa,5,401004,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,428471,480717,exact,exact,B,A,False,False,True,False
azure,fiqa,5,428471,504056,exact,exact,A,A,True,False,False,False
azure,fiqa,5,428471,528206,exact,exact,A,B,True,True,True,False
azure,fiqa,5,428471,553540,exact,exact,A,A,True,False,False,False
azure,fiqa,5,428471,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,480717,504056,exact,exact,A,B,True,True,True,False
azure,fiqa,5,480717,528206,exact,exact,A,B,True,True,True,False
azure,fiqa,5,480717,553540,exact,exact,A,B,True,True,True,False
azure,fiqa,5,480717,64899,exact,exact,A,B,True,True,True,False
azure,fiqa,5,504056,528206,exact,exact,A,B,True,True,True,False
azure,fiqa,5,504056,553540,exact,exact,B,B,False,True,False,False
azure,fiqa,5,504056,64899,exact,exact,B,B,False,True,False,False
azure,fiqa,5,528206,553540,exact,exact,B,A,False,False,True,False
azure,fiqa,5,528206,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,5,553540,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,188530,20116,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,210300,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,188530,257841,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,372036,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,396679,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,444562,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,44593,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,188530,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,188530,78139,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,20116,210300,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,257841,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,372036,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,396679,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,444562,exact,exact,B,B,False,True,False,False
cohere,fiqa,6,20116,44593,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,20116,78139,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,210300,257841,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,210300,372036,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,210300,396679,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,210300,444562,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,210300,44593,exact,exact,B,B,False,True,False,False
cohere,fiqa,6,210300,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,210300,78139,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,257841,372036,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,257841,396679,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,257841,444562,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,257841,44593,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,257841,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,257841,78139,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,372036,396679,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,372036,444562,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,372036,44593,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,372036,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,372036,78139,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,396679,444562,exact,exact,A,B,True,True,True,False
cohere,fiqa,6,396679,44593,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,396679,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,396679,78139,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,444562,44593,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,444562,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,444562,78139,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,44593,560251,exact,exact,B,A,False,False,True,False
cohere,fiqa,6,44593,78139,exact,exact,A,A,True,False,False,False
cohere,fiqa,6,560251,78139,exact,exact,A,A,True,False,False,False
azure,fiqa,6,188530,20116,exact,exact,A,B,True,True,True,False
azure,fiqa,6,188530,210300,exact,exact,B,A,False,False,True,False
azure,fiqa,6,188530,257841,exact,exact,A,B,True,True,True,False
azure,fiqa,6,188530,372036,exact,exact,A,B,True,True,True,False
azure,fiqa,6,188530,396679,exact,exact,A,B,True,True,True,False
azure,fiqa,6,188530,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,188530,44593,exact,exact,B,B,False,True,False,False
azure,fiqa,6,188530,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,188530,78139,exact,exact,A,B,True,True,True,False
azure,fiqa,6,20116,210300,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,257841,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,372036,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,396679,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,20116,44593,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,20116,78139,exact,exact,B,A,False,False,True,False
azure,fiqa,6,210300,257841,exact,exact,A,B,True,True,True,False
azure,fiqa,6,210300,372036,exact,exact,A,B,True,True,True,False
azure,fiqa,6,210300,396679,exact,exact,A,B,True,True,True,False
azure,fiqa,6,210300,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,210300,44593,exact,exact,B,B,False,True,False,False
azure,fiqa,6,210300,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,210300,78139,exact,exact,A,B,True,True,True,False
azure,fiqa,6,257841,372036,exact,exact,B,A,False,False,True,False
azure,fiqa,6,257841,396679,exact,exact,B,A,False,False,True,False
azure,fiqa,6,257841,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,257841,44593,exact,exact,B,A,False,False,True,False
azure,fiqa,6,257841,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,257841,78139,exact,exact,B,A,False,False,True,False
azure,fiqa,6,372036,396679,exact,exact,B,B,False,True,False,False
azure,fiqa,6,372036,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,372036,44593,exact,exact,B,A,False,False,True,False
azure,fiqa,6,372036,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,372036,78139,exact,exact,B,A,False,False,True,False
azure,fiqa,6,396679,444562,exact,exact,A,B,True,True,True,False
azure,fiqa,6,396679,44593,exact,exact,B,A,False,False,True,False
azure,fiqa,6,396679,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,396679,78139,exact,exact,B,A,False,False,True,False
azure,fiqa,6,444562,44593,exact,exact,B,A,False,False,True,False
azure,fiqa,6,444562,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,444562,78139,exact,exact,B,A,False,False,True,False
azure,fiqa,6,44593,560251,exact,exact,B,A,False,False,True,False
azure,fiqa,6,44593,78139,exact,exact,B,B,False,True,False,False
azure,fiqa,6,560251,78139,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,202114,227757,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,202114,253210,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,202114,297841,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,202114,338700,exact,exact,B,B,False,True,False,False
cohere,fiqa,7,202114,483385,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,202114,542213,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,202114,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,202114,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,202114,79397,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,227757,253210,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,227757,297841,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,227757,338700,exact,exact,B,B,False,True,False,False
cohere,fiqa,7,227757,483385,exact,exact,B,B,False,True,False,False
cohere,fiqa,7,227757,542213,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,227757,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,227757,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,227757,79397,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,253210,297841,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,253210,338700,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,253210,483385,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,253210,542213,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,253210,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,253210,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,253210,79397,exact,exact,A,A,True,False,False,False
cohere,fiqa,7,297841,338700,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,297841,483385,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,297841,542213,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,297841,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,297841,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,297841,79397,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,338700,483385,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,338700,542213,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,338700,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,338700,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,338700,79397,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,483385,542213,exact,exact,B,B,False,True,False,False
cohere,fiqa,7,483385,588253,exact,exact,B,A,False,False,True,False
cohere,fiqa,7,483385,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,483385,79397,exact,exact,A,B,True,True,True,False
cohere,fiqa,7,542213,588253,exact,exact,B,A,False,False,True,False
