unit_key,dataset,query_id,incumbent_ndcg,best_ndcg_oracle_full_frontier,best_candidate_id_oracle_full_frontier,whole_graph_ndcg,best_alt_extraction_ndcg,delta_oracle_full_frontier,delta_whole_graph_repair,delta_best_alt_extraction,n_candidates_evaluated
pool6_pilot|pool6_original|fiqa|11039|azure,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|11039|gemini,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,6
pool6_pilot|pool6_original|fiqa|11039|cohere,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|11039|fireworks,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|11039|aggregate,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,8
pool6_pilot|pool6_original|fiqa|2377|azure,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,2
pool6_pilot|pool6_original|fiqa|2377|gemini,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,3
pool6_pilot|pool6_original|fiqa|2377|cohere,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|2377|fireworks,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|2377|aggregate,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,5
pool6_pilot|pool6_original|fiqa|4002|azure,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|4002|gemini,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|4002|cohere,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|4002|fireworks,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
pool6_pilot|pool6_original|fiqa|4002|aggregate,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,2
reviewer_concerns_branch_b|pool8_complete|scidocs|0674058618d04def58c79a0b28174301ef591433|azure,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|0674058618d04def58c79a0b28174301ef591433|gemini,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|0674058618d04def58c79a0b28174301ef591433|cohere,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool8_complete|scidocs|0674058618d04def58c79a0b28174301ef591433|fireworks,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|0674058618d04def58c79a0b28174301ef591433|aggregate,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,5
reviewer_concerns_branch_b|pool8_complete|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|azure,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|gemini,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|cohere,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool8_complete|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|fireworks,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|aggregate,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,2
reviewer_concerns_branch_b|pool8_complete|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|azure,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.975788054854922,0.975788054854922,incumbent,0.975788054854922,0.975788054854922,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|gemini,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9747429528567879,scc_local_greedy,0.9669850519151657,0.9565912771023182,0.018151675754469743,0.010393774812847534,0.0,3
reviewer_concerns_branch_b|pool8_complete|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|cohere,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9565912771023182,incumbent,0.9565912771023182,0.9565912771023182,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|fireworks,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9565912771023182,incumbent,0.9565912771023182,0.9565912771023182,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|aggregate,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9669850519151657,whole_graph_exact,0.9669850519151657,0.9565912771023182,0.010393774812847534,0.010393774812847534,0.0,4
reviewer_concerns_branch_b|pool8_complete|fiqa|11039|azure,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|11039|gemini,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,6
reviewer_concerns_branch_b|pool8_complete|fiqa|11039|cohere,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|11039|fireworks,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|11039|aggregate,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8358912271816661,0.8358912271816661,0.0,0.0,0.0,7
reviewer_concerns_branch_b|pool8_complete|fiqa|2377|azure,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool8_complete|fiqa|2377|gemini,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool8_complete|fiqa|2377|cohere,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|2377|fireworks,fiqa,2377,0.7222954974312066,0.7222954974312066,incumbent,0.7222954974312066,0.7222954974312066,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|2377|aggregate,fiqa,2377,0.727329844310522,0.727329844310522,incumbent,0.727329844310522,0.727329844310522,0.0,0.0,0.0,6
reviewer_concerns_branch_b|pool8_complete|fiqa|4002|azure,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|4002|gemini,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|4002|cohere,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|4002|fireworks,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,1
reviewer_concerns_branch_b|pool8_complete|fiqa|4002|aggregate,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,2
reviewer_concerns_branch_b|pool8_sparse57|scidocs|0674058618d04def58c79a0b28174301ef591433|azure,scidocs,0674058618d04def58c79a0b28174301ef591433,0.9818483242455303,1.0,alt_extraction_borda,0.9818483242455303,1.0,0.018151675754469743,0.0,0.018151675754469743,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|0674058618d04def58c79a0b28174301ef591433|gemini,scidocs,0674058618d04def58c79a0b28174301ef591433,0.9896062251871525,1.0,alt_extraction_borda,0.9896062251871525,1.0,0.010393774812847534,0.0,0.010393774812847534,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|0674058618d04def58c79a0b28174301ef591433|cohere,scidocs,0674058618d04def58c79a0b28174301ef591433,0.9896062251871525,1.0,alt_extraction_borda,0.9896062251871525,1.0,0.010393774812847534,0.0,0.010393774812847534,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|0674058618d04def58c79a0b28174301ef591433|fireworks,scidocs,0674058618d04def58c79a0b28174301ef591433,0.9818483242455303,1.0,alt_extraction_borda,0.9818483242455303,1.0,0.018151675754469743,0.0,0.018151675754469743,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|0674058618d04def58c79a0b28174301ef591433|aggregate,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,0.9818483242455303,1.0,0.0,-0.018151675754469743,0.0,6
reviewer_concerns_branch_b|pool8_sparse57|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|azure,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,0.975788054854922,0.975788054854922,incumbent,0.975788054854922,0.975788054854922,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|gemini,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,0.9818483242455303,0.0,0.0,-0.018151675754469743,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|cohere,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,0.9818483242455303,0.0,0.0,-0.018151675754469743,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|fireworks,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,0.975788054854922,0.975788054854922,incumbent,0.975788054854922,0.975788054854922,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|aggregate,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,0.9896062251871525,1.0,whole_graph_exact,1.0,1.0,0.010393774812847534,0.010393774812847534,0.010393774812847534,7
reviewer_concerns_branch_b|pool8_sparse57|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|azure,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9505310077117098,0.9505310077117098,incumbent,0.9505310077117098,0.9505310077117098,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool8_sparse57|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|gemini,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9818483242455303,alt_extraction_pagerank,0.9565912771023182,0.9818483242455303,0.025257047143212086,0.0,0.025257047143212086,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|cohere,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9669850519151657,0.9818483242455303,alt_extraction_pagerank,0.9669850519151657,0.9818483242455303,0.014863272330364552,0.0,0.014863272330364552,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|fireworks,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,1.0,alt_extraction_pagerank,0.9565912771023182,1.0,0.04340872289768183,0.0,0.04340872289768183,4
reviewer_concerns_branch_b|pool8_sparse57|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|aggregate,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9565912771023182,0.9818483242455303,alt_extraction_pagerank,0.9565912771023182,0.9818483242455303,0.025257047143212086,0.0,0.025257047143212086,7
reviewer_concerns_branch_b|pool8_sparse57|fiqa|11039|azure,fiqa,11039,0.8223538668023914,0.8358912271816661,alt_extraction_pagerank,0.8223538668023914,0.8358912271816661,0.013537360379274666,0.0,0.013537360379274666,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|11039|gemini,fiqa,11039,0.8301054527851841,0.8358912271816661,alt_extraction_borda,0.8223538668023914,0.8358912271816661,0.00578577439648198,-0.007751585982792686,0.00578577439648198,7
reviewer_concerns_branch_b|pool8_sparse57|fiqa|11039|cohere,fiqa,11039,0.8301054527851841,0.8358912271816661,alt_extraction_pagerank,0.8301054527851841,0.8358912271816661,0.00578577439648198,0.0,0.00578577439648198,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|11039|fireworks,fiqa,11039,0.8301054527851841,0.8358912271816661,alt_extraction_borda,0.8301054527851841,0.8358912271816661,0.00578577439648198,0.0,0.00578577439648198,3
reviewer_concerns_branch_b|pool8_sparse57|fiqa|11039|aggregate,fiqa,11039,0.8358912271816661,0.8358912271816661,incumbent,0.8223538668023914,0.8358912271816661,0.0,-0.013537360379274666,0.0,8
reviewer_concerns_branch_b|pool8_sparse57|fiqa|2377|azure,fiqa,2377,0.7183627972686238,0.727329844310522,alt_extraction_borda,0.7183627972686238,0.727329844310522,0.008967047041898102,0.0,0.008967047041898102,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|2377|gemini,fiqa,2377,0.7222954974312066,0.727329844310522,alt_extraction_borda,0.7222954974312066,0.727329844310522,0.005034346879315366,0.0,0.005034346879315366,8
reviewer_concerns_branch_b|pool8_sparse57|fiqa|2377|cohere,fiqa,2377,0.7222954974312066,0.727329844310522,alt_extraction_borda,0.7222954974312066,0.727329844310522,0.005034346879315366,0.0,0.005034346879315366,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|2377|fireworks,fiqa,2377,0.7183627972686238,0.727329844310522,alt_extraction_borda,0.7183627972686238,0.727329844310522,0.008967047041898102,0.0,0.008967047041898102,3
reviewer_concerns_branch_b|pool8_sparse57|fiqa|2377|aggregate,fiqa,2377,0.7222954974312066,0.727329844310522,alt_extraction_borda,0.7183627972686238,0.727329844310522,0.005034346879315366,-0.003932700162582736,0.005034346879315366,10
reviewer_concerns_branch_b|pool8_sparse57|fiqa|4002|azure,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7767471075223497,0.7767471075223497,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|4002|gemini,fiqa,4002,0.7713707099946513,0.7767471075223497,alt_extraction_borda,0.7713707099946513,0.7767471075223497,0.005376397527698362,0.0,0.005376397527698362,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|4002|cohere,fiqa,4002,0.7713707099946513,0.7767471075223497,alt_extraction_borda,0.7713707099946513,0.7767471075223497,0.005376397527698362,0.0,0.005376397527698362,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|4002|fireworks,fiqa,4002,0.7713707099946513,0.7767471075223497,alt_extraction_borda,0.7713707099946513,0.7767471075223497,0.005376397527698362,0.0,0.005376397527698362,4
reviewer_concerns_branch_b|pool8_sparse57|fiqa|4002|aggregate,fiqa,4002,0.7767471075223497,0.7767471075223497,incumbent,0.7713707099946513,0.7767471075223497,0.0,-0.005376397527698362,0.0,5
reviewer_concerns_branch_b|pool10_sparse56|scidocs|0674058618d04def58c79a0b28174301ef591433|azure,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|0674058618d04def58c79a0b28174301ef591433|gemini,scidocs,0674058618d04def58c79a0b28174301ef591433,0.9896062251871525,1.0,alt_extraction_rank_centrality,0.9896062251871525,1.0,0.010393774812847534,0.0,0.010393774812847534,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|0674058618d04def58c79a0b28174301ef591433|cohere,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,7
reviewer_concerns_branch_b|pool10_sparse56|scidocs|0674058618d04def58c79a0b28174301ef591433|fireworks,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|0674058618d04def58c79a0b28174301ef591433|aggregate,scidocs,0674058618d04def58c79a0b28174301ef591433,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,8
reviewer_concerns_branch_b|pool10_sparse56|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|azure,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|gemini,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|cohere,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|fireworks,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|aggregate,scidocs,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1.0,1.0,incumbent,1.0,1.0,0.0,0.0,0.0,5
reviewer_concerns_branch_b|pool10_sparse56|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|azure,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.9284591831945489,0.9505310077117098,alt_extraction_rank_centrality,0.9284591831945489,0.9505310077117098,0.022071824517160943,0.0,0.022071824517160943,8
reviewer_concerns_branch_b|pool10_sparse56|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|gemini,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.8748551918782664,0.9192613539759861,alt_extraction_rank_centrality,0.8748551918782664,0.9192613539759861,0.04440616209771964,0.0,0.04440616209771964,9
reviewer_concerns_branch_b|pool10_sparse56|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|cohere,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.8502983370860306,0.9565912771023182,alt_extraction_rank_centrality,0.8502983370860306,0.9565912771023182,0.10629294001628753,0.0,0.10629294001628753,6
reviewer_concerns_branch_b|pool10_sparse56|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|fireworks,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.8275263202178935,0.9192613539759861,alt_extraction_rank_centrality,0.8275263202178935,0.9192613539759861,0.09173503375809255,0.0,0.09173503375809255,4
reviewer_concerns_branch_b|pool10_sparse56|scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|aggregate,scidocs,9700939818a450d1bff3a3a29d71ef116d3a6a12,0.8442380676954223,0.9121559825872436,alt_extraction_rank_centrality,0.8840530210968294,0.9121559825872436,0.06791791489182131,0.03981495340140706,0.06791791489182131,9
reviewer_concerns_branch_b|pool10_sparse56|fiqa|11039|azure,fiqa,11039,0.9202054614375518,0.9202054614375518,incumbent,0.9202054614375518,0.9202054614375518,0.0,0.0,0.0,7
reviewer_concerns_branch_b|pool10_sparse56|fiqa|11039|gemini,fiqa,11039,0.9202054614375518,0.9202054614375518,incumbent,0.9202054614375518,0.9202054614375518,0.0,0.0,0.0,7
reviewer_concerns_branch_b|pool10_sparse56|fiqa|11039|cohere,fiqa,11039,0.9156857657441143,0.9156857657441143,incumbent,0.9156857657441143,0.9156857657441143,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|fiqa|11039|fireworks,fiqa,11039,0.9202054614375518,0.9202054614375518,incumbent,0.9202054614375518,0.9202054614375518,0.0,0.0,0.0,8
reviewer_concerns_branch_b|pool10_sparse56|fiqa|11039|aggregate,fiqa,11039,0.9202054614375518,0.9202054614375518,incumbent,0.9202054614375518,0.9202054614375518,0.0,0.0,0.0,10
reviewer_concerns_branch_b|pool10_sparse56|fiqa|2377|azure,fiqa,2377,0.800693766409882,0.800693766409882,incumbent,0.800693766409882,0.800693766409882,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|fiqa|2377|gemini,fiqa,2377,0.800693766409882,0.800693766409882,incumbent,0.800693766409882,0.800693766409882,0.0,0.0,0.0,7
reviewer_concerns_branch_b|pool10_sparse56|fiqa|2377|cohere,fiqa,2377,0.800693766409882,0.800693766409882,incumbent,0.800693766409882,0.800693766409882,0.0,0.0,0.0,3
reviewer_concerns_branch_b|pool10_sparse56|fiqa|2377|fireworks,fiqa,2377,0.7967610662472993,0.800693766409882,alt_extraction_borda,0.7967610662472993,0.800693766409882,0.003932700162582736,0.0,0.003932700162582736,4
reviewer_concerns_branch_b|pool10_sparse56|fiqa|2377|aggregate,fiqa,2377,0.800693766409882,0.800693766409882,incumbent,0.800693766409882,0.800693766409882,0.0,0.0,0.0,9
reviewer_concerns_branch_b|pool10_sparse56|fiqa|4002|azure,fiqa,4002,0.8508957228074242,0.8550956239938448,alt_extraction_rank_centrality,0.8508957228074242,0.8550956239938448,0.0041999011864205515,0.0,0.0041999011864205515,4
reviewer_concerns_branch_b|pool10_sparse56|fiqa|4002|gemini,fiqa,4002,0.8508957228074242,0.8508957228074242,incumbent,0.8508957228074242,0.8508957228074242,0.0,0.0,0.0,4
reviewer_concerns_branch_b|pool10_sparse56|fiqa|4002|cohere,fiqa,4002,0.8508957228074242,0.8508957228074242,incumbent,0.8508957228074242,0.8508957228074242,0.0,0.0,0.0,4
