study,source_file,unit_key,independence_cluster,query_id,dataset,provider,model,construction_variant,pool_size,repair_method,extractor,diagnostic_configuration,is_cyclic,incumbent_ndcg
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_sparse57|gemini,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_sparse57|cohere,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,1.0
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_sparse57|fireworks,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.975788054854922
extraction_study,extraction_results.jsonl,scidocs|1b1aed7e508dce5e1c2d847ee69b8979e3be69d2|reviewer_concerns_branch_b|pool8_sparse57|aggregate,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,1b1aed7e508dce5e1c2d847ee69b8979e3be69d2,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.9896062251871525
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_sparse57|azure,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9505310077117098
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_sparse57|gemini,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9565912771023182
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_sparse57|cohere,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9669850519151657
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_sparse57|fireworks,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.9565912771023182
extraction_study,extraction_results.jsonl,scidocs|9700939818a450d1bff3a3a29d71ef116d3a6a12|reviewer_concerns_branch_b|pool8_sparse57|aggregate,9700939818a450d1bff3a3a29d71ef116d3a6a12,9700939818a450d1bff3a3a29d71ef116d3a6a12,scidocs,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.9565912771023182
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_sparse57|azure,11039,11039,fiqa,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.8223538668023914
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_sparse57|gemini,11039,11039,fiqa,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.8301054527851841
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_sparse57|cohere,11039,11039,fiqa,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.8301054527851841
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_sparse57|fireworks,11039,11039,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.8301054527851841
extraction_study,extraction_results.jsonl,fiqa|11039|reviewer_concerns_branch_b|pool8_sparse57|aggregate,11039,11039,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.8358912271816661
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_sparse57|azure,2377,2377,fiqa,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7183627972686238
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_sparse57|gemini,2377,2377,fiqa,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.7222954974312066
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_sparse57|cohere,2377,2377,fiqa,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7222954974312066
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_sparse57|fireworks,2377,2377,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7183627972686238
extraction_study,extraction_results.jsonl,fiqa|2377|reviewer_concerns_branch_b|pool8_sparse57|aggregate,2377,2377,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.7222954974312066
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_sparse57|azure,4002,4002,fiqa,azure,gpt-4.1-mini,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7767471075223497
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_sparse57|gemini,4002,4002,fiqa,gemini,gemini-2.5-flash,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7713707099946513
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_sparse57|cohere,4002,4002,fiqa,cohere,command-r-plus-08-2024,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7713707099946513
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_sparse57|fireworks,4002,4002,fiqa,fireworks,accounts/fireworks/models/gpt-oss-120b,pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,False,0.7713707099946513
extraction_study,extraction_results.jsonl,fiqa|4002|reviewer_concerns_branch_b|pool8_sparse57|aggregate,4002,4002,fiqa,aggregate,derived (unweighted combination of azure/gemini/cohere/fireworks),pool8_sparse57,8,,ALL (row holds every extractor's ndcg),,True,0.7767471075223497
