dataset,query_id,flip_prob,method,ndcg_at_k
hotpotqa,5a90c8165542995651fb51ee,0.0,pagerank,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,greedy_fas_topological,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,greedy_fas_copeland,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,bt_aggregation,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,win_rate_aggregation,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,markov_aggregation,1.0
hotpotqa,5a90c8165542995651fb51ee,0.0,tournament_sort_aggregation,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,score_sum,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,borda,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,copeland_unrepaired,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,pagerank,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,greedy_fas_topological,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,greedy_fas_copeland,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,bt_aggregation,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,win_rate_aggregation,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,markov_aggregation,1.0
hotpotqa,5adf8fe55542993344016d0f,0.0,tournament_sort_aggregation,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,score_sum,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,borda,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,copeland_unrepaired,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,pagerank,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,greedy_fas_topological,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,greedy_fas_copeland,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,bt_aggregation,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,win_rate_aggregation,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,markov_aggregation,1.0
hotpotqa,5adf95745542995534e8c7f8,0.0,tournament_sort_aggregation,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,score_sum,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,borda,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,copeland_unrepaired,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,pagerank,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,greedy_fas_topological,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,greedy_fas_copeland,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,bt_aggregation,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,win_rate_aggregation,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,markov_aggregation,1.0
hotpotqa,5abeb1925542994516f453f0,0.0,tournament_sort_aggregation,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,score_sum,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,borda,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,copeland_unrepaired,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,pagerank,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,greedy_fas_topological,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,greedy_fas_copeland,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,bt_aggregation,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,win_rate_aggregation,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,markov_aggregation,1.0
hotpotqa,5abb08c65542996cc5e49f61,0.0,tournament_sort_aggregation,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,score_sum,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,borda,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,copeland_unrepaired,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,pagerank,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,greedy_fas_topological,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,greedy_fas_copeland,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,bt_aggregation,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,win_rate_aggregation,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,markov_aggregation,1.0
hotpotqa,5adfb10855429942ec259af9,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,score_sum,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,borda,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,copeland_unrepaired,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,pagerank,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,greedy_fas_topological,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,bt_aggregation,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,win_rate_aggregation,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,markov_aggregation,1.0
hotpotqa,5ab92f1f554299753720f77b,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,score_sum,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,borda,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,copeland_unrepaired,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,pagerank,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,greedy_fas_topological,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,greedy_fas_copeland,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,bt_aggregation,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,win_rate_aggregation,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,markov_aggregation,1.0
hotpotqa,5ab30d1155429976abd1bc3d,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,score_sum,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,borda,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,copeland_unrepaired,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,pagerank,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,greedy_fas_topological,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,greedy_fas_copeland,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,bt_aggregation,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,win_rate_aggregation,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,markov_aggregation,1.0
hotpotqa,5a88f7bf5542997e5c09a6dd,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,score_sum,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,borda,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,copeland_unrepaired,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,pagerank,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,greedy_fas_topological,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,greedy_fas_copeland,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,bt_aggregation,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,win_rate_aggregation,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,markov_aggregation,1.0
hotpotqa,5a77d3f555429967ab1052c5,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,score_sum,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,borda,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,copeland_unrepaired,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,pagerank,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,greedy_fas_topological,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,greedy_fas_copeland,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,bt_aggregation,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,win_rate_aggregation,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,markov_aggregation,1.0
hotpotqa,5a77a3905542992a6e59df40,0.0,tournament_sort_aggregation,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,score_sum,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,borda,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,copeland_unrepaired,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,pagerank,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,greedy_fas_topological,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,greedy_fas_copeland,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,bt_aggregation,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,win_rate_aggregation,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,markov_aggregation,1.0
hotpotqa,5ae4581e55429970de88d92f,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,score_sum,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,borda,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,copeland_unrepaired,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,pagerank,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,greedy_fas_topological,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,greedy_fas_copeland,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,bt_aggregation,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,win_rate_aggregation,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,markov_aggregation,1.0
hotpotqa,5a834cea5542990548d0b1c6,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,score_sum,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,borda,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,copeland_unrepaired,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,pagerank,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,greedy_fas_topological,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,greedy_fas_weighted_balance,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,greedy_fas_copeland,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,bt_aggregation,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,win_rate_aggregation,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,markov_aggregation,1.0
hotpotqa,5a8511185542992a431d1aca,0.0,tournament_sort_aggregation,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,score_sum,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,borda,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,copeland_unrepaired,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,pagerank,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,greedy_fas_topological,1.0
hotpotqa,5a8f7c9a55429918e830d239,0.0,greedy_fas_weighted_balance,1.0
