axis,protocol,protocol_label,pool_id,dataset,regime,pair_name,pair_family,n_queries,no_cycle,cycle_but_repair_inactive,repair_inactive_on_ranking,ranking_changed_metric_stable,metric_changed,no_cycle_fraction,cycle_but_repair_inactive_fraction,repair_inactive_on_ranking_fraction,ranking_changed_metric_stable_fraction,metric_changed_fraction
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,hotpotqa,ms1_drop_mutual,balance_hybrid,hybrid,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms2,copeland_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms2,balance_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms2,markov_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms2,copeland_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms2,balance_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1,copeland_graph,graph,50,6,0,4,14,26,0.12,0.0,0.08,0.28,0.52
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1,balance_graph,graph,50,6,0,40,4,0,0.12,0.0,0.8,0.08,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1,markov_graph,graph,50,6,0,34,4,6,0.12,0.0,0.68,0.08,0.12
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1,copeland_hybrid,hybrid,50,6,0,7,21,16,0.12,0.0,0.14,0.42,0.32
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1,balance_hybrid,hybrid,50,6,0,43,0,1,0.12,0.0,0.86,0.0,0.02
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1_drop_mutual,copeland_graph,graph,50,38,0,1,5,6,0.76,0.0,0.02,0.1,0.12
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1_drop_mutual,balance_graph,graph,50,38,0,10,2,0,0.76,0.0,0.2,0.04,0.0
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1_drop_mutual,markov_graph,graph,50,38,0,10,0,2,0.76,0.0,0.2,0.0,0.04
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1_drop_mutual,copeland_hybrid,hybrid,50,38,0,3,7,2,0.76,0.0,0.06,0.14,0.04
protocol,ablation_raw_fixed,raw + fixed,rrf_union_topk,bright,ms1_drop_mutual,balance_hybrid,hybrid,50,38,0,12,0,0,0.76,0.0,0.24,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1,copeland_graph,graph,120,1,0,0,61,58,0.008333333333333333,0.0,0.0,0.5083333333333333,0.48333333333333334
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1,balance_graph,graph,120,1,0,17,72,30,0.008333333333333333,0.0,0.14166666666666666,0.6,0.25
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1,markov_graph,graph,120,1,0,2,80,37,0.008333333333333333,0.0,0.016666666666666666,0.6666666666666666,0.30833333333333335
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1,copeland_hybrid,hybrid,120,1,0,5,74,40,0.008333333333333333,0.0,0.041666666666666664,0.6166666666666667,0.3333333333333333
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1,balance_hybrid,hybrid,120,1,0,51,60,8,0.008333333333333333,0.0,0.425,0.5,0.06666666666666667
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,copeland_graph,graph,120,106,0,0,13,1,0.8833333333333333,0.0,0.0,0.10833333333333334,0.008333333333333333
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,balance_graph,graph,120,106,0,9,5,0,0.8833333333333333,0.0,0.075,0.041666666666666664,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,markov_graph,graph,120,106,0,5,9,0,0.8833333333333333,0.0,0.041666666666666664,0.075,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,copeland_hybrid,hybrid,120,106,0,4,10,0,0.8833333333333333,0.0,0.03333333333333333,0.08333333333333333,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,balance_hybrid,hybrid,120,106,0,10,4,0,0.8833333333333333,0.0,0.08333333333333333,0.03333333333333333,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,copeland_graph,graph,120,2,0,2,85,31,0.016666666666666666,0.0,0.016666666666666666,0.7083333333333334,0.25833333333333336
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,balance_graph,graph,120,2,0,9,88,21,0.016666666666666666,0.0,0.075,0.7333333333333333,0.175
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,markov_graph,graph,120,2,0,9,85,24,0.016666666666666666,0.0,0.075,0.7083333333333334,0.2
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,copeland_hybrid,hybrid,120,2,0,5,89,24,0.016666666666666666,0.0,0.041666666666666664,0.7416666666666667,0.2
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,balance_hybrid,hybrid,120,2,0,50,63,5,0.016666666666666666,0.0,0.4166666666666667,0.525,0.041666666666666664
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,copeland_graph,graph,120,83,0,5,30,2,0.6916666666666667,0.0,0.041666666666666664,0.25,0.016666666666666666
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,balance_graph,graph,120,83,0,12,24,1,0.6916666666666667,0.0,0.1,0.2,0.008333333333333333
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,markov_graph,graph,120,83,0,12,24,1,0.6916666666666667,0.0,0.1,0.2,0.008333333333333333
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,copeland_hybrid,hybrid,120,83,0,14,23,0,0.6916666666666667,0.0,0.11666666666666667,0.19166666666666668,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,balance_hybrid,hybrid,120,83,0,27,10,0,0.6916666666666667,0.0,0.225,0.08333333333333333,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,copeland_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,balance_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,markov_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,copeland_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,balance_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,copeland_graph,graph,52,19,0,1,24,8,0.36538461538461536,0.0,0.019230769230769232,0.46153846153846156,0.15384615384615385
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,balance_graph,graph,52,19,0,19,13,1,0.36538461538461536,0.0,0.36538461538461536,0.25,0.019230769230769232
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,markov_graph,graph,52,19,0,15,15,3,0.36538461538461536,0.0,0.28846153846153844,0.28846153846153844,0.057692307692307696
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,copeland_hybrid,hybrid,52,19,0,11,19,3,0.36538461538461536,0.0,0.21153846153846154,0.36538461538461536,0.057692307692307696
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,balance_hybrid,hybrid,52,19,0,26,6,1,0.36538461538461536,0.0,0.5,0.11538461538461539,0.019230769230769232
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,copeland_graph,graph,52,51,0,0,1,0,0.9807692307692307,0.0,0.0,0.019230769230769232,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,balance_graph,graph,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,markov_graph,graph,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,copeland_hybrid,hybrid,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,balance_hybrid,hybrid,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,copeland_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,balance_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,markov_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,copeland_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,balance_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,copeland_graph,graph,50,4,0,1,13,32,0.08,0.0,0.02,0.26,0.64
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,balance_graph,graph,50,4,0,9,19,18,0.08,0.0,0.18,0.38,0.36
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,markov_graph,graph,50,4,0,6,21,19,0.08,0.0,0.12,0.42,0.38
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,copeland_hybrid,hybrid,50,4,0,8,18,20,0.08,0.0,0.16,0.36,0.4
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,balance_hybrid,hybrid,50,4,0,26,12,8,0.08,0.0,0.52,0.24,0.16
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,copeland_graph,graph,50,39,0,1,5,5,0.78,0.0,0.02,0.1,0.1
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,balance_graph,graph,50,39,0,5,5,1,0.78,0.0,0.1,0.1,0.02
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,markov_graph,graph,50,39,0,4,4,3,0.78,0.0,0.08,0.08,0.06
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,copeland_hybrid,hybrid,50,39,0,1,8,2,0.78,0.0,0.02,0.16,0.04
protocol,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,balance_hybrid,hybrid,50,39,0,9,1,1,0.78,0.0,0.18,0.02,0.02
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms2,copeland_graph,graph,120,119,0,0,0,1,0.9916666666666667,0.0,0.0,0.0,0.008333333333333333
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms2,balance_graph,graph,120,119,0,0,1,0,0.9916666666666667,0.0,0.0,0.008333333333333333,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms2,markov_graph,graph,120,119,0,0,0,1,0.9916666666666667,0.0,0.0,0.0,0.008333333333333333
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms2,copeland_hybrid,hybrid,120,119,0,1,0,0,0.9916666666666667,0.0,0.008333333333333333,0.0,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms2,balance_hybrid,hybrid,120,119,0,1,0,0,0.9916666666666667,0.0,0.008333333333333333,0.0,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1,copeland_graph,graph,120,4,0,6,68,42,0.03333333333333333,0.0,0.05,0.5666666666666667,0.35
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1,balance_graph,graph,120,4,0,16,77,23,0.03333333333333333,0.0,0.13333333333333333,0.6416666666666667,0.19166666666666668
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1,markov_graph,graph,120,4,0,8,81,27,0.03333333333333333,0.0,0.06666666666666667,0.675,0.225
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1,copeland_hybrid,hybrid,120,4,0,21,73,22,0.03333333333333333,0.0,0.175,0.6083333333333333,0.18333333333333332
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1,balance_hybrid,hybrid,120,4,0,67,43,6,0.03333333333333333,0.0,0.5583333333333333,0.35833333333333334,0.05
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1_drop_mutual,copeland_graph,graph,120,100,0,3,14,3,0.8333333333333334,0.0,0.025,0.11666666666666667,0.025
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1_drop_mutual,balance_graph,graph,120,100,0,6,13,1,0.8333333333333334,0.0,0.05,0.10833333333333334,0.008333333333333333
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1_drop_mutual,markov_graph,graph,120,100,0,4,14,2,0.8333333333333334,0.0,0.03333333333333333,0.11666666666666667,0.016666666666666666
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1_drop_mutual,copeland_hybrid,hybrid,120,100,0,12,7,1,0.8333333333333334,0.0,0.1,0.058333333333333334,0.008333333333333333
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,scidocs,ms1_drop_mutual,balance_hybrid,hybrid,120,100,0,17,3,0,0.8333333333333334,0.0,0.14166666666666666,0.025,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms2,copeland_graph,graph,120,119,0,1,0,0,0.9916666666666667,0.0,0.008333333333333333,0.0,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms2,balance_graph,graph,120,119,0,0,1,0,0.9916666666666667,0.0,0.0,0.008333333333333333,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms2,markov_graph,graph,120,119,0,0,1,0,0.9916666666666667,0.0,0.0,0.008333333333333333,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms2,copeland_hybrid,hybrid,120,119,0,1,0,0,0.9916666666666667,0.0,0.008333333333333333,0.0,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms2,balance_hybrid,hybrid,120,119,0,0,1,0,0.9916666666666667,0.0,0.0,0.008333333333333333,0.0
protocol,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),rrf_union_topk,fiqa,ms1,copeland_graph,graph,120,4,0,6,80,30,0.03333333333333333,0.0,0.05,0.6666666666666666,0.25
