axis,protocol,protocol_label,pool_id,dataset,regime,pair_name,pair_family,n_queries,no_cycle,cycle_but_repair_inactive,repair_inactive_on_ranking,ranking_changed_metric_stable,metric_changed,no_cycle_fraction,cycle_but_repair_inactive_fraction,repair_inactive_on_ranking_fraction,ranking_changed_metric_stable_fraction,metric_changed_fraction
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,balance_graph,graph,120,106,0,9,5,0,0.8833333333333333,0.0,0.075,0.041666666666666664,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,markov_graph,graph,120,106,0,5,9,0,0.8833333333333333,0.0,0.041666666666666664,0.075,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,copeland_hybrid,hybrid,120,106,0,4,10,0,0.8833333333333333,0.0,0.03333333333333333,0.08333333333333333,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,scidocs,ms1_drop_mutual,balance_hybrid,hybrid,120,106,0,10,4,0,0.8833333333333333,0.0,0.08333333333333333,0.03333333333333333,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,copeland_graph,graph,120,2,0,2,85,31,0.016666666666666666,0.0,0.016666666666666666,0.7083333333333334,0.25833333333333336
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,balance_graph,graph,120,2,0,9,88,21,0.016666666666666666,0.0,0.075,0.7333333333333333,0.175
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,markov_graph,graph,120,2,0,9,85,24,0.016666666666666666,0.0,0.075,0.7083333333333334,0.2
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,copeland_hybrid,hybrid,120,2,0,5,89,24,0.016666666666666666,0.0,0.041666666666666664,0.7416666666666667,0.2
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1,balance_hybrid,hybrid,120,2,0,50,63,5,0.016666666666666666,0.0,0.4166666666666667,0.525,0.041666666666666664
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,copeland_graph,graph,120,83,0,5,30,2,0.6916666666666667,0.0,0.041666666666666664,0.25,0.016666666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,balance_graph,graph,120,83,0,12,24,1,0.6916666666666667,0.0,0.1,0.2,0.008333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,markov_graph,graph,120,83,0,12,24,1,0.6916666666666667,0.0,0.1,0.2,0.008333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,copeland_hybrid,hybrid,120,83,0,14,23,0,0.6916666666666667,0.0,0.11666666666666667,0.19166666666666668,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,fiqa,ms1_drop_mutual,balance_hybrid,hybrid,120,83,0,27,10,0,0.6916666666666667,0.0,0.225,0.08333333333333333,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,copeland_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,balance_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,markov_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,copeland_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms2,balance_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,copeland_graph,graph,52,19,0,1,24,8,0.36538461538461536,0.0,0.019230769230769232,0.46153846153846156,0.15384615384615385
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,balance_graph,graph,52,19,0,19,13,1,0.36538461538461536,0.0,0.36538461538461536,0.25,0.019230769230769232
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,markov_graph,graph,52,19,0,15,15,3,0.36538461538461536,0.0,0.28846153846153844,0.28846153846153844,0.057692307692307696
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,copeland_hybrid,hybrid,52,19,0,11,19,3,0.36538461538461536,0.0,0.21153846153846154,0.36538461538461536,0.057692307692307696
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1,balance_hybrid,hybrid,52,19,0,26,6,1,0.36538461538461536,0.0,0.5,0.11538461538461539,0.019230769230769232
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,copeland_graph,graph,52,51,0,0,1,0,0.9807692307692307,0.0,0.0,0.019230769230769232,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,balance_graph,graph,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,markov_graph,graph,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,copeland_hybrid,hybrid,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,hotpotqa,ms1_drop_mutual,balance_hybrid,hybrid,52,51,0,1,0,0,0.9807692307692307,0.0,0.019230769230769232,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,copeland_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,balance_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,markov_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,copeland_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms2,balance_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,copeland_graph,graph,50,4,0,1,13,32,0.08,0.0,0.02,0.26,0.64
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,balance_graph,graph,50,4,0,9,19,18,0.08,0.0,0.18,0.38,0.36
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,markov_graph,graph,50,4,0,6,21,19,0.08,0.0,0.12,0.42,0.38
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,copeland_hybrid,hybrid,50,4,0,8,18,20,0.08,0.0,0.16,0.36,0.4
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1,balance_hybrid,hybrid,50,4,0,26,12,8,0.08,0.0,0.52,0.24,0.16
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,copeland_graph,graph,50,39,0,1,5,5,0.78,0.0,0.02,0.1,0.1
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,balance_graph,graph,50,39,0,5,5,1,0.78,0.0,0.1,0.1,0.02
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,markov_graph,graph,50,39,0,4,4,3,0.78,0.0,0.08,0.08,0.06
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,copeland_hybrid,hybrid,50,39,0,1,8,2,0.78,0.0,0.02,0.16,0.04
pool,primary_minmax_retention_matched,minmax + retention-matched,rrf_union_topk,bright,ms1_drop_mutual,balance_hybrid,hybrid,50,39,0,9,1,1,0.78,0.0,0.18,0.02,0.02
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1,copeland_graph,graph,120,1,0,1,59,59,0.008333333333333333,0.0,0.008333333333333333,0.49166666666666664,0.49166666666666664
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1,balance_graph,graph,120,1,0,3,81,35,0.008333333333333333,0.0,0.025,0.675,0.2916666666666667
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1,markov_graph,graph,120,1,0,4,71,44,0.008333333333333333,0.0,0.03333333333333333,0.5916666666666667,0.36666666666666664
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1,copeland_hybrid,hybrid,120,1,0,6,71,42,0.008333333333333333,0.0,0.05,0.5916666666666667,0.35
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1,balance_hybrid,hybrid,120,1,0,26,75,18,0.008333333333333333,0.0,0.21666666666666667,0.625,0.15
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1_drop_mutual,copeland_graph,graph,120,31,0,6,63,20,0.25833333333333336,0.0,0.05,0.525,0.16666666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1_drop_mutual,balance_graph,graph,120,31,0,18,58,13,0.25833333333333336,0.0,0.15,0.48333333333333334,0.10833333333333334
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1_drop_mutual,markov_graph,graph,120,31,0,10,64,15,0.25833333333333336,0.0,0.08333333333333333,0.5333333333333333,0.125
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1_drop_mutual,copeland_hybrid,hybrid,120,31,0,10,70,9,0.25833333333333336,0.0,0.08333333333333333,0.5833333333333334,0.075
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,scidocs,ms1_drop_mutual,balance_hybrid,hybrid,120,31,0,50,38,1,0.25833333333333336,0.0,0.4166666666666667,0.31666666666666665,0.008333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1,copeland_graph,graph,120,4,0,0,79,37,0.03333333333333333,0.0,0.0,0.6583333333333333,0.30833333333333335
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1,balance_graph,graph,120,4,0,2,94,20,0.03333333333333333,0.0,0.016666666666666666,0.7833333333333333,0.16666666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1,markov_graph,graph,120,4,0,0,82,34,0.03333333333333333,0.0,0.0,0.6833333333333333,0.2833333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1,copeland_hybrid,hybrid,120,4,0,1,90,25,0.03333333333333333,0.0,0.008333333333333333,0.75,0.20833333333333334
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1,balance_hybrid,hybrid,120,4,0,17,92,7,0.03333333333333333,0.0,0.14166666666666666,0.7666666666666667,0.058333333333333334
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1_drop_mutual,copeland_graph,graph,120,45,0,3,55,17,0.375,0.0,0.025,0.4583333333333333,0.14166666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1_drop_mutual,balance_graph,graph,120,45,0,17,51,7,0.375,0.0,0.14166666666666666,0.425,0.058333333333333334
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1_drop_mutual,markov_graph,graph,120,45,0,8,58,9,0.375,0.0,0.06666666666666667,0.48333333333333334,0.075
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1_drop_mutual,copeland_hybrid,hybrid,120,45,0,10,56,9,0.375,0.0,0.08333333333333333,0.4666666666666667,0.075
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,fiqa,ms1_drop_mutual,balance_hybrid,hybrid,120,45,0,41,33,1,0.375,0.0,0.3416666666666667,0.275,0.008333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms2,copeland_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms2,balance_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms2,markov_graph,graph,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms2,copeland_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms2,balance_hybrid,hybrid,52,52,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1,copeland_graph,graph,52,13,0,6,25,8,0.25,0.0,0.11538461538461539,0.4807692307692308,0.15384615384615385
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1,balance_graph,graph,52,13,0,11,26,2,0.25,0.0,0.21153846153846154,0.5,0.038461538461538464
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1,markov_graph,graph,52,13,0,10,25,4,0.25,0.0,0.19230769230769232,0.4807692307692308,0.07692307692307693
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1,copeland_hybrid,hybrid,52,13,0,10,24,5,0.25,0.0,0.19230769230769232,0.46153846153846156,0.09615384615384616
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1,balance_hybrid,hybrid,52,13,0,27,11,1,0.25,0.0,0.5192307692307693,0.21153846153846154,0.019230769230769232
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1_drop_mutual,copeland_graph,graph,52,46,0,2,4,0,0.8846153846153846,0.0,0.038461538461538464,0.07692307692307693,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1_drop_mutual,balance_graph,graph,52,46,0,2,4,0,0.8846153846153846,0.0,0.038461538461538464,0.07692307692307693,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1_drop_mutual,markov_graph,graph,52,46,0,1,4,1,0.8846153846153846,0.0,0.019230769230769232,0.07692307692307693,0.019230769230769232
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1_drop_mutual,copeland_hybrid,hybrid,52,46,0,3,3,0,0.8846153846153846,0.0,0.057692307692307696,0.057692307692307696,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,hotpotqa,ms1_drop_mutual,balance_hybrid,hybrid,52,46,0,4,2,0,0.8846153846153846,0.0,0.07692307692307693,0.038461538461538464,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms2,copeland_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms2,balance_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms2,markov_graph,graph,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms2,copeland_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms2,balance_hybrid,hybrid,50,50,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1,copeland_graph,graph,50,7,0,2,15,26,0.14,0.0,0.04,0.3,0.52
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1,balance_graph,graph,50,7,0,5,22,16,0.14,0.0,0.1,0.44,0.32
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1,markov_graph,graph,50,7,0,2,19,22,0.14,0.0,0.04,0.38,0.44
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1,copeland_hybrid,hybrid,50,7,0,2,24,17,0.14,0.0,0.04,0.48,0.34
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1,balance_hybrid,hybrid,50,7,0,11,24,8,0.14,0.0,0.22,0.48,0.16
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1_drop_mutual,copeland_graph,graph,50,29,0,0,13,8,0.58,0.0,0.0,0.26,0.16
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1_drop_mutual,balance_graph,graph,50,29,0,5,13,3,0.58,0.0,0.1,0.26,0.06
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1_drop_mutual,markov_graph,graph,50,29,0,4,9,8,0.58,0.0,0.08,0.18,0.16
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1_drop_mutual,copeland_hybrid,hybrid,50,29,0,1,12,8,0.58,0.0,0.02,0.24,0.16
pool,primary_minmax_retention_matched,minmax + retention-matched,equal_depth_union,bright,ms1_drop_mutual,balance_hybrid,hybrid,50,29,0,11,9,1,0.58,0.0,0.22,0.18,0.02
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1,copeland_graph,graph,120,1,0,1,56,62,0.008333333333333333,0.0,0.008333333333333333,0.4666666666666667,0.5166666666666667
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1,balance_graph,graph,120,1,0,11,68,40,0.008333333333333333,0.0,0.09166666666666666,0.5666666666666667,0.3333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1,markov_graph,graph,120,1,0,1,79,39,0.008333333333333333,0.0,0.008333333333333333,0.6583333333333333,0.325
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1,copeland_hybrid,hybrid,120,1,0,7,80,32,0.008333333333333333,0.0,0.058333333333333334,0.6666666666666666,0.26666666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1,balance_hybrid,hybrid,120,1,0,40,64,15,0.008333333333333333,0.0,0.3333333333333333,0.5333333333333333,0.125
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1_drop_mutual,copeland_graph,graph,120,58,0,4,34,24,0.48333333333333334,0.0,0.03333333333333333,0.2833333333333333,0.2
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1_drop_mutual,balance_graph,graph,120,58,0,22,30,10,0.48333333333333334,0.0,0.18333333333333332,0.25,0.08333333333333333
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1_drop_mutual,markov_graph,graph,120,58,0,10,40,12,0.48333333333333334,0.0,0.08333333333333333,0.3333333333333333,0.1
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1_drop_mutual,copeland_hybrid,hybrid,120,58,0,13,41,8,0.48333333333333334,0.0,0.10833333333333334,0.3416666666666667,0.06666666666666667
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,scidocs,ms1_drop_mutual,balance_hybrid,hybrid,120,58,0,37,23,2,0.48333333333333334,0.0,0.30833333333333335,0.19166666666666668,0.016666666666666666
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms2,copeland_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms2,balance_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms2,markov_graph,graph,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms2,copeland_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms2,balance_hybrid,hybrid,120,120,0,0,0,0,1.0,0.0,0.0,0.0,0.0
pool,primary_minmax_retention_matched,minmax + retention-matched,neutral_round_robin_union,fiqa,ms1,copeland_graph,graph,120,5,0,0,83,32,0.041666666666666664,0.0,0.0,0.6916666666666667,0.26666666666666666
