original_source_path,current_destination_path,rollback_command
reports/jdiq-overnight-20260713-225928/tables/phase01_retention_evidence.json,reports/_archive/jdiq-overnight-20260713-225928/tables/phase01_retention_evidence.json,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-20260713-225928/tables/phase01_retention_evidence.json' 'reports/jdiq-overnight-20260713-225928/tables/phase01_retention_evidence.json'
reports/jdiq-overnight-20260713-225928/tables/phase05_validation.json,reports/_archive/jdiq-overnight-20260713-225928/tables/phase05_validation.json,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-20260713-225928/tables/phase05_validation.json' 'reports/jdiq-overnight-20260713-225928/tables/phase05_validation.json'
reports/jdiq-overnight-cont-20260713-230229/COMBMNZ_ASSESSMENT.md,reports/_archive/jdiq-overnight-cont-20260713-230229/COMBMNZ_ASSESSMENT.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/COMBMNZ_ASSESSMENT.md' 'reports/jdiq-overnight-cont-20260713-230229/COMBMNZ_ASSESSMENT.md'
reports/jdiq-overnight-cont-20260713-230229/NUMERIC_AUDIT.md,reports/_archive/jdiq-overnight-cont-20260713-230229/NUMERIC_AUDIT.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/NUMERIC_AUDIT.md' 'reports/jdiq-overnight-cont-20260713-230229/NUMERIC_AUDIT.md'
reports/jdiq-overnight-cont-20260713-230229/OVERNIGHT_REPORT.md,reports/_archive/jdiq-overnight-cont-20260713-230229/OVERNIGHT_REPORT.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/OVERNIGHT_REPORT.md' 'reports/jdiq-overnight-cont-20260713-230229/OVERNIGHT_REPORT.md'
reports/jdiq-overnight-cont-20260713-230229/PRIORITY_PLAN.md,reports/_archive/jdiq-overnight-cont-20260713-230229/PRIORITY_PLAN.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/PRIORITY_PLAN.md' 'reports/jdiq-overnight-cont-20260713-230229/PRIORITY_PLAN.md'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/ARTIFACT_MANIFEST.json,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/ARTIFACT_MANIFEST.json,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/ARTIFACT_MANIFEST.json' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/ARTIFACT_MANIFEST.json'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/IDENTITY_LEAK_SCAN.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/IDENTITY_LEAK_SCAN.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/IDENTITY_LEAK_SCAN.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/IDENTITY_LEAK_SCAN.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/PDF_METADATA_NOTE.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/PDF_METADATA_NOTE.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/PDF_METADATA_NOTE.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/PDF_METADATA_NOTE.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/UPLOAD_INSTRUCTIONS.md,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/UPLOAD_INSTRUCTIONS.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/UPLOAD_INSTRUCTIONS.md' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/UPLOAD_INSTRUCTIONS.md'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.tar.gz,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.tar.gz,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.tar.gz' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.tar.gz'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.zip,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.zip,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.zip' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/anonymous_review_bundle/anonymous_review_artifact.zip'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/README.md,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/README.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/README.md' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/README.md'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/pyproject.toml,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/pyproject.toml,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/pyproject.toml' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/pyproject.toml'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/full_calibration_utils.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/full_calibration_utils.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/full_calibration_utils.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/full_calibration_utils.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_full_calibrated_core.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_full_calibrated_core.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_full_calibrated_core.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_full_calibrated_core.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_phase0_phase1.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_phase0_phase1.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_phase0_phase1.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/reports_scripts/run_phase0_phase1.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/requirements.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/requirements.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/requirements.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/requirements.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/__init__.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/__init__.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/__init__.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/__init__.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/baseline_ranking.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/baseline_ranking.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/baseline_ranking.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/baseline_ranking.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/borda_fuse_ranking.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/borda_fuse_ranking.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/borda_fuse_ranking.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/borda_fuse_ranking.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/combsum_ranking.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/combsum_ranking.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/combsum_ranking.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/combsum_ranking.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/cycle_detection.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/cycle_detection.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/cycle_detection.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/cycle_detection.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/__init__.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/__init__.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/__init__.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/__init__.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/beir_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/beir_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/beir_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/beir_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/bright_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/bright_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/bright_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/bright_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/dataset_registry.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/dataset_registry.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/dataset_registry.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/dataset_registry.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/hotpotqa_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/hotpotqa_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/hotpotqa_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/hotpotqa_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/ir_datasets_export.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/ir_datasets_export.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/ir_datasets_export.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/ir_datasets_export.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/msmarco_passage_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/msmarco_passage_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/msmarco_passage_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/msmarco_passage_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/query_ids.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/query_ids.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/query_ids.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/query_ids.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/schema.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/schema.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/schema.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/schema.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/unified_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/unified_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/unified_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data/unified_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data_loader.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data_loader.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data_loader.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/data_loader.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/evaluation.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/evaluation.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/evaluation.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/evaluation.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/exact_fas.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/exact_fas.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/exact_fas.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/exact_fas.py'
