dataset,query_id,method,preference_source,n_candidates,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
fiqa,3028,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,10142,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,854,llm_pointwise_mock,llm_pointwise,4,1.0,1.0,1.0,1.0,,
fiqa,2751,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,10922,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,5461,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,444,llm_pointwise_mock,llm_pointwise,4,1.0,1.0,1.0,1.0,,
fiqa,7791,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,6078,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,7692,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,10818,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,7625,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,2516,llm_pointwise_mock,llm_pointwise,4,1.0,1.0,1.0,1.0,,
fiqa,4977,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,9341,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,5574,llm_pointwise_mock,llm_pointwise,7,1.0,1.0,1.0,1.0,,
fiqa,1648,llm_pointwise_mock,llm_pointwise,4,1.0,1.0,1.0,1.0,,
fiqa,8543,llm_pointwise_mock,llm_pointwise,2,1.0,1.0,1.0,1.0,,
fiqa,6301,llm_pointwise_mock,llm_pointwise,4,1.0,1.0,1.0,1.0,,
fiqa,6177,llm_pointwise_mock,llm_pointwise,3,1.0,1.0,1.0,1.0,,
fiqa,837,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,3166,llm_pairwise_mock,llm_pairwise,8,1.0,1.0,1.0,1.0,,
fiqa,1972,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,4810,llm_pairwise_mock,llm_pairwise,6,1.0,1.0,1.0,1.0,,
fiqa,3220,llm_pairwise_mock,llm_pairwise,12,1.0,1.0,1.0,1.0,,
fiqa,1044,llm_pairwise_mock,llm_pairwise,3,1.0,1.0,1.0,1.0,,
fiqa,7027,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,1446,llm_pairwise_mock,llm_pairwise,3,1.0,1.0,1.0,1.0,,
fiqa,6618,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,3028,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,10142,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,854,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,2751,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,10922,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,5461,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,444,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,7791,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,6078,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,7692,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,10818,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,7625,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,2516,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,4977,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,9341,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,5574,llm_pairwise_mock,llm_pairwise,7,1.0,1.0,1.0,1.0,,
fiqa,1648,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,8543,llm_pairwise_mock,llm_pairwise,2,1.0,1.0,1.0,1.0,,
fiqa,6301,llm_pairwise_mock,llm_pairwise,4,1.0,1.0,1.0,1.0,,
fiqa,6177,llm_pairwise_mock,llm_pairwise,3,1.0,1.0,1.0,1.0,,
fiqa,837,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,3166,llm_listwise_mock,llm_listwise,8,1.0,1.0,1.0,1.0,,
fiqa,1972,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,4810,llm_listwise_mock,llm_listwise,6,1.0,1.0,1.0,1.0,,
fiqa,3220,llm_listwise_mock,llm_listwise,12,1.0,1.0,1.0,1.0,,
fiqa,1044,llm_listwise_mock,llm_listwise,3,1.0,1.0,1.0,1.0,,
fiqa,7027,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,1446,llm_listwise_mock,llm_listwise,3,1.0,1.0,1.0,1.0,,
fiqa,6618,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,3028,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,10142,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,854,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,2751,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,10922,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,5461,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,444,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,7791,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,6078,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,7692,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,10818,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,7625,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,2516,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,4977,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,9341,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,5574,llm_listwise_mock,llm_listwise,7,1.0,1.0,1.0,1.0,,
fiqa,1648,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,8543,llm_listwise_mock,llm_listwise,2,1.0,1.0,1.0,1.0,,
fiqa,6301,llm_listwise_mock,llm_listwise,4,1.0,1.0,1.0,1.0,,
fiqa,6177,llm_listwise_mock,llm_listwise,3,1.0,1.0,1.0,1.0,,
