order,method,query_id,split,auc_ndcg
random,pure_bt_no_prior,5137d6a245dffe321df34999fa77e190c19b4c37,test,0.9547785014171052
random,fixed_blend,5137d6a245dffe321df34999fa77e190c19b4c37,test,0.9632034606083741
random,regularized_bt,5137d6a245dffe321df34999fa77e190c19b4c37,test,0.9686518282710956
random,exhaustive,5137d6a245dffe321df34999fa77e190c19b4c37,test,1.0
random,initial_bm25,51ee97313309157219412b6f5dfb314682b33992,dev,0.9896062251871525
random,sparse_copeland,51ee97313309157219412b6f5dfb314682b33992,dev,0.9858445973873092
random,pure_bt_no_prior,51ee97313309157219412b6f5dfb314682b33992,dev,0.9805450659920324
random,fixed_blend,51ee97313309157219412b6f5dfb314682b33992,dev,0.9999505058342245
random,regularized_bt,51ee97313309157219412b6f5dfb314682b33992,dev,0.9999505058342245
random,exhaustive,51ee97313309157219412b6f5dfb314682b33992,dev,1.0
random,initial_bm25,5f1f12015d55c51764be27df92de175d2de8ee0d,test,0.9284591831945488
random,sparse_copeland,5f1f12015d55c51764be27df92de175d2de8ee0d,test,0.9468713628328019
random,pure_bt_no_prior,5f1f12015d55c51764be27df92de175d2de8ee0d,test,0.9587906321781019
random,fixed_blend,5f1f12015d55c51764be27df92de175d2de8ee0d,test,0.9901033316018107
random,regularized_bt,5f1f12015d55c51764be27df92de175d2de8ee0d,test,0.9884594404571362
random,exhaustive,5f1f12015d55c51764be27df92de175d2de8ee0d,test,1.0
random,initial_bm25,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.4417906998012855
random,sparse_copeland,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.8941098621159626
random,pure_bt_no_prior,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.9506600278826411
random,fixed_blend,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.6982428457367007
random,regularized_bt,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.7141136543446442
random,exhaustive,6079719b677d0abda12abcd5cd46582ca91585ad,test,0.9896062251871525
random,initial_bm25,661a03482f0532b7355188059b2263091ade1bae,test,1.0
random,sparse_copeland,661a03482f0532b7355188059b2263091ade1bae,test,0.9950075160261721
random,pure_bt_no_prior,661a03482f0532b7355188059b2263091ade1bae,test,0.9965418351652114
random,fixed_blend,661a03482f0532b7355188059b2263091ade1bae,test,1.0
random,regularized_bt,661a03482f0532b7355188059b2263091ade1bae,test,1.0
random,exhaustive,661a03482f0532b7355188059b2263091ade1bae,test,1.0
random,initial_bm25,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,0.7864489426433972
random,sparse_copeland,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,0.9683048129227104
random,pure_bt_no_prior,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,0.9696907068112844
random,fixed_blend,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,0.9185471861434134
random,regularized_bt,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,0.9152496945357846
random,exhaustive,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,dev,1.0
random,initial_bm25,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,1.0
random,sparse_copeland,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,0.9935842144465442
random,pure_bt_no_prior,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,0.9706189974744822
random,fixed_blend,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,1.0
random,regularized_bt,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,1.0
random,exhaustive,6affd37b83d4fca0d0e54e5d75433a74cb142671,test,1.0
random,initial_bm25,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9427731067700877
random,sparse_copeland,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9591930677012389
random,pure_bt_no_prior,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9477538629985996
random,fixed_blend,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9692845677254196
random,regularized_bt,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9636156240753098
random,exhaustive,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,dev,0.9747429528567879
random,initial_bm25,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.6552438651310554
random,sparse_copeland,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.8994600377582012
random,pure_bt_no_prior,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.903692689274425
random,fixed_blend,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.7837980918474364
random,regularized_bt,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.7900802851825852
random,exhaustive,6f54a7933235ced5684e3bff18f7e5dc40510018,test,0.9505310077117098
random,initial_bm25,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.8051628502199798
random,sparse_copeland,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.9335437096833732
random,pure_bt_no_prior,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.9448277329660306
random,fixed_blend,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.9467627495542614
random,regularized_bt,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.9433754769893499
random,exhaustive,7323c2d32d6cdc3604dcedc574508d042ce3821e,test,0.9747429528567879
random,initial_bm25,7445178858159988f2b17aa21376e13767fce5a6,test,0.7719970585389948
random,sparse_copeland,7445178858159988f2b17aa21376e13767fce5a6,test,0.9773030147706679
random,pure_bt_no_prior,7445178858159988f2b17aa21376e13767fce5a6,test,0.9605507230862561
random,fixed_blend,7445178858159988f2b17aa21376e13767fce5a6,test,0.9644171462954135
random,regularized_bt,7445178858159988f2b17aa21376e13767fce5a6,test,0.9571186849220407
random,exhaustive,7445178858159988f2b17aa21376e13767fce5a6,test,1.0
random,initial_bm25,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.7598336331031965
random,sparse_copeland,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.6927511814168276
random,pure_bt_no_prior,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.8045209016666859
random,fixed_blend,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.8341252836926397
random,regularized_bt,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.8375468673013021
random,exhaustive,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,0.9438661545147249
random,initial_bm25,78495383450e02c5fe817e408726134b3084905d,test,0.6601396023754075
random,sparse_copeland,78495383450e02c5fe817e408726134b3084905d,test,0.8831816653878358
random,pure_bt_no_prior,78495383450e02c5fe817e408726134b3084905d,test,0.9269269329114134
random,fixed_blend,78495383450e02c5fe817e408726134b3084905d,test,0.8955127490124173
random,regularized_bt,78495383450e02c5fe817e408726134b3084905d,test,0.8810969617736026
random,exhaustive,78495383450e02c5fe817e408726134b3084905d,test,0.9512312000626861
random,initial_bm25,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.7682972668889274
random,sparse_copeland,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.9068164830814537
random,pure_bt_no_prior,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.8935119279214517
random,fixed_blend,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.8993706713044685
random,regularized_bt,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.8950748290161519
random,exhaustive,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,0.9068250379649667
random,initial_bm25,866b1a9819f662ac2499be231965ded8e0323c7f,test,0.5580107938044674
random,sparse_copeland,866b1a9819f662ac2499be231965ded8e0323c7f,test,0.944500760169149
random,pure_bt_no_prior,866b1a9819f662ac2499be231965ded8e0323c7f,test,0.9472667298079253
random,fixed_blend,866b1a9819f662ac2499be231965ded8e0323c7f,test,0.8539356761023227
random,regularized_bt,866b1a9819f662ac2499be231965ded8e0323c7f,test,0.8635869313968725
random,exhaustive,866b1a9819f662ac2499be231965ded8e0323c7f,test,1.0
random,initial_bm25,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.6843515475204855
random,sparse_copeland,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.8856227017561777
random,pure_bt_no_prior,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.907256745251641
random,fixed_blend,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.8886030336737751
random,regularized_bt,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.900900323720353
random,exhaustive,8bb3a478db8951f42198a885d7245d58036ba55c,dev,0.9896062251871525
random,initial_bm25,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,0.8687949224876581
random,sparse_copeland,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,0.9840127420618093
random,pure_bt_no_prior,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,0.986382148213269
random,fixed_blend,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,0.99068740269499
random,regularized_bt,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,0.9860175194802409
random,exhaustive,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,test,1.0
random,initial_bm25,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,1.0
random,sparse_copeland,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,0.9795964154013652
random,pure_bt_no_prior,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,0.9615838997660605
random,fixed_blend,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,1.0
random,regularized_bt,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,1.0
random,exhaustive,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,test,1.0
random,initial_bm25,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.9550236580992477
random,sparse_copeland,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.950502957353616
random,pure_bt_no_prior,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.9457250445258298
random,fixed_blend,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.9649065151614049
random,regularized_bt,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.9620191455571772
random,exhaustive,9003fb79e7848ced3be975c3d87a9348a4b8d377,test,0.9828920819566878
random,initial_bm25,9e76a700f03ef476b964b27e23c071163e44c232,test,1.0
random,sparse_copeland,9e76a700f03ef476b964b27e23c071163e44c232,test,0.9877068400575697
random,pure_bt_no_prior,9e76a700f03ef476b964b27e23c071163e44c232,test,0.9728962082915192
random,fixed_blend,9e76a700f03ef476b964b27e23c071163e44c232,test,1.0
random,regularized_bt,9e76a700f03ef476b964b27e23c071163e44c232,test,1.0
random,exhaustive,9e76a700f03ef476b964b27e23c071163e44c232,test,1.0
random,initial_bm25,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.5208317142742857
random,sparse_copeland,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.8965274450462822
random,pure_bt_no_prior,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.8970223706615581
random,fixed_blend,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.6944356105917295
random,regularized_bt,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.7109589030427075
random,exhaustive,a829c1093eb4d78a198ebb9b4a33a8137b0359df,dev,0.9512312000626861
random,initial_bm25,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.11305340175787204
random,sparse_copeland,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.7658001165893373
random,pure_bt_no_prior,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.7869224869333321
random,fixed_blend,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.5712439822839377
random,regularized_bt,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.5637700082546013
random,exhaustive,ac24b99a5db633ce45f053287ca806157fff9663,dev,0.725124396546942
random,initial_bm25,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,0.7569060528760423
random,sparse_copeland,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,0.9585919493036004
random,pure_bt_no_prior,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,0.9704975756304947
random,fixed_blend,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,0.9661449720204655
random,regularized_bt,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,0.968672026297339
random,exhaustive,b045f045e331700cdef309e0d40b15a64cdf5b8a,test,1.0
random,initial_bm25,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.6705019637402267
random,sparse_copeland,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.9602140879121098
random,pure_bt_no_prior,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.9597094909875699
random,fixed_blend,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.852957712760648
random,regularized_bt,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.8134148561592996
random,exhaustive,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,test,0.9896062251871525
random,initial_bm25,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.8297197050122157
random,sparse_copeland,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.9858406482766855
random,pure_bt_no_prior,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.9755234254022815
random,fixed_blend,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.9811044129702962
random,regularized_bt,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.9757155197656797
random,exhaustive,b47402a9a68f23b548ae6e0349700ea651b7a373,test,0.9896062251871525
random,initial_bm25,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.8013122149737618
random,sparse_copeland,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.9125961820810164
random,pure_bt_no_prior,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.9029201179417241
random,fixed_blend,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.9006267528557268
random,regularized_bt,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.8756932338471639
random,exhaustive,b8397b4418bb1d576210d9a39d44725d6ffb2a44,test,0.9512312000626861
random,initial_bm25,b8eea99bb5345329ea058072133f568f7bdd27bd,test,0.5730249097309823
random,sparse_copeland,b8eea99bb5345329ea058072133f568f7bdd27bd,test,0.9511858241622906
random,pure_bt_no_prior,b8eea99bb5345329ea058072133f568f7bdd27bd,test,0.9676417250123022
random,fixed_blend,b8eea99bb5345329ea058072133f568f7bdd27bd,test,0.9098778049411307
random,regularized_bt,b8eea99bb5345329ea058072133f568f7bdd27bd,test,0.9003504294764992
random,exhaustive,b8eea99bb5345329ea058072133f568f7bdd27bd,test,1.0
random,initial_bm25,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,0.9708923176105699
random,sparse_copeland,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,0.9138317334518677
random,pure_bt_no_prior,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,0.8961991602988644
random,fixed_blend,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,0.9517254994357598
random,regularized_bt,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,0.9662872198079924
random,exhaustive,ba69c46c62b525941e91d0788d20b6ef91847cc4,dev,1.0
random,initial_bm25,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.725124396546942
random,sparse_copeland,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.9571380413542596
random,pure_bt_no_prior,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.9701701537531642
random,fixed_blend,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.8546528516753845
random,regularized_bt,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.8932712227615665
random,exhaustive,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,dev,0.9747429528567879
random,initial_bm25,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.8357799744028238
random,sparse_copeland,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.9632886313040893
random,pure_bt_no_prior,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.9689501295495695
random,fixed_blend,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.9830951917430715
random,regularized_bt,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.9815400268571592
random,exhaustive,c05ae45c262b270df1e99a32efa35036aae8d950,test,0.9896062251871525
random,initial_bm25,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,1.0
random,sparse_copeland,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,0.9550568295954533
random,pure_bt_no_prior,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,0.974444649028872
random,fixed_blend,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,1.0
random,regularized_bt,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,1.0
random,exhaustive,c20b4068be640ebaffbc56382c3e4e0bcf62664e,test,1.0
random,initial_bm25,c4e76b318149a106563d53892dde801a37a637cc,test,0.8539316501572936
random,sparse_copeland,c4e76b318149a106563d53892dde801a37a637cc,test,0.9822909190723798
random,pure_bt_no_prior,c4e76b318149a106563d53892dde801a37a637cc,test,0.9725989100933167
random,fixed_blend,c4e76b318149a106563d53892dde801a37a637cc,test,0.9766435492094168
random,regularized_bt,c4e76b318149a106563d53892dde801a37a637cc,test,0.9744688679812434
random,exhaustive,c4e76b318149a106563d53892dde801a37a637cc,test,1.0
random,initial_bm25,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.9896062251871525
random,sparse_copeland,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.9463192070266508
random,pure_bt_no_prior,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.926655362470285
random,fixed_blend,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.989760612003244
random,regularized_bt,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.9918007979950993
random,exhaustive,dc344ea8e993584b924522d95febaeb74de2ad30,test,0.9896062251871525
random,initial_bm25,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.8587959739536173
random,sparse_copeland,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.9501958178981207
random,pure_bt_no_prior,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.9343299877540764
random,fixed_blend,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.9594767988094173
random,regularized_bt,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.9241063695055836
random,exhaustive,e5adfc2f23602a5256e89b84615e1434e5375f0e,test,0.9512312000626861
random,initial_bm25,e642d6014a5762128a28f85dae2228826e682974,test,1.0
random,sparse_copeland,e642d6014a5762128a28f85dae2228826e682974,test,0.9797674569992065
random,pure_bt_no_prior,e642d6014a5762128a28f85dae2228826e682974,test,0.9664331012759507
random,fixed_blend,e642d6014a5762128a28f85dae2228826e682974,test,0.9987626458556134
random,regularized_bt,e642d6014a5762128a28f85dae2228826e682974,test,1.0
random,exhaustive,e642d6014a5762128a28f85dae2228826e682974,test,1.0
random,initial_bm25,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,0.7227265726449519
random,sparse_copeland,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,0.976458297227161
random,pure_bt_no_prior,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,0.9741882401263336
random,fixed_blend,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,0.9791828967186821
random,regularized_bt,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,0.9584419275080794
random,exhaustive,eb3d1b885bfa800badfd79c6921a07d01491aedb,dev,1.0
static_adjacent,initial_bm25,09109a5375d8e2ca752bedde17ba5acad1df61cb,dev,0.7678329270936477
