path,experiment_dir,size_bytes,sha256,type,category,decision
reports/multi_provider_repair_pilot_20260729T032348Z/cache/cohere/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,21730,748b16d00f13b6f5812268316641564106c82a6915d24d06c83d8779cab976b7,.jsonl,canonical compact evidence,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/cache/fireworks/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,21730,4ed2c96033aacb2818ae3e2e16627dc945cabf51503afab3d6c8b279f4c17d01,.jsonl,canonical compact evidence,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/cache/gemini/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,21730,21ac7cf60dee9675eb6b5380465ba97bf389e83f92f452748737e1b3638e0d14,.jsonl,canonical compact evidence,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/checkpoint/pilot_results.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,26634,1ca0b6059192a6737041654b30657c5d73421da0e3f6bed892b854de7ff411a7,.jsonl,derived result required to support a paper claim,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/checkpoint/progress.json,reports/multi_provider_repair_pilot_20260729T032348Z,187,eb3cd36c597cbf583f1c6b9deb25d1551d3734df6b06c4260387cf3f923cf7dd,.json,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/provider_failures.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.jsonl,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/provider_usage.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,10554,57a42bf320c5e8ebb78cb6d4e3d862813b73d3c83949b1e1b42e63b6cf95a71a,.jsonl,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_20260729T032348Z/raw_calls/azure_calls.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,523065,796b736daf64fe3a67b0ce29f8ae3501518e4388d572bce48719b856f9f1abca,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_20260729T032348Z/raw_calls/cohere_calls.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,525044,0af32363999e1e730e454ac2cdff492946f833ee3b43f5d26e01b93cd0656a82,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_20260729T032348Z/raw_calls/fireworks_calls.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,528467,099d3327ab888d1a607b91eaa09175f1c5002c47e80f581ce81ecfeacfdcc612,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_20260729T032348Z/raw_calls/gemini_calls.jsonl,reports/multi_provider_repair_pilot_20260729T032348Z,523713,13f55632c6a3a4774471dfb5a272df93eeb575e73c30a7042b326a59de74fa24,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/ANALYSIS.json,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,2866,83bf9e3640430aa439c0eb54c059edb1ea60b8ca227a400c0e24162c1931004d,.json,canonical compact evidence,track in Git
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/ESTIMATE_smoke.json,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,1373,090e15f8f7991d563dd54c1564616c26b57929653f3f990b07d615ada22227f6,.json,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/SMOKE_TEST_REPORT.md,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,4142,d098e0109378b5ba3819ae917b0fca06d5d6c2adfea30458b8e219848f13ea87,.md,narrative report or status summary,track in Git
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/cache/azure/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,987,c2b24df1333f28ec74497f091be1f490eec5bf3a30bb0d4457f7a94506b80490,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/cache/cohere/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,987,4d5817f3b473ef3124aa4f530b86a6ae10a331aa390bbdf93134fa4dc1c81c7c,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/cache/fireworks/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,987,b25d9a423a36f0d6aac6f7c1adb320fc40cf9968d45912f780f5a90c781af038,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/cache/gemini/llm_pairwise_judgments.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,987,c845f0a68f6acf340e1713bd4d891e49a0d85bae897858447e45729606016143,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/checkpoint/pilot_results.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,4994,66ff2d93b655454ce58a8e982c861a2d3aee52bd7549ab82b62687d09563ea9c,.jsonl,temporary/debug output,ignore narrowly; regenerate from tracked smoke command if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/checkpoint/progress.json,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,226,2b111349f635de0151ec6913a518e633b338209b588bab7193521eea67a15e4f,.json,temporary/debug output,ignore narrowly; regenerate from tracked smoke command if needed
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/provider_failures.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.jsonl,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/provider_usage.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,5349,861ef6947c29b54c86dbfb6a9b4aa0b887b31238fa23f1825096d6464bf710de,.jsonl,reproducibility manifest or schema,track in Git
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/raw_calls/azure_calls.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,20795,bace14d94b5524a5034c5d8e07f837c680806e14bd788629a8306c37cef0fe9b,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/raw_calls/cohere_calls.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,20934,43370522f4065b71bf2011b8eea50b99549bb8c37dba6fa4d795d9a07db0f993,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/raw_calls/fireworks_calls.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,21162,5f8d417184b7779a5dd714db5409837202ea2a7815ce107a814673ab4e6b3491,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/multi_provider_repair_pilot_smoke_20260729T032209Z/raw_calls/gemini_calls.jsonl,reports/multi_provider_repair_pilot_smoke_20260729T032209Z,20854,44d20c866148c365ebf20242f094de976b5c537c43ab21d1cc348014198fcf74,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/repair_diagnostic_20260729T162748Z/FINAL_REPORT.md,reports/repair_diagnostic_20260729T162748Z,3644,2ca403f723a57af1116933a7e19355bc6cbb178a5fa96fcd32c151743e9dc1d6,.md,narrative report or status summary,track in Git
reports/repair_diagnostic_20260729T162748Z/FINAL_SUMMARY.json,reports/repair_diagnostic_20260729T162748Z,7470,77ef18e48741f46874076e25d56dafe0db156791aedfcb43bc460767a3bbff0b,.json,canonical compact evidence,track in Git
reports/repair_diagnostic_20260729T162748Z/RUN_CONFIG.json,reports/repair_diagnostic_20260729T162748Z,642,6df2fbf9963c3fc2ab4e8b0089223266e47083fd72cd509a2156ae64cfbdd806,.json,reproducibility manifest or schema,track in Git
reports/repair_diagnostic_20260729T162748Z/diagnostic_results.jsonl,reports/repair_diagnostic_20260729T162748Z,110814,0b86479f17d88a25de6124cc5351ce713e11cb273a41a173320a45b4994422eb,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_diagnostic_20260729T162748Z/failures.jsonl,reports/repair_diagnostic_20260729T162748Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_diagnostic_20260729T162748Z/tables/FEATURE_ASSOCIATIONS.csv,reports/repair_diagnostic_20260729T162748Z,1919,d2debbad8885dcc99119839bf3fffdb0d1a9bef8dc61d864f0376133aa0772f4,.csv,derived result required to support a paper claim,track in Git
reports/repair_diagnostic_20260729T162748Z/tables/FEATURE_STABILITY.csv,reports/repair_diagnostic_20260729T162748Z,10485,717bec05f04852807771bd450ecccc11b6a94167b48b306b64e98888ddba94c4,.csv,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/ENVIRONMENT_pip_freeze.txt,reports/repair_frontier_20260729T144742Z,2236,098124f9e790cefb88634383ae6acc4c27be76a61bfafc2364b75574c9a7156f,.txt,reproducibility manifest or schema,track in Git
reports/repair_frontier_20260729T144742Z/FINAL_REPORT.md,reports/repair_frontier_20260729T144742Z,3767,d65dbf64f40d233405c3487e4e2c172419bd92048c818ac0f739f756479f6aff,.md,narrative report or status summary,track in Git
reports/repair_frontier_20260729T144742Z/FINAL_SUMMARY.json,reports/repair_frontier_20260729T144742Z,23491,024858ad51d2d84b9c1d719c3613f720645c7c750f06f3195da4b45a65e77cc6,.json,canonical compact evidence,track in Git
reports/repair_frontier_20260729T144742Z/RUN_CONFIG.json,reports/repair_frontier_20260729T144742Z,781,0d45a981a4dd46b16f6ffb6db398ed6b4afd5e712c4b02979c81786cf3e4c75c,.json,reproducibility manifest or schema,track in Git
reports/repair_frontier_20260729T144742Z/checkpoint/frontier_results.jsonl,reports/repair_frontier_20260729T144742Z,1968627,f92cd1da9d801a7bfbd353845ad3936229e3d77445941d764dcae9ee356d54ea,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/checkpoint/progress.json,reports/repair_frontier_20260729T144742Z,130,3c9b871c0a65309d03b1b93a6ad3a0c94340417fb9180dadca04222d55bab82d,.json,reproducibility manifest or schema,track in Git
reports/repair_frontier_20260729T144742Z/discovery/FRONTIER_ORACLE_HEADROOM.json,reports/repair_frontier_20260729T144742Z,14479,866f5b29beb11a8387e6bfe42f36db86cd35fc12330f552a3a20cc9aa13a705e,.json,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/discovery/oracle_best_method_per_query.jsonl,reports/repair_frontier_20260729T144742Z,11814,ab65411ccf7c6245204f211cd13fa99bac7c6ab6169dfa3b163dee74246e202c,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/failures.jsonl,reports/repair_frontier_20260729T144742Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/feature_rows.jsonl,reports/repair_frontier_20260729T144742Z,1608511,c7826b47e2d5336565421cc4c29384cc546e8b224f97589a6e7497c3776acda8,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/runtime_stats.json,reports/repair_frontier_20260729T144742Z,82,eeb0cdb252c3874bd523fe287380cbe038bb4d9f146ba86648fa173005df5a74,.json,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/scc_decisions.jsonl,reports/repair_frontier_20260729T144742Z,52454,43121fe8087cdf00f992d18078bafbdc4c269bc55cdb9705641ad565b65069bb,.jsonl,derived result required to support a paper claim,track in Git
reports/repair_frontier_20260729T144742Z/selection/STAGE_SELECTION.json,reports/repair_frontier_20260729T144742Z,1617,4b1a119ee2d1f4d4abb44f0651b1bf52b1eb91a2950623e25ce3b47457873182,.json,canonical compact evidence,track in Git
reports/repair_frontier_20260729T144742Z/sensitivity/SENSITIVITY_TABLES.csv,reports/repair_frontier_20260729T144742Z,2624,319712258033266c63e73aaf3194704c77972cf484c63e61d2fd933318735420,.csv,derived result required to support a paper claim,track in Git
reports/reviewer_concerns_program_20260729T035320Z/BRANCH_DECISION.json,reports/reviewer_concerns_program_20260729T035320Z,1414,42e9dd121d239367c46839ef15a81140ed52c0797b52efe330426db8e3290592,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/ENVIRONMENT_pip_freeze.txt,reports/reviewer_concerns_program_20260729T035320Z,2236,098124f9e790cefb88634383ae6acc4c27be76a61bfafc2364b75574c9a7156f,.txt,reproducibility manifest or schema,track in Git
reports/reviewer_concerns_program_20260729T035320Z/ESTIMATE_branch_b.json,reports/reviewer_concerns_program_20260729T035320Z,4220,0dab92e6a35aae166360ef9126132e4310466896e95b4cf7fd8216f9396d5d43,.json,reproducibility manifest or schema,track in Git
reports/reviewer_concerns_program_20260729T035320Z/FINAL_REPORT.md,reports/reviewer_concerns_program_20260729T035320Z,4422,675b6ab612417bc75f4b5b1b4b208f43b4fbea76be8659fea6337159564de311,.md,narrative report or status summary,track in Git
reports/reviewer_concerns_program_20260729T035320Z/FINAL_SUMMARY.json,reports/reviewer_concerns_program_20260729T035320Z,17271,994b6b16f82d733bda732da6464decc89084819b1f76af756b7844902bd749d6,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/STAGE1_INTERPRETATION.json,reports/reviewer_concerns_program_20260729T035320Z,4131,9d882ff8ff8e3949c8751ad4e467fd3c1218bbb1f3f519ab045347939e47722a,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/STAGE4_FEATURES_meta.json,reports/reviewer_concerns_program_20260729T035320Z,19,7019732bfedc8edbee50bac0786e9ad11d99add2880f4b0ace2f7386173c5f58,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/STAGE5_PREDICTION.json,reports/reviewer_concerns_program_20260729T035320Z,1531,12be080f25598881bec978c7189f3834f891a635ae6a197783cb5af1911a98e9,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/STAGE6_ROBUSTNESS.json,reports/reviewer_concerns_program_20260729T035320Z,3451,33b68c348b828e9e71978b985c922a88a99f4f4cc371009b3d5399507b66652c,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/STAGE7_COUNTERFACTUAL.json,reports/reviewer_concerns_program_20260729T035320Z,808,0d6c2782e3f30138d002ccb29ab1b2325df7c12be209a8379757550e22bb68f4,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/cache/pool10_sparse56/azure/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,38582,a56da8fca05166b7614d8d3199de89bc64a8359a2d2de6a22a10c228b65cca06,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool10_sparse56/cohere/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,38582,78da9486242a71b5ef8bd670e6ce0581269af0256ef0cbff46a2cb989a62d718,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool10_sparse56/fireworks/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,38582,d366317d509d52d88e84fff62b2ea819fcc3fefdb12b801f97c48c836dcbc1d1,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool10_sparse56/gemini/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,38582,32e70188a4eb6046fa65768737caf5f70e0781295ce9f9d6121dc62703b95dc2,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_complete/azure/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,43064,f2f8605ecf282ebac685ca18ac31b064cbb6bb960e5544fd786928e65ebd1b4a,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_complete/cohere/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,43064,161fa8015e32967e3b38d41efeb0825f63a512ed124d1009c60367102e4d0db2,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_complete/fireworks/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,43064,7444d51ef92c86602ab8ce6051babe9993bbf2e9449c1cf4b5ebe213d064ceaa,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_complete/gemini/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,43064,c44cdabe02006ade8cd42a4a15d3d488e4e5d9537c8f428c57166c517fbd34f7,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_sparse57/azure/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,24608,6e936235cc2d80a635cb3f7bba91ce3ee92b8a9ef99a26def42bdb552b5f1c16,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_sparse57/cohere/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,24608,2abbbe2c40c53d8f3bdc2edebc79afb396a2294c3dae7524c9a40fd6935bc57e,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_sparse57/fireworks/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,24608,75c4937cbdc6854967b38a94762dd7a4467299df93a1eed8e87cf28709665ff9,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/cache/pool8_sparse57/gemini/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,24608,f2c2862b8fc4bcb08d6fce9cfdcb948a63452badcee8eec9e24d4c12da12530d,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
reports/reviewer_concerns_program_20260729T035320Z/checkpoint/branch_b_progress.json,reports/reviewer_concerns_program_20260729T035320Z,132,34d14757765f5ac2f82f3c4a4ed6a7805e48e3ef7360b17fa74a67cb7e8fb4e3,.json,derived result required to support a paper claim,track in Git
reports/reviewer_concerns_program_20260729T035320Z/checkpoint/branch_b_provider_prefs.jsonl,reports/reviewer_concerns_program_20260729T035320Z,207236,45064a6748a2eb9f1e63326b9fe98c5c645eac05422e7c4434fbe6882323b5ce,.jsonl,derived result required to support a paper claim,track in Git
reports/reviewer_concerns_program_20260729T035320Z/checkpoint/branch_b_results.jsonl,reports/reviewer_concerns_program_20260729T035320Z,92371,e7ad91883050006bf565b5d1e3e1fcfca9d2aa38a6cd01bab5fc52489d5de4cf,.jsonl,derived result required to support a paper claim,track in Git
reports/reviewer_concerns_program_20260729T035320Z/provider_failures.jsonl,reports/reviewer_concerns_program_20260729T035320Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.jsonl,reproducibility manifest or schema,track in Git
reports/reviewer_concerns_program_20260729T035320Z/provider_usage.jsonl,reports/reviewer_concerns_program_20260729T035320Z,29378,ffcab9cc31f25be25bcbc158cc5ab8cab7a80c8faa628ecf601ca1f1795121d3,.jsonl,reproducibility manifest or schema,track in Git
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool10_sparse56_azure_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,911359,9f78fdce3a09d51356cadfeb2d4135aa2e677c4d00d85a3198e210c3fb34567a,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool10_sparse56_cohere_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,914680,e8be9bbab4e95c9efeb5a630b5acc9068ff911e34d312fe498cccdae5b34be2c,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool10_sparse56_fireworks_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,920528,946f3601ad8e491ba58b86ac10ce223086d2513e1852757c5bf272b689db2d3d,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool10_sparse56_gemini_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,912687,fb86512e3be3e587f7c79888d12edece963ec19b4087d0833f0c95eda09ff058,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_complete_azure_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,1015445,03370bbd7a9c68eb853c26c0b5a5e5ca736db21752429a579dabf8946d9fdbb9,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_complete_cohere_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,1019286,42ea111fdbe27b8d7fc2669a18f87f90581c312213ae9b4a95b51723cc70a8de,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_complete_fireworks_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,1025859,12f3454b82bd0210a6a55adbcd6572858bc57c9fe13afbfba58cb992c6f125ad,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_complete_gemini_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,1017015,4d12b339cac051c2e90680ccef4967444d256398eec2f91f31467fcd339e4063,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_sparse57_azure_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,570960,be15fbbe70ec3d8fcd5f8cf362243c67ea3c634c983b33e8c68f726c9769d24c,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_sparse57_cohere_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,573149,466131be526188d5a2ac92a573b0608536eb325d5044825674ea0790c6f67321,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_sparse57_fireworks_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,576916,fae7fb689c0e295a873fb4e6ca48a27496569e11a78c1bcd3b1a60138468d590,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/raw_calls/pool8_sparse57_gemini_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,571882,633033fa3d9c244c04fb4117d2a56e34d9c2c533e2f662827ec8cf092be914a9,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/smoke_branch_b/SMOKE_BRANCH_B_RESULT.json,reports/reviewer_concerns_program_20260729T035320Z,1366,93fef50bc8eceafb5ac6226f278c8bf3ff79e9cbca482efb1f63aa0641d8bd40,.json,canonical compact evidence,track in Git
reports/reviewer_concerns_program_20260729T035320Z/smoke_branch_b/azure_calls.jsonl,reports/reviewer_concerns_program_20260729T035320Z,12941,e31b7e7139038847574694473038342fc6851d6118fe963b763400200e5b9a0f,.jsonl,raw provider request/response cache,archive outside Git; ignore narrowly; leave local source file untouched
reports/reviewer_concerns_program_20260729T035320Z/smoke_branch_b/cache/azure/llm_pairwise_judgments.jsonl,reports/reviewer_concerns_program_20260729T035320Z,1005,1b49642553cdcfbe16a549fe9888abec0f8f688f6b62d166b954b4532ffd9124,.jsonl,duplicate of tracked content,ignore narrowly; regenerate from tracked checkpoint/parsed evidence if needed
